Primary,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
ABNE_P,9.950,10.020,10.090,10.250,10.660,11.090,11.600,12.130,12.700,13.300,13.940,14.620,15.340,16.100,16.900,17.740,18.630,19.560,20.550,21.600,22.700,23.760,24.840,25.910,26.980,28.040,29.020,30.040,31.100,32.190,33.330
ALNE_P,4.600,4.630,4.670,4.740,4.930,5.130,5.360,5.610,5.870,6.150,6.450,6.760,7.090,7.440,7.810,8.200,8.610,9.050,9.500,9.990,10.490,10.990,11.480,11.980,12.470,12.960,13.420,13.890,14.380,14.880,15.410
ALVE1,96.520,97.190,97.890,99.420,103.420,107.620,112.490,117.700,123.200,128.990,135.260,141.870,148.840,156.180,163.930,172.100,180.720,189.810,199.390,209.510,220.180,230.540,240.950,251.360,261.730,271.990,281.540,291.440,301.690,312.320,323.330
AMEM_1,2.030,2.050,2.060,2.090,2.180,2.270,2.370,2.480,2.600,2.720,2.850,2.990,3.140,3.290,3.450,3.630,3.810,4.000,4.200,4.410,4.640,4.860,5.080,5.290,5.510,5.730,5.930,6.140,6.350,6.580,6.810
ARMO_P,26.400,26.580,26.780,27.190,28.290,29.440,30.770,32.190,33.700,35.280,37.000,38.810,40.710,42.720,44.840,47.070,49.430,51.920,54.540,57.310,60.230,63.060,65.910,68.750,71.590,74.400,77.010,79.710,82.520,85.430,88.440
BAGA,48.500,48.840,49.190,49.960,51.970,54.080,56.530,59.150,61.910,64.820,67.970,71.290,74.790,78.480,82.370,86.480,90.810,95.380,100.190,105.280,110.640,115.850,121.080,126.310,131.520,136.680,141.470,146.440,151.600,156.940,162.470
BAIN,2.400,2.420,2.430,2.470,2.570,2.680,2.800,2.930,3.060,3.210,3.360,3.530,3.700,3.880,4.080,4.280,4.490,4.720,4.960,5.210,5.480,5.730,5.990,6.250,6.510,6.760,7.000,7.250,7.500,7.770,8.040
BARKC1;BARKW3,4.880,4.910,4.950,5.030,5.230,5.440,5.690,5.950,6.230,6.520,6.840,7.170,7.520,7.900,8.290,8.700,9.140,9.600,10.080,10.590,11.130,11.650,12.180,12.710,13.230,13.750,14.230,14.730,15.250,15.790,16.350
BERB_P;CAIF_P;DALL_P;GLEF_P;KEIT_P,30.140,30.350,30.570,31.050,32.300,33.610,35.130,36.760,38.470,40.280,42.240,44.300,46.480,48.770,51.190,53.740,56.430,59.270,62.270,65.420,68.760,71.990,75.240,78.490,81.730,84.940,87.920,91.010,94.210,97.530,100.970
BERW,98.900,99.590,100.310,101.870,105.970,110.280,115.270,120.610,126.240,132.180,138.600,145.370,152.510,160.040,167.980,176.350,185.180,194.490,204.310,214.680,225.620,236.230,246.900,257.570,268.180,278.700,288.490,298.630,309.130,320.020,331.310
