Primary,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
CHTE_1,0.121,0.274,0.432,0.593,0.758,0.927,1.111,1.325,1.554,1.801,2.074,2.380,2.699,3.041,3.398,3.774,4.170,4.585,5.019,5.957,6.449,6.940,7.457,7.993,8.558,9.126,9.713,10.331,10.956,11.601,12.265
CITR_1,0.002,0.004,0.006,0.009,0.011,0.013,0.016,0.019,0.023,0.026,0.030,0.035,0.039,0.044,0.049,0.055,0.061,0.067,0.073,0.087,0.094,0.101,0.108,0.116,0.124,0.133,0.141,0.150,0.159,0.169,0.178
CLAY_P,0.002,0.005,0.008,0.011,0.014,0.017,0.020,0.024,0.028,0.033,0.037,0.043,0.049,0.055,0.061,0.068,0.075,0.083,0.091,0.108,0.116,0.125,0.135,0.144,0.155,0.165,0.175,0.187,0.198,0.210,0.222
COAT,0.008,0.018,0.028,0.038,0.048,0.059,0.071,0.085,0.099,0.115,0.132,0.152,0.172,0.194,0.217,0.241,0.266,0.293,0.320,0.380,0.412,0.443,0.476,0.510,0.546,0.582,0.620,0.659,0.699,0.740,0.783
COCK,0.009,0.021,0.033,0.045,0.058,0.071,0.085,0.101,0.119,0.137,0.158,0.182,0.206,0.232,0.259,0.288,0.318,0.350,0.383,0.455,0.492,0.530,0.569,0.610,0.653,0.696,0.741,0.788,0.836,0.885,0.936
CONQA1;SASA,0.052,0.119,0.187,0.256,0.328,0.401,0.480,0.573,0.672,0.779,0.897,1.030,1.168,1.315,1.470,1.633,1.804,1.984,2.171,2.577,2.790,3.002,3.226,3.458,3.702,3.948,4.202,4.469,4.740,5.019,5.306
COUA_P,0.009,0.019,0.030,0.042,0.053,0.065,0.078,0.093,0.110,0.127,0.146,0.168,0.190,0.214,0.240,0.266,0.294,0.323,0.354,0.420,0.455,0.489,0.526,0.563,0.603,0.643,0.685,0.728,0.772,0.818,0.865
COVE_1,0.075,0.171,0.269,0.369,0.472,0.577,0.692,0.826,0.969,1.123,1.292,1.483,1.682,1.895,2.118,2.352,2.599,2.857,3.128,3.713,4.019,4.325,4.647,4.981,5.333,5.687,6.053,6.438,6.828,7.230,7.644
COWL_1;ECLA_H,0.094,0.214,0.337,0.463,0.592,0.723,0.867,1.035,1.213,1.406,1.619,1.858,2.107,2.373,2.652,2.946,3.255,3.579,3.918,4.650,5.034,5.417,5.821,6.239,6.680,7.124,7.582,8.064,8.553,9.056,9.574
COYL,0.008,0.018,0.028,0.039,0.049,0.060,0.072,0.086,0.101,0.117,0.135,0.155,0.176,0.198,0.221,0.246,0.272,0.299,0.327,0.388,0.420,0.452,0.486,0.521,0.557,0.594,0.633,0.673,0.714,0.756,0.799
CRAI_P,0.001,0.001,0.002,0.003,0.004,0.004,0.005,0.006,0.007,0.008,0.010,0.011,0.013,0.014,0.016,0.018,0.020,0.022,0.024,0.028,0.030,0.033,0.035,0.038,0.040,0.043,0.046,0.049,0.051,0.054,0.058
CREB_1,0.109,0.247,0.389,0.534,0.683,0.835,1.001,1.194,1.400,1.623,1.869,2.144,2.432,2.740,3.062,3.401,3.758,4.131,4.522,5.368,5.811,6.253,6.719,7.202,7.711,8.223,8.752,9.309,9.872,10.453,11.051
CROO,0.004,0.008,0.012,0.016,0.022,0.026,0.032,0.038,0.044,0.052,0.060,0.068,0.078,0.088,0.098,0.108,0.120,0.132,0.144,0.170,0.184,0.198,0.214,0.230,0.246,0.262,0.278,0.296,0.314,0.332,0.352
CUMB,0.006,0.013,0.020,0.028,0.036,0.044,0.053,0.063,0.074,0.085,0.098,0.113,0.128,0.144,0.161,0.179,0.197,0.217,0.238,0.282,0.305,0.328,0.353,0.378,0.405,0.432,0.460,0.489,0.519,0.549,0.581
CUPA,0.015,0.033,0.053,0.072,0.092,0.113,0.135,0.162,0.190,0.220,0.253,0.290,0.329,0.371,0.414,0.460,0.509,0.559,0.612,0.727,0.787,0.846,0.910,0.975,1.044,1.113,1.185,1.260,1.336,1.415,1.496
CURR,0.000,0.000,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.003,0.003,0.003,0.004,0.004,0.005,0.005,0.006,0.006,0.008,0.008,0.009,0.010,0.010,0.011,0.012,0.013,0.013,0.014,0.015,0.016
DALM3,0.005,0.011,0.017,0.023,0.029,0.036,0.043,0.051,0.060,0.069,0.080,0.091,0.104,0.117,0.130,0.145,0.160,0.176,0.193,0.229,0.248,0.266,0.286,0.307,0.329,0.350,0.373,0.397,0.421,0.445,0.471
