Primary,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
ABHA1,79.836,79.445,80.271,80.383,80.089,79.655,78.897,78.424,78.727,79.027,79.034,79.202,79.631,80.096,80.709,81.403,82.145,82.813,83.451,84.107,84.797,86.110,87.132,87.141,87.162,87.183,86.330,85.598,84.823,83.961,82.852
ABNE_P,10.421,10.370,10.478,10.492,10.454,10.397,10.298,10.237,10.276,10.315,10.316,10.338,10.394,10.455,10.535,10.625,10.722,10.809,10.893,10.978,11.068,11.240,11.373,11.374,11.377,11.380,11.268,11.173,11.072,10.959,10.815
ABTH_1,81.376,80.977,81.819,81.933,81.634,81.191,80.418,79.937,80.246,80.552,80.558,80.730,81.167,81.641,82.266,82.973,83.729,84.410,85.061,85.729,86.432,87.771,88.812,88.822,88.843,88.864,87.995,87.249,86.459,85.580,84.450
ACTL_2;CBNK_H;GREE_H;PERI_H,37.727,37.542,37.933,37.985,37.846,37.641,37.283,37.060,37.203,37.345,37.348,37.428,37.631,37.850,38.140,38.467,38.818,39.133,39.436,39.745,40.072,40.692,41.174,41.179,41.189,41.198,40.796,40.450,40.084,39.677,39.152
ALNE_P,7.490,7.453,7.531,7.541,7.514,7.473,7.402,7.357,7.386,7.414,7.415,7.430,7.471,7.514,7.572,7.637,7.706,7.769,7.829,7.891,7.955,8.079,8.174,8.175,8.177,8.179,8.099,8.030,7.958,7.877,7.773
ALVE1,68.782,68.445,69.156,69.253,69.000,68.625,67.972,67.565,67.826,68.085,68.091,68.236,68.605,69.005,69.534,70.131,70.771,71.346,71.897,72.461,73.056,74.187,75.067,75.075,75.093,75.111,74.377,73.746,73.079,72.336,71.380
AMEM_1,24.542,24.421,24.675,24.710,24.619,24.486,24.253,24.108,24.201,24.293,24.295,24.347,24.479,24.621,24.810,25.023,25.251,25.457,25.653,25.854,26.066,26.470,26.784,26.787,26.793,26.800,26.538,26.313,26.075,25.810,25.469
ARBR_P,10.418,10.367,10.475,10.490,10.451,10.395,10.296,10.234,10.273,10.313,10.314,10.336,10.391,10.452,10.532,10.623,10.719,10.807,10.890,10.975,11.066,11.237,11.370,11.371,11.374,11.377,11.266,11.170,11.069,10.956,10.812
ARDK_P;CLAC_P,2.631,2.618,2.645,2.649,2.639,2.625,2.600,2.585,2.595,2.604,2.605,2.610,2.624,2.640,2.660,2.683,2.707,2.729,2.750,2.772,2.795,2.838,2.872,2.872,2.872,2.873,2.845,2.821,2.795,2.767,2.730
ARMO_P,6.018,5.989,6.051,6.060,6.037,6.005,5.948,5.912,5.935,5.957,5.958,5.971,6.003,6.038,6.084,6.136,6.192,6.243,6.291,6.340,6.392,6.491,6.568,6.569,6.571,6.572,6.508,6.453,6.394,6.329,6.246
