Primary,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
CANTN1;RICH1;RICH_J,85.748,82.589,81.555,81.176,80.707,80.731,80.723,80.598,80.525,80.399,80.175,80.078,80.416,80.753,81.229,81.744,82.937,83.848,84.632,84.724,83.872,84.553,85.020,84.998,85.075,84.907,85.002,85.240,85.479,85.634,85.501
CAPEA1,116.967,112.658,111.247,110.730,110.090,110.123,110.112,109.942,109.842,109.670,109.365,109.232,109.694,110.154,110.803,111.506,113.133,114.375,115.445,115.570,114.409,115.337,115.974,115.943,116.049,115.820,115.950,116.274,116.599,116.811,116.629
CARE_1,47.810,46.048,45.472,45.260,44.999,45.012,45.008,44.938,44.897,44.827,44.702,44.648,44.837,45.025,45.290,45.577,46.243,46.750,47.188,47.239,46.764,47.143,47.404,47.391,47.434,47.341,47.394,47.527,47.659,47.746,47.672
CARR_1,104.830,100.967,99.703,99.240,98.666,98.696,98.685,98.534,98.444,98.290,98.016,97.898,98.311,98.724,99.305,99.935,101.394,102.507,103.466,103.578,102.537,103.369,103.939,103.912,104.007,103.802,103.918,104.209,104.500,104.690,104.527
CASS_P,0.186,0.179,0.177,0.176,0.175,0.175,0.175,0.175,0.174,0.174,0.174,0.173,0.174,0.175,0.176,0.177,0.180,0.182,0.183,0.183,0.182,0.183,0.184,0.184,0.184,0.184,0.184,0.185,0.185,0.185,0.185
CATY,7.336,7.065,6.977,6.945,6.904,6.906,6.906,6.895,6.889,6.878,6.859,6.851,6.880,6.908,6.949,6.993,7.095,7.173,7.240,7.248,7.175,7.233,7.273,7.272,7.278,7.264,7.272,7.292,7.313,7.326,7.315
CEAN_P,1.719,1.656,1.635,1.627,1.618,1.618,1.618,1.616,1.614,1.612,1.607,1.605,1.612,1.619,1.628,1.639,1.663,1.681,1.697,1.698,1.681,1.695,1.704,1.704,1.705,1.702,1.704,1.709,1.714,1.717,1.714
CELL_1,194.560,187.392,185.045,184.185,183.120,183.175,183.157,182.875,182.708,182.423,181.915,181.694,182.462,183.227,184.307,185.475,188.183,190.248,192.029,192.237,190.305,191.849,192.908,192.857,193.033,192.652,192.868,193.408,193.948,194.301,193.998
CHAP,12.073,11.628,11.482,11.429,11.363,11.366,11.365,11.348,11.337,11.319,11.288,11.274,11.322,11.369,11.436,11.509,11.677,11.805,11.916,11.928,11.809,11.904,11.970,11.967,11.978,11.954,11.968,12.001,12.035,12.057,12.038
CHAR_P,5.551,5.346,5.279,5.255,5.224,5.226,5.225,5.217,5.213,5.204,5.190,5.184,5.206,5.227,5.258,5.292,5.369,5.428,5.478,5.484,5.429,5.473,5.504,5.502,5.507,5.496,5.502,5.518,5.533,5.543,5.535
CHAS,27.299,26.294,25.964,25.844,25.694,25.702,25.699,25.660,25.636,25.596,25.525,25.494,25.602,25.709,25.861,26.025,26.405,26.694,26.944,26.973,26.702,26.919,27.068,27.060,27.085,27.032,27.062,27.138,27.214,27.263,27.221
CHIC_1,35.169,33.873,33.449,33.294,33.101,33.111,33.108,33.057,33.027,32.975,32.883,32.843,32.982,33.121,33.316,33.527,34.016,34.390,34.711,34.749,34.400,34.679,34.870,34.861,34.893,34.824,34.863,34.961,35.058,35.122,35.067
CHSI_1,69.629,67.064,66.224,65.916,65.535,65.555,65.548,65.447,65.388,65.285,65.104,65.025,65.300,65.573,65.960,66.378,67.347,68.086,68.723,68.798,68.106,68.659,69.038,69.020,69.083,68.946,69.023,69.217,69.410,69.536,69.428
CHTE_1,172.685,166.323,164.240,163.477,162.532,162.580,162.564,162.314,162.166,161.912,161.461,161.266,161.948,162.626,163.585,164.622,167.025,168.858,170.438,170.623,168.908,170.279,171.218,171.174,171.329,170.992,171.183,171.662,172.142,172.455,172.186
CITR_1,287.334,276.747,273.281,272.011,270.439,270.520,270.492,270.076,269.830,269.408,268.658,268.333,269.467,270.596,272.191,273.917,277.915,280.965,283.594,283.902,281.048,283.329,284.893,284.818,285.077,284.515,284.833,285.631,286.429,286.950,286.503
CLAY_P,12.397,11.941,11.791,11.736,11.668,11.672,11.671,11.653,11.642,11.624,11.592,11.578,11.626,11.675,11.744,11.818,11.991,12.123,12.236,12.249,12.126,12.225,12.292,12.289,12.300,12.276,12.290,12.324,12.358,12.381,12.362
CLYM,23.960,23.077,22.788,22.682,22.551,22.558,22.555,22.521,22.500,22.465,22.403,22.375,22.470,22.564,22.697,22.841,23.174,23.429,23.648,23.674,23.436,23.626,23.756,23.750,23.772,23.725,23.751,23.818,23.884,23.928,23.891
COAT,19.764,19.036,18.797,18.710,18.602,18.607,18.605,18.577,18.560,18.531,18.479,18.457,18.535,18.612,18.722,18.841,19.116,19.326,19.507,19.528,19.331,19.488,19.596,19.591,19.609,19.570,19.592,19.647,19.701,19.737,19.707
COCK,16.643,16.030,15.829,15.755,15.664,15.669,15.667,15.643,15.629,15.605,15.561,15.542,15.608,15.673,15.766,15.866,16.097,16.274,16.426,16.444,16.279,16.411,16.501,16.497,16.512,16.480,16.498,16.544,16.590,16.621,16.595
CONQA1;SASA,85.232,82.092,81.063,80.687,80.220,80.244,80.237,80.113,80.040,79.914,79.692,79.595,79.932,80.267,80.740,81.252,82.438,83.343,84.123,84.214,83.368,84.044,84.508,84.486,84.563,84.396,84.491,84.727,84.963,85.118,84.985
COUA_P,7.544,7.266,7.175,7.142,7.100,7.103,7.102,7.091,7.084,7.073,7.054,7.045,7.075,7.105,7.146,7.192,7.297,7.377,7.446,7.454,7.379,7.439,7.480,7.478,7.485,7.470,7.478,7.499,7.520,7.534,7.522
COVE_1,147.452,142.020,140.241,139.589,138.782,138.824,138.810,138.596,138.470,138.254,137.868,137.702,138.284,138.863,139.682,140.567,142.619,144.184,145.534,145.691,144.227,145.397,146.200,146.162,146.295,146.006,146.169,146.579,146.988,147.256,147.026
COWL_1;ECLA_H,179.114,172.515,170.354,169.563,168.583,168.633,168.616,168.356,168.203,167.940,167.473,167.270,167.977,168.681,169.675,170.751,173.243,175.145,176.784,176.975,175.197,176.618,177.593,177.547,177.708,177.358,177.556,178.053,178.551,178.875,178.597
COYL,12.891,12.416,12.261,12.204,12.133,12.137,12.135,12.117,12.106,12.087,12.053,12.039,12.089,12.140,12.212,12.289,12.468,12.605,12.723,12.737,12.609,12.711,12.782,12.778,12.790,12.765,12.779,12.815,12.850,12.874,12.854
CRAI_P,6.026,5.804,5.731,5.705,5.672,5.674,5.673,5.664,5.659,5.650,5.634,5.628,5.651,5.675,5.709,5.745,5.829,5.893,5.948,5.954,5.894,5.942,5.975,5.973,5.979,5.967,5.974,5.990,6.007,6.018,6.009
CREB_1,158.534,152.693,150.781,150.080,149.213,149.258,149.242,149.013,148.877,148.644,148.230,148.051,148.677,149.300,150.179,151.132,153.338,155.021,156.471,156.641,155.067,156.325,157.188,157.147,157.290,156.979,157.155,157.595,158.036,158.323,158.076
CROO,11.163,10.752,10.617,10.568,10.507,10.510,10.509,10.492,10.483,10.466,10.437,10.424,10.468,10.512,10.575,10.642,10.797,10.915,11.018,11.030,10.918,11.008,11.068,11.065,11.075,11.053,11.065,11.097,11.128,11.148,11.131
CUMB,15.132,14.575,14.392,14.325,14.242,14.247,14.245,14.223,14.210,14.188,14.149,14.132,14.191,14.251,14.335,14.426,14.636,14.797,14.935,14.952,14.801,14.921,15.004,15.000,15.013,14.984,15.001,15.043,15.085,15.112,15.088
CUPA,18.113,17.446,17.227,17.147,17.048,17.053,17.051,17.025,17.009,16.983,16.936,16.915,16.987,17.058,17.158,17.267,17.519,17.711,17.877,17.897,17.717,17.860,17.959,17.954,17.971,17.935,17.955,18.006,18.056,18.089,18.061
CURR,2.947,2.839,2.803,2.790,2.774,2.775,2.775,2.770,2.768,2.763,2.756,2.752,2.764,2.776,2.792,2.810,2.851,2.882,2.909,2.912,2.883,2.906,2.922,2.922,2.924,2.918,2.922,2.930,2.938,2.943,2.939
DALM3,11.084,10.675,10.541,10.493,10.432,10.435,10.434,10.418,10.408,10.392,10.363,10.351,10.394,10.438,10.499,10.566,10.720,10.838,10.939,10.951,10.841,10.929,10.989,10.987,10.997,10.975,10.987,11.018,11.049,11.069,11.052
DEVM,10.388,10.005,9.880,9.834,9.777,9.780,9.779,9.764,9.755,9.740,9.713,9.701,9.742,9.783,9.840,9.903,10.047,10.158,10.253,10.264,10.161,10.243,10.300,10.297,10.306,10.286,10.297,10.326,10.355,10.374,10.358
DEVO,14.385,13.855,13.682,13.618,13.539,13.544,13.542,13.521,13.509,13.488,13.450,13.434,13.491,13.547,13.627,13.714,13.914,14.067,14.198,14.214,14.071,14.185,14.263,14.259,14.272,14.244,14.260,14.300,14.340,14.366,14.344
DEWP,23.981,23.098,22.809,22.703,22.571,22.578,22.576,22.541,22.521,22.485,22.423,22.396,22.490,22.585,22.718,22.862,23.195,23.450,23.669,23.695,23.457,23.647,23.778,23.772,23.793,23.746,23.773,23.839,23.906,23.949,23.912
