Primary,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
BRED_1,75.078,74.261,73.523,72.522,71.795,70.921,70.031,69.102,68.164,67.221,66.267,65.583,65.448,65.376,65.374,65.451,65.600,65.853,66.221,66.675,67.235,67.989,69.098,70.395,71.846,73.515,75.273,76.943,78.808,80.869,83.228,85.136
BRFO_1;CLT03,210.976,208.682,206.606,203.793,201.753,199.294,196.794,194.183,191.547,188.898,186.217,184.294,183.914,183.714,183.709,183.923,184.343,185.054,186.087,187.363,188.937,191.055,194.173,197.816,201.895,206.584,211.524,216.218,221.457,227.249,233.878,239.241
BRID_P,7.812,7.735,7.658,7.557,7.482,7.392,7.300,7.204,7.107,7.010,6.911,6.840,6.826,6.819,6.819,6.827,6.842,6.868,6.906,6.953,7.010,7.088,7.203,7.337,7.487,7.659,7.841,8.013,8.206,8.419,8.662,8.859
BRIM_1,86.185,85.247,84.400,83.250,82.417,81.413,80.391,79.325,78.247,77.166,76.071,75.285,75.130,75.048,75.046,75.134,75.305,75.596,76.017,76.539,77.182,78.047,79.320,80.809,82.475,84.390,86.409,88.326,90.466,92.832,95.540,97.731
BROA_P,3.632,3.596,3.560,3.513,3.478,3.436,3.394,3.349,3.304,3.259,3.213,3.180,3.173,3.170,3.170,3.174,3.181,3.193,3.210,3.232,3.259,3.295,3.349,3.411,3.480,3.561,3.645,3.725,3.815,3.914,4.027,4.119
BROR_P,2.383,2.359,2.336,2.305,2.282,2.255,2.226,2.197,2.168,2.138,2.108,2.086,2.082,2.080,2.080,2.082,2.087,2.095,2.106,2.121,2.138,2.162,2.197,2.238,2.283,2.336,2.391,2.444,2.503,2.568,2.642,2.702
BROX,15.234,15.083,14.934,14.737,14.591,14.414,14.235,14.048,13.859,13.669,13.477,13.339,13.311,13.297,13.297,13.312,13.342,13.393,13.466,13.558,13.670,13.823,14.046,14.307,14.599,14.935,15.289,15.626,16.001,16.417,16.892,17.276
BRWA1,60.121,59.467,58.875,58.074,57.492,56.792,56.079,55.335,54.584,53.829,53.065,52.517,52.409,52.352,52.350,52.412,52.531,52.734,53.028,53.392,53.840,54.444,55.332,56.370,57.533,58.869,60.277,61.614,63.107,64.758,66.647,68.175
BUMU_P,14.121,13.981,13.843,13.660,13.524,13.361,13.195,13.022,12.847,12.670,12.492,12.364,12.338,12.325,12.325,12.339,12.367,12.414,12.482,12.567,12.671,12.812,13.019,13.261,13.532,13.844,14.172,14.484,14.832,15.217,15.657,16.014
BURM_1,139.477,137.959,136.588,134.728,133.379,131.754,130.101,128.375,126.632,124.881,123.109,121.837,121.586,121.454,121.450,121.592,121.870,122.340,123.022,123.866,124.907,126.307,128.368,130.776,133.473,136.573,139.839,142.942,146.406,150.234,154.617,158.163
BUSH_1,41.057,40.610,40.206,39.659,39.262,38.783,38.297,37.789,37.276,36.760,36.239,35.864,35.790,35.751,35.750,35.792,35.874,36.012,36.213,36.462,36.768,37.180,37.787,38.496,39.290,40.202,41.163,42.077,43.096,44.223,45.514,46.557
BUST_1,70.692,69.923,69.228,68.285,67.601,66.778,65.940,65.065,64.181,63.294,62.396,61.751,61.624,61.557,61.555,61.627,61.768,62.006,62.352,62.780,63.307,64.017,65.061,66.282,67.649,69.220,70.875,72.448,74.204,76.144,78.366,80.163
CAAD_P,6.505,6.441,6.377,6.293,6.230,6.155,6.079,5.999,5.918,5.837,5.755,5.696,5.684,5.678,5.678,5.684,5.697,5.719,5.750,5.789,5.837,5.902,5.998,6.109,6.234,6.377,6.529,6.673,6.833,7.010,7.213,7.377
CAMB_01,10.058,9.948,9.849,9.715,9.618,9.501,9.382,9.257,9.132,9.005,8.877,8.786,8.768,8.758,8.758,8.768,8.788,8.822,8.871,8.932,9.007,9.108,9.257,9.430,9.625,9.848,10.084,10.308,10.557,10.834,11.150,11.405
CANTN1;RICH1;RICH_J,117.480,116.202,115.047,113.480,112.344,110.975,109.584,108.129,106.661,105.186,103.693,102.622,102.411,102.300,102.297,102.417,102.650,103.046,103.621,104.331,105.208,106.387,108.124,110.152,112.424,115.035,117.785,120.398,123.316,126.541,130.233,133.220
CAPEA1,105.916,104.763,103.722,102.309,101.285,100.051,98.796,97.485,96.161,94.832,93.486,92.520,92.330,92.229,92.226,92.334,92.545,92.902,93.420,94.061,94.851,95.915,97.480,99.309,101.357,103.711,106.191,108.547,111.177,114.085,117.413,120.106
CARE_1,40.404,39.965,39.567,39.028,38.638,38.167,37.688,37.188,36.683,36.176,35.662,35.294,35.221,35.183,35.182,35.223,35.304,35.440,35.638,35.882,36.183,36.589,37.186,37.884,38.665,39.563,40.509,41.408,42.411,43.520,44.790,45.817
CARR_1,86.317,85.378,84.529,83.378,82.543,81.538,80.515,79.447,78.368,77.284,76.188,75.401,75.245,75.163,75.161,75.249,75.421,75.712,76.134,76.656,77.300,78.167,79.442,80.933,82.602,84.520,86.541,88.462,90.606,92.975,95.687,97.882
CASS_P,0.529,0.523,0.518,0.511,0.506,0.500,0.494,0.488,0.481,0.474,0.468,0.463,0.462,0.461,0.461,0.462,0.463,0.465,0.467,0.471,0.474,0.480,0.487,0.497,0.507,0.518,0.531,0.542,0.555,0.570,0.586,0.600
CATY,5.216,5.164,5.113,5.046,4.995,4.935,4.874,4.810,4.745,4.680,4.614,4.567,4.557,4.553,4.552,4.558,4.568,4.585,4.610,4.642,4.680,4.732,4.809,4.898,4.998,5.113,5.235,5.350,5.478,5.621,5.783,5.915
CEAN_P,0.465,0.461,0.456,0.450,0.445,0.440,0.435,0.429,0.423,0.417,0.411,0.407,0.406,0.406,0.406,0.406,0.407,0.409,0.411,0.414,0.417,0.422,0.429,0.437,0.446,0.456,0.467,0.477,0.489,0.501,0.516,0.527
CELL_1,195.534,193.407,191.484,188.877,186.986,184.707,182.391,179.970,177.526,175.072,172.588,170.805,170.453,170.267,170.262,170.462,170.851,171.510,172.467,173.649,175.108,177.071,179.961,183.337,187.118,191.464,196.042,200.392,205.248,210.616,216.760,221.731
CHAP,15.968,15.810,15.653,15.447,15.294,15.109,14.921,14.725,14.527,14.327,14.126,13.981,13.952,13.938,13.937,13.953,13.985,14.038,14.115,14.211,14.329,14.488,14.722,14.996,15.302,15.655,16.026,16.379,16.772,17.208,17.705,18.108
CHAR_P,5.059,5.009,4.959,4.894,4.845,4.787,4.727,4.665,4.602,4.539,4.475,4.430,4.420,4.416,4.416,4.421,4.431,4.448,4.472,4.502,4.540,4.590,4.664,4.751,4.848,4.960,5.077,5.189,5.314,5.452,5.610,5.737
CHAS,26.448,26.186,25.927,25.585,25.331,25.025,24.714,24.389,24.061,23.730,23.397,23.157,23.109,23.085,23.084,23.110,23.163,23.251,23.378,23.538,23.733,23.997,24.384,24.838,25.345,25.929,26.544,27.128,27.779,28.501,29.325,29.993
CHIC_1,34.234,33.862,33.525,33.069,32.738,32.339,31.933,31.509,31.081,30.652,30.217,29.905,29.843,29.811,29.810,29.845,29.913,30.028,30.196,30.403,30.658,31.002,31.508,32.099,32.761,33.522,34.323,35.085,35.935,36.875,37.951,38.821
CHSI_1,73.266,72.469,71.748,70.771,70.063,69.209,68.341,67.434,66.518,65.599,64.668,64.000,63.868,63.798,63.797,63.871,64.017,64.264,64.622,65.066,65.612,66.348,67.430,68.696,70.112,71.740,73.456,75.086,76.906,78.917,81.219,83.082
CHTE_1,161.742,159.982,158.392,156.235,154.670,152.786,150.870,148.868,146.846,144.816,142.761,141.286,140.995,140.842,140.837,141.002,141.324,141.869,142.661,143.639,144.846,146.470,148.860,151.653,154.780,158.374,162.162,165.760,169.777,174.217,179.299,183.411
CITR_1,282.357,279.285,276.508,272.743,270.012,266.722,263.377,259.882,256.353,252.808,249.221,246.647,246.139,245.871,245.863,246.151,246.713,247.665,249.047,250.754,252.861,255.696,259.868,264.744,270.203,276.478,283.090,289.371,296.384,304.134,313.007,320.186
CLAY_P,11.256,11.144,11.034,10.888,10.780,10.650,10.518,10.379,10.240,10.099,9.957,9.855,9.835,9.825,9.824,9.835,9.858,9.895,9.949,10.017,10.100,10.213,10.378,10.570,10.786,11.035,11.297,11.545,11.822,12.130,12.480,12.764
CLYM,21.684,21.469,21.257,20.976,20.768,20.517,20.262,19.996,19.727,19.456,19.182,18.985,18.946,18.927,18.926,18.948,18.990,19.063,19.167,19.298,19.458,19.674,19.992,20.363,20.780,21.258,21.762,22.242,22.775,23.367,24.043,24.590
COAT,17.656,17.481,17.308,17.080,16.910,16.706,16.498,16.281,16.062,15.841,15.619,15.459,15.427,15.411,15.410,15.428,15.463,15.522,15.607,15.713,15.843,16.020,16.278,16.581,16.920,17.309,17.720,18.110,18.545,19.026,19.577,20.022
COCK,13.065,12.936,12.808,12.639,12.513,12.362,12.209,12.048,11.886,11.723,11.558,11.440,11.416,11.404,11.404,11.417,11.442,11.486,11.549,11.628,11.724,11.855,12.046,12.270,12.521,12.809,13.113,13.401,13.723,14.080,14.487,14.816
CONQA1;SASA,86.730,85.786,84.933,83.777,82.938,81.928,80.900,79.827,78.742,77.654,76.552,75.761,75.605,75.523,75.520,75.608,75.781,76.073,76.499,77.023,77.670,78.541,79.822,81.320,82.996,84.924,86.955,88.884,91.039,93.419,96.144,98.349
COUA_P,7.908,7.830,7.752,7.650,7.574,7.483,7.390,7.292,7.194,7.096,6.996,6.924,6.910,6.903,6.902,6.910,6.926,6.952,6.990,7.038,7.096,7.175,7.291,7.427,7.578,7.753,7.937,8.112,8.306,8.522,8.769,8.968
COVE_1,142.567,141.016,139.614,137.713,136.334,134.673,132.984,131.219,129.437,127.648,125.836,124.537,124.280,124.145,124.141,124.286,124.570,125.051,125.748,126.610,127.674,129.106,131.212,133.674,136.431,139.599,142.937,146.109,149.650,153.563,158.043,161.668
COWL_1;ECLA_H,160.533,158.786,157.207,155.067,153.514,151.644,149.742,147.755,145.748,143.733,141.693,140.230,139.941,139.789,139.785,139.948,140.268,140.809,141.594,142.565,143.763,145.375,147.747,150.519,153.623,157.191,160.949,164.521,168.508,172.914,177.959,182.040
COYL,11.472,11.358,11.246,11.098,10.987,10.855,10.720,10.579,10.437,10.293,10.149,10.045,10.024,10.013,10.013,10.024,10.047,10.086,10.141,10.210,10.294,10.409,10.577,10.774,10.994,11.247,11.514,11.767,12.050,12.363,12.720,13.010
CRAI_P,5.821,5.763,5.706,5.631,5.575,5.508,5.439,5.368,5.296,5.223,5.150,5.097,5.086,5.081,5.081,5.087,5.098,5.118,5.146,5.181,5.224,5.282,5.367,5.467,5.578,5.707,5.842,5.971,6.114,6.273,6.455,6.601
CREB_1,143.299,141.740,140.331,138.420,137.034,135.365,133.667,131.893,130.102,128.303,126.482,125.176,124.918,124.782,124.778,124.924,125.210,125.693,126.394,127.261,128.330,129.769,131.886,134.360,137.131,140.316,143.671,146.859,150.418,154.352,158.855,162.498
CROO,10.345,10.242,10.141,10.008,9.908,9.788,9.667,9.540,9.411,9.282,9.152,9.058,9.039,9.030,9.030,9.040,9.060,9.095,9.145,9.207,9.283,9.387,9.538,9.715,9.914,10.142,10.382,10.611,10.866,11.148,11.471,11.732
CUMB,16.504,16.340,16.179,15.965,15.807,15.616,15.422,15.219,15.014,14.808,14.600,14.450,14.420,14.405,14.405,14.421,14.454,14.509,14.589,14.688,14.810,14.975,15.216,15.499,15.816,16.180,16.564,16.929,17.335,17.785,18.300,18.716
CUPA,16.001,15.842,15.686,15.479,15.325,15.140,14.952,14.755,14.557,14.357,14.155,14.010,13.981,13.966,13.966,13.982,14.013,14.067,14.144,14.240,14.358,14.518,14.753,15.027,15.334,15.687,16.059,16.413,16.807,17.243,17.742,18.146
CURR,2.805,2.778,2.750,2.714,2.687,2.654,2.621,2.587,2.552,2.517,2.482,2.456,2.451,2.449,2.449,2.451,2.457,2.466,2.480,2.497,2.517,2.545,2.587,2.635,2.688,2.750,2.816,2.878,2.947,3.023,3.111,3.181
DALM3,8.771,8.684,8.599,8.485,8.401,8.299,8.196,8.089,7.980,7.870,7.760,7.680,7.664,7.656,7.656,7.665,7.682,7.711,7.753,7.806,7.871,7.959,8.087,8.237,8.406,8.599,8.803,8.997,9.213,9.452,9.726,9.947
DEVM,9.234,9.142,9.052,8.933,8.844,8.737,8.628,8.515,8.401,8.285,8.169,8.085,8.068,8.060,8.059,8.069,8.087,8.118,8.162,8.218,8.286,8.378,8.513,8.672,8.849,9.053,9.267,9.471,9.699,9.951,10.239,10.471
DEVO,16.017,15.858,15.701,15.494,15.340,15.155,14.966,14.770,14.571,14.371,14.169,14.024,13.994,13.980,13.979,13.996,14.027,14.081,14.158,14.254,14.372,14.532,14.767,15.041,15.349,15.702,16.075,16.429,16.823,17.260,17.759,18.163
DEWP,22.171,21.951,21.734,21.447,21.234,20.978,20.717,20.445,20.170,19.893,19.613,19.412,19.372,19.352,19.351,19.373,19.417,19.491,19.598,19.731,19.895,20.116,20.441,20.821,21.246,21.736,22.251,22.741,23.287,23.892,24.583,25.142
DOUN_P,2.025,2.005,1.985,1.959,1.939,1.916,1.892,1.867,1.842,1.817,1.791,1.773,1.769,1.767,1.767,1.769,1.773,1.780,1.790,1.802,1.817,1.837,1.867,1.902,1.940,1.985,2.032,2.077,2.127,2.182,2.245,2.296
DRAK_1,66.646,65.921,65.265,64.376,63.732,62.955,62.166,61.341,60.508,59.671,58.824,58.217,58.097,58.034,58.032,58.100,58.232,58.457,58.783,59.186,59.684,60.353,61.337,62.488,63.777,65.258,66.819,68.301,69.956,71.786,73.880,75.574
DRAX_1,34.914,34.534,34.190,33.725,33.387,32.980,32.567,32.135,31.698,31.260,30.816,30.498,30.435,30.402,30.401,30.437,30.506,30.624,30.795,31.006,31.266,31.617,32.133,32.736,33.411,34.187,35.004,35.781,36.648,37.606,38.704,39.591
DRCR,5.538,5.483,5.429,5.357,5.304,5.240,5.175,5.107,5.038,4.969,4.899,4.849,4.839,4.834,4.834,4.839,4.850,4.869,4.895,4.929,4.969,5.025,5.106,5.201,5.307,5.429,5.558,5.681,5.817,5.968,6.141,6.280
DRUM,13.055,12.925,12.798,12.629,12.503,12.352,12.199,12.038,11.877,11.713,11.549,11.430,11.407,11.395,11.394,11.407,11.433,11.477,11.540,11.618,11.714,11.845,12.036,12.260,12.510,12.798,13.102,13.391,13.712,14.068,14.475,14.804
DUBE_P,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
DUDH_P,15.645,15.490,15.337,15.134,14.984,14.803,14.619,14.427,14.233,14.037,13.840,13.698,13.670,13.656,13.655,13.671,13.702,13.754,13.829,13.923,14.039,14.195,14.424,14.692,14.993,15.338,15.702,16.047,16.433,16.859,17.347,17.742
DUGR_P,1.531,1.516,1.501,1.481,1.466,1.449,1.431,1.412,1.393,1.374,1.354,1.340,1.338,1.336,1.336,1.338,1.341,1.346,1.353,1.362,1.374,1.389,1.411,1.438,1.467,1.501,1.536,1.570,1.608,1.650,1.697,1.736
DUMF,16.721,16.555,16.391,16.176,16.015,15.822,15.625,15.419,15.212,15.003,14.792,14.640,14.610,14.595,14.595,14.611,14.644,14.700,14.781,14.881,15.004,15.171,15.417,15.703,16.024,16.392,16.782,17.151,17.563,18.019,18.541,18.962
DUNB,6.881,6.813,6.746,6.657,6.591,6.511,6.430,6.345,6.260,6.174,6.087,6.025,6.012,6.006,6.006,6.013,6.026,6.050,6.083,6.124,6.175,6.244,6.344,6.462,6.594,6.746,6.906,7.058,7.228,7.415,7.630,7.803
DUNF,8.703,8.616,8.531,8.419,8.335,8.234,8.132,8.025,7.917,7.808,7.699,7.620,7.604,7.596,7.596,7.604,7.622,7.651,7.693,7.745,7.809,7.896,8.024,8.173,8.340,8.532,8.734,8.926,9.141,9.378,9.649,9.869
DUNO_P,3.929,3.890,3.852,3.801,3.763,3.718,3.671,3.623,3.574,3.525,3.476,3.440,3.433,3.429,3.429,3.433,3.441,3.454,3.473,3.497,3.526,3.565,3.623,3.690,3.765,3.852,3.943,4.030,4.127,4.234,4.357,4.456
DYCE_P,10.509,10.405,10.302,10.166,10.065,9.944,9.820,9.691,9.561,9.429,9.297,9.202,9.183,9.173,9.173,9.183,9.204,9.239,9.290,9.353,9.430,9.535,9.689,9.869,10.071,10.303,10.547,10.780,11.038,11.325,11.653,11.918
EALI_6,64.554,63.852,63.217,62.357,61.732,60.980,60.215,59.416,58.609,57.799,56.979,56.390,56.274,56.213,56.211,56.277,56.405,56.623,56.939,57.329,57.811,58.459,59.413,60.528,61.776,63.211,64.722,66.158,67.762,69.533,71.562,73.203
EASO_1,90.124,89.143,88.257,87.055,86.183,85.133,84.066,82.950,81.824,80.692,79.547,78.726,78.563,78.478,78.475,78.567,78.747,79.051,79.491,80.037,80.709,81.614,82.945,84.502,86.244,88.247,90.358,92.362,94.601,97.075,99.907,102.198
ECCL,7.415,7.342,7.269,7.173,7.102,7.016,6.929,6.838,6.746,6.653,6.560,6.493,6.479,6.473,6.472,6.480,6.494,6.519,6.555,6.599,6.654,6.728,6.837,6.964,7.106,7.270,7.442,7.606,7.789,7.991,8.222,8.409
ECLA_1,106.820,105.658,104.607,103.183,102.149,100.905,99.639,98.317,96.982,95.641,94.284,93.310,93.118,93.016,93.014,93.122,93.335,93.695,94.218,94.864,95.661,96.733,98.312,100.156,102.222,104.596,107.097,109.473,112.126,115.058,118.415,121.131
EERH,20.816,20.609,20.406,20.137,19.937,19.696,19.451,19.195,18.937,18.677,18.415,18.226,18.188,18.169,18.168,18.189,18.230,18.300,18.400,18.525,18.679,18.887,19.192,19.549,19.948,20.407,20.891,21.351,21.864,22.432,23.081,23.606
EKIL,12.588,12.464,12.340,12.178,12.057,11.911,11.763,11.608,11.452,11.295,11.136,11.022,10.999,10.988,10.987,11.000,11.025,11.067,11.127,11.203,11.296,11.422,11.606,11.822,12.064,12.341,12.634,12.912,13.222,13.566,13.958,14.276
EKIS,9.222,9.130,9.040,8.921,8.832,8.726,8.617,8.504,8.390,8.274,8.158,8.074,8.058,8.049,8.049,8.058,8.076,8.107,8.152,8.207,8.275,8.367,8.502,8.660,8.837,9.041,9.255,9.459,9.686,9.938,10.225,10.458
