Primary,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
BOAG_P,,,,0.120,0.260,0.410,0.580,0.750,0.950,1.180,1.350,1.700,2.100,2.490,2.970,3.360,3.600,3.810,4.060,4.480,4.910,5.350,5.820,6.300,6.740,7.190,7.660,8.150,8.640,9.150,9.670
BOLN_1,65.170,66.090,68.780,69.940,71.220,72.610,74.000,75.380,77.110,79.200,82.080,85.330,88.790,91.820,95.620,97.910,98.220,98.050,98.350,100.290,102.210,104.120,106.010,107.890,109.300,110.700,112.080,113.460,114.820,116.180,117.520
BONN,,,,0.600,1.270,2.010,2.800,3.650,4.630,5.770,6.490,8.340,10.420,12.550,15.120,17.320,18.850,20.190,21.760,24.140,26.630,29.230,31.940,34.760,37.400,40.120,42.920,45.810,48.780,51.840,54.980
BOTW_1,53.330,54.080,56.290,61.520,67.270,73.540,79.770,85.970,93.770,103.150,116.140,130.740,146.320,159.960,177.070,187.380,188.750,188.000,189.350,198.060,206.700,215.290,223.820,232.280,238.610,244.900,251.140,257.330,263.470,269.570,275.620
BRAC_P,,,,0.100,0.200,0.320,0.450,0.580,0.740,0.920,1.050,1.330,1.630,1.940,2.310,2.620,2.810,2.970,3.170,3.490,3.820,4.170,4.530,4.910,5.250,5.610,5.970,6.350,6.730,7.130,7.530
BRAI_1,93.810,95.120,99.000,101.330,103.890,106.670,109.440,112.200,115.660,119.830,125.610,132.090,139.020,145.080,152.690,157.270,157.880,157.540,158.140,162.010,165.860,169.670,173.460,177.220,180.040,182.830,185.610,188.360,191.090,193.800,196.490
BRAW_1,,,,0.290,0.610,0.960,1.310,1.650,2.080,2.600,3.330,4.140,5.000,5.760,6.710,7.280,7.360,7.320,7.390,7.880,8.360,8.830,9.310,9.780,10.130,10.480,10.830,11.170,11.510,11.850,12.190
BRED_1,2.100,2.130,2.220,2.600,3.030,3.490,3.960,4.420,4.990,5.690,6.650,7.730,8.890,9.900,11.160,11.930,12.030,11.970,12.070,12.720,13.360,14.000,14.630,15.250,15.720,16.190,16.650,17.110,17.560,18.020,18.460
BRFO_1;CLT03,130.700,132.530,137.940,142.090,146.660,151.620,156.580,161.500,167.680,175.120,185.440,197.020,209.380,220.200,233.780,241.950,243.040,242.440,243.520,250.420,257.280,264.100,270.860,277.580,282.600,287.590,292.540,297.460,302.320,307.160,311.960
BRIM_1,,,,2.330,4.880,7.670,10.440,13.200,16.660,20.830,26.600,33.090,40.010,46.080,53.680,58.260,58.870,58.540,59.140,63.010,66.850,70.670,74.460,78.220,81.040,83.830,86.600,89.350,92.080,94.790,97.480
BROA_P,,,,0.040,0.080,0.130,0.180,0.230,0.300,0.370,0.420,0.530,0.650,0.780,0.920,1.050,1.120,1.190,1.270,1.400,1.530,1.670,1.810,1.960,2.100,2.240,2.390,2.540,2.690,2.850,3.010
BROX,,,,0.070,0.150,0.230,0.330,0.420,0.540,0.670,0.760,0.970,1.210,1.460,1.760,2.010,2.190,2.350,2.530,2.810,3.100,3.400,3.710,4.040,4.350,4.670,4.990,5.330,5.670,6.030,6.390
BRWA1,232.440,235.700,245.310,254.610,264.840,275.980,287.060,298.090,311.950,328.630,351.730,377.670,405.370,429.610,460.050,478.370,480.810,479.460,481.870,497.350,512.720,527.990,543.140,558.190,569.450,580.630,591.720,602.720,613.640,624.480,635.240
BUMU_P,44.970,51.360,59.480,59.510,59.550,59.580,59.630,59.670,59.720,59.780,59.830,59.920,60.020,60.120,60.250,60.350,60.410,60.470,60.530,60.640,60.750,60.870,60.990,61.110,61.230,61.350,61.470,61.590,61.720,61.850,61.990
BURM_1,302.960,307.200,319.730,345.300,373.420,404.070,434.550,464.870,502.990,548.850,612.370,683.730,759.880,826.560,910.260,960.630,967.350,963.650,970.270,1012.840,1055.110,1097.090,1138.770,1180.150,1211.110,1241.840,1272.340,1302.610,1332.650,1362.450,1392.030
