Primary,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
DRAK_1,0.043,0.098,0.157,0.222,0.293,0.381,0.485,0.610,0.756,0.919,1.098,1.297,1.517,1.755,2.010,2.284,2.576,2.885,3.211,3.555,3.918,4.300,4.697,5.112,5.545,5.996,6.465,6.951,7.455,7.977,8.516
DRAX_1,0.011,0.024,0.039,0.055,0.073,0.094,0.120,0.151,0.187,0.227,0.272,0.321,0.375,0.434,0.498,0.565,0.638,0.714,0.795,0.880,0.970,1.064,1.163,1.265,1.373,1.484,1.600,1.720,1.845,1.974,2.108
DRUM,0.003,0.006,0.010,0.015,0.019,0.025,0.032,0.040,0.050,0.060,0.072,0.085,0.100,0.115,0.132,0.150,0.169,0.189,0.211,0.233,0.257,0.282,0.308,0.336,0.364,0.394,0.425,0.456,0.490,0.524,0.559
DUDH_P,0.006,0.013,0.022,0.030,0.040,0.052,0.066,0.084,0.104,0.126,0.150,0.178,0.208,0.241,0.276,0.313,0.353,0.395,0.440,0.487,0.537,0.589,0.644,0.701,0.760,0.822,0.886,0.953,1.022,1.093,1.167
DUGR_P,0.000,0.001,0.001,0.002,0.002,0.003,0.003,0.004,0.005,0.006,0.008,0.009,0.010,0.012,0.014,0.016,0.018,0.020,0.022,0.025,0.027,0.030,0.032,0.035,0.038,0.041,0.045,0.048,0.052,0.055,0.059
DUMF,0.012,0.027,0.045,0.063,0.084,0.108,0.138,0.174,0.216,0.264,0.315,0.372,0.435,0.504,0.576,0.654,0.738,0.828,0.921,1.020,1.122,1.233,1.347,1.467,1.590,1.719,1.854,1.992,2.139,2.286,2.442
DUNB,0.007,0.015,0.025,0.035,0.046,0.059,0.076,0.095,0.118,0.143,0.171,0.202,0.237,0.274,0.314,0.356,0.402,0.450,0.501,0.555,0.611,0.671,0.733,0.798,0.865,0.936,1.009,1.085,1.163,1.245,1.329
DUNF,0.004,0.009,0.014,0.020,0.026,0.034,0.044,0.055,0.068,0.083,0.099,0.117,0.137,0.158,0.182,0.206,0.233,0.261,0.290,0.321,0.354,0.388,0.424,0.462,0.501,0.542,0.584,0.628,0.673,0.720,0.769
DUNO_P,0.003,0.008,0.012,0.017,0.023,0.030,0.038,0.048,0.059,0.072,0.086,0.101,0.118,0.137,0.157,0.178,0.201,0.225,0.250,0.277,0.305,0.335,0.366,0.398,0.432,0.467,0.504,0.542,0.581,0.622,0.664
DYCE_P,0.009,0.021,0.034,0.048,0.064,0.083,0.105,0.132,0.164,0.199,0.238,0.281,0.329,0.380,0.436,0.495,0.558,0.625,0.696,0.770,0.849,0.932,1.018,1.108,1.202,1.299,1.401,1.506,1.615,1.728,1.845
EALI_6,0.009,0.021,0.034,0.048,0.063,0.082,0.104,0.131,0.163,0.198,0.236,0.279,0.327,0.378,0.433,0.492,0.555,0.621,0.691,0.766,0.844,0.926,1.011,1.101,1.194,1.291,1.392,1.497,1.605,1.718,1.834
EASO_1,0.072,0.163,0.261,0.368,0.487,0.633,0.805,1.014,1.256,1.526,1.823,2.153,2.519,2.913,3.338,3.792,4.277,4.790,5.332,5.904,6.505,7.139,7.799,8.489,9.208,9.956,10.734,11.542,12.378,13.245,14.140
ECCL,0.015,0.034,0.055,0.077,0.102,0.132,0.169,0.212,0.263,0.319,0.382,0.451,0.527,0.610,0.699,0.794,0.895,1.003,1.116,1.236,1.362,1.495,1.633,1.777,1.928,2.084,2.247,2.416,2.591,2.773,2.960
ECLA_1,0.064,0.145,0.233,0.328,0.434,0.564,0.717,0.903,1.119,1.359,1.624,1.918,2.243,2.595,2.973,3.378,3.810,4.267,4.750,5.259,5.794,6.359,6.947,7.562,8.202,8.869,9.562,10.281,11.026,11.798,12.596
EERH,0.008,0.019,0.031,0.043,0.057,0.074,0.095,0.119,0.147,0.179,0.214,0.253,0.296,0.342,0.392,0.445,0.502,0.562,0.626,0.693,0.764,0.838,0.916,0.997,1.081,1.169,1.260,1.355,1.453,1.555,1.660
EKIL,0.010,0.023,0.037,0.053,0.070,0.090,0.115,0.145,0.179,0.218,0.260,0.308,0.360,0.416,0.477,0.542,0.611,0.684,0.762,0.843,0.929,1.020,1.114,1.212,1.315,1.422,1.533,1.649,1.768,1.892,2.020
ELDE,0.005,0.011,0.017,0.024,0.032,0.042,0.053,0.067,0.083,0.101,0.121,0.143,0.167,0.193,0.221,0.251,0.283,0.317,0.353,0.391,0.431,0.473,0.517,0.562,0.610,0.660,0.711,0.765,0.820,0.877,0.937
ELGI_P,0.013,0.029,0.047,0.066,0.087,0.113,0.144,0.181,0.225,0.273,0.326,0.385,0.451,0.522,0.598,0.679,0.766,0.857,0.954,1.057,1.164,1.278,1.396,1.520,1.648,1.782,1.922,2.066,2.216,2.371,2.531
ELLA_1,0.055,0.125,0.200,0.282,0.373,0.485,0.617,0.777,0.962,1.169,1.397,1.650,1.930,2.232,2.558,2.905,3.277,3.670,4.085,4.523,4.984,5.470,5.976,6.504,7.055,7.629,8.225,8.843,9.485,10.148,10.835
ELST_1,0.029,0.067,0.107,0.150,0.199,0.259,0.329,0.414,0.513,0.624,0.745,0.880,1.030,1.191,1.365,1.550,1.748,1.958,2.180,2.414,2.659,2.919,3.188,3.470,3.764,4.070,4.388,4.718,5.061,5.415,5.781
ENDE_1,0.089,0.203,0.325,0.458,0.606,0.787,1.002,1.261,1.563,1.898,2.268,2.679,3.134,3.625,4.153,4.718,5.322,5.960,6.634,7.346,8.093,8.883,9.704,10.562,11.457,12.388,13.356,14.360,15.402,16.480,17.594
ERSK,0.002,0.004,0.007,0.009,0.012,0.016,0.020,0.026,0.032,0.038,0.046,0.054,0.063,0.073,0.084,0.096,0.108,0.121,0.134,0.149,0.164,0.180,0.197,0.214,0.232,0.251,0.270,0.291,0.312,0.334,0.356
EXET1,0.121,0.276,0.442,0.623,0.825,1.071,1.363,1.716,2.127,2.584,3.086,3.646,4.265,4.933,5.652,6.420,7.242,8.110,9.029,9.997,11.015,12.089,13.206,14.374,15.592,16.859,18.176,19.543,20.960,22.427,23.944
FAUG_P,0.001,0.002,0.003,0.004,0.006,0.007,0.009,0.012,0.015,0.018,0.021,0.025,0.030,0.034,0.039,0.045,0.050,0.056,0.063,0.070,0.077,0.084,0.092,0.100,0.108,0.117,0.126,0.136,0.146,0.156,0.166
FAWL_1,0.043,0.097,0.155,0.219,0.289,0.376,0.478,0.602,0.747,0.907,1.083,1.280,1.497,1.732,1.984,2.254,2.542,2.847,3.169,3.509,3.866,4.243,4.636,5.046,5.473,5.918,6.380,6.860,7.357,7.872,8.405
