Primary,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
ABHA1,74.301,73.990,71.206,69.526,68.727,63.618,62.814,61.384,59.422,58.787,58.416,57.983,57.754,57.630,57.633,57.690,58.119,58.831,59.496,60.195,61.245,62.344,63.877,65.350,66.999,68.686,70.087,71.607,72.831,73.625,74.106
ABNE_P,9.744,9.795,9.799,9.796,9.708,9.619,9.513,9.404,9.302,9.202,9.153,9.096,9.065,9.048,9.047,9.054,9.108,9.200,9.285,9.376,9.511,9.653,9.852,10.043,10.256,10.474,10.656,10.852,11.010,11.112,11.172
ABTH_1,75.734,75.417,72.580,70.867,70.052,64.845,64.025,62.568,60.568,59.921,59.543,59.101,58.868,58.741,58.744,58.803,59.240,59.966,60.643,61.356,62.426,63.547,65.109,66.611,68.291,70.011,71.439,72.988,74.236,75.045,75.536
ACTL_2;CBNK_H;GREE_H;PERI_H,35.111,34.964,33.649,32.855,32.478,30.063,29.683,29.008,28.080,27.780,27.605,27.400,27.292,27.232,27.235,27.262,27.465,27.800,28.115,28.445,28.942,29.461,30.186,30.882,31.661,32.458,33.120,33.838,34.417,34.793,35.020
ALNE_P,7.003,7.040,7.043,7.040,6.978,6.914,6.838,6.759,6.686,6.614,6.579,6.538,6.515,6.503,6.503,6.507,6.547,6.613,6.674,6.739,6.836,6.938,7.081,7.218,7.371,7.528,7.659,7.800,7.913,7.986,8.030
ALVE1,64.013,63.745,61.347,59.899,59.211,54.809,54.116,52.884,51.194,50.648,50.328,49.954,49.757,49.650,49.653,49.702,50.072,50.685,51.258,51.860,52.764,53.712,55.033,56.302,57.722,59.176,60.382,61.692,62.746,63.431,63.845
AMEM_1,22.840,22.744,21.889,21.372,21.127,19.556,19.309,18.869,18.266,18.071,17.957,17.824,17.753,17.715,17.716,17.734,17.866,18.085,18.289,18.504,18.827,19.165,19.636,20.089,20.595,21.114,21.545,22.012,22.388,22.632,22.780
ARBR_P,9.741,9.792,9.796,9.793,9.706,9.617,9.511,9.401,9.300,9.200,9.151,9.093,9.063,9.045,9.045,9.051,9.106,9.198,9.283,9.373,9.509,9.651,9.849,10.040,10.253,10.472,10.653,10.849,11.007,11.109,11.170
ARDK_P;CLAC_P,2.460,2.473,2.474,2.473,2.451,2.429,2.402,2.374,2.349,2.323,2.311,2.297,2.289,2.284,2.284,2.286,2.300,2.323,2.344,2.367,2.401,2.437,2.487,2.536,2.589,2.645,2.690,2.740,2.780,2.805,2.821
ARMO_P,5.627,5.657,5.659,5.657,5.607,5.555,5.494,5.431,5.372,5.315,5.286,5.253,5.235,5.225,5.225,5.229,5.260,5.313,5.363,5.415,5.493,5.575,5.690,5.800,5.923,6.049,6.154,6.267,6.359,6.417,6.452
AXMI1,57.815,57.573,55.407,54.100,53.478,49.503,48.876,47.764,46.237,45.744,45.455,45.118,44.939,44.843,44.845,44.890,45.224,45.778,46.295,46.839,47.656,48.511,49.704,50.850,52.133,53.446,54.536,55.719,56.671,57.289,57.664
AYRR,15.708,15.790,15.796,15.791,15.650,15.507,15.336,15.160,14.996,14.835,14.756,14.663,14.614,14.586,14.585,14.595,14.684,14.832,14.969,15.114,15.333,15.562,15.882,16.190,16.534,16.886,17.179,17.495,17.749,17.913,18.011
BAGA,11.849,11.911,11.916,11.912,11.805,11.697,11.568,11.435,11.312,11.191,11.130,11.061,11.023,11.002,11.002,11.010,11.076,11.188,11.291,11.401,11.566,11.739,11.980,12.212,12.472,12.737,12.958,13.197,13.389,13.512,13.586
BAIN,7.847,7.888,7.891,7.888,7.818,7.746,7.661,7.573,7.491,7.411,7.371,7.325,7.300,7.286,7.286,7.291,7.335,7.409,7.478,7.550,7.659,7.774,7.934,8.087,8.259,8.435,8.581,8.739,8.867,8.948,8.997
BARKC1;BARKW3,105.952,105.508,101.539,99.144,98.004,90.718,89.572,87.532,84.735,83.830,83.301,82.683,82.356,82.179,82.183,82.265,82.877,83.893,84.840,85.837,87.334,88.902,91.088,93.188,95.539,97.946,99.944,102.111,103.856,104.989,105.675
