Primary,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
ABHA1,0.134,0.483,0.882,1.365,1.952,2.797,3.975,5.355,6.951,8.756,10.773,13.055,15.603,18.379,21.385,24.620,28.091,31.815,35.744,39.896,44.333,49.035,53.988,59.175,64.590,70.242,76.662,82.790,89.155,95.758,102.599
ABNE_P,0.012,0.043,0.078,0.121,0.173,0.247,0.352,0.474,0.615,0.775,0.953,1.155,1.380,1.626,1.892,2.178,2.485,2.815,3.162,3.530,3.922,4.338,4.776,5.235,5.714,6.214,6.782,7.325,7.888,8.472,9.077
ABTH_1,0.027,0.097,0.177,0.273,0.391,0.560,0.796,1.073,1.392,1.754,2.158,2.615,3.125,3.681,4.283,4.931,5.627,6.373,7.160,7.991,8.880,9.822,10.814,11.853,12.938,14.070,15.356,16.583,17.858,19.181,20.551
ACTL_2;CBNK_H;GREE_H;PERI_H,0.007,0.025,0.046,0.072,0.103,0.147,0.209,0.282,0.366,0.461,0.568,0.688,0.822,0.969,1.127,1.297,1.480,1.677,1.884,2.102,2.336,2.584,2.845,3.118,3.404,3.702,4.040,4.363,4.698,5.046,5.407
ALNE_P,0.004,0.016,0.029,0.045,0.064,0.092,0.131,0.176,0.228,0.287,0.354,0.429,0.512,0.603,0.702,0.808,0.922,1.044,1.173,1.310,1.455,1.610,1.772,1.943,2.120,2.306,2.517,2.718,2.927,3.144,3.368
ALVE1,0.115,0.416,0.761,1.177,1.682,2.411,3.427,4.616,5.992,7.548,9.286,11.254,13.450,15.843,18.434,21.223,24.215,27.425,30.812,34.391,38.216,42.269,46.539,51.010,55.678,60.550,66.084,71.366,76.853,82.545,88.442
AMEM_1,0.013,0.047,0.085,0.132,0.188,0.270,0.383,0.516,0.670,0.844,1.039,1.259,1.504,1.772,2.062,2.374,2.709,3.068,3.446,3.847,4.275,4.728,5.205,5.706,6.228,6.773,7.392,7.983,8.596,9.233,9.892
ARBR_P,0.012,0.042,0.077,0.119,0.170,0.244,0.346,0.467,0.606,0.763,0.938,1.137,1.359,1.601,1.863,2.145,2.447,2.772,3.114,3.476,3.862,4.272,4.703,5.155,5.627,6.119,6.679,7.213,7.767,8.342,8.938
ARDK_P;CLAC_P,0.000,0.002,0.003,0.004,0.006,0.009,0.012,0.017,0.022,0.028,0.034,0.041,0.049,0.058,0.067,0.077,0.088,0.100,0.112,0.125,0.139,0.154,0.170,0.186,0.203,0.221,0.241,0.260,0.280,0.301,0.323
ARMO_P,0.003,0.011,0.020,0.030,0.043,0.062,0.088,0.119,0.154,0.194,0.239,0.289,0.346,0.407,0.474,0.546,0.623,0.705,0.792,0.884,0.983,1.087,1.197,1.312,1.432,1.557,1.699,1.835,1.976,2.123,2.274
AXMI1,0.066,0.239,0.437,0.677,0.968,1.387,1.971,2.655,3.446,4.341,5.341,6.473,7.736,9.112,10.602,12.206,13.927,15.774,17.722,19.780,21.980,24.311,26.767,29.339,32.023,34.826,38.009,41.047,44.203,47.477,50.868
AYRR,0.003,0.010,0.019,0.029,0.042,0.059,0.085,0.114,0.148,0.186,0.229,0.278,0.332,0.391,0.455,0.524,0.597,0.677,0.760,0.848,0.943,1.043,1.148,1.258,1.374,1.494,1.630,1.761,1.896,2.036,2.182
BAGA,0.008,0.028,0.052,0.080,0.114,0.164,0.232,0.313,0.407,0.512,0.630,0.763,0.912,1.075,1.251,1.440,1.643,1.861,2.090,2.333,2.593,2.868,3.157,3.461,3.777,4.108,4.483,4.842,5.214,5.600,6.000
BAIN,0.002,0.008,0.015,0.023,0.033,0.048,0.068,0.092,0.119,0.150,0.185,0.224,0.268,0.315,0.367,0.422,0.482,0.546,0.613,0.684,0.761,0.841,0.926,1.015,1.108,1.205,1.315,1.420,1.530,1.643,1.760
BARKC1;BARKW3,0.026,0.093,0.169,0.262,0.375,0.537,0.764,1.029,1.335,1.682,2.069,2.508,2.997,3.530,4.108,4.729,5.396,6.111,6.866,7.664,8.516,9.419,10.371,11.367,12.407,13.493,14.726,15.903,17.126,18.394,19.708
BEAU_P;ORRI_P,0.007,0.026,0.047,0.073,0.104,0.149,0.211,0.284,0.369,0.465,0.572,0.693,0.829,0.976,1.136,1.308,1.492,1.690,1.898,2.119,2.355,2.604,2.867,3.143,3.430,3.731,4.072,4.397,4.735,5.086,5.449
BEDDT1,0.007,0.027,0.049,0.076,0.108,0.155,0.220,0.296,0.385,0.484,0.596,0.722,0.863,1.017,1.183,1.362,1.554,1.760,1.978,2.207,2.453,2.713,2.987,3.274,3.574,3.886,4.242,4.581,4.933,5.298,5.677
BEDD_1,0.032,0.114,0.208,0.322,0.460,0.659,0.937,1.262,1.638,2.063,2.539,3.077,3.677,4.331,5.040,5.802,6.620,7.497,8.424,9.402,10.448,11.556,12.723,13.945,15.221,16.553,18.066,19.510,21.010,22.566,24.178
BERB_P;CAIF_P;DALL_P;GLEF_P;KEIT_P,0.009,0.033,0.061,0.094,0.135,0.193,0.274,0.369,0.479,0.604,0.743,0.900,1.076,1.267,1.474,1.698,1.937,2.194,2.465,2.751,3.057,3.381,3.722,4.080,4.453,4.843,5.286,5.708,6.147,6.602,7.074
