Primary,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
ABHA1,79.813,80.553,81.084,80.998,80.576,80.093,79.485,78.802,78.541,78.320,77.745,77.104,76.710,76.299,76.034,75.825,75.947,76.072,76.167,76.231,76.235,76.412,76.506,76.156,75.751,75.381,75.256,74.550,74.376,73.713,73.514
ABNE_P,10.421,10.517,10.587,10.576,10.520,10.457,10.378,10.289,10.255,10.226,10.151,10.067,10.016,9.962,9.927,9.900,9.916,9.932,9.945,9.953,9.954,9.977,9.989,9.943,9.890,9.842,9.826,9.734,9.711,9.624,9.598
ABTH_1,81.353,82.107,82.648,82.561,82.130,81.637,81.018,80.322,80.056,79.830,79.245,78.591,78.190,77.771,77.501,77.287,77.412,77.540,77.636,77.702,77.706,77.886,77.981,77.625,77.212,76.834,76.707,75.988,75.811,75.135,74.932
ACTL_2;CBNK_H;GREE_H;PERI_H,37.716,38.066,38.317,38.277,38.077,37.848,37.561,37.238,37.115,37.010,36.739,36.436,36.250,36.056,35.931,35.831,35.889,35.948,35.993,36.024,36.024,36.109,36.153,35.988,35.797,35.620,35.563,35.229,35.146,34.833,34.739
ALNE_P,7.490,7.559,7.609,7.601,7.561,7.516,7.459,7.395,7.371,7.350,7.296,7.236,7.199,7.160,7.135,7.116,7.127,7.139,7.148,7.154,7.154,7.171,7.180,7.147,7.109,7.074,7.062,6.996,6.980,6.917,6.899
ALVE1,68.762,69.400,69.857,69.783,69.419,69.003,68.479,67.891,67.666,67.475,66.981,66.428,66.088,65.735,65.506,65.326,65.431,65.539,65.620,65.676,65.679,65.832,65.912,65.611,65.263,64.943,64.835,64.227,64.078,63.506,63.335
AMEM_1,24.535,24.762,24.925,24.899,24.769,24.620,24.434,24.224,24.144,24.075,23.899,23.702,23.581,23.454,23.373,23.309,23.346,23.385,23.414,23.433,23.435,23.489,23.518,23.410,23.286,23.172,23.133,22.917,22.863,22.659,22.598
ARBR_P,10.418,10.515,10.584,10.573,10.518,10.455,10.375,10.286,10.252,10.223,10.148,10.064,10.013,9.959,9.925,9.898,9.913,9.930,9.942,9.951,9.951,9.974,9.986,9.941,9.888,9.840,9.823,9.731,9.708,9.622,9.596
ARDK_P;CLAC_P,2.631,2.655,2.673,2.670,2.656,2.640,2.620,2.598,2.589,2.582,2.563,2.542,2.529,2.515,2.506,2.500,2.504,2.508,2.511,2.513,2.513,2.519,2.522,2.511,2.497,2.485,2.481,2.458,2.452,2.430,2.423
ARMO_P,6.018,6.074,6.114,6.108,6.076,6.039,5.994,5.942,5.922,5.906,5.862,5.814,5.784,5.753,5.733,5.718,5.727,5.736,5.743,5.748,5.749,5.762,5.769,5.743,5.712,5.684,5.675,5.621,5.608,5.558,5.543
AXMI1,62.104,62.680,63.093,63.027,62.697,62.322,61.849,61.318,61.114,60.942,60.495,59.996,59.690,59.370,59.164,59.001,59.096,59.193,59.267,59.317,59.320,59.458,59.530,59.258,58.944,58.655,58.558,58.009,57.873,57.357,57.203
AYRR,16.799,16.955,17.067,17.049,16.960,16.858,16.730,16.587,16.532,16.485,16.364,16.229,16.146,16.060,16.004,15.960,15.986,16.012,16.032,16.046,16.046,16.083,16.103,16.030,15.944,15.866,15.840,15.692,15.655,15.515,15.474
BAGA,12.672,12.790,12.874,12.860,12.793,12.717,12.620,12.512,12.470,12.435,12.344,12.242,12.179,12.114,12.072,12.039,12.058,12.078,12.093,12.103,12.104,12.132,12.147,12.092,12.027,11.968,11.949,11.836,11.809,11.704,11.672
BAIN,8.392,8.470,8.526,8.517,8.472,8.421,8.357,8.286,8.258,8.235,8.175,8.107,8.066,8.022,7.995,7.973,7.985,7.999,8.009,8.015,8.016,8.034,8.044,8.007,7.965,7.926,7.913,7.839,7.820,7.751,7.730
BARKC1;BARKW3,113.813,114.868,115.626,115.503,114.900,114.211,113.345,112.371,111.999,111.683,110.864,109.949,109.388,108.801,108.424,108.125,108.299,108.478,108.612,108.705,108.710,108.963,109.096,108.598,108.020,107.492,107.314,106.307,106.059,105.114,104.830
BEAU_P;ORRI_P,10.584,10.682,10.752,10.741,10.685,10.621,10.540,10.450,10.415,10.386,10.310,10.224,10.172,10.118,10.083,10.055,10.071,10.088,10.100,10.109,10.109,10.133,10.145,10.099,10.045,9.996,9.979,9.886,9.863,9.775,9.749
BEDDT1,35.425,35.753,35.989,35.951,35.763,35.549,35.279,34.976,34.860,34.762,34.507,34.222,34.048,33.865,33.748,33.655,33.709,33.765,33.806,33.835,33.837,33.915,33.957,33.802,33.622,33.458,33.402,33.089,33.012,32.717,32.629
BEDD_1,136.588,137.854,138.763,138.616,137.892,137.066,136.026,134.858,134.411,134.032,133.049,131.951,131.277,130.574,130.121,129.762,129.971,130.185,130.347,130.458,130.464,130.767,130.927,130.329,129.636,129.002,128.788,127.580,127.283,126.148,125.808
BERB_P;CAIF_P;DALL_P;GLEF_P;KEIT_P,17.593,17.756,17.873,17.855,17.761,17.655,17.521,17.370,17.313,17.264,17.137,16.996,16.909,16.819,16.760,16.714,16.741,16.769,16.789,16.804,16.805,16.843,16.864,16.787,16.698,16.616,16.589,16.433,16.395,16.249,16.205
