Primary,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
BISW_1,462.640,457.089,452.888,453.725,461.528,462.943,471.754,486.947,508.666,537.263,565.945,593.726,627.133,658.653,687.476,708.481,729.111,756.839,786.345,819.507,839.758,862.586,894.691,921.976,947.209,954.251,949.242,959.545,969.766,980.269,987.848
BLYTB1,520.402,505.907,489.285,479.861,477.654,468.188,466.860,466.434,467.611,472.163,476.474,482.392,489.099,495.799,501.819,506.477,510.890,517.238,524.256,532.180,538.266,546.697,557.627,566.495,576.281,583.227,584.554,591.017,597.583,604.453,608.224
BLYTH132,69.167,68.108,67.189,67.108,68.048,67.952,68.917,70.414,72.633,75.807,79.034,82.536,86.677,90.800,94.799,97.875,100.404,104.457,108.693,113.226,116.095,119.122,123.680,127.529,131.112,132.307,131.384,132.923,134.455,136.027,137.136
BOAG_P,25.908,25.493,25.290,25.193,25.237,25.330,25.422,25.618,26.010,26.489,26.977,27.579,28.260,28.940,29.578,30.093,30.823,31.511,32.247,33.057,33.677,34.457,35.412,36.196,36.996,37.513,37.973,38.444,38.908,39.385,39.662
BOLN_1,857.623,842.143,827.770,823.861,832.800,829.511,840.301,858.798,885.318,922.227,958.991,998.660,1043.522,1086.116,1125.009,1153.343,1186.773,1225.182,1266.207,1312.249,1340.990,1377.504,1424.357,1463.932,1501.480,1514.224,1509.297,1525.853,1542.447,1559.652,1571.350
BONN,60.855,59.810,59.366,59.467,60.130,60.949,62.291,63.781,66.067,68.885,71.752,75.261,78.996,82.722,86.353,89.106,93.345,97.242,101.290,105.571,108.271,111.224,115.479,119.075,122.384,123.457,124.574,126.034,127.465,128.909,129.964
BOTW_1,156.663,153.873,151.410,151.313,153.859,154.513,157.444,161.628,167.212,174.733,182.331,190.508,199.312,207.618,215.169,220.899,226.896,234.260,242.121,251.016,256.786,264.259,273.179,280.711,287.799,290.437,289.589,292.833,296.011,299.235,301.448
BRAC_P,24.019,23.790,23.934,24.311,24.971,25.775,26.870,28.033,29.566,31.367,33.198,35.338,37.424,39.383,41.167,42.524,44.653,46.450,48.353,50.492,51.907,53.526,55.564,57.290,58.866,59.453,60.337,61.058,61.746,62.416,62.902
BRAI_1,230.030,226.981,225.510,227.658,234.091,237.868,243.760,253.537,266.096,282.350,298.730,311.970,330.004,346.853,362.085,373.362,380.615,394.651,409.665,426.815,437.600,447.776,464.097,477.957,490.787,494.831,492.582,498.016,503.332,508.722,512.564
BRAP,31.904,31.623,31.677,31.822,32.159,32.544,33.168,33.996,35.332,36.954,38.602,40.519,42.612,44.670,46.633,48.122,50.223,52.274,54.424,56.740,58.227,59.760,62.058,63.997,65.793,66.419,66.872,67.665,68.444,69.233,69.795
BRAW_1,394.767,387.258,380.286,378.469,382.793,381.570,390.532,399.694,412.256,429.718,447.140,469.479,491.456,512.399,531.640,545.747,562.940,582.103,602.516,625.305,639.530,655.527,678.446,697.813,716.105,722.215,718.829,726.792,734.760,743.011,748.665
BRED_1,265.507,261.200,258.249,260.299,268.014,273.727,285.966,299.559,315.707,335.417,355.087,377.753,397.973,415.322,429.237,439.086,450.145,461.795,474.908,491.766,502.645,515.634,531.227,544.495,556.986,561.540,559.735,565.443,570.884,576.301,579.977
BRFO_1;CLT03,775.520,760.100,745.575,741.259,748.832,745.579,752.320,766.953,787.634,817.016,846.238,871.946,906.339,938.832,968.161,989.651,1007.161,1035.051,1065.095,1099.295,1121.364,1145.262,1180.695,1210.474,1239.339,1251.086,1248.930,1262.708,1276.489,1290.750,1299.993
BRID_P,23.977,23.684,23.729,24.014,24.577,25.278,26.256,27.258,28.577,30.129,31.706,33.631,35.434,37.127,38.666,39.853,41.836,43.404,45.069,46.939,48.206,49.763,51.577,53.108,54.519,55.105,56.071,56.753,57.396,58.024,58.468
BRIM_1,320.530,314.200,306.866,303.174,303.715,299.567,299.489,301.602,306.038,313.315,320.677,327.544,336.626,345.561,353.907,360.579,364.815,373.133,382.030,391.884,398.865,405.954,416.958,426.088,435.233,440.208,440.010,445.063,450.089,455.242,458.397
BROA_P,12.108,11.936,11.892,11.941,12.102,12.321,12.566,12.878,13.299,13.781,14.269,14.796,15.328,15.806,16.207,16.517,16.919,17.294,17.707,18.211,18.582,19.014,19.538,19.975,20.408,20.663,20.917,21.161,21.397,21.630,21.773
BROR_P,7.216,7.108,7.075,7.083,7.147,7.235,7.319,7.440,7.620,7.825,8.036,8.295,8.531,8.751,8.939,9.097,9.359,9.549,9.758,10.006,10.210,10.516,10.796,11.025,11.257,11.427,11.697,11.845,11.987,12.126,12.208
BROX,49.500,48.781,48.642,48.848,49.446,50.157,51.243,52.499,54.454,56.885,59.362,62.297,65.608,68.946,72.242,74.738,78.338,81.877,85.545,89.388,91.793,94.266,98.082,101.309,104.267,105.180,105.860,107.117,108.363,109.628,110.555
BRWA1,227.600,223.989,221.553,222.617,227.716,229.973,234.344,241.919,251.748,264.854,278.071,288.168,302.903,316.824,329.531,339.075,344.319,356.116,368.717,382.998,392.188,400.500,414.443,426.231,437.297,441.319,439.752,444.710,449.578,454.526,457.927
BUMU_P,43.213,42.747,42.967,43.587,44.697,46.057,47.779,49.740,52.314,55.350,58.419,61.695,65.218,68.521,71.513,73.738,76.655,79.587,82.709,86.239,88.512,90.721,94.090,96.944,99.577,100.490,101.174,102.336,103.461,104.587,105.386
BURM_1,387.560,381.415,376.303,375.712,380.898,380.128,384.280,392.911,405.211,422.612,440.064,454.477,475.376,495.565,514.379,528.478,538.719,556.945,576.320,597.796,611.609,625.559,647.383,665.772,683.251,689.851,687.807,695.713,703.610,711.758,717.220
BUSH_1,158.595,156.559,154.648,154.717,157.248,157.859,160.588,165.211,171.876,180.610,189.466,197.869,207.672,216.862,225.184,231.531,236.531,244.392,252.789,262.351,268.556,275.633,284.961,292.854,300.213,302.891,301.799,305.150,308.399,311.656,313.937
BUST_1,296.096,289.718,282.864,280.398,282.539,281.468,284.259,289.763,298.111,309.443,320.820,331.971,344.824,356.830,367.596,375.525,382.564,392.796,403.773,416.320,424.221,433.689,446.371,457.065,467.278,470.997,469.547,474.418,479.217,484.106,487.430
CAAD_P,0.070,0.183,0.387,0.643,0.966,1.343,1.697,2.132,2.634,3.205,3.789,4.340,4.871,5.330,5.711,6.015,6.416,6.750,7.109,7.559,7.883,8.279,8.646,8.960,9.227,9.343,9.788,9.920,10.030,10.119,10.195
CAMB_01,27.911,27.756,27.721,28.119,29.032,29.643,30.393,31.525,33.001,34.906,36.882,38.613,40.686,42.651,44.459,45.963,46.304,47.951,49.704,51.698,53.125,54.486,56.402,58.015,59.507,60.230,59.912,60.651,61.347,62.016,62.477
CANTN1;RICH1;RICH_J,266.632,263.409,261.174,262.503,268.220,270.441,277.004,285.904,298.105,314.372,330.926,349.222,369.010,388.098,406.040,419.800,434.687,452.691,471.644,492.465,505.672,522.654,543.076,560.392,576.281,581.231,578.240,584.904,591.429,598.033,602.843
CAPEA1,346.795,339.517,331.584,327.519,328.144,323.237,325.005,327.460,331.697,339.045,346.309,355.889,365.651,375.123,383.752,390.443,397.758,406.527,416.020,426.720,434.352,444.204,456.499,466.690,477.016,482.807,482.905,488.569,494.256,500.149,503.650
CARE_1,139.953,137.218,134.315,133.014,133.768,132.444,134.136,136.186,138.949,142.932,146.830,151.822,156.189,159.972,162.909,165.062,167.550,170.065,173.002,176.861,179.756,184.069,188.445,192.069,195.849,198.275,198.969,201.204,203.409,205.674,206.941
CARR_1,338.007,330.345,322.415,319.200,321.157,318.564,322.630,327.458,334.340,344.510,354.608,368.043,380.798,392.877,403.752,411.819,421.946,432.793,444.476,457.736,466.422,478.010,492.175,504.047,515.653,520.661,519.453,525.179,530.906,536.828,540.615
CASS_P,0.447,0.459,0.483,0.516,0.563,0.624,0.691,0.765,0.850,0.939,1.030,1.120,1.195,1.251,1.288,1.313,1.343,1.362,1.388,1.435,1.471,1.514,1.550,1.582,1.612,1.633,1.668,1.685,1.701,1.714,1.722
CATY,23.086,22.884,23.116,23.724,24.766,26.083,27.737,29.539,31.670,34.069,36.475,38.986,41.340,43.326,44.886,45.994,47.343,48.608,50.045,51.938,53.198,54.402,56.067,57.488,58.808,59.328,59.728,60.352,60.928,61.483,61.864
CEAN_P,5.154,5.038,4.945,4.886,4.854,4.829,4.799,4.783,4.792,4.810,4.825,4.863,4.912,4.969,5.026,5.072,5.148,5.217,5.293,5.370,5.437,5.535,5.652,5.746,5.848,5.931,5.992,6.062,6.133,6.211,6.251
CELL_1,643.148,630.994,617.580,611.090,613.138,605.727,608.523,616.241,629.747,649.774,669.757,690.691,715.443,739.272,761.230,777.627,794.325,816.190,839.543,865.560,882.427,903.225,930.823,953.967,976.435,985.726,983.668,994.567,1005.481,1016.766,1024.105
CHAP,32.762,32.500,32.734,33.121,33.759,34.494,35.541,36.721,38.435,40.523,42.646,45.105,47.807,50.471,53.040,54.987,57.734,60.425,63.233,66.238,68.144,70.076,73.005,75.486,77.751,78.470,79.011,79.964,80.901,81.847,82.541
CHAR_P,21.402,20.944,20.677,20.740,21.101,21.581,22.318,23.035,23.985,25.102,26.240,27.744,29.025,30.225,31.312,32.157,33.804,34.941,36.143,37.492,38.409,39.689,41.007,42.119,43.140,43.578,44.561,45.085,45.576,46.048,46.385
CHAS,61.244,60.626,60.643,60.431,60.248,60.046,59.857,59.795,60.208,60.798,61.405,62.474,63.852,65.396,66.985,68.320,70.275,72.149,74.126,76.156,77.746,79.728,82.266,84.350,86.485,87.896,88.726,89.927,91.152,92.430,93.156
CHIC_1,99.310,98.434,98.008,98.805,101.213,102.164,104.060,107.198,111.454,117.240,123.172,128.583,135.441,142.109,148.408,153.432,157.021,163.203,169.718,176.888,181.728,187.173,194.297,200.305,205.886,208.138,207.491,210.037,212.508,214.984,216.700
CHSI_1,233.144,231.011,230.508,233.640,241.166,246.301,255.067,267.146,283.091,303.340,323.860,343.107,366.299,388.168,408.294,423.195,435.665,454.807,475.066,497.772,511.527,523.739,544.760,562.699,578.922,582.714,578.191,584.425,590.522,596.697,601.434
CHTE_1,530.733,521.769,513.130,510.715,516.181,514.029,524.242,536.142,553.073,576.440,599.810,628.753,657.444,684.593,709.298,727.596,749.889,774.336,800.471,829.926,848.668,871.801,901.598,926.754,950.582,959.123,955.159,965.809,976.406,987.310,994.701
