Primary,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
ABHA1,253.556,244.567,240.878,243.135,250.326,254.683,262.754,277.373,294.984,314.866,332.191,346.539,363.808,378.963,392.812,400.629,407.057,418.513,430.445,442.363,445.793,449.511,456.929,462.836,468.632,467.727,462.403,464.835,466.572,467.466,467.277
ABNE_P,37.277,35.593,34.327,33.765,33.748,33.906,34.020,34.440,35.042,35.711,36.320,37.154,38.003,38.813,39.640,40.206,41.138,42.067,42.967,43.781,44.085,45.263,45.981,46.567,47.167,47.375,48.808,49.285,49.720,50.096,50.369
ABTH_1,262.149,249.605,237.713,231.738,230.819,226.984,229.822,232.380,235.387,240.107,244.251,249.400,254.246,258.128,261.576,263.272,266.545,270.297,274.163,277.714,278.043,281.506,284.678,287.302,290.129,290.861,291.638,293.624,295.231,296.411,296.818
ACTL_2;CBNK_H;GREE_H;PERI_H,111.926,106.934,103.571,102.781,104.183,104.088,105.675,108.746,112.244,116.607,120.305,122.699,127.244,131.639,136.097,138.918,139.447,143.345,147.145,150.618,151.479,151.281,153.779,155.838,157.952,158.031,156.431,157.683,158.793,159.771,160.433
ALNE_P,22.516,21.583,21.002,20.825,20.935,21.178,21.217,21.587,22.059,22.569,23.039,23.365,23.858,24.258,24.618,24.828,24.803,25.182,25.576,25.946,26.046,26.502,26.845,27.126,27.417,27.543,27.836,28.058,28.241,28.376,28.432
ALVE1,208.981,201.095,196.254,195.956,199.378,200.121,204.191,211.915,221.410,232.638,242.494,250.816,261.128,270.307,278.908,284.077,288.778,296.520,304.436,312.124,314.571,317.567,322.875,327.140,331.375,331.561,328.781,331.036,332.841,334.104,334.568
AMEM_1,79.846,77.604,78.385,81.691,87.215,92.330,99.587,109.110,120.040,131.917,142.382,151.350,161.287,169.931,177.679,182.052,185.373,191.458,197.916,204.571,206.722,207.782,211.515,214.430,217.201,216.312,212.592,213.404,213.847,213.809,213.280
ARBR_P,30.896,29.715,29.351,29.599,30.299,31.203,32.076,33.449,35.076,36.797,38.315,39.897,41.556,43.068,44.513,45.420,46.643,47.999,49.372,50.696,51.179,52.503,53.468,54.239,54.996,55.076,56.339,56.801,57.195,57.500,57.678
ARDK_P;CLAC_P,7.777,7.437,7.175,7.042,6.996,6.986,6.964,6.976,7.006,7.044,7.089,7.135,7.197,7.239,7.273,7.298,7.333,7.407,7.483,7.548,7.565,7.672,7.761,7.833,7.911,7.972,8.118,8.194,8.259,8.310,8.336
ARMO_P,20.765,19.890,19.469,19.504,19.901,20.449,20.878,21.741,22.766,23.849,24.800,25.551,26.508,27.331,28.075,28.478,28.658,29.278,29.925,30.565,30.716,31.142,31.577,31.925,32.277,32.256,32.347,32.529,32.665,32.747,32.754
AXMI1,195.962,187.613,181.888,180.948,184.124,185.209,190.261,197.295,205.432,215.143,223.679,231.719,240.788,248.843,256.385,260.888,266.517,273.445,280.516,287.369,289.489,292.829,297.586,301.410,305.235,305.377,303.136,305.191,306.847,308.016,308.470
AYRR,47.010,45.286,44.779,45.138,46.100,47.378,48.736,50.787,53.233,55.806,58.086,60.273,62.616,64.650,66.512,67.601,69.021,70.732,72.506,74.246,74.797,76.316,77.568,78.571,79.561,79.647,80.776,81.343,81.795,82.101,82.204
BAGA,36.388,35.122,34.854,35.337,36.365,37.698,39.146,41.174,43.554,46.060,48.299,50.481,52.631,54.431,56.012,56.902,58.167,59.593,61.113,62.654,63.181,64.598,65.658,66.496,67.308,67.355,68.577,69.010,69.331,69.501,69.487
BAIN,25.937,25.027,24.790,25.160,25.997,27.102,28.338,29.988,31.902,33.912,35.726,37.436,39.043,40.313,41.348,41.866,42.625,43.518,44.518,45.576,45.919,46.849,47.536,48.072,48.585,48.580,49.352,49.588,49.732,49.741,49.612
BARKC1;BARKW3,341.618,326.642,314.941,310.569,312.325,309.411,311.975,318.006,325.304,335.119,343.557,349.193,359.683,369.630,379.678,386.108,387.630,397.019,406.195,414.515,416.671,416.683,423.156,428.496,434.019,434.993,431.562,435.188,438.373,441.125,442.883
BEAU_P;ORRI_P,32.105,30.741,29.888,29.620,29.771,30.116,30.405,31.042,31.832,32.678,33.437,34.047,34.830,35.460,36.012,36.297,36.484,37.030,37.607,38.157,38.257,38.706,39.173,39.554,39.950,40.060,40.258,40.529,40.744,40.888,40.922
BEDDT1,119.101,115.942,117.137,120.993,127.011,131.515,138.642,150.327,164.613,180.171,193.476,204.449,218.592,231.841,244.597,252.191,256.780,266.783,276.871,286.778,289.636,290.080,295.762,300.299,304.723,303.149,297.287,298.837,300.028,300.864,301.200
BEDD_1,456.143,435.971,423.179,422.707,433.129,439.733,455.604,477.025,501.115,528.922,553.181,573.033,597.681,619.275,639.086,650.172,656.609,673.031,690.050,706.861,711.108,713.003,723.666,732.206,740.780,739.696,731.379,735.286,738.159,739.802,739.759
BERB_P;CAIF_P;DALL_P;GLEF_P;KEIT_P,47.949,46.026,44.978,44.716,44.962,45.489,45.925,46.850,47.999,49.220,50.323,51.216,52.375,53.312,54.146,54.606,54.968,55.835,56.744,57.601,57.789,58.525,59.283,59.906,60.545,60.774,61.125,61.578,61.943,62.202,62.285
BERW,23.561,22.741,22.519,22.646,22.962,23.407,23.873,24.608,25.502,26.445,27.277,28.097,29.014,29.822,30.586,31.060,31.709,32.469,33.246,33.980,34.223,34.915,35.503,35.982,36.457,36.574,37.104,37.414,37.673,37.874,37.974
BESW_1,316.244,303.013,293.500,291.086,294.541,293.977,300.637,310.208,321.405,335.100,347.023,356.774,369.036,379.499,388.990,394.197,397.831,406.266,415.047,423.570,425.517,427.735,433.828,438.773,443.783,444.116,441.429,444.191,446.303,447.656,447.836
BICF_1,211.079,202.081,195.338,193.305,195.224,194.452,196.827,201.617,207.345,214.693,221.175,226.206,233.485,240.094,246.498,250.569,254.113,260.365,266.623,272.496,274.428,277.251,281.761,285.425,289.130,289.880,288.940,291.289,293.294,294.886,295.770
BIRK_1,227.706,217.756,210.561,208.981,212.242,213.263,220.016,228.538,238.398,250.024,260.137,269.398,279.811,288.801,296.968,301.392,306.479,313.508,320.809,327.985,329.583,332.245,336.988,340.809,344.678,344.319,342.602,344.476,345.871,346.701,346.720
BISW_1,461.203,443.128,431.485,430.306,437.829,440.075,451.299,469.977,492.602,518.956,541.915,558.996,581.812,601.438,619.176,628.843,631.917,646.541,661.865,677.051,680.677,682.631,692.521,700.461,708.430,707.832,701.836,705.610,708.325,709.776,709.473
BLYTB1,519.683,493.711,467.407,452.567,447.639,436.947,435.675,434.784,434.134,436.549,438.721,440.989,445.210,448.601,451.975,453.831,457.012,462.078,466.962,470.887,470.805,474.105,478.875,482.923,487.512,489.897,491.772,495.851,499.421,502.445,504.204
BLYTH132,68.953,66.143,64.065,63.552,64.364,64.327,65.574,67.373,69.510,72.197,74.597,76.655,79.378,81.893,84.356,85.976,87.525,89.901,92.268,94.496,95.266,96.309,97.963,99.304,100.652,100.862,100.639,101.465,102.176,102.750,103.089
BOAG_P,25.907,24.827,24.137,23.843,23.797,23.875,23.911,24.132,24.441,24.779,25.085,25.338,25.741,26.081,26.407,26.608,26.800,27.197,27.592,27.938,28.005,28.347,28.708,29.008,29.327,29.482,29.693,29.950,30.171,30.354,30.453
BOLN_1,856.039,818.448,790.272,781.763,789.866,787.910,805.294,830.181,859.380,895.040,925.808,955.978,989.278,1018.336,1045.231,1060.040,1080.668,1104.908,1129.738,1153.609,1158.687,1170.673,1187.489,1201.160,1215.125,1214.942,1207.616,1215.095,1220.976,1225.080,1226.288
BONN,60.846,58.336,57.127,57.078,57.902,59.035,60.173,62.185,64.671,67.312,69.616,72.105,74.843,77.421,79.972,81.593,83.822,86.241,88.631,90.882,91.645,93.880,95.548,96.896,98.245,98.368,100.485,101.341,102.096,102.731,103.163
BOTW_1,156.419,149.706,144.687,143.574,145.841,146.598,150.927,156.161,162.192,169.461,175.953,182.505,189.237,195.082,200.447,203.652,208.296,213.397,218.660,223.804,225.514,228.186,231.808,234.708,237.597,237.874,236.044,237.640,238.910,239.750,240.007
BRAC_P,24.010,23.188,23.038,23.403,24.154,25.110,26.068,27.455,29.082,30.800,32.341,33.931,35.452,36.764,37.945,38.660,39.689,40.790,41.942,43.097,43.551,44.796,45.610,46.251,46.868,46.935,48.197,48.552,48.836,49.014,49.069
BRAI_1,229.418,219.944,214.752,215.645,221.811,225.816,234.161,246.024,259.425,274.823,288.354,299.923,313.237,324.671,334.948,340.687,346.720,355.550,364.824,374.104,376.809,380.763,386.772,391.559,396.275,395.935,392.950,395.099,396.640,397.418,397.215
BRAP,31.885,30.760,30.385,30.510,30.952,31.524,32.108,33.243,34.704,36.247,37.594,38.933,40.451,41.842,43.186,44.017,45.080,46.329,47.584,48.779,49.165,50.234,51.110,51.821,52.525,52.587,53.412,53.837,54.202,54.491,54.661
BRAW_1,394.492,377.155,364.487,361.209,365.927,366.115,376.551,389.172,403.555,421.020,436.163,449.809,466.038,480.293,493.553,501.048,508.513,520.291,532.346,543.949,546.623,550.036,558.131,564.705,571.388,571.405,568.494,572.094,574.933,576.921,577.529
BRED_1,265.273,254.040,246.380,246.409,253.181,258.544,271.938,287.146,304.084,323.250,340.312,355.733,370.135,380.793,388.758,391.663,395.738,401.777,409.061,417.142,418.536,420.752,425.351,428.909,432.406,431.400,428.034,428.930,428.904,427.640,425.063
BRFO_1;CLT03,773.784,738.697,710.735,700.809,706.250,702.871,713.967,732.007,752.841,779.309,802.315,822.454,846.987,867.884,886.946,897.280,908.851,926.613,944.924,962.428,965.971,974.353,987.433,998.094,1009.105,1010.152,1006.046,1012.527,1017.639,1021.176,1022.148
BRID_P,23.976,23.116,22.854,23.104,23.738,24.573,25.401,26.582,27.968,29.436,30.768,32.205,33.531,34.670,35.703,36.340,37.333,38.337,39.385,40.429,40.867,42.141,42.908,43.513,44.098,44.211,45.608,45.974,46.272,46.472,46.550
BRIM_1,319.913,305.961,292.744,286.273,285.471,280.885,281.566,284.064,287.802,293.694,299.108,303.525,309.944,315.566,320.990,324.528,326.717,332.689,338.648,344.078,345.729,347.346,352.068,355.935,359.987,361.527,360.090,363.087,365.666,367.719,368.842
BROA_P,12.109,11.623,11.351,11.308,11.420,11.624,11.824,12.149,12.532,12.942,13.314,13.612,13.949,14.199,14.393,14.479,14.537,14.726,14.940,15.156,15.200,15.372,15.548,15.692,15.836,15.880,15.949,16.042,16.106,16.133,16.113
BROR_P,7.206,6.923,6.745,6.688,6.715,6.787,6.830,6.943,7.087,7.240,7.386,7.494,7.630,7.725,7.799,7.834,7.837,7.926,8.025,8.121,8.143,8.259,8.357,8.435,8.516,8.561,8.639,8.701,8.752,8.782,8.786
BROX,49.490,47.506,46.768,46.923,47.717,48.741,49.732,51.520,53.705,56.017,58.011,60.057,62.476,64.793,67.116,68.601,70.457,72.615,74.734,76.717,77.361,79.145,80.601,81.783,82.964,83.035,84.447,85.176,85.821,86.379,86.773
BRWA1,227.018,217.235,210.931,210.463,215.042,217.309,223.681,232.772,242.956,255.018,265.654,274.611,285.366,294.673,303.162,308.065,313.141,320.787,328.725,336.525,338.873,342.501,347.873,352.177,356.463,356.624,354.671,356.909,358.635,359.718,359.906
BUMU_P,43.214,41.613,41.258,41.815,43.043,44.627,46.271,48.638,51.382,54.269,56.829,59.270,61.809,63.986,65.945,67.065,68.497,70.244,72.077,73.910,74.509,76.035,77.294,78.294,79.273,79.302,80.497,81.018,81.417,81.655,81.688
BURM_1,386.558,369.943,358.193,355.272,359.736,359.239,366.781,377.931,390.765,406.651,420.455,433.030,448.171,461.624,474.331,481.829,491.381,503.268,515.327,526.811,529.902,536.213,544.618,551.452,558.359,558.925,556.755,560.718,563.962,566.393,567.456
