Primary,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
AXMI1,0.000,0.000,0.280,0.610,1.171,1.946,2.987,4.353,6.087,8.251,10.884,14.004,18.033,21.812,26.075,30.720,35.192,39.789,44.167,47.973,51.104,53.578,55.439,56.831,57.800,58.051,58.378,58.493,58.506,58.623,58.412,58.152
AYRR,0.000,0.000,0.082,0.179,0.343,0.570,0.875,1.274,1.782,2.415,3.186,4.099,5.278,6.385,7.633,8.992,10.301,11.647,12.928,14.043,14.959,15.683,16.228,16.635,16.919,16.993,17.088,17.122,17.126,17.160,17.098,17.022
BAGA,0.000,0.000,0.089,0.194,0.373,0.619,0.950,1.385,1.937,2.625,3.462,4.455,5.737,6.939,8.295,9.773,11.195,12.658,14.050,15.261,16.257,17.044,17.636,18.079,18.387,18.467,18.571,18.608,18.612,18.649,18.582,18.499
BAIN,0.850,1.250,1.545,1.940,2.286,2.621,2.961,3.311,3.672,4.060,4.496,5.010,5.290,6.399,7.650,9.013,10.325,11.673,12.958,14.074,14.993,15.719,16.265,16.673,16.957,17.031,17.127,17.161,17.164,17.199,17.137,17.061
BARKC1;BARKW3,1.175,1.729,2.207,2.842,3.473,4.149,4.904,5.764,6.739,7.871,9.198,10.768,12.265,14.835,17.735,20.894,23.935,27.062,30.040,32.629,34.758,36.441,37.706,38.653,39.312,39.483,39.705,39.784,39.792,39.872,39.728,39.552
BEAU_P;ORRI_P,0.000,0.000,0.037,0.080,0.153,0.254,0.390,0.569,0.796,1.078,1.422,1.830,2.357,2.851,3.408,4.015,4.599,5.200,5.772,6.270,6.679,7.002,7.245,7.427,7.554,7.586,7.629,7.644,7.646,7.661,7.634,7.600
BEDDT1,1.849,2.720,3.469,4.463,5.448,6.500,7.672,9.005,10.513,12.262,14.309,16.731,19.026,23.013,27.511,32.412,37.130,41.980,46.599,50.615,53.918,56.529,58.492,59.960,60.983,61.248,61.593,61.715,61.728,61.851,61.629,61.355
BEDD_1,1.837,2.702,3.973,5.579,7.609,10.109,13.226,17.112,21.864,27.660,34.632,42.891,52.728,63.778,76.245,89.828,102.903,116.346,129.147,140.277,149.430,156.665,162.106,166.176,169.009,169.745,170.701,171.038,171.075,171.417,170.800,170.040
BERB_P;CAIF_P;DALL_P;GLEF_P;KEIT_P,0.000,0.000,0.053,0.115,0.222,0.368,0.565,0.824,1.152,1.561,2.059,2.649,3.411,4.126,4.933,5.811,6.658,7.527,8.355,9.075,9.667,10.136,10.488,10.751,10.934,10.982,11.044,11.066,11.068,11.090,11.050,11.001
BERW,0.000,0.000,0.029,0.063,0.122,0.202,0.310,0.451,0.631,0.855,1.128,1.452,1.869,2.261,2.703,3.184,3.648,4.124,4.578,4.973,5.297,5.553,5.746,5.891,5.991,6.017,6.051,6.063,6.064,6.076,6.055,6.028
BESW_1,0.291,0.428,0.959,1.601,2.582,3.890,5.608,7.830,10.623,14.086,18.288,23.266,29.563,35.759,42.748,50.364,57.694,65.231,72.409,78.649,83.780,87.837,90.888,93.170,94.758,95.171,95.707,95.896,95.917,96.108,95.762,95.336
BICF_1,0.000,0.000,0.197,0.428,0.821,1.364,2.094,3.052,4.268,5.785,7.630,9.818,12.642,15.291,18.280,21.536,24.671,27.894,30.963,33.632,35.826,37.561,38.866,39.841,40.520,40.697,40.926,41.007,41.016,41.098,40.950,40.768
BIRK_1,0.000,0.000,0.363,0.791,1.518,2.523,3.872,5.642,7.891,10.696,14.108,18.152,23.374,28.273,33.799,39.820,45.617,51.576,57.250,62.184,66.242,69.449,71.861,73.665,74.922,75.248,75.671,75.821,75.837,75.989,75.715,75.379
BISW_1,1.190,1.750,2.866,4.251,6.152,8.581,11.689,15.633,20.525,26.541,33.809,42.420,53.003,64.111,76.642,90.296,103.439,116.953,129.820,141.008,150.209,157.482,162.952,167.043,169.891,170.631,171.591,171.930,171.967,172.311,171.691,170.927
BLYTB1,0.665,0.977,1.327,1.778,2.293,2.892,3.611,4.480,5.518,6.765,8.254,10.016,11.992,14.505,17.341,20.430,23.404,26.461,29.372,31.904,33.986,35.631,36.869,37.794,38.439,38.606,38.823,38.900,38.908,38.986,38.846,38.673
BLYTH132,0.310,0.457,0.598,0.783,0.979,1.199,1.454,1.753,2.103,2.517,3.007,3.587,4.196,5.076,6.068,7.149,8.190,9.259,10.278,11.164,11.892,12.468,12.901,13.225,13.451,13.509,13.585,13.612,13.615,13.642,13.593,13.533
BOAG_P,0.000,0.000,0.015,0.033,0.064,0.106,0.163,0.238,0.333,0.451,0.595,0.765,0.985,1.192,1.425,1.678,1.923,2.174,2.413,2.621,2.792,2.927,3.029,3.105,3.158,3.172,3.189,3.196,3.196,3.203,3.191,3.177
BOLN_1,5.414,7.964,10.391,13.575,16.927,20.655,24.954,29.997,35.860,42.786,50.977,60.673,70.755,85.583,102.311,120.538,138.083,156.122,173.300,188.235,200.517,210.226,217.528,222.988,226.790,227.778,229.060,229.513,229.562,230.022,229.193,228.174
BONN,0.000,0.000,0.055,0.120,0.229,0.381,0.585,0.852,1.191,1.615,2.130,2.741,3.529,4.269,5.103,6.012,6.887,7.787,8.644,9.389,10.001,10.485,10.850,11.122,11.312,11.361,11.425,11.447,11.450,11.473,11.431,11.381
BOTW_1,0.000,0.000,0.238,0.519,0.996,1.655,2.540,3.701,5.176,7.016,9.254,11.907,15.333,18.546,22.171,26.121,29.923,33.832,37.554,40.790,43.452,45.556,47.138,48.321,49.145,49.359,49.637,49.735,49.746,49.846,49.666,49.445
BRAC_P,0.010,0.020,0.078,0.149,0.264,0.423,0.633,0.909,1.257,1.690,2.217,2.842,3.643,4.406,5.267,6.205,7.109,8.037,8.922,9.690,10.323,10.823,11.198,11.480,11.675,11.726,11.792,11.815,11.818,11.842,11.799,11.747
BRAI_1,0.530,0.780,1.396,2.154,3.239,4.652,6.479,8.817,11.734,15.335,19.693,24.857,31.286,37.843,45.240,53.299,61.057,69.033,76.629,83.233,88.664,92.957,96.185,98.600,100.281,100.718,101.285,101.485,101.507,101.710,101.344,100.893
BRAP,0.000,0.000,0.038,0.082,0.158,0.262,0.403,0.587,0.821,1.112,1.467,1.888,2.431,2.940,3.515,4.141,4.744,5.363,5.954,6.467,6.889,7.222,7.473,7.660,7.791,7.825,7.869,7.885,7.886,7.902,7.874,7.839
BRAW_1,2.157,3.173,4.222,5.588,7.088,8.801,10.819,13.228,16.073,19.466,23.502,28.279,33.477,40.493,48.407,57.031,65.332,73.867,81.995,89.061,94.872,99.466,102.920,105.504,107.303,107.770,108.377,108.591,108.614,108.832,108.440,107.958
BRED_1,1.769,2.602,3.383,4.410,5.483,6.669,8.032,9.624,11.469,13.644,16.213,19.254,22.384,27.075,32.367,38.133,43.684,49.391,54.825,59.550,63.436,66.507,68.817,70.545,71.747,72.060,72.465,72.609,72.624,72.770,72.508,72.185
BRFO_1;CLT03,4.163,6.124,8.057,10.584,13.295,16.346,19.900,24.102,29.023,34.864,41.790,49.987,58.699,71.000,84.878,99.999,114.555,129.520,143.771,156.161,166.350,174.405,180.462,184.993,188.147,188.966,190.030,190.405,190.446,190.827,190.140,189.295
BRID_P,0.170,0.260,0.348,0.468,0.605,0.766,0.959,1.193,1.474,1.811,2.214,2.691,3.229,3.905,4.669,5.501,6.301,7.124,7.908,8.590,9.150,9.594,9.927,10.176,10.350,10.395,10.453,10.474,10.476,10.497,10.459,10.413
BRIM_1,2.602,3.827,4.685,5.852,6.845,7.782,8.701,9.620,10.526,11.471,12.507,13.728,14.135,17.097,20.439,24.080,27.585,31.188,34.620,37.603,40.057,41.997,43.455,44.546,45.306,45.503,45.759,45.849,45.859,45.951,45.786,45.582
BROA_P,0.000,0.000,0.021,0.045,0.086,0.143,0.220,0.320,0.448,0.607,0.801,1.030,1.326,1.604,1.918,2.259,2.588,2.926,3.248,3.528,3.759,3.941,4.078,4.180,4.251,4.270,4.294,4.302,4.303,4.312,4.296,4.277
BROR_P,0.000,0.000,0.009,0.019,0.037,0.062,0.095,0.139,0.194,0.263,0.347,0.447,0.576,0.696,0.832,0.981,1.123,1.270,1.410,1.531,1.631,1.710,1.769,1.814,1.845,1.853,1.863,1.867,1.867,1.871,1.864,1.856
BROX,0.000,0.000,0.040,0.088,0.168,0.279,0.429,0.625,0.874,1.184,1.562,2.010,2.588,3.130,3.742,4.408,5.050,5.710,6.338,6.884,7.333,7.688,7.955,8.155,8.294,8.330,8.377,8.394,8.396,8.412,8.382,8.345
BRWA1,0.000,0.000,0.382,0.832,1.596,2.652,4.071,5.933,8.296,11.245,14.833,19.086,24.576,29.726,35.537,41.868,47.962,54.227,60.194,65.381,69.648,73.020,75.556,77.453,78.773,79.116,79.562,79.719,79.736,79.896,79.608,79.254
BUMU_P,0.220,0.330,0.477,0.667,0.905,1.197,1.561,2.012,2.564,3.237,4.045,5.003,6.139,7.426,8.877,10.458,11.981,13.546,15.036,16.332,17.398,18.240,18.874,19.347,19.677,19.763,19.874,19.913,19.918,19.958,19.886,19.797
BURM_1,1.962,2.886,3.825,5.050,6.386,7.903,9.685,11.805,14.303,17.278,20.812,24.996,29.515,35.700,42.678,50.281,57.600,65.125,72.290,78.520,83.643,87.693,90.739,93.017,94.603,95.015,95.550,95.739,95.759,95.951,95.606,95.180
BUSH_1,0.000,0.000,0.276,0.600,1.152,1.914,2.938,4.281,5.987,8.115,10.705,13.773,17.735,21.452,25.645,30.214,34.612,39.133,43.439,47.182,50.261,52.695,54.525,55.894,56.847,57.094,57.416,57.529,57.541,57.657,57.449,57.193
BUST_1,0.689,1.013,1.552,2.227,3.113,4.221,5.620,7.380,9.545,12.198,15.395,19.182,23.762,28.741,34.359,40.480,46.373,52.430,58.199,63.215,67.340,70.600,73.052,74.886,76.163,76.495,76.925,77.077,77.094,77.248,76.970,76.628
CAAD_P,0.000,0.000,0.023,0.049,0.094,0.157,0.240,0.350,0.490,0.664,0.876,1.127,1.451,1.755,2.098,2.471,2.831,3.201,3.553,3.859,4.111,4.310,4.460,4.572,4.650,4.670,4.696,4.706,4.707,4.716,4.699,4.678
CAMB_01,0.078,0.115,0.194,0.292,0.429,0.605,0.831,1.119,1.477,1.918,2.452,3.083,3.864,4.673,5.587,6.582,7.540,8.525,9.463,10.279,10.949,11.480,11.878,12.176,12.384,12.438,12.508,12.533,12.535,12.561,12.515,12.460
CANTN1;RICH1;RICH_J,2.243,3.299,4.281,5.573,6.916,8.395,10.090,12.065,14.350,17.040,20.214,23.972,27.814,33.642,40.218,47.383,54.279,61.370,68.122,73.993,78.822,82.639,85.509,87.655,89.149,89.538,90.042,90.219,90.239,90.420,90.094,89.693
CAPEA1,0.928,1.366,1.847,2.470,3.176,3.997,4.977,6.161,7.572,9.265,11.285,13.676,16.347,19.772,23.637,27.848,31.901,36.069,40.037,43.487,46.325,48.568,50.255,51.516,52.395,52.623,52.919,53.024,53.035,53.141,52.950,52.715
CARE_1,1.099,1.617,2.091,2.716,3.360,4.065,4.869,5.802,6.877,8.140,9.628,11.389,13.169,15.929,19.042,22.434,25.700,29.057,32.254,35.034,37.320,39.127,40.486,41.502,42.210,42.393,42.632,42.716,42.726,42.811,42.657,42.467
CARR_1,0.000,0.000,0.348,0.757,1.453,2.415,3.706,5.401,7.553,10.237,13.504,17.375,22.373,27.062,32.351,38.115,43.663,49.366,54.798,59.521,63.404,66.474,68.783,70.510,71.712,72.024,72.430,72.573,72.589,72.734,72.472,72.150
CASS_P,0.000,0.000,0.005,0.011,0.021,0.035,0.054,0.079,0.111,0.150,0.198,0.254,0.328,0.396,0.474,0.558,0.639,0.723,0.802,0.871,0.928,0.973,1.007,1.032,1.050,1.055,1.061,1.063,1.063,1.065,1.061,1.056
CATY,0.000,0.000,0.107,0.233,0.448,0.744,1.142,1.663,2.326,3.153,4.159,5.351,6.890,8.334,9.963,11.738,13.447,15.203,16.876,18.330,19.526,20.472,21.183,21.715,22.085,22.181,22.306,22.350,22.355,22.400,22.319,22.220
CEAN_P,0.000,0.000,0.001,0.001,0.002,0.003,0.005,0.007,0.010,0.013,0.017,0.022,0.028,0.034,0.040,0.048,0.055,0.062,0.069,0.075,0.079,0.083,0.086,0.088,0.090,0.090,0.091,0.091,0.091,0.091,0.091,0.090
CELL_1,1.854,2.728,3.774,5.118,6.695,8.566,10.837,13.611,16.949,20.980,25.804,31.516,38.058,46.034,55.031,64.835,74.272,83.975,93.215,101.248,107.854,113.077,117.004,119.941,121.986,122.517,123.207,123.450,123.477,123.724,123.279,122.731
CHAP,0.000,0.000,0.045,0.097,0.186,0.308,0.473,0.689,0.964,1.306,1.723,2.217,2.855,3.453,4.128,4.863,5.571,6.299,6.992,7.595,8.090,8.482,8.777,8.997,9.150,9.190,9.242,9.260,9.262,9.281,9.247,9.206
CHAR_P,0.000,0.000,0.037,0.081,0.156,0.259,0.398,0.580,0.811,1.099,1.450,1.866,2.403,2.906,3.474,4.093,4.689,5.302,5.885,6.392,6.809,7.139,7.387,7.572,7.701,7.735,7.778,7.794,7.795,7.811,7.783,7.748
CHAS,2.230,3.280,3.826,4.606,5.085,5.374,5.470,5.351,4.977,4.351,3.492,2.469,0.146,0.176,0.211,0.248,0.284,0.321,0.357,0.387,0.413,0.433,0.448,0.459,0.467,0.469,0.472,0.472,0.473,0.473,0.472,0.470
CHIC_1,0.012,0.018,0.174,0.358,0.667,1.091,1.659,2.404,3.348,4.524,5.955,7.652,9.836,11.897,14.223,16.757,19.196,21.703,24.091,26.167,27.875,29.225,30.240,30.999,31.527,31.665,31.843,31.906,31.913,31.976,31.861,31.720
CHSI_1,2.086,3.069,4.149,5.547,7.128,8.964,11.159,13.807,16.962,20.748,25.263,30.610,36.575,44.240,52.887,62.309,71.378,80.703,89.582,97.303,103.652,108.671,112.445,115.267,117.233,117.743,118.406,118.640,118.666,118.903,118.475,117.948
CHTE_1,0.000,0.000,0.739,1.607,3.084,5.125,7.868,11.464,16.032,21.730,28.664,36.881,47.490,57.443,68.670,80.904,92.680,104.788,116.317,126.342,134.585,141.102,146.003,149.668,152.220,152.882,153.743,154.047,154.080,154.389,153.833,153.148
CITR_1,0.484,0.712,0.979,1.323,1.724,2.198,2.770,3.468,4.306,5.317,6.525,7.956,9.586,11.595,13.862,16.331,18.708,21.153,23.480,25.503,27.168,28.483,29.472,30.212,30.727,30.861,31.035,31.096,31.103,31.165,31.053,30.915
CLAY_P,0.250,0.370,0.460,0.584,0.701,0.821,0.949,1.090,1.243,1.417,1.618,1.855,2.050,2.479,2.964,3.492,4.001,4.523,5.021,5.453,5.809,6.091,6.302,6.460,6.571,6.599,6.636,6.649,6.651,6.664,6.640,6.611
CLYM,0.000,0.000,0.079,0.172,0.329,0.547,0.840,1.224,1.712,2.321,3.061,3.939,5.072,6.135,7.334,8.640,9.898,11.191,12.422,13.493,14.373,15.069,15.592,15.984,16.256,16.327,16.419,16.451,16.455,16.488,16.429,16.355
COAT,0.000,0.000,0.061,0.133,0.255,0.424,0.650,0.948,1.325,1.796,2.369,3.048,3.925,4.748,5.676,6.687,7.660,8.661,9.614,10.443,11.124,11.663,12.068,12.371,12.582,12.637,12.708,12.733,12.736,12.761,12.715,12.658
COCK,0.000,0.000,0.066,0.144,0.276,0.458,0.704,1.025,1.434,1.943,2.563,3.298,4.247,5.137,6.141,7.235,8.288,9.371,10.402,11.298,12.035,12.618,13.056,13.384,13.612,13.671,13.748,13.776,13.779,13.806,13.756,13.695
CONQA1;SASA,0.408,0.600,0.982,1.455,2.104,2.934,3.994,5.341,7.010,9.063,11.543,14.482,18.092,21.884,26.161,30.822,35.308,39.920,44.313,48.132,51.272,53.755,55.622,57.018,57.990,58.243,58.571,58.686,58.699,58.816,58.605,58.344
COUA_P,0.000,0.000,0.030,0.066,0.126,0.210,0.323,0.470,0.657,0.891,1.175,1.512,1.947,2.355,2.815,3.316,3.799,4.295,4.767,5.178,5.516,5.783,5.984,6.135,6.239,6.266,6.301,6.314,6.315,6.328,6.305,6.277
COVE_1,1.283,1.887,2.831,4.021,5.554,7.460,9.851,12.847,16.523,21.017,26.429,32.840,40.541,49.037,58.622,69.065,79.118,89.454,99.297,107.854,114.891,120.455,124.638,127.767,129.945,130.511,131.246,131.505,131.534,131.797,131.322,130.738
COWL_1;ECLA_H,0.000,0.000,0.759,1.652,3.170,5.268,8.087,11.783,16.479,22.336,29.463,37.909,48.814,59.044,70.584,83.159,95.263,107.708,119.559,129.863,138.336,145.035,150.072,153.839,156.462,157.144,158.028,158.340,158.375,158.692,158.120,157.417
COYL,0.000,0.000,0.055,0.119,0.227,0.378,0.580,0.845,1.182,1.603,2.114,2.720,3.502,4.236,5.064,5.966,6.835,7.728,8.578,9.317,9.925,10.406,10.767,11.037,11.226,11.274,11.338,11.360,11.363,11.385,11.344,11.294
CRAI_P,0.000,0.000,0.050,0.108,0.208,0.345,0.530,0.772,1.079,1.463,1.930,2.483,3.198,3.868,4.624,5.448,6.240,7.056,7.832,8.507,9.062,9.501,9.831,10.078,10.250,10.294,10.352,10.373,10.375,10.396,10.358,10.312
CREB_1,1.627,2.393,3.331,4.533,5.957,7.653,9.719,12.249,15.299,18.988,23.405,28.637,34.660,41.923,50.118,59.046,67.640,76.477,84.891,92.207,98.224,102.980,106.557,109.231,111.094,111.577,112.206,112.427,112.452,112.677,112.271,111.772
CROO,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CUMB,0.000,0.000,0.050,0.109,0.210,0.348,0.534,0.779,1.089,1.476,1.947,2.505,3.225,3.901,4.664,5.495,6.294,7.116,7.900,8.580,9.140,9.583,9.916,10.165,10.338,10.383,10.441,10.462,10.464,10.485,10.447,10.401
CUPA,0.000,0.000,0.058,0.126,0.241,0.400,0.615,0.896,1.252,1.698,2.239,2.881,3.710,4.488,5.365,6.320,7.240,8.186,9.087,9.870,10.514,11.023,11.406,11.692,11.892,11.943,12.011,12.035,12.037,12.061,12.018,11.964
CURR,0.000,0.000,0.040,0.087,0.167,0.277,0.425,0.620,0.866,1.174,1.549,1.993,2.566,3.104,3.710,4.371,5.007,5.662,6.285,6.826,7.272,7.624,7.889,8.086,8.224,8.260,8.307,8.323,8.325,8.341,8.312,8.274
DALM3,0.000,0.000,0.042,0.092,0.176,0.292,0.448,0.653,0.914,1.238,1.633,2.101,2.706,3.273,3.912,4.609,5.280,5.970,6.627,7.198,7.668,8.039,8.318,8.527,8.672,8.710,8.759,8.776,8.778,8.796,8.764,8.725
DEVM,0.000,0.000,0.031,0.068,0.130,0.217,0.332,0.484,0.677,0.918,1.211,1.558,2.007,2.427,2.902,3.418,3.916,4.427,4.915,5.338,5.686,5.962,6.169,6.324,6.431,6.459,6.496,6.509,6.510,6.523,6.500,6.471
DEVO,0.000,0.000,0.060,0.132,0.253,0.420,0.644,0.939,1.313,1.780,2.348,3.021,3.889,4.705,5.624,6.626,7.591,8.582,9.526,10.347,11.022,11.556,11.958,12.258,12.467,12.521,12.591,12.616,12.619,12.644,12.599,12.543
DEWP,0.820,1.200,1.414,1.716,1.918,2.060,2.145,2.167,2.112,1.986,1.796,1.570,0.910,1.101,1.316,1.551,1.776,2.009,2.230,2.422,2.580,2.705,2.799,2.869,2.918,2.930,2.947,2.953,2.953,2.959,2.949,2.935
DOUN_P,0.000,0.000,0.000,0.000,0.001,0.001,0.002,0.003,0.004,0.005,0.007,0.009,0.012,0.014,0.017,0.020,0.023,0.025,0.028,0.031,0.033,0.034,0.035,0.036,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037
DRAK_1,0.000,0.000,0.249,0.543,1.042,1.731,2.658,3.872,5.415,7.340,9.682,12.458,16.042,19.403,23.196,27.328,31.306,35.396,39.290,42.676,45.461,47.662,49.317,50.556,51.418,51.641,51.932,52.035,52.046,52.150,51.962,51.731
DRAX_1,0.171,0.252,0.351,0.479,0.632,0.814,1.036,1.308,1.637,2.035,2.512,3.077,3.729,4.511,5.393,6.353,7.278,8.229,9.134,9.922,10.569,11.081,11.466,11.753,11.954,12.006,12.073,12.097,12.100,12.124,12.081,12.027
DRCR,0.000,0.000,0.029,0.064,0.122,0.203,0.312,0.454,0.636,0.862,1.137,1.462,1.883,2.277,2.722,3.208,3.674,4.155,4.612,5.009,5.336,5.594,5.789,5.934,6.035,6.061,6.095,6.107,6.109,6.121,6.099,6.072
DRUM,0.000,0.000,0.080,0.175,0.336,0.557,0.856,1.247,1.744,2.363,3.117,4.011,5.165,6.247,7.469,8.799,10.080,11.397,12.651,13.741,14.638,15.346,15.879,16.278,16.555,16.627,16.721,16.754,16.758,16.791,16.731,16.656
DUBE_P,0.000,0.000,0.003,0.006,0.012,0.020,0.031,0.045,0.063,0.086,0.114,0.146,0.188,0.228,0.272,0.320,0.367,0.415,0.461,0.500,0.533,0.559,0.578,0.593,0.603,0.605,0.609,0.610,0.610,0.611,0.609,0.607
DUDH_P,0.450,0.670,0.817,1.019,1.189,1.348,1.503,1.655,1.803,1.956,2.122,2.317,2.365,2.861,3.420,4.029,4.615,5.218,5.792,6.292,6.702,7.027,7.271,7.453,7.580,7.613,7.656,7.671,7.673,7.688,7.661,7.626
DUGR_P,0.000,0.000,0.011,0.025,0.048,0.080,0.122,0.178,0.249,0.337,0.445,0.572,0.737,0.891,1.065,1.255,1.438,1.626,1.805,1.960,2.088,2.189,2.265,2.322,2.362,2.372,2.385,2.390,2.390,2.395,2.387,2.376
DUMF,0.150,0.220,0.256,0.308,0.340,0.358,0.364,0.356,0.330,0.287,0.228,0.158,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
DUNB,0.000,0.000,0.041,0.088,0.169,0.281,0.431,0.628,0.878,1.191,1.570,2.021,2.602,3.147,3.762,4.432,5.077,5.741,6.372,6.921,7.373,7.730,7.998,8.199,8.339,8.375,8.422,8.439,8.441,8.458,8.427,8.390
DUNF,0.000,0.000,0.043,0.094,0.181,0.300,0.461,0.672,0.940,1.274,1.680,2.162,2.784,3.367,4.025,4.742,5.432,6.142,6.818,7.405,7.888,8.270,8.558,8.772,8.922,8.961,9.011,9.029,9.031,9.049,9.016,8.976
DUNO_P,0.000,0.000,0.020,0.044,0.084,0.140,0.215,0.313,0.438,0.594,0.784,1.008,1.298,1.570,1.877,2.211,2.533,2.864,3.179,3.454,3.679,3.857,3.991,4.091,4.161,4.179,4.203,4.211,4.212,4.220,4.205,4.186
DYCE_P,0.280,0.410,0.539,0.709,0.891,1.095,1.334,1.616,1.947,2.340,2.805,3.357,3.943,4.769,5.701,6.717,7.695,8.700,9.657,10.490,11.174,11.715,12.122,12.426,12.638,12.693,12.765,12.790,12.793,12.818,12.772,12.715
EALI_6,0.000,0.000,0.212,0.462,0.886,1.472,2.260,3.293,4.605,6.242,8.233,10.594,13.641,16.500,19.725,23.239,26.621,30.099,33.411,36.290,38.658,40.530,41.937,42.990,43.723,43.913,44.161,44.248,44.257,44.346,44.186,43.990
EASO_1,1.542,2.268,3.529,5.107,7.201,9.839,13.181,17.394,22.590,28.963,36.649,45.755,56.818,68.726,82.159,96.795,110.885,125.370,139.164,151.158,161.021,168.817,174.681,179.066,182.119,182.912,183.942,184.305,184.345,184.714,184.049,183.230
ECCL,0.000,0.000,0.035,0.075,0.144,0.240,0.368,0.536,0.750,1.017,1.341,1.725,2.221,2.687,3.212,3.785,4.335,4.902,5.441,5.910,6.296,6.601,6.830,7.001,7.121,7.152,7.192,7.206,7.208,7.222,7.196,7.164
ECLA_1,2.900,4.266,5.840,7.868,10.211,12.965,16.286,20.321,25.157,30.981,37.941,46.183,55.520,67.155,80.281,94.583,108.350,122.505,135.984,147.703,157.340,164.959,170.688,174.973,177.957,178.731,179.738,180.093,180.132,180.492,179.842,179.042
EERH,0.000,0.000,0.083,0.180,0.345,0.573,0.880,1.282,1.793,2.430,3.205,4.124,5.310,6.423,7.679,9.046,10.363,11.717,13.006,14.127,15.049,15.778,16.326,16.735,17.021,17.095,17.191,17.225,17.229,17.263,17.201,17.125
EKIL,0.000,0.000,0.076,0.165,0.317,0.526,0.808,1.178,1.647,2.232,2.944,3.789,4.878,5.901,7.054,8.311,9.520,10.764,11.948,12.978,13.825,14.494,14.998,15.374,15.636,15.704,15.793,15.824,15.827,15.859,15.802,15.732
EKIS,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
