Primary,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
ABHA1,6.315,9.309,12.673,15.569,19.011,23.114,28.425,35.482,44.101,53.234,62.314,70.875,77.571,81.915,83.741,84.667,84.412,83.803,83.930,86.456,88.467,89.851,90.867,91.814,92.699,93.514,94.244,94.881,95.252,95.428,95.463
ABNE_P,0.120,0.193,0.281,0.370,0.483,0.620,0.792,1.002,1.245,1.503,1.759,2.001,2.190,2.313,2.364,2.390,2.383,2.366,2.370,2.441,2.498,2.537,2.565,2.592,2.617,2.640,2.661,2.679,2.689,2.694,2.695
ABTH_1,0.736,1.466,2.589,3.973,5.831,8.153,10.950,14.087,17.510,21.136,24.741,28.140,30.798,32.523,33.248,33.616,33.514,33.273,33.323,34.326,35.124,35.674,36.077,36.453,36.805,37.128,37.418,37.671,37.818,37.888,37.902
ACTL_2;CBNK_H;GREE_H;PERI_H,0.000,0.153,0.447,0.868,1.454,2.195,3.071,4.002,4.974,6.004,7.029,7.994,8.749,9.239,9.446,9.550,9.521,9.452,9.467,9.752,9.978,10.135,10.249,10.356,10.456,10.548,10.630,10.702,10.744,10.764,10.768
ALNE_P,0.040,0.108,0.216,0.358,0.551,0.794,1.085,1.403,1.744,2.105,2.464,2.802,3.067,3.239,3.311,3.347,3.337,3.313,3.318,3.418,3.498,3.552,3.593,3.630,3.665,3.697,3.726,3.751,3.766,3.773,3.774
ALVE1,4.054,5.858,7.790,9.323,11.078,13.137,15.867,19.676,24.456,29.520,34.555,39.302,43.015,45.424,46.437,46.951,46.809,46.471,46.542,47.942,49.057,49.825,50.388,50.914,51.404,51.856,52.261,52.615,52.820,52.918,52.937
AMEM_1,1.362,2.546,4.301,6.401,9.199,12.683,16.900,21.687,26.956,32.538,38.089,43.321,47.414,50.069,51.185,51.751,51.595,51.223,51.300,52.844,54.074,54.919,55.541,56.120,56.660,57.159,57.605,57.994,58.221,58.329,58.350
ARBR_P,0.060,0.186,0.397,0.680,1.068,1.557,2.138,2.771,3.444,4.157,4.867,5.535,6.058,6.397,6.540,6.612,6.592,6.545,6.555,6.752,6.909,7.017,7.097,7.171,7.240,7.303,7.360,7.410,7.439,7.453,7.456
ARDK_P;CLAC_P,0.010,0.019,0.041,0.070,0.109,0.158,0.218,0.282,0.350,0.423,0.494,0.562,0.615,0.650,0.665,0.671,0.670,0.665,0.666,0.686,0.702,0.713,0.721,0.729,0.735,0.742,0.748,0.753,0.756,0.757,0.758
ARMO_P,0.070,0.165,0.330,0.548,0.845,1.218,1.664,2.153,2.676,3.230,3.781,4.300,4.706,4.970,5.081,5.137,5.121,5.084,5.092,5.245,5.367,5.451,5.513,5.570,5.624,5.674,5.718,5.757,5.779,5.790,5.792
