Primary,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
ABHA1,56.341,58.039,60.303,63.133,66.528,72.188,79.262,87.751,96.240,104.729,113.218,122.414,131.610,140.807,150.003,159.199,168.396,177.592,186.789,195.985,205.181,214.378,223.574,232.771,241.967,251.163,260.360,269.556,278.752,287.949,297.145
ABNE_P,4.985,5.135,5.335,5.585,5.886,6.387,7.012,7.763,8.515,9.266,10.017,10.830,11.644,12.457,13.271,14.085,14.898,15.712,16.526,17.339,18.153,18.966,19.780,20.594,21.407,22.221,23.035,23.848,24.662,25.475,26.289
ABTH_1,11.285,11.625,12.079,12.646,13.326,14.459,15.876,17.577,19.277,20.978,22.678,24.520,26.362,28.204,30.046,31.888,33.730,35.572,37.414,39.256,41.099,42.941,44.783,46.625,48.467,50.309,52.151,53.993,55.835,57.677,59.519
ACTL_2;CBNK_H;GREE_H;PERI_H,2.969,3.059,3.178,3.327,3.506,3.804,4.177,4.624,5.072,5.519,5.966,6.451,6.936,7.420,7.905,8.390,8.874,9.359,9.843,10.328,10.813,11.297,11.782,12.267,12.751,13.236,13.721,14.205,14.690,15.174,15.659
ALNE_P,1.850,1.905,1.980,2.073,2.184,2.370,2.602,2.881,3.160,3.438,3.717,4.019,4.321,4.623,4.925,5.227,5.528,5.830,6.132,6.434,6.736,7.038,7.340,7.642,7.944,8.246,8.548,8.850,9.151,9.453,9.755
ALVE1,48.567,50.031,51.982,54.421,57.349,62.227,68.325,75.643,82.960,90.278,97.596,105.523,113.451,121.378,129.305,137.233,145.160,153.088,161.015,168.943,176.870,184.798,192.725,200.653,208.580,216.507,224.435,232.362,240.290,248.217,256.145
AMEM_1,5.432,5.596,5.814,6.087,6.415,6.960,7.642,8.461,9.279,10.098,10.916,11.803,12.690,13.576,14.463,15.350,16.237,17.123,18.010,18.897,19.783,20.670,21.557,22.444,23.330,24.217,25.104,25.990,26.877,27.764,28.651
ARBR_P,4.908,5.056,5.254,5.500,5.796,6.289,6.905,7.645,8.384,9.124,9.863,10.665,11.466,12.267,13.068,13.869,14.670,15.472,16.273,17.074,17.875,18.676,19.477,20.279,21.080,21.881,22.682,23.483,24.284,25.086,25.887
ARDK_P;CLAC_P,0.177,0.182,0.190,0.198,0.209,0.227,0.249,0.276,0.303,0.329,0.356,0.385,0.414,0.443,0.472,0.500,0.529,0.558,0.587,0.616,0.645,0.674,0.703,0.732,0.761,0.790,0.818,0.847,0.876,0.905,0.934
ARMO_P,1.249,1.287,1.337,1.400,1.475,1.600,1.757,1.945,2.133,2.322,2.510,2.714,2.918,3.121,3.325,3.529,3.733,3.937,4.141,4.345,4.548,4.752,4.956,5.160,5.364,5.568,5.772,5.975,6.179,6.383,6.587
AXMI1,27.934,28.776,29.898,31.301,32.984,35.790,39.298,43.506,47.715,51.924,56.133,60.692,65.252,69.812,74.371,78.931,83.490,88.050,92.609,97.169,101.728,106.288,110.847,115.407,119.966,124.526,129.086,133.645,138.205,142.764,147.324
AYRR,1.198,1.234,1.282,1.343,1.415,1.535,1.686,1.866,2.047,2.227,2.408,2.603,2.799,2.994,3.190,3.385,3.581,3.777,3.972,4.168,4.363,4.559,4.754,4.950,5.146,5.341,5.537,5.732,5.928,6.123,6.319
BAGA,3.295,3.394,3.527,3.692,3.891,4.222,4.635,5.132,5.628,6.125,6.621,7.159,7.697,8.235,8.772,9.310,9.848,10.386,10.924,11.462,11.999,12.537,13.075,13.613,14.151,14.688,15.226,15.764,16.302,16.840,17.378
BAIN,0.967,0.996,1.035,1.083,1.141,1.238,1.360,1.505,1.651,1.797,1.942,2.100,2.258,2.416,2.573,2.731,2.889,3.047,3.204,3.362,3.520,3.678,3.836,3.993,4.151,4.309,4.467,4.624,4.782,4.940,5.098
BARKC1;BARKW3,10.823,11.149,11.584,12.127,12.779,13.867,15.225,16.856,18.487,20.117,21.748,23.515,25.281,27.048,28.814,30.581,32.347,34.114,35.880,37.647,39.413,41.180,42.946,44.713,46.479,48.246,50.013,51.779,53.546,55.312,57.079
BEAU_P;ORRI_P,2.992,3.082,3.203,3.353,3.533,3.834,4.210,4.660,5.111,5.562,6.013,6.501,6.990,7.478,7.967,8.455,8.943,9.432,9.920,10.409,10.897,11.386,11.874,12.362,12.851,13.339,13.828,14.316,14.804,15.293,15.781
