Region,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
BARKC1;BARKW3,127.291,121.779,110.908,104.250,99.164,96.447,93.899,91.585,89.276,87.337,85.745,84.303,83.667,83.053,82.311,81.720,81.105,80.379,79.519,78.502,77.770,76.671,75.623,74.841,74.320,73.762,74.175,73.681,73.309,73.604,73.749,73.393
BEAU_P;ORRI_P,10.096,9.659,8.797,8.269,7.865,7.650,7.448,7.264,7.081,6.927,6.801,6.687,6.636,6.587,6.529,6.482,6.433,6.375,6.307,6.226,6.168,6.081,5.998,5.936,5.895,5.850,5.883,5.844,5.814,5.838,5.849,5.821
BEDDT1,47.507,45.449,41.392,38.907,37.009,35.995,35.044,34.180,33.319,32.595,32.001,31.463,31.226,30.996,30.720,30.499,30.269,29.998,29.678,29.298,29.025,28.614,28.224,27.932,27.737,27.529,27.683,27.499,27.360,27.470,27.524,27.391
BEDD_1,203.201,194.401,177.047,166.419,158.300,153.962,149.895,146.200,142.516,139.420,136.878,134.578,133.562,132.581,131.398,130.454,129.471,128.312,126.940,125.318,124.148,122.393,120.721,119.472,118.641,117.749,118.409,117.620,117.026,117.498,117.729,117.161
BERB_P;CAIF_P;DALL_P;GLEF_P;KEIT_P,14.348,13.727,12.501,11.751,11.178,10.871,10.584,10.323,10.063,9.844,9.665,9.503,9.431,9.362,9.278,9.211,9.142,9.060,8.963,8.849,8.766,8.642,8.524,8.436,8.377,8.314,8.361,8.305,8.263,8.297,8.313,8.273
BERW,5.238,5.011,4.563,4.290,4.080,3.968,3.864,3.768,3.673,3.594,3.528,3.469,3.443,3.417,3.387,3.363,3.337,3.307,3.272,3.230,3.200,3.155,3.112,3.079,3.058,3.035,3.052,3.032,3.016,3.029,3.035,3.020
BESW_1,110.502,105.717,96.280,90.500,86.085,83.726,81.514,79.505,77.501,75.818,74.436,73.184,72.632,72.098,71.455,70.942,70.407,69.777,69.031,68.149,67.512,66.558,65.649,64.970,64.518,64.033,64.392,63.963,63.640,63.896,64.022,63.713
BICF_1,73.568,70.382,64.099,60.252,57.312,55.742,54.269,52.931,51.598,50.477,49.556,48.724,48.356,48.001,47.572,47.231,46.875,46.455,45.958,45.371,44.947,44.312,43.707,43.255,42.954,42.631,42.870,42.584,42.369,42.540,42.623,42.418
BIRK_1,106.584,101.969,92.866,87.292,83.033,80.757,78.624,76.686,74.754,73.130,71.796,70.590,70.057,69.542,68.922,68.427,67.911,67.303,66.584,65.732,65.119,64.198,63.322,62.666,62.230,61.763,62.109,61.695,61.383,61.631,61.752,61.454
BISW_1,169.272,161.942,147.486,138.632,131.869,128.255,124.867,121.789,118.720,116.141,114.024,112.107,111.261,110.444,109.458,108.673,107.853,106.887,105.745,104.393,103.419,101.957,100.564,99.524,98.832,98.089,98.638,97.981,97.486,97.879,98.072,97.598
BLYTB1,81.000,77.492,70.575,66.338,63.102,61.372,59.751,58.278,56.810,55.576,54.562,53.645,53.241,52.849,52.378,52.002,51.610,51.148,50.601,49.954,49.488,48.788,48.122,47.624,47.293,46.937,47.200,46.886,46.649,46.837,46.929,46.703
BLYTH132,25.125,24.037,21.891,20.577,19.573,19.037,18.534,18.077,17.622,17.239,16.925,16.640,16.515,16.393,16.247,16.130,16.009,15.865,15.696,15.495,15.351,15.134,14.927,14.772,14.670,14.559,14.641,14.543,14.470,14.528,14.557,14.487
BOAG_P,5.715,5.467,4.979,4.681,4.452,4.330,4.216,4.112,4.008,3.921,3.850,3.785,3.756,3.729,3.696,3.669,3.641,3.609,3.570,3.525,3.492,3.442,3.395,3.360,3.337,3.312,3.330,3.308,3.291,3.305,3.311,3.295
BOLN_1,335.607,321.073,292.411,274.859,261.449,254.284,247.567,241.464,235.380,230.266,226.069,222.269,220.591,218.971,217.017,215.459,213.834,211.920,209.655,206.975,205.043,202.144,199.383,197.320,195.948,194.475,195.564,194.261,193.281,194.060,194.441,193.503
BONN,21.859,20.912,19.046,17.902,17.029,16.562,16.125,15.727,15.331,14.998,14.724,14.477,14.368,14.262,14.135,14.033,13.928,13.803,13.655,13.481,13.355,13.166,12.986,12.852,12.763,12.667,12.738,12.653,12.589,12.640,12.665,12.603
BOTW_1,65.497,62.660,57.067,53.641,51.024,49.626,48.315,47.124,45.936,44.938,44.119,43.378,43.050,42.734,42.353,42.049,41.732,41.358,40.916,40.393,40.016,39.450,38.911,38.509,38.241,37.954,38.166,37.912,37.720,37.872,37.947,37.764
BRAC_P,13.362,12.783,11.642,10.943,10.409,10.124,9.857,9.614,9.372,9.168,9.001,8.850,8.783,8.718,8.640,8.578,8.514,8.437,8.347,8.241,8.164,8.048,7.938,7.856,7.802,7.743,7.786,7.734,7.695,7.726,7.742,7.704
BRAI_1,98.282,94.026,85.633,80.492,76.565,74.467,72.500,70.713,68.931,67.433,66.204,65.091,64.600,64.126,63.553,63.097,62.621,62.061,61.397,60.613,60.047,59.198,58.389,57.785,57.383,56.952,57.271,56.889,56.602,56.830,56.942,56.667
BRAP,9.705,9.285,8.456,7.948,7.561,7.353,7.159,6.983,6.807,6.659,6.537,6.428,6.379,6.332,6.276,6.231,6.184,6.128,6.063,5.985,5.929,5.846,5.766,5.706,5.666,5.624,5.655,5.618,5.589,5.612,5.623,5.596
BRAW_1,152.605,145.996,132.963,124.982,118.884,115.626,112.572,109.797,107.030,104.705,102.796,101.069,100.306,99.569,98.680,97.972,97.233,96.363,95.333,94.114,93.236,91.918,90.662,89.724,89.100,88.430,88.926,88.333,87.887,88.241,88.415,87.988
BRED_1,117.820,112.718,102.655,96.493,91.785,89.270,86.912,84.769,82.634,80.838,79.365,78.031,77.442,76.873,76.187,75.640,75.070,74.398,73.602,72.662,71.983,70.966,69.996,69.272,68.790,68.273,68.656,68.198,67.854,68.127,68.261,67.932
BRFO_1;CLT03,281.508,269.317,245.274,230.552,219.303,213.294,207.659,202.540,197.437,193.147,189.627,186.439,185.032,183.673,182.034,180.727,179.364,177.759,175.859,173.611,171.989,169.559,167.243,165.513,164.361,163.126,164.040,162.947,162.124,162.777,163.098,162.310
BRID_P,8.419,8.054,7.335,6.895,6.559,6.379,6.210,6.057,5.905,5.776,5.671,5.576,5.534,5.493,5.444,5.405,5.364,5.316,5.259,5.192,5.144,5.071,5.002,4.950,4.915,4.879,4.906,4.873,4.849,4.868,4.878,4.854
BRIM_1,132.878,127.124,115.775,108.826,103.516,100.679,98.020,95.603,93.195,91.170,89.508,88.003,87.339,86.698,85.924,85.307,84.664,83.906,83.009,81.948,81.183,80.035,78.942,78.126,77.582,76.999,77.430,76.914,76.526,76.835,76.986,76.614
BROA_P,3.447,3.298,3.003,2.823,2.685,2.612,2.543,2.480,2.417,2.365,2.322,2.283,2.266,2.249,2.229,2.213,2.196,2.176,2.153,2.126,2.106,2.076,2.048,2.027,2.012,1.997,2.009,1.995,1.985,1.993,1.997,1.987
BROR_P,2.079,1.989,1.811,1.702,1.619,1.575,1.533,1.496,1.458,1.426,1.400,1.377,1.366,1.356,1.344,1.334,1.324,1.313,1.299,1.282,1.270,1.252,1.235,1.222,1.214,1.205,1.211,1.203,1.197,1.202,1.204,1.198
BROX,16.916,16.184,14.739,13.854,13.178,12.817,12.479,12.171,11.864,11.607,11.395,11.204,11.119,11.037,10.939,10.860,10.778,10.682,10.568,10.433,10.335,10.189,10.050,9.946,9.877,9.803,9.858,9.792,9.742,9.782,9.801,9.754
BRWA1,75.773,72.492,66.020,62.057,59.030,57.412,55.895,54.518,53.144,51.989,51.042,50.184,49.805,49.439,48.998,48.646,48.279,47.847,47.336,46.731,46.294,45.640,45.017,44.551,44.241,43.908,44.154,43.860,43.639,43.815,43.901,43.689
BUMU_P,13.475,12.891,11.740,11.036,10.497,10.210,9.940,9.695,9.451,9.245,9.077,8.924,8.857,8.792,8.713,8.651,8.585,8.509,8.418,8.310,8.233,8.116,8.005,7.922,7.867,7.808,7.852,7.800,7.760,7.792,7.807,7.769
BURM_1,151.098,144.555,131.651,123.748,117.711,114.485,111.460,108.713,105.974,103.671,101.782,100.071,99.316,98.586,97.706,97.005,96.273,95.411,94.392,93.185,92.315,91.010,89.767,88.838,88.220,87.557,88.048,87.461,87.020,87.370,87.542,87.120
BUSH_1,68.836,65.855,59.976,56.376,53.626,52.156,50.778,49.527,48.279,47.230,46.369,45.589,45.245,44.913,44.512,44.193,43.859,43.467,43.002,42.453,42.056,41.462,40.895,40.472,40.191,39.889,40.112,39.845,39.644,39.803,39.882,39.689
BUST_1,157.540,150.718,137.263,129.024,122.729,119.366,116.212,113.348,110.492,108.091,106.121,104.337,103.550,102.789,101.872,101.140,100.378,99.479,98.416,97.158,96.251,94.890,93.594,92.626,91.982,91.290,91.801,91.190,90.730,91.095,91.274,90.834
CAAD_P,5.980,5.721,5.210,4.898,4.659,4.531,4.411,4.303,4.194,4.103,4.028,3.961,3.931,3.902,3.867,3.839,3.810,3.776,3.736,3.688,3.654,3.602,3.553,3.516,3.492,3.465,3.485,3.461,3.444,3.458,3.465,3.448
CAMB_01,13.213,12.641,11.513,10.822,10.294,10.012,9.747,9.507,9.267,9.066,8.901,8.751,8.685,8.621,8.544,8.483,8.419,8.344,8.254,8.149,8.073,7.959,7.850,7.769,7.715,7.657,7.700,7.648,7.610,7.640,7.655,7.619
CANTN1;RICH1;RICH_J,158.385,151.526,138.000,129.716,123.387,120.005,116.836,113.956,111.085,108.671,106.690,104.896,104.105,103.340,102.418,101.683,100.916,100.012,98.943,97.679,96.767,95.399,94.096,93.122,92.475,91.780,92.294,91.678,91.216,91.584,91.764,91.321
CAPEA1,122.181,116.890,106.455,100.065,95.183,92.575,90.129,87.907,85.692,83.831,82.302,80.919,80.308,79.718,79.007,78.440,77.848,77.151,76.327,75.351,74.648,73.592,72.587,71.836,71.337,70.801,71.197,70.723,70.366,70.649,70.788,70.447
CARE_1,44.629,42.696,38.885,36.550,34.767,33.814,32.921,32.110,31.301,30.621,30.062,29.557,29.334,29.118,28.859,28.652,28.435,28.181,27.880,27.523,27.266,26.881,26.514,26.239,26.057,25.861,26.006,25.833,25.702,25.806,25.857,25.732
CARR_1,125.672,120.230,109.497,102.924,97.903,95.220,92.704,90.419,88.141,86.226,84.654,83.231,82.603,81.996,81.264,80.681,80.073,79.356,78.508,77.504,76.781,75.695,74.661,73.889,73.375,72.824,73.231,72.743,72.376,72.668,72.811,72.459
CASS_P,0.260,0.248,0.226,0.213,0.202,0.197,0.191,0.187,0.182,0.178,0.175,0.172,0.171,0.169,0.168,0.167,0.165,0.164,0.162,0.160,0.159,0.156,0.154,0.153,0.152,0.150,0.151,0.150,0.149,0.150,0.150,0.150
CATY,6.532,6.249,5.691,5.350,5.089,4.949,4.819,4.700,4.581,4.482,4.400,4.326,4.294,4.262,4.224,4.194,4.162,4.125,4.081,4.029,3.991,3.934,3.881,3.841,3.814,3.785,3.806,3.781,3.762,3.777,3.785,3.766
CEAN_P,0.513,0.491,0.447,0.420,0.400,0.389,0.379,0.369,0.360,0.352,0.346,0.340,0.337,0.335,0.332,0.329,0.327,0.324,0.321,0.316,0.314,0.309,0.305,0.302,0.300,0.297,0.299,0.297,0.296,0.297,0.297,0.296
CELL_1,292.951,280.265,255.246,239.924,228.219,221.965,216.101,210.774,205.463,201.000,197.335,194.018,192.554,191.140,189.434,188.074,186.656,184.985,183.008,180.668,178.982,176.452,174.042,172.241,171.043,169.758,170.708,169.571,168.715,169.395,169.728,168.909
CHAP,12.731,12.179,11.092,10.426,9.918,9.646,9.391,9.160,8.929,8.735,8.576,8.431,8.368,8.306,8.232,8.173,8.111,8.039,7.953,7.851,7.778,7.668,7.563,7.485,7.433,7.377,7.418,7.369,7.332,7.361,7.376,7.340
CHAR_P,10.051,9.616,8.757,8.232,7.830,7.615,7.414,7.231,7.049,6.896,6.770,6.657,6.606,6.558,6.499,6.453,6.404,6.347,6.279,6.199,6.141,6.054,5.971,5.909,5.868,5.824,5.857,5.818,5.788,5.812,5.823,5.795
CHAS,6.513,6.231,5.675,5.334,5.074,4.935,4.804,4.686,4.568,4.469,4.387,4.314,4.281,4.250,4.212,4.181,4.150,4.113,4.069,4.017,3.979,3.923,3.869,3.829,3.803,3.774,3.795,3.770,3.751,3.766,3.773,3.755
CHIC_1,33.232,31.793,28.955,27.217,25.889,25.179,24.514,23.910,23.307,22.801,22.385,22.009,21.843,21.683,21.489,21.335,21.174,20.984,20.760,20.495,20.303,20.016,19.743,19.539,19.403,19.257,19.365,19.236,19.139,19.216,19.254,19.161
CHSI_1,112.008,107.157,97.591,91.733,87.258,84.866,82.625,80.588,78.557,76.851,75.450,74.181,73.622,73.081,72.429,71.909,71.366,70.727,69.971,69.077,68.432,67.465,66.543,65.855,65.397,64.905,65.269,64.834,64.507,64.767,64.894,64.581
CHTE_1,201.684,192.950,175.725,165.177,157.118,152.813,148.776,145.108,141.452,138.379,135.857,133.573,132.565,131.591,130.417,129.481,128.504,127.354,125.993,124.382,123.221,121.479,119.820,118.580,117.755,116.870,117.525,116.742,116.153,116.621,116.850,116.286
CITR_1,113.288,108.383,98.707,92.782,88.255,85.837,83.569,81.509,79.456,77.729,76.312,75.030,74.463,73.916,73.257,72.731,72.182,71.536,70.772,69.867,69.215,68.236,67.304,66.608,66.145,65.648,66.015,65.575,65.245,65.507,65.636,65.319
CLAY_P,3.645,3.487,3.176,2.985,2.840,2.762,2.689,2.623,2.556,2.501,2.455,2.414,2.396,2.378,2.357,2.340,2.322,2.302,2.277,2.248,2.227,2.195,2.165,2.143,2.128,2.112,2.124,2.110,2.099,2.108,2.112,2.102
CLYM,21.656,20.718,18.869,17.736,16.871,16.408,15.975,15.581,15.189,14.859,14.588,14.343,14.234,14.130,14.004,13.903,13.798,13.675,13.529,13.356,13.231,13.044,12.866,12.733,12.644,12.549,12.619,12.535,12.472,12.522,12.547,12.486
COAT,18.285,17.493,15.932,14.975,14.245,13.854,13.488,13.156,12.824,12.546,12.317,12.110,12.019,11.930,11.824,11.739,11.651,11.546,11.423,11.277,11.172,11.014,10.863,10.751,10.676,10.596,10.655,10.584,10.531,10.573,10.594,10.543
COCK,15.094,14.441,13.152,12.362,11.759,11.437,11.135,10.860,10.587,10.357,10.168,9.997,9.921,9.849,9.761,9.691,9.618,9.531,9.430,9.309,9.222,9.092,8.968,8.875,8.813,8.747,8.796,8.737,8.693,8.728,8.745,8.703
CONQA1;SASA,117.236,112.160,102.147,96.016,91.331,88.829,86.482,84.350,82.224,80.438,78.972,77.645,77.059,76.493,75.810,75.266,74.698,74.030,73.238,72.302,71.627,70.615,69.650,68.929,68.450,67.935,68.316,67.861,67.518,67.790,67.924,67.596
COUA_P,7.972,7.627,6.946,6.529,6.211,6.040,5.881,5.736,5.591,5.470,5.370,5.280,5.240,5.202,5.155,5.118,5.080,5.034,4.980,4.917,4.871,4.802,4.736,4.687,4.655,4.620,4.646,4.615,4.591,4.610,4.619,4.597
COVE_1,199.419,190.784,173.752,163.323,155.354,151.097,147.105,143.479,139.864,136.825,134.331,132.073,131.077,130.114,128.952,128.027,127.061,125.924,124.578,122.986,121.837,120.115,118.475,117.249,116.433,115.558,116.205,115.431,114.849,115.311,115.538,114.981
COWL_1;ECLA_H,191.846,183.539,167.154,157.120,149.455,145.359,141.519,138.030,134.553,131.629,129.230,127.058,126.099,125.173,124.055,123.165,122.236,121.142,119.847,118.315,117.211,115.554,113.976,112.796,112.012,111.170,111.792,111.048,110.487,110.932,111.150,110.614
COYL,12.134,11.609,10.573,9.938,9.453,9.194,8.951,8.730,8.510,8.326,8.174,8.036,7.976,7.917,7.847,7.790,7.731,7.662,7.580,7.483,7.414,7.309,7.209,7.134,7.085,7.032,7.071,7.024,6.988,7.016,7.030,6.996
CRAI_P,10.685,10.222,9.310,8.751,8.324,8.096,7.882,7.688,7.494,7.331,7.198,7.077,7.023,6.972,6.909,6.860,6.808,6.747,6.675,6.590,6.528,6.436,6.348,6.282,6.239,6.192,6.226,6.185,6.154,6.178,6.191,6.161
CREB_1,180.580,172.760,157.337,147.893,140.677,136.822,133.208,129.924,126.651,123.899,121.641,119.596,118.693,117.821,116.770,115.932,115.057,114.027,112.809,111.367,110.327,108.767,107.282,106.172,105.434,104.641,105.227,104.526,103.998,104.417,104.623,104.118
CROO,30.224,28.914,26.333,24.752,23.545,22.900,22.294,21.745,21.197,20.737,20.358,20.017,19.866,19.720,19.544,19.404,19.258,19.085,18.880,18.640,18.465,18.204,17.955,17.770,17.646,17.514,17.612,17.495,17.406,17.476,17.511,17.426
CUMB,11.875,11.361,10.347,9.726,9.251,8.998,8.760,8.544,8.329,8.148,7.999,7.865,7.805,7.748,7.679,7.624,7.566,7.499,7.418,7.324,7.255,7.153,7.055,6.982,6.933,6.881,6.920,6.874,6.839,6.867,6.880,6.847
CUPA,14.626,13.993,12.743,11.978,11.394,11.082,10.789,10.523,10.258,10.035,9.852,9.687,9.613,9.543,9.458,9.390,9.319,9.236,9.137,9.020,8.936,8.810,8.689,8.599,8.540,8.475,8.523,8.466,8.423,8.457,8.474,8.433
CURR,5.001,4.784,4.357,4.096,3.896,3.789,3.689,3.598,3.507,3.431,3.369,3.312,3.287,3.263,3.234,3.211,3.186,3.158,3.124,3.084,3.055,3.012,2.971,2.940,2.920,2.898,2.914,2.895,2.880,2.892,2.897,2.883
DALM3,9.381,8.975,8.174,7.683,7.308,7.108,6.920,6.750,6.580,6.437,6.319,6.213,6.166,6.121,6.066,6.023,5.977,5.924,5.861,5.786,5.732,5.651,5.573,5.516,5.477,5.436,5.467,5.430,5.403,5.425,5.435,5.409
DEVM,5.834,5.582,5.083,4.778,4.545,4.421,4.304,4.198,4.092,4.003,3.930,3.864,3.835,3.807,3.773,3.746,3.717,3.684,3.645,3.598,3.564,3.514,3.466,3.430,3.406,3.381,3.400,3.377,3.360,3.374,3.380,3.364
DEVO,20.770,19.871,18.097,17.011,16.181,15.737,15.321,14.944,14.567,14.251,13.991,13.756,13.652,13.552,13.431,13.334,13.234,13.115,12.975,12.809,12.690,12.510,12.339,12.212,12.127,12.036,12.103,12.022,11.962,12.010,12.034,11.976
DEWP,10.640,10.179,9.270,8.714,8.289,8.062,7.849,7.655,7.462,7.300,7.167,7.047,6.994,6.942,6.880,6.831,6.779,6.719,6.647,6.562,6.501,6.409,6.321,6.256,6.212,6.166,6.200,6.159,6.128,6.152,6.164,6.135
DOUN_P,2.371,2.268,2.065,1.941,1.847,1.796,1.749,1.706,1.663,1.626,1.597,1.570,1.558,1.547,1.533,1.522,1.510,1.497,1.481,1.462,1.448,1.428,1.408,1.394,1.384,1.374,1.381,1.372,1.365,1.371,1.373,1.367
DRAK_1,76.496,73.184,66.651,62.650,59.593,57.960,56.429,55.038,53.651,52.486,51.529,50.663,50.280,49.911,49.466,49.111,48.740,48.304,47.788,47.177,46.736,46.076,45.446,44.976,44.663,44.328,44.576,44.279,44.055,44.233,44.320,44.106
DRAX_1,46.852,44.823,40.822,38.372,36.500,35.499,34.562,33.710,32.860,32.146,31.560,31.030,30.796,30.569,30.297,30.079,29.852,29.585,29.269,28.895,28.625,28.220,27.835,27.547,27.355,27.150,27.302,27.120,26.983,27.092,27.145,27.014
DRCR,6.422,6.144,5.595,5.260,5.003,4.866,4.737,4.621,4.504,4.406,4.326,4.253,4.221,4.190,4.153,4.123,4.092,4.055,4.012,3.961,3.924,3.868,3.815,3.776,3.750,3.721,3.742,3.717,3.699,3.713,3.721,3.703
DRUM,32.466,31.061,28.288,26.590,25.292,24.599,23.950,23.359,22.771,22.276,21.870,21.502,21.340,21.183,20.994,20.843,20.686,20.501,20.282,20.023,19.836,19.555,19.288,19.089,18.956,18.813,18.919,18.793,18.698,18.773,18.810,18.719
DUBE_P,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
DUDH_P,9.318,8.915,8.119,7.632,7.259,7.060,6.874,6.704,6.535,6.393,6.277,6.171,6.125,6.080,6.026,5.982,5.937,5.884,5.821,5.747,5.693,5.613,5.536,5.479,5.441,5.400,5.430,5.394,5.367,5.388,5.399,5.373
DUGR_P,1.863,1.782,1.623,1.525,1.451,1.411,1.374,1.340,1.306,1.278,1.255,1.234,1.224,1.215,1.204,1.196,1.187,1.176,1.164,1.149,1.138,1.122,1.107,1.095,1.088,1.079,1.085,1.078,1.073,1.077,1.079,1.074
DUMF,22.133,21.174,19.284,18.126,17.242,16.769,16.326,15.924,15.523,15.185,14.909,14.658,14.547,14.440,14.312,14.209,14.102,13.976,13.826,13.649,13.523,13.331,13.149,13.013,12.922,12.825,12.897,12.811,12.746,12.798,12.823,12.761
DUNB,6.840,6.544,5.960,5.602,5.329,5.183,5.046,4.922,4.798,4.693,4.608,4.530,4.496,4.463,4.423,4.392,4.358,4.319,4.273,4.219,4.179,4.120,4.064,4.022,3.994,3.964,3.986,3.960,3.940,3.955,3.963,3.944
DUNF,14.718,14.081,12.824,12.054,11.466,11.152,10.857,10.590,10.323,10.099,9.915,9.748,9.674,9.603,9.518,9.449,9.378,9.294,9.195,9.077,8.992,8.865,8.744,8.654,8.594,8.529,8.577,8.520,8.477,8.511,8.527,8.486
DUNO_P,3.402,3.255,2.965,2.787,2.651,2.578,2.510,2.448,2.386,2.334,2.292,2.253,2.236,2.220,2.200,2.184,2.168,2.148,2.126,2.098,2.079,2.049,2.021,2.000,1.987,1.972,1.983,1.969,1.960,1.967,1.971,1.962
DYCE_P,9.793,9.369,8.533,8.021,7.629,7.420,7.224,7.046,6.869,6.719,6.597,6.486,6.437,6.390,6.333,6.287,6.240,6.184,6.118,6.040,5.983,5.899,5.818,5.758,5.718,5.675,5.707,5.669,5.640,5.663,5.674,5.647
EALI_6,69.191,66.195,60.286,56.667,53.902,52.425,51.040,49.782,48.528,47.473,46.608,45.825,45.479,45.145,44.742,44.421,44.086,43.691,43.224,42.672,42.273,41.676,41.106,40.681,40.398,40.094,40.319,40.050,39.848,40.009,40.087,39.894
EASO_1,111.834,106.991,97.440,91.591,87.123,84.735,82.497,80.463,78.436,76.732,75.333,74.067,73.508,72.968,72.316,71.797,71.256,70.618,69.863,68.970,68.326,67.360,66.440,65.753,65.296,64.805,65.168,64.734,64.407,64.666,64.794,64.481
ECCL,8.545,8.175,7.445,6.998,6.657,6.474,6.303,6.148,5.993,5.863,5.756,5.659,5.616,5.575,5.525,5.486,5.444,5.396,5.338,5.270,5.221,5.147,5.076,5.024,4.989,4.951,4.979,4.946,4.921,4.941,4.951,4.927
ECLA_1,155.103,148.387,135.140,127.028,120.831,117.519,114.415,111.595,108.783,106.419,104.479,102.723,101.948,101.199,100.296,99.576,98.825,97.940,96.894,95.655,94.762,93.423,92.147,91.193,90.559,89.878,90.382,89.779,89.326,89.686,89.863,89.429
EERH,26.391,25.248,22.994,21.614,20.559,19.996,19.468,18.988,18.509,18.107,17.777,17.478,17.347,17.219,17.065,16.943,16.815,16.665,16.487,16.276,16.124,15.896,15.679,15.517,15.409,15.293,15.378,15.276,15.199,15.260,15.290,15.216
EKIL,16.848,16.119,14.680,13.799,13.125,12.766,12.429,12.122,11.817,11.560,11.349,11.158,11.074,10.993,10.895,10.817,10.735,10.639,10.525,10.391,10.294,10.148,10.010,9.906,9.837,9.763,9.818,9.752,9.703,9.742,9.761,9.714
EKIS,16.289,15.584,14.193,13.341,12.690,12.342,12.016,11.720,11.425,11.176,10.973,10.788,10.707,10.628,10.533,10.458,10.379,10.286,10.176,10.046,9.952,9.811,9.677,9.577,9.511,9.439,9.492,9.429,9.381,9.419,9.438,9.392
