Primary,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
SSHI_3,0.050,0.053,0.056,0.060,0.064,0.071,0.076,0.084,0.093,0.101,0.116,0.124,0.132,0.140,0.150,0.161,0.172,0.184,0.197,0.210,0.225,0.240,0.256,0.273,0.291,0.308,0.325,0.342,0.359,0.377,0.395,0.426
STAL_1,0.259,0.278,0.294,0.313,0.334,0.370,0.396,0.440,0.484,0.530,0.608,0.648,0.689,0.733,0.786,0.841,0.901,0.963,1.029,1.100,1.174,1.254,1.338,1.428,1.524,1.610,1.698,1.788,1.879,1.972,2.067,2.226
STAY_1,0.082,0.088,0.093,0.099,0.106,0.117,0.126,0.140,0.154,0.168,0.193,0.206,0.219,0.233,0.249,0.267,0.286,0.306,0.327,0.349,0.373,0.398,0.425,0.453,0.484,0.511,0.539,0.568,0.597,0.626,0.656,0.707
STEN_1,0.090,0.096,0.102,0.108,0.116,0.128,0.137,0.152,0.167,0.183,0.210,0.224,0.238,0.253,0.272,0.291,0.311,0.333,0.356,0.380,0.406,0.433,0.463,0.494,0.527,0.557,0.587,0.618,0.650,0.682,0.715,0.770
STES_1,0.145,0.156,0.165,0.176,0.188,0.207,0.223,0.247,0.272,0.297,0.342,0.364,0.387,0.411,0.441,0.472,0.506,0.541,0.578,0.617,0.659,0.704,0.751,0.802,0.856,0.904,0.954,1.004,1.055,1.107,1.161,1.250
STHA,0.024,0.026,0.027,0.029,0.031,0.034,0.037,0.041,0.045,0.049,0.056,0.060,0.063,0.067,0.072,0.078,0.083,0.089,0.095,0.101,0.108,0.115,0.123,0.132,0.140,0.148,0.156,0.165,0.173,0.182,0.190,0.205
STIR,0.021,0.022,0.023,0.025,0.026,0.029,0.031,0.034,0.038,0.041,0.048,0.051,0.054,0.057,0.062,0.066,0.071,0.075,0.081,0.086,0.092,0.098,0.105,0.112,0.119,0.126,0.133,0.140,0.147,0.155,0.162,0.174
STLE,0.018,0.019,0.020,0.021,0.023,0.025,0.027,0.030,0.033,0.036,0.042,0.044,0.047,0.050,0.054,0.058,0.062,0.066,0.070,0.075,0.080,0.086,0.091,0.098,0.104,0.110,0.116,0.122,0.128,0.135,0.141,0.152
SUND_1,0.339,0.363,0.385,0.410,0.437,0.484,0.519,0.576,0.634,0.693,0.796,0.848,0.902,0.959,1.028,1.101,1.179,1.260,1.347,1.439,1.537,1.641,1.752,1.869,1.994,2.108,2.223,2.340,2.460,2.581,2.706,2.913
SWAN_1,0.362,0.388,0.411,0.438,0.467,0.516,0.554,0.614,0.676,0.740,0.850,0.904,0.962,1.023,1.097,1.175,1.258,1.345,1.438,1.536,1.640,1.751,1.869,1.995,2.128,2.249,2.372,2.497,2.624,2.754,2.887,3.108
TARL_P,0.009,0.009,0.010,0.010,0.011,0.012,0.013,0.014,0.016,0.017,0.020,0.021,0.023,0.024,0.026,0.028,0.030,0.032,0.034,0.036,0.038,0.041,0.044,0.047,0.050,0.053,0.056,0.059,0.062,0.065,0.068,0.073
TAUN1,0.054,0.058,0.061,0.065,0.070,0.077,0.083,0.092,0.101,0.111,0.127,0.135,0.144,0.153,0.164,0.176,0.188,0.201,0.215,0.230,0.245,0.262,0.279,0.298,0.318,0.336,0.355,0.373,0.392,0.412,0.432,0.465
TAYN_P,0.012,0.013,0.014,0.015,0.016,0.017,0.019,0.021,0.023,0.025,0.029,0.031,0.032,0.035,0.037,0.040,0.042,0.045,0.049,0.052,0.055,0.059,0.063,0.067,0.072,0.076,0.080,0.084,0.089,0.093,0.097,0.105
TELR,0.019,0.019,0.020,0.022,0.023,0.026,0.028,0.031,0.034,0.037,0.042,0.045,0.048,0.051,0.055,0.058,0.062,0.067,0.071,0.076,0.081,0.087,0.093,0.099,0.106,0.112,0.118,0.124,0.130,0.137,0.143,0.154
TEMP_3,0.024,0.026,0.028,0.029,0.031,0.035,0.037,0.041,0.045,0.049,0.057,0.061,0.064,0.068,0.073,0.079,0.084,0.090,0.096,0.103,0.110,0.117,0.125,0.133,0.142,0.150,0.159,0.167,0.176,0.184,0.193,0.208
THOM_6,0.138,0.148,0.157,0.167,0.178,0.197,0.211,0.235,0.258,0.282,0.324,0.345,0.367,0.390,0.419,0.448,0.480,0.513,0.549,0.586,0.626,0.668,0.713,0.761,0.812,0.858,0.905,0.953,1.001,1.051,1.102,1.186
THSO_P,0.020,0.021,0.022,0.024,0.025,0.028,0.030,0.033,0.037,0.040,0.046,0.049,0.052,0.056,0.060,0.064,0.068,0.073,0.078,0.083,0.089,0.095,0.101,0.108,0.116,0.122,0.129,0.136,0.142,0.150,0.157,0.169
THUR_6,0.114,0.122,0.129,0.138,0.147,0.162,0.174,0.193,0.213,0.233,0.267,0.285,0.303,0.322,0.345,0.370,0.396,0.423,0.452,0.483,0.516,0.551,0.588,0.627,0.669,0.707,0.746,0.785,0.825,0.866,0.908,0.978
TILBB_1,0.108,0.116,0.123,0.131,0.140,0.155,0.166,0.184,0.203,0.221,0.254,0.271,0.288,0.306,0.329,0.352,0.377,0.403,0.430,0.460,0.491,0.524,0.560,0.597,0.637,0.673,0.710,0.748,0.786,0.825,0.865,0.931
TONG;CAFA;EAST;GLLE;KEOO,0.008,0.009,0.009,0.010,0.010,0.012,0.012,0.014,0.015,0.017,0.019,0.020,0.022,0.023,0.025,0.026,0.028,0.030,0.032,0.034,0.037,0.039,0.042,0.045,0.048,0.050,0.053,0.056,0.059,0.062,0.065,0.069
TOTT_1,0.189,0.203,0.215,0.229,0.244,0.270,0.290,0.321,0.354,0.387,0.444,0.473,0.503,0.535,0.574,0.615,0.658,0.704,0.752,0.803,0.858,0.916,0.978,1.043,1.113,1.177,1.241,1.306,1.373,1.441,1.510,1.626
TRAW_1,0.054,0.058,0.062,0.066,0.070,0.078,0.083,0.092,0.102,0.111,0.128,0.136,0.145,0.154,0.165,0.177,0.189,0.202,0.216,0.231,0.247,0.264,0.281,0.300,0.320,0.339,0.357,0.376,0.395,0.415,0.435,0.468
TUMB_P,0.005,0.006,0.006,0.006,0.007,0.007,0.008,0.009,0.010,0.011,0.012,0.013,0.014,0.015,0.016,0.017,0.018,0.020,0.021,0.022,0.024,0.025,0.027,0.029,0.031,0.033,0.034,0.036,0.038,0.040,0.042,0.045
TYNE_1;TYNE_2,0.119,0.128,0.136,0.145,0.155,0.171,0.184,0.204,0.224,0.244,0.281,0.299,0.319,0.339,0.363,0.389,0.416,0.445,0.475,0.508,0.543,0.580,0.619,0.660,0.704,0.744,0.785,0.826,0.868,0.911,0.955,1.028
UPPB_1;UPPB_3,0.130,0.139,0.148,0.158,0.168,0.185,0.200,0.221,0.243,0.267,0.306,0.326,0.347,0.368,0.394,0.423,0.452,0.484,0.518,0.553,0.590,0.630,0.673,0.718,0.766,0.810,0.853,0.899,0.945,0.991,1.040,1.119
USKM_1;ALST_3,0.164,0.177,0.188,0.199,0.212,0.234,0.252,0.279,0.308,0.337,0.387,0.411,0.438,0.466,0.499,0.535,0.572,0.612,0.654,0.699,0.746,0.797,0.850,0.908,0.969,1.023,1.079,1.136,1.195,1.253,1.314,1.414
WALH_1,0.265,0.284,0.301,0.321,0.342,0.378,0.406,0.450,0.495,0.542,0.622,0.663,0.705,0.749,0.804,0.861,0.921,0.985,1.053,1.125,1.201,1.283,1.369,1.461,1.559,1.647,1.737,1.829,1.922,2.018,2.115,2.277
WALP_1,0.304,0.325,0.345,0.367,0.392,0.433,0.465,0.516,0.568,0.621,0.713,0.759,0.808,0.859,0.921,0.987,1.056,1.129,1.207,1.289,1.377,1.470,1.569,1.675,1.787,1.888,1.991,2.096,2.203,2.312,2.424,2.610
WALP_B,0.065,0.070,0.074,0.079,0.084,0.093,0.100,0.111,0.122,0.134,0.154,0.164,0.174,0.185,0.199,0.213,0.228,0.243,0.260,0.278,0.297,0.317,0.338,0.361,0.385,0.407,0.429,0.452,0.475,0.498,0.523,0.563
WARL_1,0.125,0.134,0.142,0.151,0.161,0.178,0.191,0.212,0.234,0.256,0.294,0.313,0.333,0.354,0.379,0.406,0.435,0.465,0.497,0.531,0.567,0.605,0.646,0.689,0.735,0.777,0.820,0.863,0.907,0.952,0.998,1.074
WASF_1;KIBY_G,0.114,0.121,0.129,0.138,0.147,0.162,0.174,0.193,0.213,0.232,0.266,0.283,0.302,0.321,0.344,0.369,0.395,0.422,0.452,0.482,0.514,0.549,0.586,0.626,0.667,0.706,0.744,0.783,0.823,0.864,0.906,0.975
WATFS_1,0.181,0.194,0.206,0.219,0.233,0.258,0.277,0.308,0.338,0.370,0.425,0.453,0.482,0.512,0.549,0.588,0.629,0.673,0.719,0.769,0.821,0.876,0.935,0.998,1.065,1.125,1.187,1.250,1.313,1.378,1.445,1.556
WBOL_6,0.146,0.156,0.166,0.177,0.188,0.208,0.223,0.248,0.273,0.298,0.343,0.365,0.388,0.413,0.443,0.474,0.507,0.543,0.580,0.620,0.662,0.706,0.754,0.805,0.858,0.907,0.957,1.007,1.059,1.111,1.165,1.254
WBUR_1,0.109,0.117,0.124,0.132,0.140,0.155,0.167,0.185,0.204,0.223,0.256,0.272,0.290,0.308,0.330,0.354,0.379,0.405,0.433,0.462,0.494,0.527,0.563,0.600,0.640,0.677,0.714,0.751,0.790,0.829,0.869,0.936
WFIE,0.020,0.021,0.023,0.024,0.026,0.028,0.031,0.034,0.037,0.041,0.047,0.050,0.053,0.056,0.061,0.065,0.069,0.074,0.079,0.085,0.090,0.097,0.103,0.110,0.117,0.124,0.131,0.138,0.145,0.152,0.159,0.171
WGEO,0.008,0.009,0.009,0.010,0.011,0.012,0.013,0.014,0.016,0.017,0.020,0.021,0.022,0.024,0.025,0.027,0.029,0.031,0.033,0.035,0.038,0.040,0.043,0.046,0.049,0.052,0.055,0.057,0.060,0.063,0.066,0.072
WHAM_1;ISLI_1,0.277,0.297,0.315,0.383,0.408,0.451,0.484,0.537,0.591,0.646,0.743,0.791,0.841,0.894,0.958,1.026,1.099,1.176,1.257,1.342,1.433,1.530,1.633,1.743,1.859,1.965,2.072,2.182,2.293,2.406,2.522,2.716
WHGA_1,0.172,0.184,0.195,0.208,0.222,0.245,0.263,0.292,0.321,0.351,0.404,0.430,0.457,0.486,0.521,0.558,0.597,0.639,0.683,0.730,0.779,0.832,0.888,0.947,1.011,1.068,1.127,1.186,1.247,1.308,1.371,1.477
WHHO,0.033,0.034,0.036,0.039,0.041,0.046,0.049,0.054,0.060,0.065,0.075,0.080,0.085,0.090,0.097,0.104,0.111,0.119,0.127,0.135,0.145,0.154,0.165,0.176,0.188,0.198,0.209,0.220,0.231,0.243,0.255,0.274
WIBA_3,0.006,0.007,0.007,0.007,0.008,0.009,0.009,0.010,0.011,0.012,0.014,0.015,0.016,0.017,0.018,0.020,0.021,0.023,0.024,0.026,0.028,0.030,0.032,0.034,0.036,0.038,0.040,0.042,0.044,0.046,0.049,0.052
WIEN_1,0.075,0.080,0.085,0.090,0.096,0.107,0.114,0.127,0.140,0.153,0.176,0.187,0.199,0.211,0.227,0.243,0.260,0.278,0.297,0.317,0.339,0.362,0.386,0.412,0.440,0.465,0.490,0.516,0.542,0.569,0.596,0.642
WILL_1,0.304,0.326,0.346,0.368,0.392,0.434,0.466,0.517,0.569,0.622,0.715,0.761,0.810,0.861,0.923,0.989,1.058,1.131,1.209,1.292,1.380,1.473,1.572,1.678,1.790,1.892,1.995,2.100,2.208,2.317,2.429,2.615
WIMBS1;WIMBN1,0.322,0.345,0.366,0.389,0.415,0.459,0.492,0.546,0.601,0.657,0.755,0.804,0.855,0.909,0.975,1.044,1.117,1.195,1.278,1.365,1.457,1.556,1.661,1.772,1.891,1.998,2.107,2.219,2.332,2.447,2.565,2.761
WIOW_P,0.012,0.013,0.013,0.014,0.015,0.017,0.018,0.020,0.022,0.024,0.028,0.030,0.032,0.034,0.036,0.038,0.041,0.044,0.047,0.050,0.054,0.057,0.061,0.065,0.070,0.074,0.078,0.082,0.086,0.090,0.095,0.102
WISD_6;WISD_1;ACTL_C,0.163,0.175,0.186,0.198,0.210,0.234,0.250,0.278,0.305,0.334,0.383,0.408,0.434,0.462,0.496,0.531,0.568,0.608,0.649,0.693,0.741,0.791,0.845,0.901,0.961,1.016,1.071,1.128,1.185,1.244,1.303,1.404
WISH;RAVE,0.040,0.042,0.045,0.047,0.050,0.056,0.060,0.066,0.074,0.080,0.092,0.098,0.105,0.111,0.120,0.127,0.137,0.147,0.156,0.167,0.179,0.190,0.203,0.217,0.231,0.245,0.258,0.272,0.286,0.300,0.314,0.338
WMEL_1,0.261,0.280,0.297,0.316,0.337,0.373,0.400,0.444,0.488,0.534,0.613,0.653,0.695,0.739,0.792,0.848,0.908,0.971,1.038,1.109,1.184,1.264,1.349,1.440,1.536,1.624,1.712,1.803,1.895,1.988,2.084,2.244
WOHI_P,0.019,0.020,0.022,0.023,0.024,0.027,0.029,0.032,0.035,0.039,0.045,0.047,0.050,0.054,0.058,0.062,0.066,0.071,0.075,0.081,0.086,0.092,0.098,0.105,0.112,0.118,0.124,0.131,0.138,0.144,0.151,0.163
WTHU31,0.038,0.040,0.043,0.046,0.049,0.054,0.058,0.064,0.070,0.077,0.088,0.094,0.100,0.107,0.114,0.122,0.131,0.140,0.150,0.160,0.171,0.182,0.195,0.208,0.222,0.234,0.247,0.260,0.273,0.287,0.301,0.324
WWEY_1,0.217,0.232,0.246,0.262,0.280,0.309,0.332,0.368,0.405,0.443,0.509,0.542,0.577,0.613,0.657,0.704,0.754,0.806,0.862,0.920,0.983,1.049,1.120,1.195,1.275,1.348,1.421,1.496,1.573,1.651,1.730,1.863
WYLF_1,0.029,0.031,0.033,0.035,0.037,0.041,0.044,0.049,0.054,0.059,0.068,0.072,0.076,0.081,0.087,0.093,0.100,0.107,0.114,0.122,0.130,0.139,0.149,0.159,0.169,0.179,0.189,0.198,0.209,0.219,0.229,0.247
WYMOM_1,0.142,0.152,0.162,0.172,0.183,0.203,0.218,0.242,0.266,0.291,0.334,0.356,0.378,0.402,0.431,0.462,0.494,0.529,0.565,0.604,0.645,0.688,0.735,0.784,0.837,0.884,0.933,0.982,1.032,1.083,1.135,1.222
