Primary,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
AXMI1,1.030,1.548,1.806,2.252,5.764,8.887,11.748,14.517,19.176,22.991,26.382,29.285,32.432,35.401,41.497,45.677,49.243,52.308,54.877,56.999,60.315,62.411,64.053,65.444,66.602,67.382,71.644,73.975,75.019,75.035,77.554,77.087
AYRR,0.209,0.314,0.366,0.457,1.169,1.802,2.382,2.944,3.888,4.662,5.350,5.938,6.576,7.178,8.414,9.262,9.985,10.607,11.128,11.558,12.230,12.655,12.988,13.270,13.505,13.663,14.528,15.000,15.212,15.215,15.726,15.631
BAGA,0.205,0.308,0.360,0.449,1.148,1.770,2.340,2.892,3.820,4.580,5.255,5.833,6.460,7.052,8.266,9.099,9.809,10.419,10.931,11.354,12.014,12.432,12.759,13.036,13.267,13.422,14.271,14.735,14.943,14.947,15.448,15.355
BAIN,0.149,0.223,0.261,0.325,0.831,1.282,1.695,2.094,2.766,3.316,3.805,4.224,4.678,5.106,5.985,6.588,7.103,7.545,7.915,8.221,8.700,9.002,9.239,9.439,9.606,9.719,10.334,10.670,10.821,10.823,11.186,11.119
BARKC1;BARKW3,1.945,2.922,3.411,4.253,10.884,16.782,22.185,27.412,36.210,43.414,49.817,55.299,61.242,66.849,78.360,86.252,92.987,98.774,103.625,107.634,113.894,117.853,120.953,123.579,125.766,127.240,135.287,139.689,141.660,141.691,146.447,145.565
BEAU_P;ORRI_P,0.158,0.237,0.276,0.344,0.881,1.359,1.797,2.220,2.932,3.516,4.034,4.478,4.960,5.414,6.346,6.985,7.530,7.999,8.392,8.717,9.224,9.544,9.795,10.008,10.185,10.304,10.956,11.313,11.472,11.475,11.860,11.788
BEDDT1,0.727,1.092,1.274,1.589,4.066,6.269,8.288,10.240,13.527,16.219,18.611,20.659,22.879,24.973,29.273,32.222,34.738,36.900,38.712,40.209,42.548,44.027,45.185,46.166,46.983,47.534,50.540,52.185,52.921,52.932,54.709,54.380
BEDD_1,3.108,4.669,5.451,6.796,17.392,26.815,35.449,43.802,57.861,69.372,79.603,88.363,97.860,106.818,125.211,137.823,148.584,157.832,165.583,171.988,181.992,188.318,193.270,197.467,200.961,203.317,216.176,223.209,226.359,226.408,234.009,232.599
BERB_P;CAIF_P;DALL_P;GLEF_P;KEIT_P,0.224,0.336,0.393,0.489,1.253,1.931,2.553,3.155,4.167,4.997,5.733,6.364,7.048,7.694,9.018,9.927,10.702,11.368,11.926,12.388,13.108,13.564,13.920,14.223,14.474,14.644,15.570,16.077,16.304,16.307,16.855,16.753
BERW,0.082,0.123,0.143,0.179,0.457,0.705,0.932,1.152,1.521,1.824,2.093,2.323,2.573,2.809,3.292,3.624,3.907,4.150,4.354,4.522,4.785,4.951,5.082,5.192,5.284,5.346,5.684,5.869,5.952,5.953,6.153,6.116
BESW_1,1.697,2.549,2.975,3.710,9.494,14.638,19.352,23.911,31.586,37.870,43.455,48.237,53.421,58.312,68.352,75.237,81.112,86.160,90.391,93.888,99.349,102.802,105.506,107.797,109.704,110.990,118.010,121.849,123.569,123.595,127.744,126.975
BICF_1,1.130,1.697,1.981,2.470,6.321,9.746,12.884,15.919,21.029,25.212,28.931,32.115,35.566,38.822,45.506,50.090,54.001,57.362,60.179,62.507,66.143,68.442,70.242,71.767,73.037,73.893,78.567,81.123,82.268,82.285,85.048,84.535
BIRK_1,1.636,2.459,2.870,3.578,9.157,14.119,18.666,23.063,30.466,36.527,41.914,46.527,51.527,56.244,65.929,72.570,78.236,83.105,87.187,90.559,95.826,99.157,101.765,103.975,105.814,107.055,113.826,117.529,119.188,119.213,123.215,122.473
BISW_1,2.599,3.905,4.558,5.683,14.543,22.424,29.644,36.628,48.385,58.011,66.566,73.892,81.833,89.324,104.705,115.252,124.251,131.984,138.466,143.821,152.187,157.477,161.618,165.128,168.049,170.020,180.773,186.654,189.288,189.329,195.685,194.506
BLYTB1,1.244,1.868,2.181,2.719,6.959,10.730,14.185,17.527,23.153,27.759,31.853,35.359,39.159,42.743,50.103,55.150,59.456,63.157,66.258,68.821,72.824,75.356,77.337,79.017,80.415,81.358,86.503,89.317,90.578,90.598,93.639,93.075
BLYTH132,0.386,0.580,0.677,0.844,2.159,3.328,4.400,5.437,7.182,8.611,9.881,10.968,12.147,13.259,15.541,17.107,18.443,19.590,20.553,21.348,22.589,23.374,23.989,24.510,24.944,25.236,26.832,27.705,28.096,28.102,29.046,28.871
BOAG_P,0.089,0.134,0.156,0.195,0.499,0.769,1.017,1.257,1.660,1.990,2.284,2.535,2.807,3.064,3.592,3.954,4.263,4.528,4.750,4.934,5.221,5.403,5.545,5.665,5.765,5.833,6.202,6.404,6.494,6.495,6.713,6.673
BOLN_1,5.153,7.742,9.037,11.268,28.834,44.458,58.773,72.621,95.930,115.015,131.978,146.501,162.247,177.099,207.593,228.504,246.345,261.676,274.528,285.147,301.732,312.220,320.432,327.390,333.182,337.089,358.408,370.069,375.291,375.373,387.974,385.636
BONN,0.341,0.512,0.598,0.746,1.908,2.942,3.890,4.806,6.349,7.612,8.735,9.696,10.738,11.721,13.739,15.123,16.304,17.319,18.170,18.872,19.970,20.664,21.208,21.668,22.052,22.310,23.721,24.493,24.839,24.844,25.678,25.523
BOTW_1,1.006,1.511,1.764,2.199,5.627,8.676,11.470,14.173,18.722,22.446,25.757,28.591,31.664,34.562,40.514,44.594,48.076,51.068,53.577,55.649,58.886,60.933,62.535,63.893,65.023,65.786,69.946,72.222,73.241,73.257,75.716,75.260
BRAC_P,0.209,0.313,0.366,0.456,1.167,1.800,2.380,2.940,3.884,4.657,5.344,5.932,6.569,7.171,8.405,9.252,9.974,10.595,11.115,11.545,12.217,12.641,12.974,13.256,13.490,13.648,14.512,14.984,15.195,15.198,15.709,15.614
BRAI_1,1.509,2.267,2.646,3.300,8.444,13.019,17.212,21.267,28.093,33.682,38.650,42.903,47.514,51.863,60.793,66.917,72.142,76.632,80.395,83.505,88.362,91.434,93.838,95.876,97.572,98.716,104.960,108.375,109.904,109.928,113.618,112.933
BRAP,0.151,0.226,0.264,0.329,0.842,1.299,1.717,2.122,2.803,3.360,3.856,4.280,4.740,5.174,6.065,6.676,7.197,7.645,8.020,8.330,8.815,9.121,9.361,9.565,9.734,9.848,10.471,10.811,10.964,10.966,11.334,11.266
BRAW_1,2.343,3.520,4.109,5.123,13.110,20.214,26.722,33.019,43.617,52.294,60.007,66.610,73.769,80.522,94.387,103.894,112.006,118.977,124.820,129.648,137.189,141.958,145.692,148.855,151.489,153.265,162.958,168.260,170.635,170.672,176.401,175.338
BRED_1,1.808,2.716,3.170,3.953,10.115,15.596,20.618,25.476,33.653,40.348,46.299,51.394,56.918,62.128,72.826,80.161,86.420,91.799,96.307,100.032,105.851,109.530,112.411,114.852,116.884,118.254,125.733,129.824,131.656,131.684,136.105,135.285
BRFO_1;CLT03,4.322,6.494,7.580,9.451,24.186,37.292,49.299,60.915,80.466,96.475,110.703,122.885,136.092,148.551,174.129,191.669,206.635,219.494,230.274,239.181,253.093,261.891,268.778,274.615,279.474,282.750,300.632,310.414,314.794,314.863,325.433,323.471
BRID_P,0.134,0.201,0.234,0.292,0.748,1.153,1.525,1.884,2.488,2.983,3.423,3.800,4.209,4.594,5.385,5.927,6.390,6.788,7.121,7.397,7.827,8.099,8.312,8.492,8.643,8.744,9.297,9.600,9.735,9.737,10.064,10.003
BRIM_1,2.034,3.056,3.567,4.448,11.383,17.551,23.202,28.669,37.871,45.405,52.101,57.835,64.051,69.914,81.952,90.207,97.250,103.303,108.376,112.568,119.116,123.256,126.498,129.245,131.531,133.074,141.490,146.093,148.155,148.187,153.162,152.239
BROA_P,0.054,0.081,0.094,0.118,0.301,0.464,0.613,0.758,1.001,1.200,1.377,1.529,1.693,1.848,2.166,2.385,2.571,2.731,2.865,2.976,3.149,3.258,3.344,3.417,3.477,3.518,3.740,3.862,3.917,3.917,4.049,4.025
BROR_P,0.032,0.049,0.057,0.071,0.181,0.280,0.370,0.457,0.604,0.724,0.831,0.922,1.021,1.115,1.307,1.438,1.550,1.647,1.728,1.795,1.899,1.965,2.017,2.060,2.097,2.122,2.256,2.329,2.362,2.362,2.442,2.427
BROX,0.263,0.396,0.462,0.576,1.473,2.271,3.003,3.710,4.901,5.876,6.743,7.485,8.289,9.048,10.606,11.674,12.585,13.369,14.025,14.568,15.415,15.951,16.370,16.726,17.022,17.221,18.311,18.906,19.173,19.177,19.821,19.702
BRWA1,1.163,1.748,2.040,2.544,6.510,10.038,13.270,16.396,21.659,25.968,29.798,33.077,36.632,39.985,46.870,51.591,55.619,59.081,61.983,64.380,68.125,70.493,72.347,73.918,75.226,76.108,80.921,83.554,84.733,84.751,87.596,87.069
BUMU_P,0.213,0.320,0.374,0.466,1.193,1.839,2.432,3.005,3.969,4.759,5.460,6.061,6.713,7.327,8.589,9.454,10.192,10.827,11.358,11.798,12.484,12.918,13.258,13.546,13.785,13.947,14.829,15.311,15.527,15.531,16.052,15.955
BURM_1,2.320,3.485,4.069,5.073,12.982,20.016,26.461,32.696,43.190,51.782,59.420,65.958,73.047,79.734,93.463,102.878,110.910,117.813,123.599,128.380,135.847,140.569,144.266,147.399,150.007,151.765,161.364,166.614,168.965,169.002,174.675,173.623
BUSH_1,1.057,1.588,1.854,2.311,5.914,9.119,12.055,14.895,19.676,23.591,27.070,30.049,33.278,36.325,42.579,46.868,50.528,53.672,56.308,58.486,61.888,64.039,65.724,67.151,68.339,69.140,73.513,75.905,76.976,76.993,79.577,79.098
BUST_1,2.415,3.628,4.235,5.280,13.512,20.833,27.541,34.030,44.953,53.896,61.845,68.650,76.028,82.988,97.278,107.076,115.437,122.621,128.643,133.619,141.391,146.306,150.154,153.414,156.129,157.959,167.949,173.414,175.861,175.899,181.804,180.708
CAAD_P,0.093,0.140,0.164,0.204,0.522,0.805,1.064,1.315,1.737,2.082,2.390,2.653,2.938,3.207,3.759,4.137,4.460,4.738,4.971,5.163,5.463,5.653,5.802,5.928,6.033,6.103,6.489,6.701,6.795,6.797,7.025,6.982
CAMB_01,0.203,0.305,0.356,0.444,1.135,1.750,2.314,2.859,3.777,4.528,5.196,5.768,6.388,6.973,8.173,8.997,9.699,10.303,10.809,11.227,11.880,12.293,12.616,12.890,13.118,13.272,14.111,14.570,14.776,14.779,15.275,15.183
CANTN1;RICH1;RICH_J,2.431,3.654,4.265,5.317,13.608,20.981,27.737,34.272,45.273,54.280,62.285,69.139,76.569,83.579,97.971,107.839,116.259,123.494,129.560,134.571,142.398,147.348,151.223,154.507,157.240,159.084,169.146,174.649,177.113,177.152,183.099,181.995
CAPEA1,1.876,2.818,3.290,4.102,10.497,16.185,21.397,26.438,34.924,41.872,48.048,53.335,59.067,64.474,75.576,83.189,89.684,95.266,99.945,103.810,109.848,113.667,116.656,119.189,121.298,122.720,130.482,134.727,136.628,136.658,141.245,140.394
CARE_1,0.673,1.011,1.181,1.472,3.767,5.809,7.679,9.488,12.534,15.027,17.244,19.141,21.198,23.139,27.123,29.855,32.186,34.189,35.869,37.256,39.423,40.793,41.866,42.775,43.532,44.043,46.828,48.352,49.034,49.045,50.691,50.385
CARR_1,1.929,2.899,3.384,4.219,10.797,16.648,22.008,27.194,35.922,43.069,49.421,54.859,60.755,66.317,77.736,85.566,92.247,97.988,102.800,106.777,112.987,116.915,119.990,122.595,124.764,126.227,134.210,138.577,140.532,140.563,145.281,144.406
CASS_P,0.004,0.006,0.007,0.009,0.023,0.035,0.046,0.057,0.075,0.090,0.104,0.115,0.128,0.139,0.163,0.180,0.194,0.206,0.216,0.224,0.237,0.245,0.252,0.257,0.262,0.265,0.282,0.291,0.295,0.295,0.305,0.303
CATY,0.101,0.152,0.177,0.221,0.565,0.871,1.151,1.422,1.878,2.252,2.584,2.869,3.177,3.468,4.065,4.474,4.824,5.124,5.376,5.583,5.908,6.114,6.274,6.411,6.524,6.601,7.018,7.246,7.349,7.350,7.597,7.551
CEAN_P,0.008,0.012,0.014,0.018,0.045,0.069,0.091,0.113,0.149,0.179,0.205,0.228,0.252,0.275,0.323,0.355,0.383,0.407,0.427,0.443,0.469,0.485,0.498,0.509,0.518,0.524,0.557,0.575,0.583,0.583,0.603,0.599
CELL_1,4.498,6.758,7.888,9.835,25.170,38.807,51.303,63.391,83.738,100.396,115.203,127.881,141.625,154.590,181.208,199.461,215.034,228.417,239.636,248.905,263.382,272.537,279.705,285.779,290.835,294.245,312.854,323.033,327.592,327.663,338.662,336.622
CHAP,0.199,0.298,0.348,0.434,1.111,1.714,2.265,2.799,3.698,4.433,5.087,5.647,6.254,6.826,8.002,8.808,9.496,10.087,10.582,10.991,11.631,12.035,12.351,12.620,12.843,12.993,13.815,14.265,14.466,14.469,14.955,14.865
CHAR_P,0.157,0.236,0.275,0.343,0.877,1.353,1.789,2.210,2.919,3.500,4.016,4.458,4.938,5.390,6.318,6.954,7.497,7.963,8.354,8.678,9.182,9.502,9.751,9.963,10.139,10.258,10.907,11.262,11.421,11.423,11.807,11.736
CHAS,0.130,0.195,0.228,0.284,0.728,1.122,1.483,1.833,2.421,2.902,3.330,3.697,4.094,4.469,5.238,5.766,6.216,6.603,6.927,7.195,7.614,7.879,8.086,8.261,8.408,8.506,9.044,9.338,9.470,9.472,9.790,9.731
CHIC_1,0.510,0.767,0.895,1.116,2.855,4.402,5.820,7.191,9.499,11.389,13.069,14.507,16.066,17.536,20.556,22.627,24.393,25.911,27.184,28.235,29.878,30.916,31.729,32.418,32.992,33.379,35.490,36.644,37.162,37.170,38.417,38.186
CHSI_1,1.718,2.581,3.013,3.756,9.612,14.821,19.593,24.209,31.980,38.342,43.996,48.838,54.087,59.038,69.204,76.175,82.122,87.233,91.517,95.057,100.586,104.083,106.820,109.140,111.071,112.373,119.480,123.367,125.108,125.135,129.336,128.557
CHTE_1,3.097,4.652,5.431,6.771,17.328,26.717,35.320,43.642,57.650,69.118,79.312,88.040,97.503,106.428,124.753,137.320,148.042,157.255,164.978,171.360,181.327,187.630,192.564,196.746,200.227,202.574,215.386,222.394,225.532,225.581,233.154,231.749
CITR_1,1.731,2.601,3.036,3.785,9.687,14.935,19.744,24.396,32.227,38.638,44.337,49.216,54.506,59.495,69.739,76.764,82.758,87.908,92.226,95.793,101.365,104.888,107.647,109.984,111.930,113.243,120.405,124.322,126.076,126.104,130.337,129.552
CLAY_P,0.060,0.090,0.105,0.130,0.333,0.514,0.680,0.840,1.109,1.330,1.526,1.694,1.876,2.048,2.401,2.643,2.849,3.026,3.175,3.298,3.490,3.611,3.706,3.786,3.853,3.898,4.145,4.280,4.340,4.341,4.487,4.460
CLYM,0.334,0.503,0.587,0.731,1.872,2.886,3.815,4.714,6.227,7.466,8.568,9.510,10.533,11.497,13.476,14.834,15.992,16.987,17.821,18.511,19.587,20.268,20.801,21.253,21.629,21.883,23.267,24.024,24.363,24.368,25.186,25.034
COAT,0.285,0.429,0.500,0.624,1.596,2.461,3.254,4.021,5.311,6.368,7.307,8.111,8.983,9.805,11.493,12.651,13.639,14.487,15.199,15.787,16.705,17.286,17.740,18.126,18.446,18.663,19.843,20.488,20.778,20.782,21.480,21.350
COCK,0.235,0.354,0.413,0.515,1.318,2.032,2.686,3.319,4.384,5.257,6.032,6.696,7.415,8.094,9.488,10.443,11.259,11.959,12.547,13.032,13.790,14.269,14.645,14.963,15.227,15.406,16.380,16.913,17.152,17.156,17.732,17.625
CONQA1;SASA,1.800,2.705,3.157,3.936,10.073,15.530,20.531,25.368,33.511,40.178,46.104,51.177,56.677,61.865,72.518,79.823,86.055,91.411,95.900,99.609,105.404,109.067,111.936,114.367,116.390,117.754,125.202,129.275,131.100,131.128,135.530,134.713
COUA_P,0.124,0.187,0.218,0.272,0.696,1.073,1.419,1.753,2.316,2.776,3.186,3.536,3.916,4.275,5.011,5.516,5.946,6.316,6.627,6.883,7.283,7.537,7.735,7.903,8.043,8.137,8.651,8.933,9.059,9.061,9.365,9.309
COVE_1,3.062,4.600,5.370,6.695,17.134,26.417,34.923,43.152,57.002,68.342,78.422,87.052,96.408,105.233,123.353,135.778,146.379,155.490,163.126,169.436,179.291,185.523,190.402,194.537,197.979,200.300,212.968,219.897,223.000,223.048,230.536,229.147
COWL_1;ECLA_H,2.880,4.327,5.051,6.298,16.117,24.849,32.850,40.590,53.619,64.285,73.767,81.884,90.685,98.986,116.030,127.718,137.690,146.259,153.443,159.378,168.648,174.510,179.100,182.989,186.226,188.410,200.326,206.843,209.762,209.808,216.851,215.544
COYL,0.189,0.284,0.332,0.414,1.059,1.633,2.159,2.668,3.525,4.226,4.849,5.383,5.961,6.507,7.627,8.395,9.051,9.614,10.086,10.476,11.086,11.471,11.773,12.028,12.241,12.385,13.168,13.596,13.788,13.791,14.254,14.168
CRAI_P,0.165,0.248,0.290,0.361,0.924,1.425,1.884,2.328,3.075,3.687,4.231,4.696,5.201,5.677,6.654,7.325,7.897,8.388,8.800,9.140,9.672,10.008,10.271,10.494,10.680,10.805,11.489,11.862,12.030,12.032,12.436,12.361
CREB_1,2.720,4.087,4.771,5.949,15.224,23.473,31.031,38.342,50.649,60.725,69.681,77.349,85.662,93.503,109.603,120.644,130.063,138.158,144.944,150.550,159.307,164.844,169.180,172.853,175.911,177.974,189.230,195.387,198.144,198.187,204.840,203.606
CROO,0.468,0.704,0.822,1.024,2.621,4.042,5.343,6.601,8.721,10.455,11.997,13.317,14.749,16.098,18.870,20.772,22.393,23.787,24.955,25.921,27.428,28.381,29.127,29.760,30.287,30.641,32.580,33.640,34.115,34.122,35.267,35.055
CUMB,0.185,0.278,0.325,0.405,1.037,1.598,2.113,2.611,3.449,4.135,4.745,5.267,5.834,6.368,7.464,8.216,8.857,9.409,9.871,10.252,10.849,11.226,11.521,11.771,11.980,12.120,12.887,13.306,13.494,13.497,13.950,13.866
CUPA,0.228,0.343,0.400,0.499,1.277,1.969,2.603,3.216,4.248,5.093,5.845,6.488,7.185,7.843,9.193,10.119,10.909,11.588,12.157,12.628,13.362,13.826,14.190,14.498,14.755,14.928,15.872,16.388,16.620,16.623,17.181,17.078
CURR,0.077,0.116,0.136,0.169,0.434,0.669,0.884,1.092,1.443,1.730,1.985,2.203,2.440,2.663,3.122,3.436,3.704,3.935,4.128,4.288,4.537,4.695,4.819,4.923,5.010,5.069,5.390,5.565,5.643,5.645,5.834,5.799
DALM3,0.146,0.219,0.255,0.319,0.815,1.257,1.661,2.053,2.712,3.251,3.731,4.141,4.586,5.006,5.868,6.459,6.964,7.397,7.760,8.061,8.529,8.826,9.058,9.255,9.418,9.529,10.132,10.461,10.609,10.611,10.967,10.901
DEVM,0.091,0.137,0.160,0.199,0.509,0.785,1.038,1.283,1.695,2.032,2.331,2.588,2.866,3.128,3.667,4.036,4.352,4.622,4.850,5.037,5.330,5.515,5.660,5.783,5.886,5.955,6.331,6.537,6.629,6.631,6.854,6.812
DEVO,0.324,0.487,0.568,0.709,1.813,2.796,3.696,4.567,6.033,7.233,8.300,9.213,10.203,11.137,13.055,14.370,15.492,16.456,17.264,17.932,18.975,19.635,20.151,20.589,20.953,21.199,22.539,23.273,23.601,23.606,24.399,24.252
DEWP,0.175,0.263,0.307,0.383,0.980,1.511,1.997,2.468,3.260,3.909,4.485,4.979,5.514,6.019,7.055,7.766,8.372,8.893,9.330,9.691,10.255,10.611,10.890,11.127,11.324,11.456,12.181,12.577,12.755,12.757,13.186,13.106
DOUN_P,0.037,0.056,0.065,0.081,0.207,0.319,0.422,0.521,0.689,0.826,0.947,1.052,1.165,1.271,1.490,1.640,1.768,1.878,1.970,2.047,2.166,2.241,2.300,2.350,2.391,2.419,2.572,2.656,2.694,2.694,2.785,2.768
DRAK_1,1.174,1.765,2.060,2.568,6.572,10.134,13.396,16.553,21.866,26.216,30.082,33.393,36.982,40.367,47.318,52.084,56.151,59.645,62.575,64.995,68.775,71.166,73.038,74.624,75.944,76.834,81.694,84.352,85.542,85.561,88.433,87.900
DRAX_1,0.719,1.081,1.262,1.573,4.025,6.207,8.205,10.138,13.392,16.057,18.425,20.452,22.650,24.724,28.981,31.900,34.391,36.531,38.326,39.808,42.123,43.588,44.734,45.705,46.514,47.059,50.036,51.664,52.393,52.404,54.163,53.837
DRCR,0.100,0.151,0.176,0.219,0.561,0.864,1.143,1.412,1.865,2.236,2.566,2.849,3.155,3.444,4.037,4.443,4.790,5.088,5.338,5.545,5.867,6.071,6.231,6.366,6.479,6.555,6.969,7.196,7.297,7.299,7.544,7.499
DRUM,0.505,0.759,0.886,1.105,2.827,4.358,5.762,7.119,9.405,11.276,12.939,14.362,15.906,17.362,20.352,22.402,24.151,25.654,26.914,27.955,29.581,30.609,31.414,32.096,32.664,33.047,35.137,36.280,36.792,36.800,38.036,37.806
DUBE_P,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.002
DUDH_P,0.151,0.228,0.266,0.331,0.847,1.307,1.727,2.134,2.819,3.380,3.879,4.306,4.768,5.205,6.101,6.716,7.240,7.691,8.068,8.381,8.868,9.176,9.418,9.622,9.792,9.907,10.534,10.876,11.030,11.032,11.403,11.334
DUGR_P,0.029,0.044,0.051,0.064,0.163,0.251,0.331,0.410,0.541,0.649,0.744,0.826,0.915,0.999,1.171,1.289,1.389,1.476,1.548,1.608,1.702,1.761,1.807,1.846,1.879,1.901,2.021,2.087,2.117,2.117,2.188,2.175
DUMF,0.347,0.522,0.609,0.759,1.944,2.996,3.961,4.895,6.465,7.752,8.895,9.874,10.935,11.936,13.991,15.401,16.603,17.637,18.502,19.218,20.336,21.044,21.597,22.066,22.456,22.720,24.156,24.942,25.294,25.300,26.149,25.991
DUNB,0.107,0.160,0.187,0.233,0.597,0.921,1.217,1.504,1.987,2.382,2.733,3.034,3.360,3.668,4.300,4.733,5.102,5.420,5.686,5.906,6.249,6.467,6.637,6.781,6.901,6.982,7.423,7.665,7.773,7.775,8.036,7.987
DUNF,0.230,0.345,0.403,0.502,1.285,1.981,2.619,3.236,4.275,5.126,5.882,6.529,7.230,7.892,9.251,10.183,10.978,11.661,12.234,12.707,13.447,13.914,14.280,14.590,14.848,15.022,15.972,16.492,16.725,16.728,17.290,17.186
DUNO_P,0.053,0.080,0.093,0.116,0.297,0.458,0.605,0.748,0.988,1.185,1.360,1.509,1.671,1.824,2.139,2.354,2.538,2.696,2.828,2.938,3.108,3.216,3.301,3.373,3.432,3.473,3.692,3.812,3.866,3.867,3.997,3.973
DYCE_P,0.156,0.234,0.274,0.341,0.873,1.346,1.779,2.199,2.904,3.482,3.996,4.435,4.912,5.362,6.285,6.918,7.458,7.922,8.311,8.633,9.135,9.452,9.701,9.912,10.087,10.205,10.851,11.204,11.362,11.364,11.746,11.675
EALI_6,1.057,1.588,1.854,2.312,5.916,9.122,12.059,14.900,19.683,23.598,27.079,30.059,33.289,36.337,42.594,46.884,50.545,53.690,56.327,58.506,61.909,64.061,65.746,67.173,68.362,69.163,73.538,75.930,77.002,77.018,79.604,79.124
EASO_1,1.717,2.580,3.011,3.755,9.609,14.815,19.585,24.199,31.967,38.326,43.979,48.819,54.065,59.015,69.176,76.144,82.089,87.198,91.481,95.019,100.546,104.041,106.777,109.096,111.026,112.328,119.432,123.318,125.058,125.085,129.284,128.505
ECCL,0.133,0.200,0.234,0.292,0.746,1.150,1.521,1.879,2.482,2.976,3.415,3.790,4.198,4.582,5.371,5.912,6.373,6.770,7.103,7.377,7.806,8.078,8.290,8.470,8.620,8.721,9.273,9.574,9.710,9.712,10.038,9.977
ECLA_1,2.381,3.578,4.176,5.207,13.326,20.547,27.162,33.562,44.335,53.155,60.995,67.707,74.984,81.848,95.941,105.605,113.850,120.936,126.875,131.783,139.448,144.295,148.090,151.306,153.983,155.788,165.641,171.030,173.444,173.482,179.305,178.225
EERH,0.410,0.617,0.720,0.897,2.296,3.541,4.681,5.784,7.640,9.160,10.511,11.668,12.922,14.104,16.533,18.198,19.619,20.840,21.864,22.710,24.030,24.866,25.520,26.074,26.535,26.846,28.544,29.473,29.889,29.895,30.899,30.713
EKIL,0.262,0.394,0.460,0.574,1.469,2.264,2.994,3.699,4.886,5.858,6.722,7.462,8.264,9.020,10.573,11.638,12.547,13.328,13.983,14.523,15.368,15.902,16.321,16.675,16.970,17.169,18.255,18.849,19.115,19.119,19.761,19.642
EKIS,0.254,0.382,0.446,0.556,1.422,2.193,2.899,3.582,4.731,5.673,6.509,7.226,8.002,8.735,10.239,11.270,12.150,12.906,13.540,14.064,14.882,15.399,15.804,16.147,16.433,16.625,17.677,18.252,18.510,18.514,19.135,19.020
