Region,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
BEAU_P;ORRI_P,0.015,0.019,0.023,0.028,0.034,0.042,0.050,0.061,0.075,0.088,0.111,0.126,0.145,0.166,0.199,0.237,0.281,0.331,0.389,0.452,0.524,0.606,0.685,0.758,0.837,0.843,0.849,0.865,0.881,0.898,0.917,0.944
BEDDT1,0.069,0.087,0.108,0.132,0.161,0.198,0.234,0.289,0.353,0.416,0.521,0.593,0.681,0.783,0.938,1.117,1.322,1.558,1.830,2.128,2.467,2.851,3.224,3.566,3.937,3.965,3.996,4.070,4.147,4.228,4.313,4.442
BEDD_1,0.297,0.374,0.460,0.564,0.690,0.848,1.002,1.236,1.508,1.780,2.229,2.535,2.914,3.347,4.011,4.776,5.654,6.665,7.826,9.102,10.551,12.197,13.788,15.253,16.840,16.959,17.092,17.407,17.738,18.084,18.447,19.002
BERB_P;CAIF_P;DALL_P;GLEF_P;KEIT_P,0.021,0.026,0.033,0.040,0.049,0.060,0.071,0.087,0.106,0.126,0.157,0.179,0.206,0.236,0.283,0.337,0.399,0.471,0.553,0.643,0.745,0.861,0.974,1.077,1.189,1.197,1.207,1.229,1.252,1.277,1.303,1.342
BERW,0.008,0.010,0.012,0.015,0.018,0.022,0.026,0.032,0.039,0.046,0.057,0.065,0.075,0.086,0.103,0.123,0.146,0.172,0.202,0.235,0.272,0.314,0.355,0.393,0.434,0.437,0.441,0.449,0.457,0.466,0.475,0.490
BESW_1,0.162,0.203,0.250,0.307,0.375,0.461,0.545,0.672,0.820,0.968,1.212,1.378,1.585,1.820,2.181,2.597,3.075,3.625,4.256,4.950,5.738,6.633,7.498,8.295,9.158,9.222,9.295,9.466,9.646,9.834,10.032,10.333
BICF_1,0.108,0.135,0.167,0.204,0.250,0.307,0.363,0.447,0.546,0.644,0.807,0.918,1.055,1.212,1.452,1.729,2.047,2.413,2.833,3.295,3.820,4.416,4.992,5.522,6.097,6.140,6.188,6.302,6.422,6.547,6.679,6.880
BIRK_1,0.156,0.196,0.241,0.296,0.362,0.445,0.525,0.648,0.791,0.934,1.169,1.330,1.528,1.756,2.104,2.505,2.966,3.496,4.105,4.774,5.534,6.397,7.232,8.001,8.833,8.895,8.965,9.131,9.304,9.485,9.676,9.967
BISW_1,0.247,0.311,0.383,0.470,0.575,0.706,0.834,1.029,1.256,1.483,1.857,2.111,2.427,2.788,3.341,3.979,4.710,5.552,6.519,7.582,8.789,10.160,11.486,12.706,14.028,14.127,14.238,14.501,14.776,15.064,15.367,15.829
BLYTB1,0.118,0.149,0.183,0.225,0.275,0.338,0.399,0.493,0.601,0.709,0.889,1.010,1.162,1.334,1.599,1.904,2.254,2.657,3.120,3.628,4.206,4.862,5.496,6.080,6.713,6.760,6.813,6.939,7.071,7.208,7.353,7.574
BLYTH132,0.037,0.046,0.057,0.070,0.085,0.105,0.124,0.153,0.186,0.220,0.276,0.313,0.360,0.414,0.496,0.591,0.699,0.824,0.968,1.125,1.305,1.508,1.705,1.886,2.082,2.097,2.113,2.152,2.193,2.236,2.281,2.350
BOAG_P,0.009,0.011,0.013,0.016,0.019,0.024,0.028,0.035,0.042,0.050,0.063,0.071,0.082,0.094,0.113,0.134,0.159,0.187,0.220,0.256,0.297,0.343,0.388,0.429,0.474,0.477,0.481,0.490,0.499,0.509,0.519,0.534
BOLN_1,0.491,0.617,0.760,0.932,1.139,1.400,1.654,2.041,2.491,2.940,3.682,4.186,4.813,5.528,6.625,7.889,9.339,11.008,12.926,15.033,17.426,20.144,22.773,25.192,27.813,28.009,28.228,28.750,29.295,29.867,30.467,31.383
BONN,0.033,0.040,0.050,0.061,0.074,0.091,0.108,0.133,0.162,0.191,0.240,0.273,0.313,0.360,0.431,0.514,0.608,0.717,0.842,0.979,1.135,1.312,1.483,1.641,1.812,1.824,1.839,1.873,1.908,1.945,1.984,2.044
BOTW_1,0.096,0.121,0.148,0.182,0.222,0.273,0.323,0.398,0.486,0.574,0.719,0.817,0.939,1.079,1.293,1.540,1.823,2.148,2.523,2.934,3.401,3.931,4.444,4.917,5.428,5.466,5.509,5.611,5.717,5.829,5.946,6.125
BRAC_P,0.020,0.025,0.030,0.037,0.045,0.056,0.066,0.081,0.099,0.117,0.147,0.167,0.192,0.220,0.264,0.314,0.372,0.438,0.515,0.599,0.694,0.802,0.907,1.003,1.107,1.115,1.124,1.145,1.166,1.189,1.213,1.250
BRAI_1,0.144,0.181,0.223,0.273,0.334,0.410,0.484,0.598,0.729,0.861,1.078,1.226,1.409,1.619,1.940,2.310,2.735,3.224,3.785,4.402,5.103,5.899,6.669,7.378,8.145,8.202,8.267,8.419,8.579,8.746,8.922,9.191
BRAP,0.014,0.018,0.022,0.027,0.033,0.040,0.048,0.059,0.072,0.085,0.106,0.121,0.139,0.160,0.192,0.228,0.270,0.318,0.374,0.435,0.504,0.583,0.659,0.729,0.804,0.810,0.816,0.831,0.847,0.864,0.881,0.908
BRAW_1,0.223,0.281,0.346,0.424,0.518,0.637,0.752,0.928,1.133,1.337,1.674,1.904,2.188,2.514,3.012,3.587,4.246,5.006,5.878,6.836,7.924,9.160,10.355,11.455,12.647,12.736,12.836,13.073,13.321,13.581,13.854,14.270
BRED_1,0.172,0.217,0.267,0.327,0.400,0.492,0.581,0.716,0.874,1.032,1.293,1.470,1.690,1.941,2.326,2.769,3.278,3.865,4.538,5.277,6.118,7.072,7.995,8.844,9.764,9.833,9.910,10.093,10.285,10.485,10.696,11.018
BRFO_1;CLT03,0.411,0.518,0.638,0.782,0.956,1.175,1.387,1.712,2.089,2.465,3.088,3.511,4.037,4.637,5.557,6.617,7.833,9.234,10.842,12.609,14.617,16.897,19.102,21.131,23.330,23.494,23.678,24.116,24.573,25.052,25.555,26.325
BRID_P,0.013,0.015,0.019,0.023,0.029,0.035,0.041,0.051,0.062,0.074,0.092,0.105,0.121,0.139,0.166,0.198,0.234,0.276,0.324,0.377,0.437,0.505,0.571,0.632,0.698,0.703,0.708,0.721,0.735,0.749,0.764,0.787
BRIM_1,0.194,0.244,0.301,0.369,0.451,0.554,0.655,0.808,0.986,1.164,1.458,1.657,1.906,2.189,2.623,3.123,3.697,4.359,5.118,5.952,6.900,7.976,9.017,9.975,11.012,11.090,11.177,11.383,11.599,11.825,12.063,12.426
BROA_P,0.005,0.006,0.008,0.010,0.012,0.014,0.017,0.021,0.026,0.030,0.038,0.043,0.049,0.057,0.068,0.081,0.096,0.113,0.133,0.154,0.179,0.207,0.234,0.259,0.286,0.288,0.290,0.295,0.301,0.307,0.313,0.322
BROR_P,0.003,0.004,0.005,0.006,0.007,0.009,0.010,0.013,0.015,0.018,0.023,0.026,0.030,0.034,0.041,0.049,0.058,0.068,0.080,0.093,0.108,0.125,0.141,0.156,0.172,0.173,0.175,0.178,0.181,0.185,0.189,0.194
BROX,0.025,0.031,0.038,0.047,0.057,0.071,0.083,0.103,0.126,0.148,0.186,0.211,0.243,0.279,0.334,0.398,0.471,0.555,0.652,0.758,0.878,1.015,1.148,1.270,1.402,1.412,1.423,1.449,1.477,1.505,1.536,1.582
BRWA1,0.111,0.139,0.172,0.210,0.257,0.316,0.373,0.461,0.562,0.664,0.831,0.945,1.087,1.248,1.496,1.781,2.108,2.485,2.918,3.394,3.935,4.548,5.142,5.688,6.280,6.324,6.373,6.491,6.614,6.743,6.879,7.086
BUMU_P,0.020,0.025,0.031,0.037,0.046,0.056,0.066,0.082,0.100,0.118,0.148,0.168,0.193,0.222,0.266,0.317,0.375,0.442,0.519,0.604,0.700,0.809,0.914,1.011,1.117,1.125,1.133,1.154,1.176,1.199,1.223,1.260
BURM_1,0.221,0.278,0.342,0.420,0.513,0.630,0.745,0.919,1.121,1.323,1.658,1.885,2.167,2.489,2.983,3.552,4.204,4.956,5.819,6.768,7.846,9.069,10.253,11.342,12.522,12.610,12.709,12.944,13.190,13.447,13.717,14.130
BUSH_1,0.101,0.127,0.156,0.191,0.234,0.287,0.339,0.419,0.511,0.603,0.755,0.859,0.987,1.134,1.359,1.618,1.915,2.258,2.651,3.083,3.574,4.132,4.671,5.167,5.705,5.745,5.790,5.897,6.009,6.126,6.249,6.437
BUST_1,0.230,0.290,0.357,0.437,0.535,0.657,0.777,0.958,1.169,1.380,1.729,1.965,2.259,2.595,3.110,3.703,4.384,5.168,6.068,7.057,8.180,9.456,10.690,11.826,13.056,13.148,13.251,13.496,13.752,14.020,14.302,14.732
CAAD_P,0.009,0.011,0.014,0.017,0.020,0.025,0.029,0.036,0.044,0.052,0.066,0.075,0.086,0.099,0.118,0.141,0.166,0.196,0.230,0.268,0.311,0.359,0.406,0.449,0.496,0.499,0.503,0.512,0.522,0.532,0.543,0.559
CAMB_01,0.019,0.024,0.030,0.037,0.045,0.055,0.065,0.080,0.098,0.116,0.145,0.165,0.189,0.218,0.261,0.311,0.368,0.433,0.509,0.592,0.686,0.793,0.897,0.992,1.095,1.103,1.111,1.132,1.153,1.176,1.200,1.236
CANTN1;RICH1;RICH_J,0.232,0.292,0.359,0.440,0.538,0.661,0.781,0.964,1.175,1.387,1.738,1.976,2.272,2.609,3.126,3.723,4.407,5.195,6.101,7.094,8.224,9.507,10.748,11.889,13.126,13.218,13.322,13.569,13.826,14.095,14.378,14.811
CAPEA1,0.179,0.225,0.277,0.339,0.415,0.510,0.602,0.743,0.907,1.070,1.341,1.524,1.752,2.013,2.412,2.872,3.400,4.008,4.706,5.473,6.344,7.334,8.291,9.172,10.126,10.197,10.277,10.467,10.665,10.873,11.092,11.425
CARE_1,0.065,0.082,0.101,0.124,0.151,0.186,0.220,0.271,0.331,0.391,0.490,0.557,0.640,0.735,0.881,1.049,1.242,1.464,1.719,1.999,2.317,2.679,3.028,3.350,3.699,3.725,3.754,3.823,3.896,3.972,4.051,4.173
CARR_1,0.184,0.231,0.285,0.349,0.427,0.524,0.619,0.764,0.933,1.101,1.379,1.568,1.802,2.070,2.481,2.954,3.497,4.122,4.840,5.629,6.526,7.543,8.528,9.434,10.415,10.488,10.570,10.766,10.970,11.184,11.409,11.752
CASS_P,0.000,0.000,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.003,0.003,0.004,0.004,0.005,0.006,0.007,0.009,0.010,0.012,0.013,0.016,0.018,0.019,0.022,0.022,0.022,0.022,0.023,0.023,0.024,0.024
CATY,0.010,0.012,0.015,0.018,0.022,0.027,0.032,0.040,0.048,0.057,0.072,0.081,0.094,0.108,0.129,0.154,0.182,0.214,0.252,0.293,0.339,0.392,0.443,0.490,0.541,0.545,0.549,0.560,0.570,0.581,0.593,0.611
CEAN_P,0.001,0.001,0.001,0.001,0.002,0.002,0.003,0.003,0.004,0.004,0.006,0.006,0.007,0.008,0.010,0.012,0.014,0.017,0.020,0.023,0.027,0.031,0.035,0.039,0.043,0.043,0.043,0.044,0.045,0.046,0.047,0.048
CELL_1,0.428,0.539,0.664,0.813,0.994,1.222,1.444,1.781,2.174,2.566,3.214,3.654,4.201,4.826,5.783,6.886,8.152,9.609,11.283,13.122,15.212,17.584,19.879,21.990,24.278,24.449,24.641,25.096,25.572,26.071,26.595,27.395
CHAP,0.019,0.023,0.029,0.035,0.043,0.053,0.063,0.077,0.094,0.112,0.140,0.159,0.183,0.210,0.251,0.299,0.354,0.418,0.490,0.570,0.661,0.764,0.864,0.956,1.055,1.062,1.071,1.091,1.111,1.133,1.156,1.190
CHAR_P,0.015,0.018,0.023,0.028,0.034,0.042,0.050,0.061,0.075,0.088,0.110,0.125,0.144,0.166,0.198,0.236,0.280,0.330,0.387,0.450,0.522,0.603,0.682,0.754,0.833,0.839,0.845,0.861,0.877,0.894,0.912,0.940
CHAS,0.013,0.012,0.015,0.018,0.022,0.027,0.032,0.040,0.048,0.057,0.071,0.081,0.093,0.107,0.129,0.153,0.181,0.214,0.251,0.292,0.338,0.391,0.442,0.489,0.540,0.544,0.548,0.558,0.569,0.580,0.591,0.609
CHIC_1,0.049,0.061,0.075,0.092,0.113,0.139,0.164,0.202,0.247,0.291,0.365,0.415,0.477,0.547,0.656,0.781,0.925,1.090,1.280,1.489,1.726,1.995,2.255,2.495,2.754,2.773,2.795,2.847,2.901,2.957,3.017,3.108
CHSI_1,0.164,0.206,0.254,0.311,0.380,0.467,0.552,0.681,0.831,0.981,1.229,1.397,1.606,1.845,2.211,2.633,3.117,3.674,4.314,5.017,5.816,6.723,7.600,8.408,9.283,9.348,9.421,9.595,9.777,9.968,10.168,10.474
CHTE_1,0.295,0.371,0.457,0.560,0.685,0.841,0.994,1.226,1.497,1.767,2.213,2.516,2.892,3.322,3.981,4.741,5.612,6.616,7.768,9.034,10.472,12.106,13.686,15.139,16.714,16.832,16.964,17.278,17.605,17.949,18.309,18.860
CITR_1,0.166,0.208,0.257,0.315,0.385,0.473,0.558,0.689,0.841,0.992,1.243,1.413,1.625,1.866,2.236,2.663,3.152,3.716,4.363,5.075,5.883,6.800,7.687,8.504,9.389,9.455,9.529,9.705,9.889,10.082,10.284,10.594
CLAY_P,0.006,0.007,0.008,0.010,0.012,0.015,0.018,0.022,0.027,0.032,0.040,0.045,0.052,0.060,0.072,0.086,0.101,0.120,0.140,0.163,0.189,0.219,0.247,0.274,0.302,0.304,0.307,0.312,0.318,0.324,0.331,0.341
CLYM,0.032,0.040,0.049,0.060,0.074,0.090,0.107,0.132,0.161,0.190,0.238,0.270,0.311,0.357,0.427,0.509,0.603,0.710,0.834,0.970,1.124,1.300,1.470,1.626,1.795,1.807,1.822,1.855,1.890,1.927,1.966,2.025
COAT,0.027,0.034,0.041,0.051,0.062,0.076,0.090,0.111,0.136,0.160,0.201,0.228,0.262,0.301,0.361,0.430,0.509,0.600,0.704,0.819,0.949,1.098,1.241,1.373,1.515,1.526,1.538,1.566,1.596,1.627,1.660,1.710
COCK,0.022,0.028,0.034,0.042,0.051,0.063,0.074,0.092,0.112,0.132,0.166,0.188,0.216,0.249,0.298,0.355,0.420,0.495,0.581,0.676,0.784,0.906,1.024,1.133,1.251,1.260,1.270,1.293,1.318,1.343,1.370,1.412
CONQA1;SASA,0.172,0.216,0.265,0.326,0.398,0.489,0.577,0.713,0.870,1.027,1.286,1.462,1.681,1.931,2.314,2.755,3.262,3.846,4.515,5.251,6.088,7.037,7.956,8.800,9.716,9.784,9.861,10.044,10.233,10.433,10.643,10.963
COUA_P,0.012,0.015,0.018,0.022,0.027,0.033,0.039,0.048,0.059,0.070,0.087,0.099,0.114,0.131,0.157,0.187,0.222,0.262,0.307,0.357,0.414,0.479,0.541,0.598,0.661,0.665,0.671,0.683,0.696,0.709,0.724,0.746
COVE_1,0.292,0.367,0.452,0.554,0.677,0.832,0.983,1.213,1.480,1.747,2.188,2.487,2.860,3.285,3.936,4.687,5.549,6.541,7.681,8.933,10.355,11.970,13.532,14.969,16.527,16.643,16.774,17.084,17.408,17.747,18.104,18.648
COWL_1;ECLA_H,0.280,0.353,0.435,0.533,0.651,0.800,0.946,1.167,1.424,1.680,2.105,2.393,2.751,3.160,3.787,4.509,5.338,6.293,7.389,8.593,9.962,11.515,13.018,14.401,15.899,16.011,16.137,16.435,16.746,17.073,17.416,17.940
COYL,0.018,0.022,0.027,0.034,0.041,0.051,0.060,0.074,0.090,0.106,0.133,0.151,0.174,0.200,0.240,0.285,0.338,0.398,0.467,0.544,0.630,0.728,0.823,0.911,1.006,1.013,1.021,1.040,1.059,1.080,1.102,1.135
CRAI_P,0.016,0.020,0.024,0.030,0.036,0.045,0.053,0.065,0.079,0.094,0.117,0.133,0.153,0.176,0.211,0.251,0.297,0.350,0.412,0.479,0.555,0.641,0.725,0.802,0.886,0.892,0.899,0.915,0.933,0.951,0.970,0.999
CREB_1,0.264,0.332,0.409,0.501,0.613,0.753,0.890,1.098,1.340,1.582,1.981,2.252,2.590,2.975,3.564,4.245,5.025,5.923,6.955,8.089,9.377,10.839,12.254,13.555,14.965,15.071,15.189,15.470,15.763,16.070,16.393,16.886
CROO,0.045,0.055,0.069,0.084,0.103,0.126,0.149,0.184,0.225,0.264,0.331,0.377,0.434,0.498,0.597,0.711,0.841,0.992,1.164,1.354,1.569,1.814,2.051,2.269,2.504,2.523,2.542,2.589,2.638,2.690,2.744,2.827
CUMB,0.018,0.022,0.027,0.033,0.040,0.050,0.059,0.072,0.088,0.104,0.130,0.148,0.170,0.196,0.234,0.279,0.330,0.390,0.457,0.532,0.617,0.713,0.806,0.891,0.984,0.991,0.999,1.017,1.037,1.057,1.078,1.110
CUPA,0.022,0.027,0.033,0.041,0.050,0.061,0.072,0.089,0.109,0.128,0.160,0.182,0.210,0.241,0.289,0.344,0.407,0.480,0.563,0.655,0.759,0.878,0.992,1.098,1.212,1.221,1.230,1.253,1.277,1.302,1.328,1.368
CURR,0.007,0.009,0.011,0.014,0.017,0.021,0.025,0.030,0.037,0.044,0.055,0.062,0.072,0.082,0.099,0.118,0.139,0.164,0.193,0.224,0.260,0.300,0.339,0.375,0.414,0.417,0.421,0.428,0.437,0.445,0.454,0.468
DALM3,0.014,0.017,0.021,0.026,0.032,0.039,0.046,0.057,0.070,0.082,0.103,0.117,0.135,0.155,0.185,0.221,0.261,0.308,0.361,0.420,0.487,0.563,0.637,0.704,0.777,0.783,0.789,0.804,0.819,0.835,0.852,0.877
DEVM,0.009,0.011,0.013,0.016,0.020,0.024,0.029,0.035,0.043,0.051,0.064,0.073,0.084,0.096,0.115,0.137,0.162,0.191,0.225,0.261,0.303,0.350,0.396,0.438,0.484,0.487,0.491,0.500,0.509,0.519,0.530,0.546
DEVO,0.031,0.038,0.047,0.058,0.071,0.087,0.102,0.126,0.154,0.182,0.228,0.259,0.298,0.342,0.410,0.488,0.578,0.681,0.800,0.930,1.078,1.247,1.409,1.559,1.721,1.733,1.747,1.779,1.813,1.848,1.886,1.942
DEWP,0.017,0.020,0.024,0.030,0.036,0.044,0.052,0.065,0.079,0.093,0.117,0.133,0.153,0.175,0.210,0.250,0.296,0.349,0.410,0.477,0.552,0.639,0.722,0.799,0.882,0.888,0.895,0.911,0.929,0.947,0.966,0.995
DOUN_P,0.004,0.004,0.005,0.007,0.008,0.010,0.012,0.014,0.018,0.021,0.026,0.030,0.034,0.039,0.047,0.056,0.066,0.078,0.091,0.106,0.123,0.142,0.161,0.178,0.196,0.198,0.199,0.203,0.207,0.211,0.215,0.222
DRAK_1,0.112,0.141,0.173,0.212,0.260,0.319,0.377,0.465,0.568,0.670,0.839,0.954,1.097,1.260,1.510,1.798,2.129,2.509,2.946,3.426,3.972,4.592,5.191,5.742,6.340,6.384,6.434,6.553,6.677,6.808,6.944,7.153
DRAX_1,0.068,0.086,0.106,0.130,0.159,0.195,0.231,0.285,0.348,0.410,0.514,0.584,0.672,0.772,0.925,1.101,1.304,1.537,1.804,2.099,2.433,2.812,3.179,3.517,3.883,3.910,3.941,4.014,4.090,4.170,4.253,4.381
DRCR,0.010,0.012,0.015,0.018,0.022,0.027,0.032,0.039,0.048,0.056,0.070,0.080,0.092,0.106,0.127,0.151,0.179,0.211,0.247,0.288,0.333,0.385,0.436,0.482,0.532,0.536,0.540,0.550,0.561,0.572,0.583,0.601
DRUM,0.048,0.060,0.074,0.090,0.110,0.135,0.160,0.197,0.241,0.284,0.356,0.405,0.466,0.535,0.641,0.763,0.903,1.065,1.250,1.454,1.686,1.949,2.203,2.437,2.691,2.710,2.731,2.781,2.834,2.889,2.947,3.036
DUBE_P,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
DUDH_P,0.014,0.017,0.021,0.026,0.032,0.039,0.046,0.057,0.069,0.082,0.102,0.116,0.134,0.153,0.184,0.219,0.259,0.306,0.359,0.417,0.484,0.559,0.632,0.699,0.772,0.778,0.784,0.798,0.813,0.829,0.846,0.871
DUGR_P,0.003,0.003,0.004,0.005,0.006,0.008,0.009,0.011,0.014,0.016,0.020,0.023,0.027,0.031,0.037,0.044,0.052,0.061,0.072,0.083,0.097,0.112,0.126,0.140,0.154,0.155,0.157,0.160,0.163,0.166,0.169,0.174
DUMF,0.033,0.041,0.050,0.061,0.075,0.092,0.109,0.135,0.164,0.194,0.242,0.276,0.317,0.364,0.437,0.520,0.616,0.726,0.852,0.992,1.150,1.329,1.502,1.661,1.834,1.847,1.861,1.896,1.932,1.969,2.009,2.070
DUNB,0.010,0.013,0.015,0.019,0.023,0.029,0.034,0.042,0.051,0.060,0.075,0.085,0.098,0.113,0.135,0.161,0.190,0.224,0.263,0.306,0.355,0.411,0.464,0.513,0.567,0.571,0.575,0.586,0.597,0.609,0.621,0.640
DUNF,0.022,0.027,0.033,0.041,0.050,0.061,0.073,0.089,0.109,0.129,0.161,0.184,0.211,0.242,0.291,0.346,0.410,0.483,0.567,0.659,0.764,0.883,0.999,1.105,1.220,1.228,1.238,1.261,1.285,1.310,1.336,1.376
DUNO_P,0.005,0.006,0.008,0.009,0.012,0.014,0.017,0.021,0.025,0.030,0.037,0.042,0.049,0.056,0.067,0.080,0.095,0.112,0.131,0.152,0.177,0.204,0.231,0.255,0.282,0.284,0.286,0.291,0.297,0.303,0.309,0.318
DYCE_P,0.015,0.018,0.022,0.027,0.033,0.041,0.048,0.060,0.073,0.086,0.107,0.122,0.140,0.161,0.193,0.230,0.273,0.321,0.377,0.439,0.509,0.588,0.665,0.735,0.812,0.817,0.824,0.839,0.855,0.872,0.889,0.916
EALI_6,0.101,0.127,0.157,0.192,0.235,0.289,0.341,0.421,0.514,0.606,0.759,0.863,0.992,1.140,1.366,1.626,1.925,2.270,2.665,3.099,3.593,4.153,4.695,5.194,5.734,5.775,5.820,5.927,6.040,6.158,6.281,6.470
EASO_1,0.163,0.206,0.253,0.310,0.380,0.467,0.551,0.680,0.830,0.980,1.227,1.395,1.604,1.842,2.208,2.629,3.112,3.668,4.307,5.009,5.807,6.713,7.589,8.395,9.268,9.333,9.407,9.580,9.762,9.953,10.152,10.458
ECCL,0.013,0.016,0.019,0.024,0.029,0.036,0.042,0.052,0.063,0.075,0.094,0.107,0.123,0.141,0.169,0.201,0.238,0.280,0.329,0.383,0.444,0.513,0.580,0.641,0.708,0.713,0.719,0.732,0.746,0.760,0.776,0.799
ECLA_1,0.227,0.285,0.351,0.431,0.526,0.647,0.765,0.943,1.151,1.359,1.702,1.935,2.224,2.555,3.062,3.646,4.316,5.088,5.974,6.948,8.054,9.310,10.525,11.643,12.854,12.945,13.046,13.287,13.539,13.803,14.081,14.504
EERH,0.039,0.049,0.060,0.073,0.090,0.110,0.130,0.160,0.196,0.231,0.290,0.329,0.378,0.435,0.521,0.620,0.734,0.866,1.016,1.182,1.370,1.584,1.791,1.981,2.187,2.203,2.220,2.261,2.304,2.349,2.396,2.468
EKIL,0.025,0.031,0.038,0.047,0.057,0.070,0.083,0.102,0.125,0.148,0.185,0.210,0.242,0.278,0.333,0.396,0.469,0.553,0.649,0.755,0.875,1.011,1.143,1.265,1.396,1.406,1.417,1.443,1.471,1.499,1.530,1.576
EKIS,0.024,0.030,0.037,0.045,0.055,0.068,0.080,0.099,0.121,0.143,0.179,0.203,0.234,0.268,0.322,0.383,0.453,0.534,0.627,0.730,0.846,0.978,1.105,1.223,1.350,1.359,1.370,1.395,1.422,1.450,1.479,1.523
