CODE_x,2020,2025,2030,2035,2040,2045,2050
E06000001,0.0,120.97139856708156,937.201734776956,2944.889424065636,5276.149236148199,6945.031393112762,7263.080855830312
E06000002,0.0,182.03879532931663,1353.0605794819894,4237.719002635598,7578.103334437953,9978.934077236305,10438.690554519728
E06000003,0.0,204.3245342116254,1431.91349310768,4402.969785762259,7827.6012300408765,10276.127303709654,10748.155703941591
E06000004,0.0,234.1091455236069,1825.2426264771643,5743.796070930434,10300.68213540229,13563.680466520358,14183.89159938551
E06000005,0.0,157.80636058133086,1107.7105882096814,3408.770613020384,6058.193343968696,7953.509022013472,8319.875357959687
E06000006,0.0,154.16153751850388,1211.0853939551623,3749.599237557064,6662.529437948726,8710.697445364345,9088.42113108968
E06000007,0.0,259.3562794662083,2022.280609822592,6268.384528582883,11138.898033530188,14570.90240121991,15204.18991902559
E06000008,0.0,178.92364677628998,1364.0556333079826,4205.498505398768,7457.753252773722,9746.731997054909,10169.963731908916
E06000009,0.0,256.37050841801505,1709.0735296861242,5216.410859369117,9191.42319156684,12034.65561475074,12572.685889698305
E06000010,0.0,377.713404104732,2914.7718484269,9132.981868537936,16350.876568526008,21512.03963490908,22509.818871106567
E06000011,0.0,729.8276943104739,4163.850652780733,12017.589118231122,20864.368140088503,27120.280726111738,28381.86390568696
E06000012,0.0,220.36563132288123,1619.5588220634424,5584.531030148497,10317.996404292866,13926.97132886604,14507.189939634009
E06000013,0.0,291.76539804520127,1822.4270878252808,5974.617699108763,10872.603257118986,14582.230450877549,15191.577577685202
E06000014,0.0,307.6550165188525,2022.0952601867905,6189.107717866271,10965.818290651863,14407.949266753643,15077.093615386791
E06000015,0.0,315.3800639893492,2330.333884033531,9489.546548663682,18538.308051654185,26042.592050851345,27230.77919289132
E06000016,0.0,389.0338526536849,2717.486850012825,10896.840061198884,21202.890717730163,29751.7724519607,31128.0816740695
E06000017,0.0,73.95952441043801,402.9091619792771,1448.4148590390475,2737.737578639131,3792.700700862697,3968.612079484562
