LAD19CD,2020,2025,2030,2035,2040,2045,2050
E06000001,0.0,49.64707558144922,710.3701953751524,2880.8078288648408,6286.639857937103,8825.465958067154,9524.22974532973
E06000002,0.0,72.5047973405144,1028.1605517930802,4120.100304889754,8925.13635898198,12542.837555044987,13593.410437699946
E06000003,0.0,80.68330165439117,1076.6691679009434,4263.728392945818,9197.34786499572,12881.75175930442,13927.2632042205
E06000004,0.0,95.59780609830771,1378.6341034704587,5608.49785377783,12252.260669679245,17203.785337095815,18556.619139635623
E06000005,0.0,63.79819121178405,838.6170853258229,3317.128530634394,7184.344926389802,10063.187266047194,10880.02517467362
E06000006,0.0,63.23350011414397,910.18468244906,3681.5732791217015,7996.788350793377,11228.120617981398,12127.608930785957
E06000007,0.0,107.10410688544049,1525.5467575991938,6151.3595352317725,13348.491403828744,18751.68805477296,20278.62839091463
E06000008,0.0,73.93192762036745,1026.7436632076476,4132.350771457556,8998.350175342459,12621.092274068456,13622.631916236727
E06000009,0.0,106.60975866116344,1319.9263612969853,5062.000401997279,10861.743170828611,15269.027138146985,16688.065159094258
E06000010,0.0,159.16947280463742,2223.578798137504,8891.745974746224,19260.650210913747,27056.569998288887,29312.386075672905
E06000011,0.0,279.94760468833715,3087.4950986521253,11488.155639028026,24282.462540742115,33696.10676215287,36448.71331418736
E06000012,0.0,89.72392200195702,1223.4176935021585,4851.07141583549,10415.023818648568,14625.16024435684,15861.468376525025
E06000013,0.0,113.93164878200398,1351.2334905338853,5146.053096699116,10902.366114848246,15185.498413350895,16425.987641689102
E06000014,0.0,124.27281888079176,1544.219176074981,5982.572687192793,12870.679681608655,18028.33711643634,19575.014194801264
E06000015,0.0,130.3792347528579,1750.3078186997247,7395.724690993227,16271.383321655958,23130.3687681032,25225.90935214525
E06000016,0.0,155.1507430092951,2032.3047063090585,8432.25468889435,18478.66973164525,26305.43918029313,28835.922519135864
E06000017,0.0,28.67710302721139,297.93704411366843,1143.0224784428883,2423.14473001141,3376.711441642984,3650.218888194616
E06000018,0.0,164.49932729410253,2131.363831016351,8879.444474276324,19540.45563453525,27698.03798680399,30113.061656182133
E06000019,0.0,191.6840910521593,1663.0611082214816,5756.019576628538,11809.134374043504,16207.660799124278,17602.859469311956
E06000020,0.0,83.2025677923146,1129.5787637966507,4819.420095067061,10594.134325562794,14999.099556228875,16223.740376529622
E06000021,0.0,126.47256473218418,1721.7892647215524,7322.677825471271,16112.908856123691,22868.16359575777,24844.273230984312
E06000022,0.0,122.82100665779004,1393.0347459498544,5557.700239190941,12075.22946804631,16970.768354194588,18401.817951715533
E06000023,0.0,279.2855557133969,3380.070562017308,13790.617859115991,30143.325150618184,42666.44735449388,46479.64953577078
E06000024,0.0,140.72655415829723,1663.5323376670526,6779.587918262033,14831.826878686565,20873.06432746527,22575.423759069297
E06000025,0.0,154.62873673453862,1824.8666025308053,7472.575287986237,16396.76255321849,23052.328474592552,24875.86657114766
E06000026,0.0,144.4934864603285,1901.874238869768,8060.183866059016,17823.551055270884,25235.196630232887,27316.28762353351
E06000027,0.0,100.10882601814193,1200.726223688187,4884.591612113071,10672.188760837842,15085.6176552482,16421.291006885924
E06000030,0.0,109.41673981570892,1430.389282658359,5969.619389380557,13060.0912392931,18537.69315304171,20212.43858359009
E06000031,0.0,94.87927421751124,1249.4968313173392,5250.295263011148,11507.61377937682,16315.137895029786,17735.320259600947
E06000032,0.0,96.53265785842252,1262.777145317758,5256.3870519015445,11515.204952430771,16364.368934185104,17887.105480779268
E06000033,0.0,98.4610557626244,1299.1393371219465,5436.050511306007,11951.125160010452,16993.914579218603,18584.43928261552
E06000034,0.0,86.86655023687312,1062.8393786661663,4323.424771661074,9368.814428823767,13284.919328950478,14541.943179269512
E06000035,0.0,128.54500553018516,1732.964295674259,7339.094946209445,16139.783470016777,22919.130205995087,24939.28915969625
E06000036,0.0,57.36431240313338,751.8897815856277,3143.683761733404,6872.555602918053,9748.617177620215,10617.193482364444
E06000037,0.0,126.37888530371376,1202.5066263144815,4363.449989039807,9107.601305389073,12650.650068888115,13799.085721754363
E06000038,0.0,91.89021434320571,1127.2225487854962,4545.82713371909,9865.216994104372,14040.368026504888,15470.968060619009
E06000039,0.0,66.9949698084372,820.7510137679526,3330.360103990998,7240.583752496129,10310.417006942878,11353.645110903351
E06000040,0.0,83.66291444073293,1038.5689075907155,4274.854873520871,9299.18569392511,13159.319453285829,14321.428927035644
E06000041,0.0,75.30669126712986,988.1283280345784,4155.558662811177,9091.254570954832,12879.250353250163,13978.020363485532
E06000042,0.0,118.74645214745335,1633.0537433411976,6943.213763196809,15255.671089943042,21637.507153402938,23484.17384225776
E06000043,0.0,210.30607373962528,2582.4290646147624,10574.05487773938,23121.33830980266,32686.491352754816,35534.22866290523
E06000044,0.0,131.33364391041815,1634.4723099725131,6740.866463871225,14778.574399467812,20910.0221409595,22724.99201257788
E06000045,0.0,162.84732488052222,1791.2233395753965,6963.599880090173,14987.321998009407,21215.2130463627,23341.38182321143
E06000046,0.0,116.02349613234256,1297.0438669121104,5152.523134298499,11182.935343383237,15729.566327369965,17087.446131890596
E06000047,0.0,325.27615083140284,4198.405304023313,16646.456792795183,36077.2970750324,50368.09362357381,54160.25859771772
E06000049,0.0,269.46042619188444,3155.62504233635,11962.573799345171,25194.107525162133,35021.060245059,37797.93641311482
E06000050,0.0,224.0061733367748,2731.1960538165617,10499.544490715836,22435.12714853021,31295.948186997044,33857.212500530935
E06000051,0.0,311.65136403326176,2733.393848881199,9625.509047865078,20057.018359279933,27560.97808551983,29805.46694534424
E06000052,0.0,687.6705986650784,5511.436995233229,18136.931832733644,36788.80869176149,50395.467258886085,55262.298655441984
E06000053,,3.360591330013728,25.05510734948521,75.50685588977412,147.4934281100433,203.9484337034238,231.9649529973236
E06000054,0.0,418.6043903310864,3887.836019211337,14119.414465849844,29739.94620980878,41175.27561752428,44664.25581344628
E06000055,0.0,100.70874231983028,1193.9844468995414,4818.762561314921,10426.815865988629,14723.087277445416,16041.146731966182
E06000056,0.0,152.37489917921724,1851.1669484299405,7575.890041314034,16423.8615038186,23175.216912632422,25146.22463132801
E06000057,0.0,290.9307083616568,2877.6697821459056,10325.11408427864,21656.75276520229,29820.8122876597,32167.86986442206
E06000058,0.0,263.30459041117984,3232.918606312689,13296.08088063762,29146.39065463651,41215.55562621495,44792.88600584429
