GSP,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
ABHA1,19,21.3,23.8,26.2,28.6,33.4,39.4,46.8,55.2,64.6,71.7,82.2,93.5,105.6,118.8,125.7,142,159.7,179.1,200,208.1,224.9,240.6,255.3,269,271.4,284.4,300.2,317.7,336.7
ABNE_P,1.2,1.3,1.5,1.6,1.7,2.3,2.7,3.2,3.8,4.5,5.5,6.4,7.2,8.2,9.2,10.4,11.7,13.2,14.8,16.5,17.5,18.9,20.2,21.4,22.6,22.4,23.5,24.8,26.3,27.8
ABTH_1,8.5,9.6,10.7,11.8,12.9,15.5,18.3,21.6,25.5,29.9,35.1,40.2,45.7,51.7,58.1,63.9,72.2,81.2,91.1,101.7,113.4,122.6,131.1,139.1,146.6,158.3,165.9,175.2,185.4,196.4
ACTL_2;CBNK_H;GREE_H;PERI_H,5.1,5.8,6.4,7.1,7.7,8.4,10,11.8,14,16.4,18.1,20.8,23.7,26.7,30.1,34.7,39.2,44,49.5,55.3,62.6,67.8,72.4,76.7,80.9,87.7,91.9,97,102.6,108.8
ALNE_P,1.1,1.2,1.4,1.5,1.7,1.7,2.1,2.4,2.9,3.4,3.5,4.1,4.6,5.2,5.9,5.9,6.6,7.5,8.4,9.4,9,9.7,10.4,11,11.6,10.9,11.4,12,12.7,13.5
ALVE1,11.4,12.8,14.3,15.8,17.2,20.1,23.7,28.1,33.2,38.8,43.1,49.4,56.2,63.5,71.4,75.6,85.4,96.1,107.7,120.3,125.1,135.3,144.7,153.5,161.8,163.2,171,180.6,191.1,202.5
AMEM_1,8.7,9.8,10.9,12.1,13.2,14.5,17.1,20.3,23.9,28,31.6,36.2,41.2,46.6,52.4,61.4,69.3,78,87.5,97.7,110.8,119.8,128.1,135.9,143.2,154.8,162.3,171.3,181.3,192.1
ARBR_P,2,2.2,2.5,2.7,3,4,4.7,5.5,6.5,7.7,9.5,10.9,12.4,14,15.7,17.8,20.1,22.6,25.3,28.3,29.9,32.3,34.6,36.7,38.7,38.5,40.3,42.6,45,47.7
ARDK_P;CLAC_P,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.5,0.5,0.5,0.6,0.6,0.7,0.8,0.7,0.8,0.8,0.9,0.9,0.9,0.9,0.9,1,1.1
ARMO_P,1.6,1.8,2,2.2,2.4,2.9,3.4,4.1,4.8,5.6,6.6,7.5,8.6,9.7,10.9,11.8,13.3,15,16.8,18.8,19.2,20.8,22.3,23.6,24.9,24.3,25.4,26.8,28.4,30.1
AXMI1,9.9,11.1,12.4,13.7,14.9,16.5,19.5,23.1,27.3,31.9,35.4,40.6,46.2,52.2,58.7,64.5,72.9,82,92,102.7,111.2,120.2,128.6,136.4,143.8,149.9,157,165.8,175.4,185.9
AYRR,2.5,2.8,3.2,3.5,3.8,5.3,6.3,7.4,8.8,10.2,13.1,15,17,19.3,21.7,24.9,28.1,31.6,35.4,39.6,42.3,45.7,48.9,51.9,54.7,54.8,57.4,60.6,64.1,67.9
BAGA,2.1,2.3,2.6,2.9,3.1,4.4,5.1,6.1,7.2,8.4,10.7,12.3,14,15.8,17.8,20.5,23.1,26,29.2,32.6,34.9,37.7,40.3,42.8,45.1,45.2,47.3,50,52.9,56
BAIN,1.4,1.6,1.7,1.9,2.1,2.9,3.4,4.1,4.8,5.6,7.2,8.2,9.4,10.6,11.9,13.7,15.5,17.4,19.5,21.8,23.3,25.2,27,28.6,30.2,30.2,31.6,33.4,35.4,37.5
BARKC1;BARKW3,11.8,13.4,14.9,16.4,18,19.2,22.6,26.9,31.7,37,41.2,47.3,53.8,60.7,68.3,79.6,89.9,101.1,113.4,126.7,143.2,154.8,165.6,175.7,185.2,200.1,209.7,221.4,234.3,248.3
BEAU_P;ORRI_P,1.2,1.4,1.5,1.7,1.8,2.2,2.6,3.1,3.6,4.2,4.9,5.6,6.4,7.3,8.2,8.8,10,11.2,12.6,14.1,14.4,15.6,16.7,17.7,18.7,18.2,19.1,20.1,21.3,22.6
BEDDT1,12.5,14.1,15.7,17.3,18.9,21.4,25.3,30,35.3,41.4,47.3,54.2,61.7,69.7,78.4,92.7,104.8,117.8,132.1,147.6,167.5,181.1,193.7,205.6,216.6,234.2,245.5,259.1,274.2,290.6
BEDD_1,22.4,25.3,28.2,31.1,33.9,38.5,45.4,53.8,63.5,74.3,84.9,97.4,110.8,125.1,140.7,166.5,188.1,211.6,237.3,265,300.9,325.2,347.9,369.1,389,420.6,440.8,465.3,492.4,521.8
BERB_P;CAIF_P;DALL_P;GLEF_P;KEIT_P,1.5,1.7,1.8,2,2.2,2.7,3.1,3.7,4.4,5.1,6,6.9,7.8,8.8,9.9,10.8,12.1,13.7,15.3,17.1,17.5,19,20.3,21.5,22.7,22.1,23.2,24.5,25.9,27.4
BERW,1,1.1,1.2,1.4,1.5,2.1,2.4,2.9,3.4,4,5.1,5.9,6.7,7.5,8.5,9.7,11,12.4,13.9,15.5,16.6,17.9,19.1,20.3,21.4,21.4,22.5,23.7,25.1,26.6
BESW_1,12.7,14.2,15.9,17.5,19.1,20.7,24.4,28.9,34.1,40,44.6,51.1,58.1,65.7,73.9,84.4,95.3,107.2,120.3,134.3,150.5,162.7,174.1,184.7,194.6,208.6,218.6,230.8,244.2,258.8
BICF_1,8.3,9.3,10.4,11.5,12.6,14.9,17.6,20.9,24.6,28.8,32.2,36.9,42,47.4,53.3,55.4,62.6,70.4,79,88.2,91.3,98.7,105.6,112,118,118.6,124.3,131.2,138.8,147.1
BIRK_1,9.6,10.8,12,13.3,14.5,16.7,19.7,23.3,27.5,32.2,38.6,44.3,50.4,56.9,64,74.6,84.3,94.9,106.4,118.8,133.3,144.1,154.2,163.6,172.4,180.2,188.8,199.3,211,223.6
BISW_1,24.3,27.4,30.5,33.6,36.7,40.2,47.4,56.2,66.3,77.6,86.6,99.4,113,127.7,143.6,160.7,181.6,204.2,229,255.8,283,305.9,327.2,347.2,365.9,388,406.6,429.2,454.2,481.4
BLYTB1,4.9,5.6,6.2,6.8,7.5,9,10.7,12.6,14.9,17.5,21.1,24.3,27.6,31.2,35,40,45.2,50.8,57,63.6,69.8,75.5,80.8,85.7,90.3,92.7,97.1,102.5,108.5,115
BLYTH132,3.2,3.6,4,4.5,4.9,5.9,7,8.2,9.7,11.4,13.8,15.8,18,20.3,22.9,26.1,29.5,33.1,37.2,41.5,45.6,49.2,52.7,55.9,58.9,60.5,63.3,66.9,70.8,75
