GSP,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Comment
Aberthaw,1.133790987,1.133790987,1.133790987,1.133790987,1.133790987,1.133790987,1.133790987,,,,,,,,,,,,,,,,,,,,,,,,
Abham,1.815607057,1.815607057,1.815607057,1.815607057,1.815607057,1.815607057,1.815607057,,,,,,,,,,,,,,,,,,,,,,,,
Acton Lane 66kV,0.224319443,0.224319443,0.224319443,0.224319443,0.224319443,0.224319443,0.224319443,,,,,,,,,,,,,,,,,,,,,,,,
Alness,0.076690408,0.076690408,0.076690408,0.076690408,0.076690408,0.076690408,0.076690408,,,,,,,,,,,,,,,,,,,,,,,,
Alverdiscott,0.92122435,0.92122435,0.92122435,0.92122435,0.92122435,0.92122435,0.92122435,,,,,,,,,,,,,,,,,,,,,,,,
Arbroath,1.514635552,1.514635552,1.514635552,1.514635552,1.514635552,1.514635552,1.514635552,,,,,,,,,,,,,,,,,,,,,,,,
Ardmore,0.227195333,0.227195333,0.227195333,0.227195333,0.227195333,0.227195333,0.227195333,,,,,,,,,,,,,,,,,,,,,,,,
Axminster,2.035162108,2.035162108,2.035162108,2.035162108,2.035162108,2.035162108,2.035162108,,,,,,,,,,,,,,,,,,,,,,,,
Ayr,0.000718973,0.000718973,0.000718973,0.000718973,0.000718973,0.000718973,0.000718973,,,,,,,,,,,,,,,,,,,,,,,,
Barking,0.953836946,0.953836946,0.953836946,0.953836946,0.953836946,0.953836946,0.953836946,,,,,,,,,,,,,,,,,,,,,,,,
Beddington (_J),1.038618191,1.038618191,1.038618191,1.038618191,1.038618191,1.038618191,1.038618191,,,,,,,,,,,,,,,,,,,,,,,,
Berkswell,0.577862222,0.577862222,0.577862222,0.577862222,0.577862222,0.577862222,0.577862222,,,,,,,,,,,,,,,,,,,,,,,,
Berwick,0.245409305,0.245409305,0.245409305,0.245409305,0.245409305,0.245409305,0.245409305,,,,,,,,,,,,,,,,,,,,,,,,
Bicker Fen,2.845204539,2.845204539,2.845204539,2.845204539,2.845204539,2.845204539,2.845204539,,,,,,,,,,,,,,,,,,,,,,,,
Birkenhead,1.398631724,1.398631724,1.398631724,1.398631724,1.398631724,1.398631724,1.398631724,,,,,,,,,,,,,,,,,,,,,,,,
Bishops Wood,13.38327181,13.38327181,13.38327181,13.38327181,13.38327181,13.38327181,13.38327181,,,,,,,,,,,,,,,,,,,,,,,,
Blyth 66kV,1.697724314,1.697724314,1.697724314,1.697724314,1.697724314,1.697724314,1.697724314,,,,,,,,,,,,,,,,,,,,,,,,
Boat of Garten,0.086276709,0.086276709,0.086276709,0.086276709,0.086276709,0.086276709,0.086276709,,,,,,,,,,,,,,,,,,,,,,,,
Bolney,2.720515523,2.720515523,2.720515523,2.720515523,2.720515523,2.720515523,2.720515523,,,,,,,,,,,,,,,,,,,,,,,,
Bonnybridge,0.460142446,0.460142446,0.460142446,0.460142446,0.460142446,0.460142446,0.460142446,,,,,,,,,,,,,,,,,,,,,,,,
Botley Wood,0.00095863,0.00095863,0.00095863,0.00095863,0.00095863,0.00095863,0.00095863,,,,,,,,,,,,,,,,,,,,,,,,
Braco West,0.142644158,0.142644158,0.142644158,0.142644158,0.142644158,0.142644158,0.142644158,,,,,,,,,,,,,,,,,,,,,,,,
Bradford West,0.657792799,0.657792799,0.657792799,0.657792799,0.657792799,0.657792799,0.657792799,,,,,,,,,,,,,,,,,,,,,,,,
Braintree,0.243463286,0.243463286,0.243463286,0.243463286,0.243463286,0.243463286,0.243463286,,,,,,,,,,,,,,,,,,,,,,,,
Bramford,7.096115492,7.096115492,7.096115492,7.096115492,7.096115492,7.096115492,7.096115492,,,,,,,,,,,,,,,,,,,,,,,,
Bramley,3.509516023,3.509516023,3.509516023,3.509516023,3.509516023,3.509516023,3.509516023,,,,,,,,,,,,,,,,,,,,,,,,
Bredbury,0.077610693,0.077610693,0.077610693,0.077610693,0.077610693,0.077610693,0.077610693,,,,,,,,,,,,,,,,,,,,,,,,
Bridge of Dun,0.825370926,0.825370926,0.825370926,0.825370926,0.825370926,0.825370926,0.825370926,,,,,,,,,,,,,,,,,,,,,,,,
Bridgewater,2.904630019,2.904630019,2.904630019,2.904630019,2.904630019,2.904630019,2.904630019,,,,,,,,,,,,,,,,,,,,,,,,
Brimsdown,0.949992839,0.949992839,0.949992839,0.949992839,0.949992839,0.949992839,0.949992839,,,,,,,,,,,,,,,,,,,,,,,,
Broadford,0.00095863,0.00095863,0.00095863,0.00095863,0.00095863,0.00095863,0.00095863,,,,,,,,,,,,,,,,,,,,,,,,
Broxburn,0.329768753,0.329768753,0.329768753,0.329768753,0.329768753,0.329768753,0.329768753,,,,,,,,,,,,,,,,,,,,,,,,
Burwell Main,0.497490675,0.497490675,0.497490675,0.497490675,0.497490675,0.497490675,0.497490675,,,,,,,,,,,,,,,,,,,,,,,,
Bushbury,1.151314745,1.151314745,1.151314745,1.151314745,1.151314745,1.151314745,1.151314745,,,,,,,,,,,,,,,,,,,,,,,,
Bustleholme,1.398880968,1.398880968,1.398880968,1.398880968,1.398880968,1.398880968,1.398880968,,,,,,,,,,,,,,,,,,,,,,,,
Camblesforth,0.088193969,0.088193969,0.088193969,0.088193969,0.088193969,0.088193969,0.088193969,,,,,,,,,,,,,,,,,,,,,,,,
Canterbury,0.436157521,0.436157521,0.436157521,0.436157521,0.436157521,0.436157521,0.436157521,,,,,,,,,,,,,,,,,,,,,,,,
Capenhurst,0.522424644,0.522424644,0.522424644,0.522424644,0.522424644,0.522424644,0.522424644,,,,,,,,,,,,,,,,,,,,,,,,
Cardiff East,0.002856718,0.002856718,0.002856718,0.002856718,0.002856718,0.002856718,0.002856718,,,,,,,,,,,,,,,,,,,,,,,,
Carrington,0.00095863,0.00095863,0.00095863,0.00095863,0.00095863,0.00095863,0.00095863,,,,,,,,,,,,,,,,,,,,,,,,
Cellarhead,2.125858101,2.125858101,2.125858101,2.125858101,2.125858101,2.125858101,2.125858101,,,,,,,,,,,,,,,,,,,,,,,,
Chapelcross,0.975396537,0.975396537,0.975396537,0.975396537,0.975396537,0.975396537,0.975396537,,,,,,,,,,,,,,,,,,,,,,,,
Chessington,0.734253136,0.734253136,0.734253136,0.734253136,0.734253136,0.734253136,0.734253136,,,,,,,,,,,,,,,,,,,,,,,,
Chesterfield,5.594996625,5.594996625,5.594996625,5.594996625,5.594996625,5.594996625,5.594996625,,,,,,,,,,,,,,,,,,,,,,,,
Chickerell,1.580867305,1.580867305,1.580867305,1.580867305,1.580867305,1.580867305,1.580867305,,,,,,,,,,,,,,,,,,,,,,,,
Clayhills,0.000949044,0.000949044,0.000949044,0.000949044,0.000949044,0.000949044,0.000949044,,,,,,,,,,,,,,,,,,,,,,,,
Cockenzie,0.00095863,0.00095863,0.00095863,0.00095863,0.00095863,0.00095863,0.00095863,,,,,,,,,,,,,,,,,,,,,,,,
Connah's Quay,0.092977533,0.092977533,0.092977533,0.092977533,0.092977533,0.092977533,0.092977533,,,,,,,,,,,,,,,,,,,,,,,,
Coupar Angus,0.348557903,0.348557903,0.348557903,0.348557903,0.348557903,0.348557903,0.348557903,,,,,,,,,,,,,,,,,,,,,,,,
Coventry,2.922144191,2.922144191,2.922144191,2.922144191,2.922144191,2.922144191,2.922144191,,,,,,,,,,,,,,,,,,,,,,,,
Cowley,1.934870227,1.934870227,1.934870227,1.934870227,1.934870227,1.934870227,1.934870227,,,,,,,,,,,,,,,,,,,,,,,,
Coylton,0.150504925,0.150504925,0.150504925,0.150504925,0.150504925,0.150504925,0.150504925,,,,,,,,,,,,,,,,,,,,,,,,
