GSP,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
ABHA1,,1.815593304,1.815593304,1.815593304,1.815593304,1.815593304,1.815593304,1.815593304,1.815593304,1.815593304,1.815593304,1.719248502,1.609252131,1.498210664,1.385797508,1.27260053,1.141767555,1.012371587,0.877227589,0.739078941,0.604130899,0.493350706,0.419671427,0.362517731,0.31039356,0.260555536,0.220384653,0.19334279,0.166888793,0.141218619,
ABTH_1,,1.13378244,1.13378244,1.13378244,1.13378244,1.13378244,1.13378244,1.13378244,1.13378244,1.13378244,1.13378244,1.073618061,1.004928694,0.935586697,0.865388123,0.794700075,0.712998887,0.632195066,0.547801776,0.461532174,0.377261253,0.308082414,0.262071959,0.226381226,0.193831276,0.162708957,0.137623469,0.120736654,0.104216943,0.088186704,
ACTL_2,,0.224317611,0.224317611,0.224317611,0.224317611,0.224317611,0.224317611,0.224317611,0.224317611,0.224317611,0.224317611,0.212414155,0.198824039,0.185104801,0.17121609,0.157230538,0.141066047,0.1250791,0.10838198,0.091313634,0.074640725,0.060953767,0.05185065,0.044789277,0.038349305,0.032191789,0.027228652,0.023887614,0.020619208,0.017447643,
ALNE_P,,0.07668972,0.07668972,0.07668972,0.07668972,0.07668972,0.07668972,0.07668972,0.07668972,0.07668972,0.07668972,0.072620165,0.067973976,0.063283642,0.058535368,0.053753987,0.04822767,0.042762051,0.037053639,0.031218311,0.025518176,0.020838878,0.017726704,0.015312561,0.013110863,0.011005731,0.009308934,0.008166699,0.007049296,0.005965001,
ALVE1,,0.921217256,0.921217256,0.921217256,0.921217256,0.921217256,0.921217256,0.921217256,0.921217256,0.921217256,0.921217256,0.872332688,0.816521425,0.760179889,0.703142369,0.645707145,0.579323558,0.513669098,0.445098134,0.375002635,0.306531098,0.25032213,0.212937864,0.183938544,0.157491164,0.132203757,0.111821378,0.098100557,0.084678014,0.071653177,
ARBR_P,,1.514624053,1.514624053,1.514624053,1.514624053,1.514624053,1.514624053,1.514624053,1.514624053,1.514624053,1.514624053,1.434250241,1.342487869,1.249853645,1.156075116,1.061642698,0.952497786,0.844551669,0.73181037,0.616562497,0.503984669,0.411568408,0.350102876,0.302423496,0.258939901,0.217363482,0.183851689,0.161292531,0.13922379,0.117808937,
ARMO_P,,0.227193664,0.227193664,0.227193664,0.227193664,0.227193664,0.227193664,0.227193664,0.227193664,0.227193664,0.227193664,0.215137589,0.20137323,0.187478093,0.17341131,0.159246444,0.142874703,0.126682781,0.109771582,0.092484397,0.075597719,0.061735276,0.052515444,0.045363536,0.038840995,0.03260453,0.02757776,0.024193886,0.020883574,0.017671345,
AXMI1,,2.035146681,2.035146681,2.035146681,2.035146681,2.035146681,2.035146681,2.035146681,2.035146681,2.035146681,2.035146681,1.927151237,1.803853388,1.679384063,1.553377176,1.426491682,1.27983753,1.134794158,0.983307668,0.828453184,0.677186345,0.553009889,0.470420831,0.406355738,0.347928372,0.29206361,0.247035002,0.21672306,0.187070074,0.158295695,
AYRR,,0.000718966,0.000718966,0.000718966,0.000718966,0.000718966,0.000718966,0.000718966,0.000718966,0.000718966,0.000718966,0.000680814,0.000637256,0.000593284,0.000548769,0.000503943,0.000452134,0.000400894,0.000347378,0.000292672,0.000239233,0.000195364,0.000166188,0.000143555,0.000122914,0.000103179,8.72712E-05,7.65628E-05,6.60871E-05,5.59219E-05,
BARKC1,,0.953829747,0.953829747,0.953829747,0.953829747,0.953829747,0.953829747,0.953829747,0.953829747,0.953829747,0.953829747,0.903214591,0.845427524,0.787091412,0.728034678,0.668566159,0.599832493,0.531853765,0.460855285,0.388278298,0.317382765,0.259183914,0.220476188,0.190450248,0.163066591,0.136883971,0.115780025,0.101573466,0.087675745,0.074189808,
