GSP,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Comment
ABTH_1,1.133790987,1.133790987,1.133790987,1.133790987,1.133790987,1.133790987,1.133790987,1.133790987,1.133790987,1.133790987,1.073637132,1.004919536,0.935566539,0.865397704,0.794687737,0.712996702,0.632205123,0.547790471,0.461513874,0.37727011,0.308082967,0.26205253,0.226400304,0.193830353,0.162703159,0.137624037,0.120736984,0.104231035,0.088188144,,
ABHA1,1.815607057,1.815607057,1.815607057,1.815607057,1.815607057,1.815607057,1.815607057,1.815607057,1.815607057,1.815607057,1.719279105,1.609237524,1.498178438,1.385812902,1.272580819,1.141764098,1.012387729,0.877209518,0.739049663,0.604145104,0.49335161,0.419640329,0.362548296,0.310392092,0.260546261,0.22038557,0.193343325,0.167,0.141,,
ACTL_2,0.224319443,0.224319443,0.224319443,0.224319443,0.224319443,0.224319443,0.224319443,0.224319443,0.224319443,0.224319443,0.212418061,0.198822351,0.185100928,0.171218093,0.157228195,0.141065703,0.125081168,0.108379811,0.091310071,0.074642524,0.060953915,0.051846838,0.04479308,0.038349146,0.032190661,0.027228782,0.023887695,0.020622009,0.017447938,,
ALNE_P,0.076690408,0.076690408,0.076690408,0.076690408,0.076690408,0.076690408,0.076690408,0.076690408,0.076690408,0.076690408,0.072621559,0.067973453,0.063282369,0.0585361,0.053753229,0.048227591,0.042762792,0.037052927,0.031217118,0.025518812,0.020838945,0.017725415,0.015313873,0.013110819,0.011005354,0.009308985,0.008166733,0.007050259,0.005965107,,
ALVE1,0.92122435,0.92122435,0.92122435,0.92122435,0.92122435,0.92122435,0.92122435,0.92122435,0.92122435,0.92122435,0.872348326,0.816514116,0.760163634,0.703150269,0.645697225,0.579321877,0.513677353,0.445089021,0.374987827,0.306538344,0.250322621,0.212922112,0.183954076,0.157490439,0.132199068,0.111821857,0.098100841,0.084689479,0.071654358,,
ARBR_P,1.514635552,1.514635552,1.514635552,1.514635552,1.514635552,1.514635552,1.514635552,1.514635552,1.514635552,1.514635552,1.434275796,1.342475706,1.249826782,1.156087977,1.061626272,0.952494918,0.84456515,0.731795306,0.616538083,0.503996528,0.41156917,0.350076939,0.302448999,0.258938681,0.217355748,0.183852458,0.161292981,0.139242623,0.117810866,,
ARMO_P,0.227195333,0.227195333,0.227195333,0.227195333,0.227195333,0.227195333,0.227195333,0.227195333,0.227195333,0.227195333,0.215141369,0.201371356,0.187474017,0.173413197,0.159243941,0.142874238,0.126684773,0.109769296,0.092480712,0.075599479,0.061735375,0.052511541,0.04536735,0.038840802,0.032603362,0.027577869,0.024193947,0.020886394,0.01767163,,
AXMI1,2.035162108,2.035162108,2.035162108,2.035162108,2.035162108,2.035162108,2.035162108,2.035162108,2.035162108,2.035162108,1.927185552,1.803837025,1.679347949,1.55339444,1.426469594,1.279833662,1.134812259,0.983287416,0.82842037,0.677202271,0.553010906,0.470385975,0.406390001,0.347926728,0.292053215,0.247036031,0.216723661,0.187095378,0.158298286,,
AYRR,0.000718973,0.000718973,0.000718973,0.000718973,0.000718973,0.000718973,0.000718973,0.000718973,0.000718973,0.000718973,0.000680827,0.000637251,0.000593272,0.000548776,0.000503937,0.000452134,0.000400901,0.000347371,0.00029266,0.000239239,0.000195365,0.000166176,0.000143568,0.000122914,0.000103175,8.73e-05,7.66e-05,6.61e-05,5.59e-05,,
BARKC1,0.953836946,0.953836946,0.953836946,0.953836946,0.953836946,0.953836946,0.953836946,0.953836946,0.953836946,0.953836946,0.903230644,0.845419827,0.787074461,0.728042745,0.668555785,0.59983066,0.531862231,0.460845778,0.388262907,0.317390219,0.259184382,0.220459844,0.1904663,0.163065815,0.136879095,0.115780503,0.101573744,0.087687601,0.07419102,,
