GSP,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
ABHA1,,,,,,,,,,,,,-0.2,-0.3,-0.7,-1.1,-1.8,-2.7,-3.9,-5.5,-7.5,-10,-13.1,-16.9,-21.4,-26.1,-31.5,-37.7,-44.5,-51.9
ABNE_P,,,,,,,,,,,,,,,-0.1,-0.1,-0.2,-0.2,-0.3,-0.5,-0.7,-0.9,-1.2,-1.5,-1.9,-2.3,-2.8,-3.3,-3.9,-4.6
ABTH_1,,,,,,,,,,,,,-0.1,-0.1,-0.3,-0.5,-0.7,-1.1,-1.6,-2.2,-3,-4.1,-5.3,-6.9,-8.7,-10.6,-12.8,-15.4,-18.1,-21.1
ACTL_2;CBNK_H;GREE_H;PERI_H,,,,,,,,,,,,,,,,,-0.4,-0.4,-0.4,-0.8,-1.2,-1.2,-1.6,-2.4,-2.8,-3.6,-4.4,-5.2,-6,-7.2
ALNE_P,,,,,,,,,,,,,,,,,,-0.1,-0.1,-0.1,-0.2,-0.2,-0.3,-0.4,-0.4,-0.5,-0.7,-0.8,-0.9,-1.1
ALVE1,,,,,,,,,,,,,-0.3,-0.5,-0.9,-1.5,-2.4,-3.6,-5.3,-7.4,-10.2,-13.6,-17.8,-23,-29,-35.5,-42.9,-51.3,-60.6,-70.6
AMEM_1,,,,,,,,,,,,,-0.1,-0.1,-0.2,-0.3,-0.5,-0.8,-1.1,-1.6,-2.2,-2.9,-3.8,-4.9,-6.2,-7.5,-9.1,-10.9,-12.8,-15
ARBR_P,,,,,,,,,,,,,,,,,,-0.1,-0.1,-0.1,-0.2,-0.3,-0.3,-0.4,-0.6,-0.7,-0.8,-1,-1.2,-1.4
ARDK_P;CLAC_P,,,,,,,,,,,,,,,,,,,,,-0.1,-0.1,-0.1,-0.1,-0.2,-0.2,-0.3,-0.3,-0.4,-0.4
ARMO_P,,,,,,,,,,,,,,,,-0.1,-0.1,-0.2,-0.2,-0.3,-0.5,-0.6,-0.8,-1.1,-1.4,-1.7,-2,-2.4,-2.9,-3.3
AXMI1,,,,,,,,,,,,,-0.2,-0.2,-0.5,-0.8,-1.2,-1.8,-2.7,-3.8,-5.2,-6.9,-9.1,-11.7,-14.8,-18.1,-21.8,-26.1,-30.9,-36
AYRR,,,,,,,,,,,,,,,,,,-0.1,-0.1,-0.1,-0.2,-0.2,-0.3,-0.4,-0.5,-0.6,-0.7,-0.9,-1,-1.2
BAGA,,,,,,,,,,,,,-0.1,-0.1,-0.2,-0.3,-0.4,-0.7,-1,-1.4,-1.9,-2.5,-3.3,-4.2,-5.4,-6.6,-7.9,-9.5,-11.2,-13.1
BAIN,,,,,,,,,,,,,,,-0.1,-0.1,-0.1,-0.2,-0.3,-0.4,-0.6,-0.8,-1,-1.3,-1.7,-2,-2.4,-2.9,-3.5,-4
BARKC1;BARKW3,,,,,,,,,,,,,-0.2,-0.2,-0.4,-0.6,-1,-1.4,-2.2,-3,-4.2,-5.6,-7.4,-9.4,-12,-14.6,-17.8,-21.2,-25,-29.2
BEAU_P;ORRI_P,,,,,,,,,,,,,,,,,,,-0.1,-0.1,-0.1,-0.2,-0.2,-0.3,-0.4,-0.5,-0.6,-0.7,-0.8,-1
BEDDT1,,,,,,,,,,,,,-0.1,-0.1,-0.2,-0.3,-0.5,-0.7,-1,-1.4,-1.9,-2.6,-3.4,-4.3,-5.5,-6.7,-8.1,-9.6,-11.4,-13.3
BEDD_1,,,,,,,,,,,,,-0.2,-0.4,-0.7,-1.1,-1.8,-2.7,-3.9,-5.5,-7.5,-10.1,-13.2,-17,-21.5,-26.3,-31.8,-38,-44.9,-52.3
BERB_P;CAIF_P;DALL_P;GLEF_P;KEIT_P,,,,,,,,,,,,,,,,,-0.1,-0.1,-0.1,-0.2,-0.3,-0.4,-0.5,-0.6,-0.8,-1,-1.2,-1.4,-1.7,-2
BERW,,,,,,,,,,,,,,,,-0.1,-0.1,-0.2,-0.3,-0.4,-0.5,-0.7,-1,-1.2,-1.6,-1.9,-2.3,-2.7,-3.2,-3.8
BESW_1,,,,,,,,,,,,,-0.3,-0.5,-1,-1.6,-2.6,-3.8,-5.6,-7.9,-10.8,-14.4,-18.9,-24.4,-30.9,-37.7,-45.6,-54.5,-64.4,-75
BICF_1,,,,,,,,,,,,,-0.1,-0.2,-0.5,-0.7,-1.2,-1.8,-2.6,-3.7,-5,-6.8,-8.9,-11.4,-14.4,-17.6,-21.3,-25.5,-30.1,-35.1
BIRK_1,,,,,,,,,,,,,-0.1,-0.2,-0.4,-0.7,-1.1,-1.7,-2.5,-3.5,-4.8,-6.4,-8.4,-10.8,-13.7,-16.7,-20.2,-24.2,-28.5,-33.3
