GSP,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Comment
AYRR,186.4,181.5,179.0,178.3,176.9,177.1,177.5,179.4,181.7,183.9,188.3,192.9,199.2,205.6,213.2,224.7,237.5,249.8,261.6,271.1,280.1,289.5,297.7,305.2,311.4,312.2,317.9,323.7,329.0,333.4,
BAIN,69.7,68.2,67.6,67.9,67.9,68.9,70.2,72.3,75.1,77.5,81.3,85.3,90.2,95.3,101.0,109.0,117.6,125.7,133.3,139.5,145.4,151.2,156.0,159.8,162.8,162.6,165.3,168.1,170.7,172.8,
BAGA,145.1,141.7,140.4,140.8,140.9,143.0,145.8,150.8,157.6,163.5,172.1,181.5,193.1,205.2,218.6,235.6,252.9,268.9,283.5,295.5,307.0,317.2,324.6,329.1,332.6,331.5,334.0,336.9,339.4,341.1,
BERW,156.7,152.3,149.9,149.1,147.6,147.3,147.2,148.5,150.3,152.2,155.5,159.3,164.6,169.9,176.4,184.5,192.7,200.1,206.9,212.7,218.1,222.8,226.1,228.3,230.5,230.5,232.0,233.4,234.5,235.1,
BIRK_1,941.3,917.2,901.9,896.0,889.0,889.1,893.5,908.2,928.4,945.2,967.3,996.1,1034.5,1074.0,1121.0,1181.4,1241.7,1297.5,1348.1,1389.3,1432.6,1466.9,1491.0,1506.3,1519.3,1535.6,1546.7,1559.3,1570.6,1577.7,
BONN,247.8,241.3,238.0,237.6,236.8,238.9,242.0,248.0,256.3,263.4,274.5,286.5,301.6,317.4,335.0,358.3,382.5,405.2,426.2,443.2,459.4,474.6,486.3,494.5,501.1,500.1,505.5,511.3,516.6,520.6,
BRAP,124.6,121.6,120.3,120.2,119.6,120.1,120.4,121.5,122.4,124.2,127.7,131.4,136.2,141.1,146.8,155.4,165.0,174.1,182.9,189.9,196.5,203.5,209.5,214.8,219.2,219.6,223.7,227.8,231.6,234.7,
BROX,208.7,203.7,201.8,202.1,201.9,204.0,206.8,211.8,218.0,224.4,234.2,244.9,258.2,272.2,287.6,308.1,329.8,350.2,369.1,384.4,398.9,412.8,423.6,431.5,437.8,437.1,442.4,448.0,453.1,457.0,
CAPEA1,1375.9,1338.6,1313.1,1300.1,1284.4,1278.4,1275.4,1284.6,1297.8,1309.6,1328.2,1352.7,1388.8,1424.9,1471.7,1526.8,1580.1,1628.0,1670.4,1706.1,1742.7,1768.0,1782.1,1788.2,1795.8,1807.8,1812.6,1818.5,1822.6,1822.7,
CATY,84.8,82.6,81.6,81.4,81.0,81.6,82.3,84.0,86.2,88.2,91.4,94.9,99.3,103.9,109.1,116.2,123.8,131.0,137.7,143.2,148.3,153.3,157.4,160.6,163.2,163.1,165.3,167.7,169.8,171.5,
CAFA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
CHAP,181.4,176.8,101.4,101.3,100.9,101.7,102.8,105.1,108.3,111.0,115.3,119.9,125.8,132.0,138.9,148.0,157.7,166.7,175.0,181.9,188.4,194.5,199.2,202.7,205.6,205.4,207.7,210.2,212.4,214.0,
CHAS,243.7,236.9,233.2,231.9,229.2,228.4,227.6,228.7,230.3,232.2,236.1,240.7,247.3,253.9,262.3,272.7,283.2,292.6,301.3,308.9,316.0,322.0,326.1,329.1,332.2,332.7,334.7,336.6,337.9,338.5,
Clyde’s Mill,271.2,264.1,260.7,260.2,258.5,259.4,260.7,264.4,269.0,273.1,280.9,289.2,299.9,311.1,323.8,343.1,364.4,384.8,404.3,420.0,434.8,450.3,463.7,475.6,485.3,486.2,495.2,504.3,512.8,519.7,
COAT,235.8,229.6,226.5,226.0,224.5,225.4,226.7,230.2,234.9,238.8,245.9,253.5,263.4,273.6,285.3,302.4,321.2,339.2,356.2,369.9,382.9,396.2,407.5,417.3,425.2,425.8,433.1,440.5,447.4,453.0,
COCK,190.6,185.8,183.7,183.8,183.2,184.8,186.8,190.8,195.8,200.8,208.7,217.3,228.1,239.4,252.0,269.1,287.4,304.6,320.6,333.6,345.8,357.8,367.3,374.6,380.4,380.1,385.1,390.4,395.3,399.1,
CONQA1,1012.4,984.2,965.0,955.1,943.5,941.0,940.0,948.1,959.6,968.8,982.5,1001.5,1028.9,1056.4,1090.4,1120.5,1161.9,1199.9,1234.2,1262.2,1278.7,1299.6,1313.2,1322.0,1330.6,1334.6,1341.5,1349.3,1355.9,1359.7,
COYL,194.7,189.7,187.4,187.3,186.9,189.0,192.1,198.1,206.5,213.6,223.7,235.2,249.3,264.1,280.6,300.6,321.0,339.7,356.7,370.7,383.9,395.4,403.3,407.6,411.0,409.5,411.6,414.1,416.3,417.5,
G_EXTRA_10,117.8,114.4,112.4,111.8,111.2,111.8,112.7,114.6,117.0,119.8,123.6,128.3,134.4,140.8,147.9,158.0,167.9,177.3,185.8,192.7,199.9,206.1,210.9,214.5,217.2,218.3,220.7,223.4,225.9,227.9,
G_EXTRA_11,97.0,94.2,92.5,92.0,91.4,92.0,92.7,94.4,96.4,98.9,102.3,106.4,111.8,117.3,123.6,131.9,140.0,147.5,154.3,159.8,165.5,170.2,173.7,175.8,177.6,178.1,179.4,181.0,182.4,183.5,
