GSP,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
ABHA1,,59.9,64.8,71.2,79.7,97.4,115.1,132.7,150.4,168.1,185.8,204.9,224.0,243.1,262.2,281.3,300.4,319.5,338.6,357.7,377.5,397.3,417.1,436.9,456.7,476.5,496.4,516.2,536.0,555.8,575.6
ABNE_P,,5.3,5.7,6.3,7.0,8.6,10.2,11.7,13.3,14.9,16.4,18.1,19.8,21.5,23.2,24.9,26.6,28.3,30.0,31.6,33.4,35.2,36.9,38.7,40.4,42.2,43.9,45.7,47.4,49.2,50.9
ABTH_1,,12.0,13.0,14.3,16.0,19.5,23.0,26.6,30.1,33.7,37.2,41.0,44.9,48.7,52.5,56.3,60.2,64.0,67.8,71.6,75.6,79.6,83.6,87.5,91.5,95.5,99.4,103.4,107.4,111.3,115.3
ACTL_2,,3.2,3.4,3.8,4.2,5.1,6.1,7.0,7.9,8.9,9.8,10.8,11.8,12.8,13.8,14.8,15.8,16.8,17.8,18.9,19.9,20.9,22.0,23.0,24.1,25.1,26.2,27.2,28.2,29.3,30.3
ALNE_P,,2.0,2.1,2.3,2.6,3.2,3.8,4.4,4.9,5.5,6.1,6.7,7.4,8.0,8.6,9.2,9.9,10.5,11.1,11.7,12.4,13.0,13.7,14.3,15.0,15.6,16.3,16.9,17.6,18.2,18.9
ALVE1,,51.6,55.9,61.4,68.7,83.9,99.2,114.4,129.7,144.9,160.2,176.6,193.1,209.6,226.0,242.5,258.9,275.4,291.9,308.3,325.4,342.5,359.6,376.6,393.7,410.8,427.9,444.9,462.0,479.1,496.2
AMEM_1,,5.8,6.3,6.9,7.7,9.4,11.1,12.8,14.5,16.2,17.9,19.8,21.6,23.4,25.3,27.1,29.0,30.8,32.6,34.5,36.4,38.3,40.2,42.1,44.0,45.9,47.9,49.8,51.7,53.6,55.5
ARBR_P,,5.2,5.6,6.2,6.9,8.5,10.0,11.6,13.1,14.6,16.2,17.9,19.5,21.2,22.8,24.5,26.2,27.8,29.5,31.2,32.9,34.6,36.3,38.1,39.8,41.5,43.2,45.0,46.7,48.4,50.1
ARMO_P,,1.3,1.4,1.6,1.8,2.2,2.6,2.9,3.3,3.7,4.1,4.5,5.0,5.4,5.8,6.2,6.7,7.1,7.5,7.9,8.4,8.8,9.2,9.7,10.1,10.6,11.0,11.4,11.9,12.3,12.8
AXMI1,,29.7,32.1,35.3,39.5,48.3,57.0,65.8,74.6,83.3,92.1,101.6,111.1,120.5,130.0,139.5,148.9,158.4,167.9,177.3,187.2,197.0,206.8,216.6,226.4,236.3,246.1,255.9,265.7,275.6,285.4
AYRR,,1.3,1.4,1.5,1.7,2.1,2.4,2.8,3.2,3.6,4.0,4.4,4.8,5.2,5.6,6.0,6.4,6.8,7.2,7.6,8.0,8.4,8.9,9.3,9.7,10.1,10.6,11.0,11.4,11.8,12.2
BAGA,,3.5,3.8,4.2,4.7,5.7,6.7,7.8,8.8,9.8,10.9,12.0,13.1,14.2,15.3,16.5,17.6,18.7,19.8,20.9,22.1,23.2,24.4,25.6,26.7,27.9,29.0,30.2,31.3,32.5,33.7
BAIN,,1.0,1.1,1.2,1.4,1.7,2.0,2.3,2.6,2.9,3.2,3.5,3.8,4.2,4.5,4.8,5.2,5.5,5.8,6.1,6.5,6.8,7.2,7.5,7.8,8.2,8.5,8.9,9.2,9.5,9.9
BARKC1,,11.5,12.5,13.7,15.3,18.7,22.1,25.5,28.9,32.3,35.7,39.4,43.0,46.7,50.4,54.0,57.7,61.4,65.0,68.7,72.5,76.3,80.1,83.9,87.7,91.5,95.3,99.1,103.0,106.8,110.6
BEAU_P,,3.2,3.4,3.8,4.2,5.2,6.1,7.0,8.0,8.9,9.9,10.9,11.9,12.9,13.9,14.9,16.0,17.0,18.0,19.0,20.0,21.1,22.2,23.2,24.3,25.3,26.4,27.4,28.5,29.5,30.6
BEDDT1,,3.3,3.6,3.9,4.4,5.4,6.4,7.3,8.3,9.3,10.3,11.3,12.4,13.5,14.5,15.6,16.6,17.7,18.7,19.8,20.9,22.0,23.1,24.2,25.3,26.4,27.5,28.6,29.7,30.8,31.8
BEDD_1,,14.1,15.3,16.8,18.8,22.9,27.1,31.3,35.4,39.6,43.8,48.3,52.8,57.3,61.8,66.3,70.8,75.3,79.8,84.3,89.0,93.6,98.3,103.0,107.6,112.3,117.0,121.6,126.3,131.0,135.6
BERW,,4.4,4.8,5.3,5.9,7.2,8.5,9.8,11.1,12.4,13.7,15.1,16.5,17.9,19.3,20.7,22.2,23.6,25.0,26.4,27.8,29.3,30.8,32.2,33.7,35.1,36.6,38.1,39.5,41.0,42.5
BESW_1,,19.3,20.9,22.9,25.7,31.4,37.0,42.7,48.4,54.1,59.8,66.0,72.1,78.3,84.4,90.6,96.7,102.9,109.0,115.2,121.6,127.9,134.3,140.7,147.1,153.5,159.8,166.2,172.6,179.0,185.3
