GSP,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
ABHA1,4142.8,4205.8,4268.7,4331.7,4394.6,4457.5,4520.5,4583.4,4646.3,4709.2,4772.2,4835.1,4898.0,4961.0,5023.9,5086.6,5149.4,5212.3,5275.2,5338.2,5401.2,5464.4,5527.3,5590.3,5653.2,5716.1,5779.0,5842.0,5904.9,5967.8
ABNE_P,398.0,404.0,410.1,416.1,422.2,428.2,434.3,440.3,446.4,452.4,458.5,464.5,470.5,476.6,482.6,488.6,494.7,500.7,506.8,512.8,518.9,524.9,531.0,537.0,543.1,549.1,555.1,561.2,567.3,573.3
ABTH_1,3086.7,3133.6,3180.5,3227.4,3274.3,3321.1,3368.0,3414.9,3461.8,3508.7,3555.6,3602.5,3649.4,3696.2,3743.1,3789.9,3836.6,3883.5,3930.4,3977.3,4024.3,4071.3,4118.2,4165.1,4212.0,4258.9,4305.8,4352.7,4399.5,4446.4
ACTL_2;CBNK_H;GREE_H;PERI_H,1977.7,2008.0,2038.1000000000001,2067.9,2098.1000000000004,2128.2,2158.0,2188.3,2218.2,2248.2,2278.3999999999996,2308.4,2338.5,2368.3999999999996,2398.3999999999996,2428.5,2458.4000000000005,2488.6000000000004,2518.5,2548.5,2578.7,2608.7999999999997,2638.7999999999997,2668.9,2699.0,2729.0000000000005,2759.0000000000005,2789.2999999999997,2819.2,2849.2
ACTL_C;WISD_1;WISD_6,6068.4,6160.8,6252.9,6345.1,6437.3,6529.5,6621.7,6713.8,6805.9,6898.299999999999,6990.4,7082.6,7174.8,7266.9,7359.1,7451.099999999999,7543.0,7635.1,7727.200000000001,7819.4,7912.0,8004.400000000001,8096.5,8188.799999999999,8280.8,8373.1,8465.2,8557.5,8649.7,8741.9
ALNE_P,335.2,340.3,345.4,350.5,355.6,360.7,365.8,370.9,376.0,381.1,386.1,391.2,396.4,401.4,406.5,411.6,416.7,421.8,426.9,431.9,437.1,442.2,447.3,452.4,457.4,462.5,467.6,472.8,477.8,482.9
ALST_3;USKM_1,3901.0,3960.2999999999997,4019.6,4078.7999999999997,4138.1,4197.400000000001,4256.6,4315.9,4375.2,4434.4,4493.7,4552.900000000001,4612.2,4671.400000000001,4730.7,4789.7,4848.8,4908.1,4967.400000000001,5026.599999999999,5086.0,5145.5,5204.7,5264.0,5323.299999999999,5382.599999999999,5441.8,5501.0,5560.2,5619.599999999999
ALVE1,3829.0,3887.3,3945.4,4003.6,4061.8,4119.9,4178.1,4236.3,4294.4,4352.6,4410.7,4468.9,4527.1,4585.2,4643.4,4701.4,4759.4,4817.5,4875.7,4933.9,4992.2,5050.5,5108.7,5166.9,5225.0,5283.2,5341.4,5399.5,5457.7,5515.8
AMEM_1,1093.3,1110.0,1126.6,1143.2,1159.8,1176.4,1193.0,1209.6,1226.2,1242.8,1259.4,1276.0,1292.6,1309.3,1325.9,1342.4,1359.0,1375.6,1392.2,1408.8,1425.4,1442.1,1458.7,1475.3,1491.9,1508.5,1525.1,1541.8,1558.4,1575.0
ARBR_P,364.0,369.5,375.0,380.5,386.1,391.6,397.1,402.6,408.2,413.7,419.2,424.8,430.3,435.8,441.4,446.8,452.4,457.9,463.4,468.9,474.5,480.0,485.6,491.1,496.6,502.1,507.7,513.2,518.7,524.3
