GSP,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
ABHA1,,1.4,1.8,2.1,2.3,2.5,2.7,2.9,3.1,3.3,3.5,3.7,4.1,4.5,5.0,5.5,6.0,6.6,7.2,7.9,8.7,9.5,10.4,11.4,12.4,13.6,14.9,16.2,17.6,19.1,20.6
ABNE_P,,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.5,0.6
ABTH_1,,0.2,0.3,0.4,0.5,0.6,0.7,0.9,1.0,1.1,1.3,1.5,1.6,1.8,2.0,2.2,2.4,2.6,2.9,3.1,3.4,3.8,4.1,4.5,4.9,5.4,5.9,6.4,7.0,7.6,8.2
ACTL_2,,0.0,0.0,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.4,0.4,0.5,0.5,0.6,0.6,0.7,0.7,0.8,0.9,1.0,1.1,1.2,1.3,1.4,1.5,1.7,1.8,2.0,2.2,2.3
ACTL_C,,0.1,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALNE_P,,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.6,0.6,0.7,0.8,0.8
ALST_3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALVE1,,0.9,1.1,1.3,1.4,1.5,1.6,1.7,1.8,1.9,2.0,2.1,2.3,2.5,2.8,3.0,3.3,3.6,4.0,4.4,4.8,5.3,5.8,6.3,6.9,7.5,8.2,9.0,9.8,10.6,11.4
AMEM_1,,0.4,0.5,0.6,0.8,1.0,1.2,1.4,1.6,1.8,2.0,2.3,2.5,2.8,3.0,3.3,3.7,4.0,4.4,4.8,5.3,5.8,6.3,7.0,7.6,8.3,9.1,9.9,10.8,11.7,12.6
ARBR_P,,0.0,0.0,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.6,0.6,0.7,0.7,0.8,0.9,1.0,1.1,1.2,1.3,1.4,1.5,1.6
