GSP,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
ABHA1,,127556.6,128074.8,128592.5,129110.3,129628.6,130146.4,130663.0,131180.2,131698.7,132215.9,132733.6,133250.6,133769.7,134287.3,134805.6,135369.5,135889.1,136406.9,136928.3,137449.7,137974.3,138501.9,139029.9,139559.6,140087.9,140615.3,141138.7,141665.5,142194.7,142719.5
ABNE_P,,23666.7,23764.1,23862.1,23958.7,24055.3,24151.3,24247.0,24344.6,24440.0,24537.7,24633.9,24731.2,24827.9,24923.2,25020.9,25124.4,25222.0,25318.3,25416.9,25514.5,25610.8,25709.6,25808.3,25906.2,26006.8,26105.1,26201.0,26299.1,26395.8,26496.0
ABTH_1,,146433.4,147029.1,147622.2,148217.1,148811.9,149405.9,149999.8,150593.4,151187.8,151783.4,152378.2,152971.7,153566.3,154159.6,154754.6,155401.4,155998.1,156596.6,157191.4,157790.9,158392.1,159000.3,159607.3,160212.1,160820.3,161424.5,162026.7,162632.2,163237.2,163843.2
ACTL_2,,10156.7,10197.0,10238.5,10279.8,10322.2,10363.4,10404.5,10446.1,10487.0,10528.2,10567.8,10610.0,10651.4,10692.1,10732.8,10777.4,10818.7,10861.3,10902.3,10944.8,10985.8,11028.0,11071.3,11111.6,11155.7,11197.5,11237.8,11279.4,11320.9,11364.7
ACTL_C,,18071.7,18145.7,18219.6,18292.3,18364.5,18437.8,18512.2,18584.9,18659.0,18731.1,18806.3,18879.2,18952.6,19025.6,19097.8,19177.6,19251.2,19324.7,19401.0,19474.8,19546.6,19622.1,19698.7,19773.0,19847.8,19923.5,19994.9,20072.4,20144.2,20221.5
ALNE_P,,11099.2,11144.6,11191.2,11235.1,11280.7,11327.0,11370.9,11415.9,11462.4,11506.7,11553.4,11597.7,11642.0,11688.7,11734.8,11784.2,11827.3,11872.7,11920.0,11964.9,12011.3,12058.6,12103.8,12149.8,12197.3,12241.4,12286.9,12333.6,12379.8,12425.0
ALST_3,,803.6,806.9,810.2,812.7,816.8,819.6,822.5,826.1,830.2,832.0,836.1,839.6,841.7,844.2,848.6,851.7,855.2,859.6,862.1,866.4,868.4,873.4,875.8,879.6,881.6,885.7,890.1,891.3,895.3,899.0
ALVE1,,99597.0,100001.5,100405.1,100808.4,101213.5,101617.0,102021.8,102426.1,102830.2,103233.9,103638.3,104043.6,104447.1,104852.6,105254.6,105696.7,106102.5,106508.2,106914.2,107320.8,107730.4,108142.9,108555.8,108968.2,109380.2,109792.5,110202.8,110611.8,111026.0,111437.0
AMEM_1,,41901.6,42072.2,42242.2,42412.4,42580.9,42751.1,42921.7,43092.2,43261.6,43432.9,43601.0,43772.3,43941.3,44113.3,44282.0,44467.2,44639.6,44808.0,44978.9,45151.4,45323.0,45497.7,45669.7,45843.7,46017.7,46190.0,46364.1,46537.5,46709.8,46881.9
ARBR_P,,14615.7,14675.3,14735.2,14795.6,14854.6,14913.4,14973.5,15033.1,15093.2,15152.2,15212.7,15270.8,15330.4,15392.3,15451.0,15516.5,15575.6,15636.0,15696.0,15754.8,15816.1,15878.2,15938.2,16000.3,16058.8,16119.0,16180.7,16239.9,16300.6,16362.0
