GSP,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
ABHA1,,3.5,4.6,5.5,6.3,7.1,8.2,9.7,11.5,13.5,15.8,18.3,21.0,24.1,27.5,31.1,35.1,39.3,43.7,48.4,53.2,58.1,63.1,68.0,73.0,78.0,82.8,87.7,91.6,95.0,98.3
ABNE_P,,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.4,0.4,0.5,0.6,0.7,0.8,0.9,1.0,1.1,1.2,1.4,1.5,1.6,1.8,1.9,2.1,2.2,2.3,2.5,2.6,2.7,2.8
ABTH_1,,0.6,0.9,1.4,1.9,2.5,3.2,3.8,4.6,5.4,6.3,7.2,8.3,9.6,10.9,12.4,13.9,15.6,17.4,19.2,21.1,23.1,25.0,27.0,29.0,31.0,32.9,34.8,36.4,37.7,39.0
ACTL_2,,0.1,0.2,0.3,0.5,0.7,0.9,1.1,1.3,1.5,1.8,2.1,2.4,2.7,3.1,3.5,4.0,4.4,4.9,5.5,6.0,6.6,7.1,7.7,8.2,8.8,9.3,9.9,10.3,10.7,11.1
ACTL_C,,0.3,0.3,0.3,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALNE_P,,0.0,0.1,0.1,0.2,0.2,0.3,0.4,0.5,0.5,0.6,0.7,0.8,1.0,1.1,1.2,1.4,1.6,1.7,1.9,2.1,2.3,2.5,2.7,2.9,3.1,3.3,3.5,3.6,3.8,3.9
ALST_3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALVE1,,2.2,2.8,3.3,3.7,4.1,4.6,5.4,6.4,7.5,8.7,10.1,11.7,13.4,15.2,17.3,19.4,21.8,24.3,26.8,29.5,32.2,35.0,37.7,40.5,43.2,45.9,48.6,50.8,52.7,54.5
AMEM_1,,1.0,1.6,2.3,3.0,3.9,4.9,5.9,7.0,8.3,9.6,11.2,12.9,14.7,16.8,19.0,21.4,24.0,26.7,29.6,32.5,35.5,38.5,41.6,44.6,47.7,50.6,53.6,56.0,58.1,60.1
ARBR_P,,0.1,0.1,0.2,0.4,0.5,0.6,0.8,0.9,1.1,1.2,1.4,1.6,1.9,2.1,2.4,2.7,3.1,3.4,3.8,4.2,4.5,4.9,5.3,5.7,6.1,6.5,6.8,7.2,7.4,7.7
ARDK_P,,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.6,0.6,0.6
ARMO_P,,0.1,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,1.0,1.1,1.3,1.5,1.7,1.9,2.1,2.4,2.7,2.9,3.2,3.5,3.8,4.1,4.4,4.7,5.0,5.3,5.6,5.8,6.0
AXMI1,,0.7,1.2,1.8,2.4,3.2,3.9,4.8,5.7,6.7,7.8,9.0,10.4,11.9,13.6,15.4,17.3,19.4,21.6,23.9,26.3,28.7,31.1,33.6,36.1,38.5,40.9,43.3,45.2,46.9,48.5
AYRR,,0.2,0.4,0.5,0.7,0.9,1.1,1.4,1.6,1.9,2.3,2.6,3.0,3.5,3.9,4.5,5.0,5.6,6.3,6.9,7.6,8.3,9.1,9.8,10.5,11.2,11.9,12.6,13.1,13.6,14.1
BAGA,,0.2,0.3,0.5,0.7,1.0,1.2,1.5,1.8,2.1,2.5,2.9,3.3,3.8,4.3,4.9,5.5,6.1,6.8,7.6,8.3,9.1,9.9,10.6,11.4,12.2,13.0,13.7,14.3,14.9,15.4
BAIN,,0.2,0.3,0.5,0.7,0.9,1.1,1.4,1.7,2.0,2.3,2.6,3.0,3.5,4.0,4.5,5.1,5.7,6.3,7.0,7.7,8.4,9.1,9.9,10.6,11.3,12.0,12.7,13.3,13.8,14.2
BARKC1,,1.1,1.5,1.8,2.1,2.4,2.7,3.2,3.8,4.5,5.3,6.1,7.0,8.0,9.2,10.4,11.7,13.1,14.6,16.1,17.7,19.4,21.0,22.7,24.4,26.0,27.6,29.2,30.5,31.7,32.8
BARKW3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BEAU_P,,0.1,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.9,1.0,1.2,1.4,1.6,1.8,2.0,2.3,2.5,2.8,3.1,3.4,3.8,4.1,4.4,4.7,5.0,5.4,5.7,5.9,6.1,6.3
BEDDT1,,3.0,3.6,3.9,4.0,4.1,4.4,5.0,5.9,7.0,8.2,9.5,10.9,12.5,14.2,16.1,18.2,20.3,22.7,25.1,27.6,30.1,32.7,35.2,37.8,40.4,42.9,45.4,47.4,49.2,50.9
BEDD_1,,0.7,2.1,3.9,6.1,8.6,11.3,13.8,16.4,19.3,22.6,26.1,30.1,34.5,39.3,44.5,50.2,56.2,62.6,69.3,76.2,83.2,90.3,97.4,104.6,111.7,118.6,125.5,131.1,136.1,140.7
BERB_P,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BERW,,0.1,0.1,0.2,0.3,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.1,1.2,1.4,1.6,1.8,2.0,2.2,2.5,2.7,3.0,3.2,3.5,3.7,4.0,4.3,4.5,4.7,4.9,5.0
BESW_1,,1.9,2.7,3.5,4.4,5.4,6.5,7.7,9.2,10.8,12.6,14.6,16.9,19.3,22.0,24.9,28.1,31.5,35.1,38.8,42.6,46.6,50.5,54.5,58.5,62.5,66.4,70.3,73.4,76.2,78.8
BICF_1,,0.9,1.2,1.6,1.9,2.3,2.8,3.3,4.0,4.7,5.5,6.3,7.3,8.3,9.5,10.8,12.1,13.6,15.1,16.7,18.4,20.1,21.8,23.5,25.3,27.0,28.7,30.3,31.7,32.9,34.0
