GSP,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
ABNE_P,,10.0,10.1,10.3,10.8,11.2,11.7,12.2,12.7,13.3,13.8,14.4,15.0,15.6,16.2,16.9,17.5,18.2,18.9,19.7,20.8,21.9,23.0,24.1,25.2,26.3,27.3,28.3,29.4,30.5,31.7
ALNE_P,,4.6,4.7,4.8,5.0,5.2,5.4,5.6,5.9,6.1,6.4,6.6,6.9,7.2,7.5,7.8,8.1,8.4,8.7,9.1,9.6,10.1,10.6,11.1,11.7,12.2,12.6,13.1,13.6,14.1,14.6
ALVE1,,97.3,98.1,99.8,105.1,111.3,118.4,126.0,134.0,142.5,151.6,161.3,171.5,182.4,194.0,206.3,219.5,233.4,248.2,263.9,279.2,294.0,308.9,323.7,338.4,353.0,366.4,380.3,394.8,409.8,425.4
AMEM_1,,2.0,2.1,2.1,2.2,2.3,2.5,2.7,2.8,3.0,3.2,3.4,3.6,3.8,4.1,4.3,4.6,4.9,5.2,5.6,5.9,6.2,6.5,6.8,7.1,7.4,7.7,8.0,8.3,8.6,9.0
ARDK_P,,177.0,177.0,212.0,212.0,212.0,251.1,251.1,298.7,348.7,348.7,398.7,398.7,398.7,398.7,398.7,398.7,398.7,398.7,398.7,398.7,398.7,398.7,398.7,398.7,398.7,398.7,398.7,398.7,398.7,398.7
ARMO_P,,26.6,26.8,27.3,28.8,29.8,31.1,32.4,33.8,35.2,36.6,38.2,39.7,41.3,43.0,44.7,46.5,48.3,50.2,52.2,55.2,58.1,61.0,64.0,66.9,69.8,72.4,75.2,78.0,81.0,84.1
AYRR,,609.2,609.2,641.4,641.4,773.6,823.6,890.8,890.8,890.8,940.7,940.7,940.7,940.7,940.7,940.7,940.7,940.7,940.7,940.7,940.7,940.7,940.7,940.7,940.7,940.7,940.7,940.7,940.7,940.7,940.7
BAGA,,48.9,49.3,50.2,52.8,54.8,57.1,59.6,62.1,64.6,67.3,70.1,73.0,75.9,79.0,82.1,85.4,88.8,92.2,95.8,101.4,106.7,112.1,117.5,122.9,128.1,133.0,138.1,143.3,148.8,154.4
BAIN,,2.4,2.4,2.5,2.6,2.7,2.8,2.9,3.1,3.2,3.3,3.5,3.6,3.8,3.9,4.1,4.2,4.4,4.6,4.7,5.0,5.3,5.5,5.8,6.1,6.3,6.6,6.8,7.1,7.4,7.6
BARKC1,,4.9,5.0,5.0,5.3,5.6,6.0,6.4,6.8,7.2,7.7,8.2,8.7,9.2,9.8,10.4,11.1,11.8,12.5,13.3,14.1,14.9,15.6,16.4,17.1,17.8,18.5,19.2,20.0,20.7,21.5
BERW,,99.7,100.5,102.3,107.7,111.8,116.5,121.4,126.5,131.8,137.3,142.9,148.8,154.8,161.1,167.5,174.2,181.0,188.1,195.4,206.7,217.7,228.7,239.6,250.5,261.3,271.2,281.5,292.2,303.3,314.9
BICF_1,,55.5,56.0,57.0,60.0,63.5,67.6,71.9,76.5,81.4,86.5,92.0,97.9,104.1,110.8,117.8,125.3,133.2,141.7,150.7,159.4,167.8,176.3,184.8,193.2,201.5,209.2,217.1,225.4,233.9,242.8
BLYTB1,,23.0,23.1,23.6,24.8,26.3,27.9,29.7,31.6,33.6,35.8,38.0,40.5,43.0,45.8,48.7,51.8,55.1,58.6,62.3,65.9,69.4,72.9,76.4,79.8,83.3,86.4,89.7,93.1,96.7,100.3
BLYTH132,,132.9,134.0,136.4,143.6,152.0,161.7,172.1,183.0,194.7,207.1,220.3,234.3,249.2,265.0,281.9,299.8,318.8,339.0,360.5,381.4,401.7,421.9,442.2,462.3,482.2,500.5,519.5,539.3,559.8,581.0
BONN,,13.6,13.7,14.0,14.7,15.3,15.9,16.6,17.3,18.0,18.7,19.5,20.3,21.1,22.0,22.9,23.8,24.7,25.7,26.7,28.2,29.7,31.2,32.7,34.2,35.7,37.0,38.4,39.9,41.4,43.0
BRAI_1,,21.0,21.2,21.6,22.7,24.0,25.6,27.2,28.9,30.8,32.7,34.8,37.0,39.4,41.9,44.6,47.4,50.4,53.6,57.0,60.3,63.5,66.7,69.9,73.1,76.2,79.1,82.1,85.2,88.5,91.8
BRAW_1,,18.4,18.6,18.9,19.9,21.1,22.4,23.9,25.4,27.0,28.7,30.6,32.5,34.6,36.8,39.1,41.6,44.2,47.1,50.0,52.9,55.7,58.6,61.4,64.2,66.9,69.5,72.1,74.8,77.7,80.6
BRFO_1,,15.6,15.8,16.0,16.9,17.9,19.0,20.2,21.5,22.9,24.3,25.9,27.5,29.3,31.2,33.1,35.2,37.5,39.9,42.4,44.8,47.2,49.6,52.0,54.4,56.7,58.8,61.1,63.4,65.8,68.3
BURM_1,,26.6,26.9,27.3,28.8,30.5,32.4,34.5,36.7,39.0,41.5,44.2,47.0,50.0,53.1,56.5,60.1,63.9,68.0,72.3,76.5,80.5,84.6,88.6,92.7,96.7,100.3,104.1,108.1,112.2,116.5
BUSH_1,,4.1,4.1,4.2,4.4,4.7,5.0,5.3,5.6,6.0,6.4,6.8,7.2,7.7,8.2,8.7,9.2,9.8,10.5,11.1,11.8,12.4,13.0,13.6,14.3,14.9,15.4,16.0,16.6,17.3,17.9
CAAD_P,,7.0,7.0,7.1,7.5,7.8,8.1,8.5,8.8,9.2,9.6,10.0,10.4,10.8,11.2,11.7,12.2,12.6,13.1,13.6,14.4,15.2,16.0,16.7,17.5,18.2,18.9,19.6,20.4,21.2,22.0
CAIF_P,,151.4,151.4,151.4,188.4,188.4,188.4,188.4,188.4,188.4,188.4,188.4,188.4,188.4,188.4,188.4,188.4,188.4,188.4,188.4,188.4,188.4,188.4,188.4,188.4,188.4,188.4,188.4,188.4,188.4,188.4
