GSP,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
ABHA1,-5.001,-3.889,-3.921,-7.807,-8.595,-3.989,-3.985,-3.971,-3.953,-3.983,-4.094,-4.368,-4.958,-5.713,-6.166,-6.523,-6.822,-7.14,-7.557,-8.059,-8.557,-9.149,-9.778,-10.255,-10.637,-11.009,-11.392,-11.803,-12.251,-12.766
ABNE_P,-0.806,-0.624,-0.627,-1.246,-1.369,-0.634,-0.632,-0.628,-0.624,-0.627,-0.644,-0.686,-0.778,-0.896,-0.966,-1.022,-1.07,-1.121,-1.188,-1.269,-1.349,-1.445,-1.546,-1.625,-1.689,-1.752,-1.818,-1.889,-1.967,-2.056
ABTH_1,-3.726,-2.897,-2.921,-5.817,-6.404,-2.972,-2.969,-2.959,-2.946,-2.967,-3.05,-3.254,-3.694,-4.257,-4.594,-4.86,-5.083,-5.32,-5.63,-6.004,-6.375,-6.816,-7.285,-7.641,-7.925,-8.202,-8.488,-8.794,-9.128,-9.512
ACTL_2;CBNK_H;GREE_H;PERI_H,-2.388,-1.856,-1.8710000000000002,-3.7270000000000003,-4.103,-1.9049999999999998,-1.903,-1.896,-1.888,-1.901,-1.9560000000000002,-2.085,-2.3680000000000003,-2.7279999999999998,-2.944,-3.114,-3.258,-3.409,-3.608,-3.848,-4.085999999999999,-4.368,-4.668,-4.896,-5.078,-5.256,-5.439,-5.635,-5.849,-6.095
ACTL_C;WISD_1;WISD_6,-7.324999999999999,-5.696,-5.743,-11.436,-12.59,-5.843,-5.837999999999999,-5.817,-5.791,-5.833,-5.997,-6.398000000000001,-7.263,-8.369,-9.032,-9.555,-9.991999999999999,-10.459000000000001,-11.068999999999999,-11.805,-12.532999999999998,-13.401,-14.323,-15.023000000000001,-15.582,-16.126,-16.688,-17.29,-17.945,-18.7
ALNE_P,-0.679,-0.526,-0.528,-1.05,-1.153,-0.534,-0.532,-0.529,-0.525,-0.528,-0.542,-0.578,-0.655,-0.754,-0.814,-0.861,-0.901,-0.944,-1.001,-1.069,-1.137,-1.217,-1.303,-1.369,-1.423,-1.476,-1.531,-1.591,-1.656,-1.732
ALST_3;USKM_1,-4.709,-3.662,-3.6919999999999997,-7.351,-8.093,-3.757,-3.753,-3.74,-3.722,-3.7510000000000003,-3.855,-4.1129999999999995,-4.669,-5.38,-5.806,-6.142,-6.424,-6.723000000000001,-7.115,-7.589,-8.056999999999999,-8.614999999999998,-9.208,-9.657,-10.016,-10.366,-10.727,-11.113999999999999,-11.536,-12.022
ALVE1,-4.622,-3.594,-3.624,-7.216,-7.944,-3.687,-3.683,-3.67,-3.654,-3.681,-3.784,-4.037,-4.583,-5.28,-5.699,-6.029,-6.305,-6.599,-6.984,-7.448,-7.908,-8.456,-9.038,-9.479,-9.831,-10.175,-10.53,-10.909,-11.323,-11.799
AMEM_1,-1.32,-1.026,-1.035,-2.06,-2.268,-1.053,-1.052,-1.048,-1.043,-1.051,-1.08,-1.153,-1.309,-1.508,-1.627,-1.721,-1.8,-1.884,-1.994,-2.127,-2.258,-2.414,-2.581,-2.706,-2.807,-2.905,-3.007,-3.115,-3.233,-3.369
ARBR_P,-0.737,-0.571,-0.573,-1.14,-1.252,-0.58,-0.578,-0.574,-0.57,-0.574,-0.589,-0.628,-0.711,-0.819,-0.884,-0.935,-0.978,-1.025,-1.086,-1.161,-1.234,-1.321,-1.414,-1.486,-1.545,-1.602,-1.662,-1.727,-1.798,-1.88
