GSP,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
ABHA1,,114.5,348.2,576.1,812.4,1060.1,1148.6,1425.7,1703.1,1984.3,2269.3,2372.7,2633.2,2887.8,3140.6,3391.5,3573.6,3770.8,3971.2,4166.4,4353.7,4484.7,4604.3,4723.4,4838.3,4949.3,5071.9,5178.0,5287.6,5400.9,5514.5
ABNE_P,,5.8,17.7,29.3,41.3,54.0,67.9,84.4,100.7,117.4,134.2,145.4,161.4,177.0,192.5,207.9,222.9,235.2,247.7,259.9,271.5,275.1,282.4,289.8,296.8,303.6,309.7,316.2,322.9,329.8,336.7
ABTH_1,,25.1,76.3,126.2,177.9,232.2,316.1,392.4,468.7,546.1,624.6,775.5,860.6,943.8,1026.4,1108.4,1242.1,1310.7,1380.4,1448.2,1513.3,1624.1,1667.4,1710.5,1752.1,1792.3,1841.5,1880.0,1919.8,1960.9,2002.1
ACTL_2,,6.7,20.3,33.6,47.4,61.8,75.5,93.7,111.9,130.4,149.1,158.9,176.4,193.4,210.4,227.2,239.6,252.8,266.2,279.3,291.9,297.3,305.2,313.1,320.8,328.1,335.8,342.8,350.1,357.6,365.1
ACTL_C,,11.6,35.2,58.3,82.2,107.2,131.0,162.6,194.2,226.3,258.8,275.8,306.0,335.6,365.0,394.1,415.6,438.6,461.9,484.6,506.4,515.8,529.6,543.3,556.5,569.2,582.5,594.7,607.3,620.3,633.4
ALNE_P,,3.9,11.9,19.7,27.8,36.3,35.0,43.4,51.8,60.4,69.1,67.7,75.1,82.4,89.6,96.7,97.2,102.6,108.0,113.4,118.5,119.3,122.5,125.6,128.7,131.6,134.8,137.6,140.5,143.5,146.5
ALST_3,,1.5,4.5,7.4,10.4,13.6,18.5,23.0,27.5,32.0,36.6,45.4,50.4,55.3,60.1,65.0,72.8,76.8,80.9,84.9,88.7,95.2,97.7,100.2,102.7,105.0,107.9,110.2,112.5,114.9,117.3
ALVE1,,78.0,237.1,392.3,553.2,721.8,782.2,970.8,1159.7,1351.1,1545.3,1615.7,1793.1,1966.4,2138.5,2309.4,2433.4,2567.6,2704.1,2837.1,2964.6,3053.8,3135.2,3216.3,3294.6,3370.2,3453.6,3525.9,3600.5,3677.7,3755.0
AMEM_1,,55.1,167.6,277.3,391.0,510.1,637.8,791.6,945.6,1101.7,1260.0,1415.8,1571.2,1723.1,1874.0,2023.7,2221.9,2344.4,2469.1,2590.5,2706.9,2820.5,2895.7,2970.6,3042.9,3112.7,3189.2,3255.9,3324.8,3396.1,3467.5
ARBR_P,,10.1,30.7,50.8,71.7,93.6,117.8,146.3,174.8,203.6,232.9,252.3,280.0,307.0,333.9,360.6,386.7,408.0,429.7,450.8,471.1,477.2,490.0,502.6,514.9,526.7,537.3,548.5,560.2,572.2,584.2
ARDK_P,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARMO_P,,6.9,21.1,34.9,49.1,64.1,73.7,91.5,109.3,127.3,145.6,153.0,169.8,186.3,202.6,218.8,230.4,243.1,256.0,268.6,280.7,283.8,291.4,298.9,306.2,313.2,319.7,326.4,333.3,340.5,347.6
AXMI1,,61.9,188.4,311.7,439.5,573.5,662.1,821.7,981.7,1143.7,1308.0,1435.8,1593.5,1747.5,1900.5,2052.4,2232.7,2355.8,2481.1,2603.0,2720.1,2839.2,2914.9,2990.3,3063.1,3133.4,3211.6,3278.8,3348.2,3420.0,3491.9
AYRR,,13.2,40.1,66.4,93.6,122.2,157.3,195.3,233.3,271.9,310.9,341.1,378.6,415.2,451.5,487.6,525.9,554.9,584.4,613.1,640.7,650.6,668.0,685.3,701.9,718.0,732.5,747.8,763.6,780.0,796.4
BAGA,,10.9,33.1,54.7,77.1,100.7,130.2,161.6,193.0,224.9,257.2,282.2,313.2,343.5,373.6,403.4,435.3,459.3,483.8,507.5,530.3,538.5,552.9,567.2,581.0,594.3,606.3,619.0,632.1,645.6,659.2
BAIN,,7.3,22.1,36.6,51.6,67.3,87.1,108.0,129.1,150.4,172.0,188.7,209.4,229.7,249.8,269.8,291.1,307.2,323.5,339.4,354.7,360.1,369.7,379.3,388.5,397.4,405.4,413.9,422.7,431.7,440.8
BARKC1,,29.4,89.5,148.1,208.9,272.5,340.6,422.8,505.1,588.4,673.0,742.2,823.7,903.4,982.4,1060.9,1147.0,1210.3,1274.6,1337.2,1397.4,1437.5,1475.9,1514.0,1550.9,1586.5,1624.9,1658.9,1694.0,1730.3,1766.7
BARKW3,,41.2,125.3,207.3,292.4,381.5,476.8,591.9,707.0,823.7,942.1,1039.0,1153.1,1264.5,1375.3,1485.1,1605.6,1694.2,1784.2,1871.9,1956.1,2012.3,2066.0,2119.4,2171.0,2220.8,2274.6,2322.2,2371.4,2422.2,2473.1
BEAU_P,,5.2,15.8,26.1,36.8,48.1,55.3,68.6,82.0,95.5,109.2,114.8,127.4,139.7,151.9,164.1,172.8,182.3,192.0,201.4,210.5,212.8,218.5,224.2,229.6,234.9,239.8,244.8,250.0,255.4,260.7
BEDDT1,,82.1,249.7,413.2,582.7,760.3,963.2,1195.6,1428.2,1664.0,1903.0,2133.2,2367.4,2596.2,2823.6,3049.1,3338.6,3522.8,3710.1,3892.5,4067.5,4222.4,4334.9,4447.1,4555.3,4659.8,4773.1,4872.9,4976.1,5082.8,5189.7
BEDD_1,,141.8,431.2,713.3,1005.9,1312.6,1662.9,2064.0,2465.6,2872.6,3285.3,3682.7,4087.0,4482.1,4874.6,5264.0,5763.8,6081.8,6405.1,6720.0,7022.1,7289.5,7483.9,7677.5,7864.3,8044.8,8240.3,8412.7,8590.8,8774.9,8959.5
BERB_P,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BERW,,5.2,15.7,26.0,36.6,47.8,61.6,76.4,91.3,106.3,121.6,133.5,148.1,162.4,176.7,190.8,205.8,217.1,228.6,239.9,250.6,254.6,261.3,268.1,274.6,280.9,286.6,292.6,298.8,305.2,311.6
BESW_1,,75.0,228.0,377.2,531.9,694.1,845.4,1049.3,1253.5,1460.4,1670.2,1863.6,2068.2,2268.1,2466.7,2663.8,2919.8,3080.8,3244.6,3404.1,3557.2,3720.7,3819.9,3918.8,4014.1,4106.2,4208.8,4296.8,4387.7,4481.8,4576.0
BICF_1,,63.5,193.0,319.3,450.3,587.6,615.2,763.6,912.2,1062.8,1215.5,1169.7,1298.1,1423.6,1548.2,1671.9,1648.1,1739.0,1831.4,1921.5,2007.9,1994.7,2047.9,2100.9,2152.0,2201.4,2252.9,2300.0,2348.8,2399.1,2449.5
BIRK_1,,49.6,150.7,249.3,351.6,458.8,618.8,768.1,917.5,1069.0,1222.6,1451.1,1610.4,1766.1,1920.7,2074.1,2311.1,2438.6,2568.2,2694.4,2815.6,2944.8,3023.3,3101.6,3177.0,3249.9,3318.7,3388.1,3459.8,3534.0,3608.3
BISW_1,,154.2,469.1,776.0,1094.3,1427.9,1717.0,2131.2,2545.8,2966.1,3392.2,3756.6,4169.0,4572.0,4972.3,5369.6,5863.9,6187.3,6516.3,6836.6,7144.0,7458.6,7657.4,7855.6,8046.7,8231.4,8434.6,8611.0,8793.2,8981.7,9170.6
BLYTB1,,26.8,81.4,134.7,190.0,247.9,315.2,391.3,467.4,544.6,622.8,710.7,788.7,865.0,940.7,1015.9,1106.8,1167.8,1229.9,1290.4,1348.4,1397.9,1435.2,1472.3,1508.1,1542.8,1575.0,1607.9,1641.9,1677.1,1712.4
BLYTH132,,18.6,56.6,93.7,132.1,172.3,219.1,272.0,324.9,378.5,432.9,494.0,548.2,601.2,653.9,706.1,769.3,811.7,854.9,896.9,937.2,971.6,997.5,1023.3,1048.2,1072.3,1094.7,1117.6,1141.3,1165.7,1190.2
BOAG_P,,3.0,8.9,14.8,20.8,27.2,31.3,38.9,46.4,54.1,61.8,65.0,72.1,79.1,86.0,92.9,97.8,103.2,108.7,114.0,119.2,120.5,123.7,126.9,130.0,133.0,135.7,138.6,141.5,144.5,147.6
BOLN_1,,204.2,621.0,1027.4,1448.9,1890.5,2276.0,2825.1,3374.7,3931.8,4496.6,5092.9,5652.1,6198.4,6741.1,7279.8,8070.2,8515.4,8968.1,9408.9,9832.0,10336.9,10612.5,10887.1,11151.9,11407.9,11695.6,11940.1,12192.9,12454.3,12716.2
BONN,,18.1,55.0,90.9,128.3,167.3,216.4,268.6,320.9,373.8,427.5,469.1,520.6,571.0,621.0,670.6,723.6,763.5,804.1,843.6,881.6,895.1,919.0,942.7,965.7,987.8,1007.8,1028.8,1050.6,1073.1,1095.7
BOTW_1,,34.6,105.3,174.1,245.6,320.5,388.6,482.4,576.2,671.3,767.8,882.2,979.0,1073.6,1167.7,1260.9,1410.2,1488.0,1567.1,1644.2,1718.1,1814.6,1863.0,1911.2,1957.7,2002.6,2054.0,2096.9,2141.3,2187.2,2233.2
