GSP,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
ABHA1,17.6,17.5,21.4,25.6,29.5,30.8,40.2,54.4,72.7,93.3,109.9,130.1,150.1,170,193.2,213.2,238.3,263.1,287.5,310.7,328.6,344,355,362.5,367.7,372,376.1,380.3,384.4,385.3
ABNE_P,1.2,1.2,1.5,1.8,2.1,2.6,3.4,4.5,6.1,7.8,9.3,11,12.7,14.3,16.3,17.2,19.2,21.2,23.2,25.1,26,27.2,28.1,28.7,29.1,29.4,29.7,30,30.4,30.4
ABTH_1,8.7,8.7,10.7,12.7,14.7,20.5,26.8,36.2,48.4,62.1,81.8,96.9,111.8,126.5,143.8,167.5,187.2,206.7,225.9,244.1,266.3,278.7,287.7,293.7,298,298,301.3,304.7,308,308.7
ACTL_2;CBNK_H;GREE_H;PERI_H,5.8,5.8,7,8.4,9.6,11.8,15.5,20.9,27.9,35.9,43.7,51.7,59.7,67.5,76.7,86.6,96.8,107,116.9,126.2,135.6,141.9,146.5,149.5,151.6,155,156.7,158.6,160.3,160.6
ALNE_P,1,1,1.3,1.5,1.7,1.5,2,2.7,3.6,4.6,4.9,5.8,6.7,7.6,8.6,8.5,9.6,10.6,11.5,12.5,12.9,13.5,14,14.2,14.5,15.1,15.2,15.4,15.6,15.6
ALVE1,11.3,11.3,13.8,16.5,19.1,19.9,26,35.1,46.9,60.3,71,84,96.9,109.7,124.7,137.6,153.9,169.9,185.6,200.6,212.2,222.1,229.2,234,237.4,240.2,242.8,245.5,248.2,248.8
AMEM_1,8.8,8.8,10.7,12.8,14.8,19.2,25.1,33.9,45.3,58.2,73,86.4,99.7,112.9,128.3,146.6,163.9,181,197.7,213.7,229.8,240.5,248.3,253.5,257.1,260.7,263.6,266.6,269.4,270.1
ARBR_P,2.2,2.2,2.7,3.2,3.7,4.5,5.9,8,10.7,13.7,16.4,19.4,22.3,25.3,28.7,30.3,33.9,37.4,40.9,44.2,45.9,48,49.5,50.6,51.3,51.8,52.4,53,53.5,53.6
ARDK_P;CLAC_P,0.1,0.1,0.1,0.2,0.2,0.1,0.2,0.3,0.3,0.4,0.4,0.5,0.6,0.7,0.8,0.7,0.8,0.9,1,1.1,1.1,1.1,1.2,1.2,1.2,1.3,1.3,1.3,1.3,1.3
ARMO_P,1.7,1.7,2.1,2.4,2.8,3.1,4,5.4,7.2,9.3,10.7,12.6,14.6,16.5,18.8,19.4,21.7,23.9,26.2,28.3,29.3,30.7,31.7,32.3,32.8,33.4,33.8,34.2,34.5,34.6
