GSP,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
ABHA1,0.2,0.2,0.3,0.4,0.6,0.9,1.2,1.8,2.5,3.3,4.2,5.5,7.3,9.6,12.8,17,22.7,29.6,38.1,50.7,65.5,83,103.2,125.7,152.7,176.7,195.6,199.5,203.8,208.3
ABNE_P,,,,,0.1,0.1,0.1,0.2,0.2,0.3,0.4,0.5,0.6,0.9,1.1,1.5,2,2.6,3.4,4.5,5.8,7.3,9.1,11.1,13.5,15.6,17.3,17.6,18,18.4
ABTH_1,0.1,0.1,0.1,0.2,0.3,0.4,0.5,0.7,1,1.3,1.7,2.3,3,3.9,5.2,6.9,9.2,12.1,15.5,20.6,26.7,33.8,42,51.2,62.2,72,79.7,81.3,83,84.8
ACTL_2;CBNK_H;GREE_H;PERI_H,,,,,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.8,0.8,1.2,1.6,2.4,3.2,4,5.2,6.8,8.8,11.2,14,17.2,20.8,24,26.4,26.8,27.6,28
ALNE_P,,,,,,,,,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.4,0.5,0.6,0.8,1.1,1.4,1.7,2.2,2.6,3.2,3.7,4.1,4.2,4.3,4.4
ALVE1,0.3,0.4,0.5,0.7,1,1.3,1.8,2.5,3.4,4.4,5.8,7.5,9.9,13.1,17.4,23.2,30.9,40.3,51.9,68.9,89.1,112.9,140.4,170.9,207.6,240.4,266.1,271.4,277.1,283.3
AMEM_1,0.1,0.2,0.2,0.3,0.3,0.4,0.5,0.6,0.7,0.9,1.2,1.6,2.1,2.8,3.7,4.9,6.5,8.5,11,14.6,18.9,23.9,29.8,36.3,44,51,56.4,57.6,58.8,60.1
ARBR_P,,,,,,,,,0.1,0.1,0.1,0.1,0.2,0.3,0.3,0.4,0.6,0.8,1,1.3,1.7,2.2,2.7,3.3,4,4.7,5.2,5.3,5.4,5.5
ARDK_P;CLAC_P,,,,,,,,,,,,,0.2,0.2,0.2,0.2,0.4,0.6,0.6,0.8,1.2,1.4,1.8,2.2,2.6,3,3.4,3.4,3.6,3.6
ARMO_P,,,,,,,0.1,0.1,0.2,0.2,0.3,0.4,0.5,0.6,0.8,1.1,1.5,1.9,2.4,3.2,4.2,5.3,6.6,8.1,9.8,11.3,12.5,12.8,13.1,13.4
AXMI1,0.1,0.2,0.2,0.3,0.5,0.6,0.9,1.2,1.7,2.3,2.9,3.8,5.1,6.7,8.9,11.8,15.7,20.5,26.4,35.1,45.4,57.5,71.5,87.1,105.8,122.4,135.5,138.2,141.2,144.3
AYRR,,,,,,,,,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.4,0.5,0.7,0.9,1.2,1.5,1.9,2.4,2.9,3.5,4.1,4.5,4.6,4.7,4.8
BAGA,,0.1,0.1,0.1,0.2,0.2,0.3,0.4,0.6,0.8,1.1,1.4,1.8,2.4,3.2,4.3,5.7,7.5,9.6,12.8,16.5,20.9,26,31.6,38.4,44.5,49.2,50.2,51.3,52.4
BAIN,,,,,,0.1,0.1,0.1,0.2,0.3,0.3,0.4,0.6,0.7,1,1.3,1.8,2.3,3,3.9,5.1,6.4,8,9.7,11.8,13.7,15.2,15.5,15.8,16.1
BARKC1;BARKW3,0.2,0.2,0.4,0.4,0.6,0.8,1,1.2,1.4,1.8,2.4,3.2,4.2,5.4,7.2,9.6,12.8,16.6,21.4,28.4,36.8,46.6,58,70.6,85.8,99.4,110,112.2,114.6,117
BEAU_P;ORRI_P,,,,,,,,,,0.2,0.2,0.2,0.2,0.4,0.4,0.6,0.8,1,1.4,1.8,2.4,3,3.8,4.6,5.6,6.6,7.2,7.4,7.6,7.8
BEDDT1,0.1,0.1,0.2,0.2,0.3,0.4,0.4,0.5,0.6,0.8,1.1,1.4,1.9,2.5,3.3,4.4,5.8,7.6,9.8,13,16.8,21.2,26.4,32.1,39,45.2,50,51,52.1,53.3
BEDD_1,0.3,0.4,0.6,0.8,1,1.3,1.6,2,2.5,3.3,4.3,5.6,7.4,9.7,12.9,17.2,22.9,29.9,38.5,51.1,66.1,83.7,104.1,126.7,153.9,178.2,197.3,201.2,205.5,210
BERB_P;CAIF_P;DALL_P;GLEF_P;KEIT_P,,,,,,,0.4,0.4,0.4,0.8,0.8,1.2,1.5,2,2.7,3.8,5,6.5,8.1,10.8,14.2,17.8,22.3,27,32.8,38.2,42.1,43.1,43.9,44.8
BERW,,,,,,0.1,0.1,0.1,0.2,0.2,0.3,0.4,0.5,0.7,0.9,1.2,1.7,2.2,2.8,3.7,4.8,6.1,7.5,9.2,11.1,12.9,14.3,14.5,14.9,15.2
BESW_1,0.5,0.7,0.9,1.2,1.6,1.9,2.4,3,3.6,4.7,6.1,8,10.5,13.9,18.5,24.6,32.8,42.8,55.1,73.3,94.7,119.9,149.1,181.6,220.6,255.4,282.7,288.4,294.5,301
BICF_1,0.1,0.1,0.2,0.3,0.4,0.6,0.8,1.2,1.7,2.2,2.9,3.8,4.9,6.5,8.6,11.5,15.3,20,25.8,34.3,44.3,56.1,69.7,84.9,103.2,119.4,132.2,134.9,137.7,140.8
BIRK_1,0.1,0.1,0.2,0.2,0.4,0.5,0.8,1.1,1.6,2.1,2.7,3.6,4.7,6.2,8.2,10.9,14.5,19,24.5,32.5,42,53.2,66.2,80.6,97.9,113.3,125.4,127.9,130.6,133.5
BISW_1,0.5,0.7,0.9,1.3,1.7,2.2,2.9,3.9,5.2,6.7,8.8,11.5,15.1,20,26.5,35.2,46.9,61.3,78.9,104.9,135.5,171.7,213.5,260,315.8,365.6,404.7,412.8,421.5,430.9
BLYTB1,0.1,0.1,0.1,0.2,0.2,0.3,0.5,0.7,0.9,1.2,1.6,2,2.7,3.5,4.7,6.3,8.3,10.9,14,18.6,24.1,30.5,37.9,46.2,56.1,64.9,71.9,73.3,74.9,76.5
BLYTH132,0.1,0.1,0.1,0.2,0.2,0.3,0.4,0.6,0.8,1,1.4,1.8,2.3,3.1,4.1,5.4,7.2,9.4,12.2,16.2,20.9,26.5,32.9,40.1,48.7,56.3,62.4,63.6,64.9,66.4
BOAG_P,,,,,0.1,0.1,0.1,0.2,0.3,0.4,0.5,0.7,0.9,1.2,1.6,2.1,2.8,3.6,4.6,6.1,7.9,10.1,12.5,15.2,18.5,21.4,23.7,24.2,24.7,25.3
BOLN_1,0.6,0.9,1.2,1.6,2.1,2.7,3.5,4.5,5.9,7.6,9.9,13,17,22.5,29.9,39.8,53,69.2,89.1,118.3,153,193.8,240.9,293.4,356.4,412.6,456.7,465.8,475.7,486.3
BONN,,0.1,0.1,0.1,0.2,0.2,0.3,0.5,0.7,0.9,1.2,1.5,2,2.7,3.5,4.7,6.3,8.2,10.5,14,18.1,22.9,28.5,34.7,42.2,48.8,54,55.1,56.3,57.5
BOTW_1,0.1,0.1,0.2,0.2,0.3,0.4,0.5,0.7,0.9,1.2,1.6,2,2.7,3.5,4.7,6.2,8.3,10.8,13.9,18.5,24,30.3,37.7,45.9,55.8,64.6,71.5,73,74.5,76.2
BRAC_P,0.1,0.1,0.2,0.2,0.3,0.3,0.4,0.4,0.4,0.6,0.7,1,1.3,1.7,2.2,2.9,3.9,5.1,6.6,8.7,11.3,14.3,17.8,21.6,26.3,30.4,33.7,34.3,35.1,35.8
BRAI_1,0.1,0.1,0.2,0.3,0.4,0.5,0.6,0.9,1.2,1.6,2.1,2.7,3.6,4.7,6.3,8.3,11.1,14.5,18.6,24.8,32,40.6,50.4,61.4,74.6,86.4,95.6,97.5,99.6,101.8
BRAP,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.4,0.5,0.7,0.9,1.2,1.6,2,2.6,3.2,3.9,4.7,5.5,6.1,6.2,6.3,6.5
BRAW_1,0.4,0.5,0.7,0.9,1.2,1.6,2,2.6,3.4,4.4,5.8,7.6,10,13.2,17.5,23.3,31,40.5,52.1,69.3,89.5,113.4,141,171.7,208.6,241.5,267.4,272.7,278.5,284.7
BRED_1,1.1,1.5,1.9,2.4,2.8,3,3.1,2.7,1.8,2.3,3,3.9,5.1,6.8,9,12,16,20.8,26.8,35.6,46.1,58.3,72.5,88.3,107.3,124.2,137.5,140.3,143.2,146.4
BRFO_1;CLT03,0.4,0.6,0.8,1.2,1.6,2.2,3.2,4.4,6.2,8,10.4,13.8,18,23.8,31.6,42.2,56.2,73.4,94.4,125.4,162.2,205.4,255.4,311,377.8,437.4,484.2,493.8,504.2,515.6
BRID_P,,,,0.1,0.1,0.1,0.1,0.2,0.3,0.4,0.5,0.6,0.8,1,1.4,1.8,2.5,3.2,4.1,5.5,7.1,9,11.2,13.6,16.5,19.1,21.2,21.6,22,22.5
BRIM_1,0.4,0.5,0.7,0.9,1.1,1.4,1.6,1.9,2.3,3,3.9,5,6.6,8.8,11.6,15.5,20.6,26.9,34.7,46.1,59.6,75.5,93.8,114.3,138.8,160.7,177.9,181.4,185.3,189.4
BROA_P,,,,,,,,0.1,0.1,0.1,0.2,0.2,0.3,0.4,0.5,0.7,0.9,1.2,1.5,2,2.5,3.2,4,4.9,5.9,6.9,7.6,7.7,7.9,8.1
BROR_P,,,,,,,,,0.1,0.1,0.1,0.1,0.2,0.3,0.3,0.5,0.6,0.8,1,1.3,1.7,2.2,2.7,3.3,4,4.7,5.2,5.3,5.4,5.5
BROX,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.5,0.6,0.8,1,1.3,1.7,2.3,3,4,5.4,7,9,12,15.5,19.6,24.4,29.7,36.1,41.8,46.3,47.2,48.2,49.3
BRWA1,0.2,0.3,0.5,0.6,0.9,1.2,1.6,2.2,3,3.9,5.1,6.7,8.8,11.6,15.4,20.5,27.4,35.7,46,61.2,79.1,100.1,124.5,151.6,184.2,213.2,236,240.7,245.8,251.3
BUMU_P,,,,,,,0.1,0.1,0.1,0.2,0.2,0.3,0.4,0.5,0.6,0.8,1.1,1.4,1.8,2.4,3.2,4,5,6,7.3,8.5,9.4,9.6,9.8,10
BURM_1,0.2,0.3,0.4,0.5,0.7,0.9,1.2,1.5,2,2.6,3.4,4.4,5.8,7.7,10.2,13.6,18.1,23.6,30.4,40.5,52.3,66.2,82.4,100.3,121.8,141,156.1,159.2,162.6,166.2
BUSH_1,0.1,0.1,0.2,0.2,0.3,0.4,0.6,0.9,1.2,1.6,2.1,2.7,3.5,4.7,6.2,8.3,11,14.4,18.5,24.6,31.8,40.3,50.1,61,74,85.7,94.9,96.8,98.8,101
BUST_1,0.1,0.2,0.3,0.4,0.5,0.7,1.1,1.5,2.2,2.8,3.7,4.8,6.4,8.4,11.1,14.8,19.8,25.8,33.2,44.2,57.1,72.3,89.9,109.5,133,154,170.4,173.8,177.5,181.5
CAAD_P,,,,,0.1,0.1,0.1,0.2,0.3,0.4,0.5,0.7,0.9,1.2,1.6,2.1,2.8,3.7,4.7,6.3,8.1,10.3,12.7,15.5,18.9,21.8,24.2,24.6,25.2,25.7
CAMB_01,,,,0.1,0.1,0.1,0.2,0.2,0.4,0.5,0.6,0.8,1,1.4,1.8,2.4,3.2,4.2,5.4,7.2,9.3,11.8,14.6,17.8,21.6,25,27.7,28.3,28.9,29.5
CANTN1;RICH1;RICH_J,0.2,0.3,0.4,0.6,0.8,1,1.4,1.9,2.7,3.4,4.5,5.8,7.7,10.2,13.5,17.9,23.9,31.2,40.2,53.4,69,87.3,108.6,132.3,160.6,186,205.8,210,214.4,219.2
CAPEA1,0.1,0.1,0.2,0.2,0.3,0.4,0.6,0.9,1.2,1.6,2.1,2.7,3.6,4.7,6.3,8.3,11.1,14.5,18.7,24.8,32.1,40.6,50.5,61.5,74.7,86.5,95.7,97.6,99.7,101.9
CARE_1,0.1,0.1,0.2,0.3,0.4,0.5,0.7,1,1.5,1.9,2.5,3.3,4.3,5.7,7.6,10.1,13.5,17.6,22.6,30.1,38.9,49.2,61.2,74.5,90.5,104.8,116,118.3,120.9,123.5
CARR_1,0.1,0.2,0.3,0.4,0.5,0.7,1,1.3,1.9,2.4,3.1,4.1,5.4,7.1,9.5,12.6,16.8,21.9,28.2,37.5,48.5,61.5,76.4,93.1,113,130.8,144.9,147.7,150.9,154.2
CASS_P,,,,,,,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.4,0.6,0.8,1.1,1.4,1.8,2.4,3,3.8,4.8,5.8,7.1,8.2,9.1,9.3,9.5,9.7
CATY,,,,,,0.1,0.1,0.1,0.2,0.2,0.3,0.4,0.5,0.6,0.8,1.1,1.5,1.9,2.5,3.3,4.3,5.4,6.8,8.2,10,11.6,12.8,13.1,13.4,13.7
CEAN_P,,,,,,,,,,,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.4,0.5,0.6,0.8,1,1.2,1.5,1.8,2.1,2.3,2.4,2.4,2.5
CELL_1,0.3,0.4,0.6,0.9,1.2,1.7,2.4,3.4,4.9,6.3,8.2,10.8,14.2,18.8,24.9,33.1,44.1,57.6,74.2,98.6,127.5,161.5,200.8,244.5,297.1,343.9,380.7,388.3,396.5,405.3
CHAP,,,,,0.1,0.1,0.1,0.2,0.2,0.3,0.4,0.5,0.7,0.9,1.3,1.7,2.2,2.9,3.7,5,6.4,8.1,10.1,12.3,15,17.3,19.2,19.6,20,20.4
CHAR_P,,,,,,,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.4,0.5,0.6,0.9,1.1,1.5,1.9,2.5,3.2,3.9,4.8,5.8,6.7,7.5,7.6,7.8,7.9
CHAS,,,,,,0.1,0.1,0.1,0.2,0.2,0.3,0.4,0.5,0.6,0.8,1.1,1.5,2,2.5,3.4,4.3,5.5,6.8,8.3,10.1,11.7,13,13.2,13.5,13.8
CHIC_1,0.1,0.1,0.1,0.1,0.2,0.3,0.3,0.5,0.7,0.8,1.1,1.4,1.9,2.5,3.3,4.4,5.9,7.7,9.9,13.2,17,21.6,26.8,32.7,39.7,46,50.9,51.9,53,54.2
CHSI_1,0.3,0.4,0.5,0.7,0.8,1,1.2,1.4,1.7,2.2,2.8,3.7,4.8,6.4,8.5,11.3,15,19.6,25.3,33.6,43.4,55,68.3,83.2,101.1,117,129.5,132.1,134.9,137.9
CHTE_1,0.2,0.3,0.5,0.7,0.9,1.2,1.7,2.4,3.3,4.3,5.6,7.4,9.7,12.8,17,22.6,30.1,39.2,50.5,67.1,86.8,110,136.7,166.5,202.2,234.1,259.2,264.3,269.9,275.9
CITR_1,0.2,0.3,0.3,0.4,0.5,0.5,0.5,0.4,0.3,0.4,0.5,0.6,0.8,1.1,1.4,1.9,2.5,3.3,4.2,5.6,7.3,9.2,11.5,14,17,19.7,21.8,22.2,22.7,23.2
