GSP,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Comment
Abernethy,3.031859019,4.653934075,4.686301515,4.740271415,4.812143986,4.901480544,4.987736332,5.071288067,5.152640547,5.141436513,5.122169462,5.069199253,5.005804127,4.97382357,4.998082062,4.863961548,4.705716689,4.639134546,4.618704145,4.601516879,4.584672466,4.570988161,4.572843004,4.579932838,4.591286258,4.605910676,4.627343676,4.654944708,4.683295084,4.716377725,
Aberthaw,1.229474423,5.916676841,5.796264889,5.869737591,6.590121328,7.63719446,8.690306888,9.75026954,10.81794331,11.89384823,12.97859973,14.07348382,15.17886499,16.24829524,17.11169696,17.9581211,18.6792465,19.38090403,19.92420171,20.3099593,20.69731882,20.76681894,20.82584573,20.88624146,20.94840976,21.01189939,21.0636835,21.11658396,21.17094267,21.22643281,
Abham,19.25403483,21.31961095,21.3240323,21.33124423,21.32930282,21.31488338,21.28868661,21.25346732,21.21201159,20.82204365,20.44978703,20.06445763,19.69817379,19.31695315,18.95453193,18.31184076,17.71839271,17.13507818,16.54314951,15.99393603,15.52046677,15.11323819,14.79554955,14.52540577,14.29795015,14.10858092,13.95389526,13.83087405,13.71294894,13.59997456,
Acton Lane 66kV,0.135108281,0.136447783,0.137455331,0.138093933,0.139094271,0.140297057,0.141438339,0.142608065,0.143841471,0.145159101,0.146567094,0.148163443,0.149915811,0.151769713,0.153723521,0.155762632,0.157900714,0.160137543,0.162474742,0.165020083,0.167694756,0.170525223,0.17350373,0.176639869,0.179941139,0.18341091,0.18705531,0.190880437,0.19489607,0.199106321,
Alness,0.046190866,0.046648814,0.046993275,0.047211601,0.047553597,0.047964806,0.048354988,0.048754894,0.049176571,0.049627044,0.050108408,0.050654169,0.051253269,0.051887082,0.05255505,0.053252182,0.05398315,0.054747878,0.05554692,0.056417122,0.057331541,0.058299221,0.059317515,0.060389699,0.061518338,0.062704585,0.063950533,0.065258269,0.066631135,0.068070537,
Alverdiscott,7.793702519,7.373266323,7.308970829,7.244114559,7.17366416,7.095984507,7.011200592,6.920593324,6.825336403,6.570360736,6.321535321,6.079904703,5.845703853,5.619142484,5.400399884,5.07027858,4.762218493,4.475165146,4.208071177,3.960374619,3.747069984,3.563838095,3.421225161,3.300232054,3.19860237,3.114333403,3.045846854,2.99179872,2.940108563,2.890771102,
Arbroath,0.912269592,0.921314086,0.928117186,0.932429121,0.93918354,0.947304917,0.955011012,0.962909161,0.97123728,0.980134102,0.989641061,1.000419831,1.012252052,1.02476986,1.037962241,1.051730591,1.066167213,1.081270591,1.09705168,1.114238169,1.132297921,1.151409626,1.171520911,1.192696557,1.214987174,1.238415546,1.263023032,1.288850815,1.315964921,1.34439311,
Ardmore,0.136840439,0.138197113,0.139217578,0.139864368,0.140877531,0.142095737,0.143251651,0.144436375,0.145685592,0.147020115,0.148446159,0.150062975,0.151837808,0.153715479,0.155694336,0.157759588,0.159925082,0.162190589,0.164557752,0.167135725,0.169844689,0.172711444,0.175728137,0.178904483,0.182248076,0.185762332,0.189453454,0.193327622,0.197394738,0.201658966,
Axminster,1.225784318,1.237937084,1.247078168,1.252871961,1.261947636,1.272860041,1.283214448,1.293826911,1.305017109,1.316971454,1.329745618,1.344228668,1.360127204,1.37694694,1.394673074,1.413173119,1.432571095,1.452864969,1.474069459,1.497162335,1.521428584,1.547108306,1.574131126,1.602584091,1.632535203,1.664015075,1.697079282,1.73178316,1.768215424,1.806413372,
Ayr,0.00043304,0.000437333,0.000440562,0.000442609,0.000445815,0.00044967,0.000453328,0.000457078,0.000461031,0.000465253,0.000469767,0.000474883,0.0004805,0.000486442,0.000492704,0.00049924,0.000506092,0.000513261,0.000520752,0.00052891,0.000537483,0.000546555,0.000556101,0.000566153,0.000576735,0.000587856,0.000599537,0.000611797,0.000624667,0.000638161,
