GSP,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
ABHA1,0.0,0.0,0.0,0.0,-0.5,-1.5,-3.2,-6.5,-12.2,-21.7,-36.7,-58.4,-88.9,-127.9,-174.1,-224.4,-248.7,-248.7,-248.7,-248.7,-248.7,-248.7,-248.7,-248.7,-248.7,-248.7,-248.7,-248.7,-248.7,-248.7
ABNE_P,0.0,0.0,0.0,0.0,-0.1,-0.1,-0.3,-0.6,-1.1,-1.9,-3.2,-5.2,-7.8,-11.3,-15.4,-19.8,-22.0,-22.0,-22.0,-22.0,-22.0,-22.0,-22.0,-22.0,-22.0,-22.0,-22.0,-22.0,-22.0,-22.0
ABTH_1,0.0,0.0,0.0,0.0,-0.2,-0.6,-1.3,-2.6,-5.0,-8.9,-15.0,-23.8,-36.2,-52.1,-70.9,-91.4,-101.3,-101.3,-101.3,-101.3,-101.3,-101.3,-101.3,-101.3,-101.3,-101.3,-101.3,-101.3,-101.3,-101.3
ACTL_2;CBNK_H;GREE_H;PERI_H,0.0,0.0,0.0,0.0,0.0,0.0,-0.4,-0.8,-1.6,-2.8,-4.8,-8.0,-12.0,-17.2,-23.6,-30.4,-33.6,-33.6,-33.6,-33.6,-33.6,-33.6,-33.6,-33.6,-33.6,-33.6,-33.6,-33.6,-33.6,-33.6
ACTL_C;WISD_1;WISD_6,0.0,0.0,0.0,0.0,-0.30000000000000004,-0.6000000000000001,-1.2000000000000002,-2.7,-5.1,-9.0,-15.0,-23.700000000000003,-36.3,-52.199999999999996,-71.1,-91.5,-101.39999999999999,-101.39999999999999,-101.39999999999999,-101.39999999999999,-101.39999999999999,-101.39999999999999,-101.39999999999999,-101.39999999999999,-101.39999999999999,-101.39999999999999,-101.39999999999999,-101.39999999999999,-101.39999999999999,-101.39999999999999
ALNE_P,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,-0.1,-0.3,-0.5,-0.8,-1.2,-1.9,-2.7,-3.7,-4.7,-5.2,-5.2,-5.2,-5.2,-5.2,-5.2,-5.2,-5.2,-5.2,-5.2,-5.2,-5.2,-5.2,-5.2
ALST_3;USKM_1,0.0,0.0,0.0,0.0,-0.6,-1.4,-3.2,-6.6,-12.2,-21.8,-36.8,-58.4,-89.0,-128.0,-174.2,-224.4,-248.8,-248.8,-248.8,-248.8,-248.8,-248.8,-248.8,-248.8,-248.8,-248.8,-248.8,-248.8,-248.8,-248.8
ALVE1,0.0,0.0,0.0,0.0,-0.7,-2.0,-4.3,-8.8,-16.6,-29.6,-50.0,-79.5,-120.9,-174.0,-236.9,-305.3,-338.3,-338.3,-338.3,-338.3,-338.3,-338.3,-338.3,-338.3,-338.3,-338.3,-338.3,-338.3,-338.3,-338.3
AMEM_1,0.0,0.0,0.0,0.0,-0.2,-0.4,-0.9,-1.9,-3.5,-6.3,-10.6,-16.9,-25.7,-36.9,-50.2,-64.8,-71.8,-71.8,-71.8,-71.8,-71.8,-71.8,-71.8,-71.8,-71.8,-71.8,-71.8,-71.8,-71.8,-71.8
ARBR_P,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,-0.2,-0.3,-0.6,-1.0,-1.5,-2.3,-3.4,-4.6,-5.9,-6.6,-6.6,-6.6,-6.6,-6.6,-6.6,-6.6,-6.6,-6.6,-6.6,-6.6,-6.6,-6.6,-6.6
ARDK_P;CLAC_P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,-0.1,-0.2,-0.3,-0.5,-0.8,-1.1,-1.5,-1.9,-2.2,-2.2,-2.2,-2.2,-2.2,-2.2,-2.2,-2.2,-2.2,-2.2,-2.2,-2.2,-2.2,-2.2
AXMI1,0.0,0.0,0.0,0.0,-0.4,-1.0,-2.2,-4.5,-8.4,-15.1,-25.5,-40.5,-61.6,-88.6,-120.6,-155.5,-172.3,-172.3,-172.3,-172.3,-172.3,-172.3,-172.3,-172.3,-172.3,-172.3,-172.3,-172.3,-172.3,-172.3
AYRR,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,-0.2,-0.3,-0.5,-0.8,-1.3,-2.1,-3.0,-4.0,-5.2,-5.7,-5.7,-5.7,-5.7,-5.7,-5.7,-5.7,-5.7,-5.7,-5.7,-5.7,-5.7,-5.7,-5.7
BAGA,0.0,0.0,0.0,0.0,-0.1,-0.4,-0.8,-1.6,-3.1,-5.5,-9.2,-14.7,-22.4,-32.2,-43.8,-56.5,-62.6,-62.6,-62.6,-62.6,-62.6,-62.6,-62.6,-62.6,-62.6,-62.6,-62.6,-62.6,-62.6,-62.6
BAIN,0.0,0.0,0.0,0.0,0.0,-0.1,-0.2,-0.5,-0.9,-1.7,-2.8,-4.5,-6.9,-9.9,-13.5,-17.4,-19.3,-19.3,-19.3,-19.3,-19.3,-19.3,-19.3,-19.3,-19.3,-19.3,-19.3,-19.3,-19.3,-19.3
BARKC1;BARKW3,0.0,0.0,0.0,0.0,-0.4,-0.8,-1.8,-3.6,-6.8,-12.2,-20.6,-32.8,-50.0,-72.0,-97.8,-126.2,-139.8,-139.8,-139.8,-139.8,-139.8,-139.8,-139.8,-139.8,-139.8,-139.8,-139.8,-139.8,-139.8,-139.8
BEAU_P;ORRI_P,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,-0.1,-0.2,-0.4,-0.7,-1.1,-1.6,-2.4,-3.2,-4.2,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6
BEDDT1,0.0,0.0,0.0,0.0,-0.2,-0.4,-0.8,-1.7,-3.1,-5.6,-9.4,-14.9,-22.7,-32.7,-44.5,-57.4,-63.6,-63.6,-63.6,-63.6,-63.6,-63.6,-63.6,-63.6,-63.6,-63.6,-63.6,-63.6,-63.6,-63.6
BEDD_1,0.0,0.0,0.0,0.0,-0.6,-1.5,-3.2,-6.6,-12.3,-21.9,-37.1,-58.9,-89.6,-129.0,-175.6,-226.3,-250.8,-250.8,-250.8,-250.8,-250.8,-250.8,-250.8,-250.8,-250.8,-250.8,-250.8,-250.8,-250.8,-250.8
