GSP,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
ALNE_P,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BEDD_1,50.9,50.9,45.8,45.8,45.8,40.7,40.7,40.7,35.6,35.6,35.6,30.5,30.5,20.3,20.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BESW_1,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BIRK_1,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0
BOTW_1,189.9,189.9,189.9,189.9,189.9,189.9,189.9,189.9,49.9,49.9,49.9,49.9,49.9,49.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Direct(NGET),1040.0,1040.0,1640.0,2537.0,2537.0,2537.0,1937.0,1937.0,1937.0,1937.0,1937.0,1937.0,1937.0,1937.0,1797.0,1197.0,1197.0,1197.0,1197.0,1197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ELLA_1,40.0,40.0,36.0,36.0,36.0,32.0,32.0,32.0,28.0,28.0,28.0,23.9,23.9,15.9,15.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXET1,49.4,49.4,44.4,44.4,44.4,39.5,39.5,39.5,34.5,34.5,34.5,29.6,29.6,19.7,19.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAWL_1,107.0,107.0,96.3,96.3,96.3,85.5,85.5,85.5,74.8,74.8,74.8,64.0,64.0,42.6,42.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IROA1,42.8,42.8,38.5,38.5,38.5,34.2,34.2,34.2,29.9,29.9,29.9,25.6,25.6,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OSBA_1,42.0,42.0,37.8,37.8,37.8,33.6,33.6,33.6,29.4,29.4,29.4,25.1,25.1,16.7,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RICH_J,13.5,13.5,12.2,12.2,12.2,10.8,10.8,10.8,9.5,9.5,9.5,8.1,8.1,5.4,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SALH_1,127.6,127.6,114.8,114.8,114.8,102.0,102.0,102.0,89.1,89.1,89.1,76.3,76.3,50.7,50.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STAL_1,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALP_1,245.0,245.0,245.0,245.0,245.0,245.0,245.0,245.0,245.0,245.0,245.0,245.0,245.0,245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WILL_1,54.9,54.9,49.3,49.3,49.3,43.8,43.8,43.8,38.3,38.3,38.3,32.8,32.8,21.8,21.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
