GSP,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
ABHA1,,1038.3,1023.8,1026.1,1036.0,1045.6,1047.4,1077.8,1131.7,1195.5,1267.6,1336.7,1434.4,1533.3,1621.2,1705.1,1768.2,1843.9,1911.5,1973.7,2021.7,2067.6,2121.3,2163.5,2199.0,2225.0,2245.2,2272.9,2302.2,2334.9,2361.8
ABNE_P,,149.5,144.7,142.3,140.2,140.2,139.5,139.2,141.1,142.8,145.7,151.8,157.9,164.8,171.0,177.9,188.6,194.8,199.9,203.7,207.5,213.3,217.3,220.2,222.9,226.2,233.6,236.7,239.9,243.5,246.2
ABTH_1,,1052.7,1010.4,988.8,974.8,959.1,952.2,950.3,959.5,971.8,990.5,1031.2,1070.0,1111.3,1145.9,1184.3,1228.7,1257.4,1279.8,1296.4,1315.0,1349.1,1368.6,1382.6,1396.2,1416.7,1438.3,1456.1,1475.4,1497.2,1513.0
ACTL_2,,94.5,92.7,93.0,94.4,95.8,97.6,100.8,105.5,110.9,117.1,123.4,131.5,139.4,146.0,152.5,157.2,162.3,166.9,171.2,174.9,177.4,181.0,183.9,186.3,188.8,191.0,193.3,195.8,198.6,200.7
ACTL_C,,151.2,146.7,144.2,142.2,139.3,136.1,135.4,137.5,140.6,144.7,148.8,157.0,166.4,175.6,184.6,191.2,200.1,208.0,214.1,218.9,221.6,227.7,232.5,236.7,239.6,241.3,244.4,247.9,251.9,255.0
ALNE_P,,91.1,89.2,88.7,88.2,89.1,88.8,89.3,91.1,92.8,95.3,99.8,104.1,108.7,112.9,117.6,124.6,128.5,131.7,134.3,137.2,142.1,144.8,146.8,148.5,151.3,158.2,160.5,162.8,165.3,167.1
ALST_3,,6.7,6.7,6.8,6.9,7.0,7.1,7.4,7.8,8.4,9.1,10.3,11.5,12.8,14.2,15.3,16.8,18.3,19.6,20.7,21.5,22.8,23.8,24.7,25.4,25.6,25.6,25.9,26.2,26.6,27.0
ALVE1,,854.1,837.6,834.3,836.2,836.1,830.8,845.3,876.5,914.8,959.7,1004.2,1069.7,1137.8,1199.5,1260.0,1305.7,1360.3,1408.5,1450.8,1485.0,1519.3,1557.9,1588.0,1613.7,1634.8,1651.4,1672.6,1695.1,1720.2,1740.3
AMEM_1,,330.6,333.2,343.6,358.5,375.8,392.8,418.0,453.5,494.4,539.1,587.3,644.6,701.6,753.0,800.2,842.9,889.0,931.7,972.5,1001.6,1029.1,1062.4,1089.2,1110.8,1121.7,1127.1,1140.7,1155.0,1170.8,1184.9
ARBR_P,,125.3,123.6,123.7,124.1,126.5,128.4,131.0,136.1,141.5,148.0,157.4,167.5,178.2,188.0,197.6,210.7,220.2,228.5,235.7,241.7,248.6,255.2,260.4,264.7,268.4,275.5,279.2,283.0,287.3,290.7
ARDK_P,,0.0,0.1,0.2,0.3,0.5,0.7,0.8,1.1,1.3,1.5,1.7,1.9,2.0,2.1,2.1,2.1,2.1,2.1,2.2,2.2,2.2,2.2,2.2,2.2,2.3,2.3,2.3,2.4,2.4,2.4
ARMO_P,,84.0,82.5,82.6,83.0,84.9,86.0,88.0,91.6,95.4,99.9,106.0,112.6,119.5,125.8,132.0,140.0,145.8,150.9,155.3,159.1,163.5,167.4,170.5,173.1,175.5,180.6,183.0,185.5,188.1,190.3
AXMI1,,794.9,774.8,770.7,773.3,775.7,777.1,790.6,817.3,849.9,888.7,935.1,993.7,1054.9,1110.4,1165.1,1216.3,1266.4,1310.4,1348.8,1379.8,1417.3,1452.7,1480.2,1503.7,1523.0,1538.1,1557.7,1578.5,1601.6,1620.3
AYRR,,191.2,189.2,189.4,189.8,193.4,196.1,200.2,208.0,216.1,225.8,239.7,254.5,269.9,283.5,297.0,314.2,326.7,337.7,347.5,355.7,364.7,373.6,380.5,386.4,391.9,400.4,405.7,411.2,417.3,422.1
BAGA,,148.2,147.1,148.0,149.3,153.3,157.2,161.9,169.6,177.8,187.2,200.3,213.6,227.0,238.6,250.1,265.2,275.6,284.8,293.3,300.4,308.5,315.9,321.7,326.5,331.1,339.1,343.5,348.1,353.1,357.1
