GSP,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Comment
ABHA1,20.9,20.9,20.9,20.9,20.9,20.9,20.9,20.9,20.9,20.9,20.9,20.9,20.9,20.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
CITR_1,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Direct(NGET),41.8,41.8,41.8,41.8,41.8,41.8,41.8,41.8,41.8,41.8,41.8,41.8,41.8,41.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Direct(NGET),921.8,921.8,1394.8,1444.8,1444.8,1444.8,1444.8,1444.8,1444.8,176.8,176.8,176.8,176.8,176.8,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,0.0,0.0,0.0,0.0,0.0,
Direct(SPTL),136.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
EXET1,20.9,20.9,20.9,20.9,20.9,20.9,20.9,20.9,20.9,20.9,20.9,20.9,20.9,20.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
FAWL_1,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
LAND1,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
RATS_1,41.8,41.8,41.8,41.8,41.8,41.8,41.8,41.8,41.8,41.8,41.8,41.8,41.8,20.9,20.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Direct(NGET),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WILL_1,162.0,162.0,162.0,162.0,162.0,162.0,162.0,162.0,162.0,162.0,162.0,162.0,162.0,162.0,162.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ABHA1,2.544358727,2.5760538,2.576002373,2.576002373,2.57874809,2.576002382,2.576002382,2.576002382,2.536309742,2.493957197,2.338217934,2.168195467,1.983407534,1.783025937,1.571510313,1.345378496,1.153382823,0.974952408,0.817062998,0.685175191,0.568895439,0.467962037,0.358759828,0.246704247,0.130681279,,,,,,
BESW_1,8.469786078,8.575294189,8.575122995,8.575122995,8.584263074,8.575123026,8.575123026,8.575123026,8.442992219,8.302006992,7.783574499,7.217595373,6.602464241,5.935424158,5.231320578,4.4785619,3.839437289,3.245469376,2.719879367,2.28084477,1.893767028,1.557774971,1.194257306,0.821241192,0.435018248,,,,,,
BIRK_1,10.70908598,10.84248905,10.84227259,10.84227259,10.85382919,10.84227263,10.84227263,10.84227263,10.67520818,10.49694832,9.841449098,9.125832545,8.348068842,7.504672145,6.61441285,5.662634691,4.854533949,4.103528741,3.438979655,2.883870092,2.394454093,1.969630159,1.510003212,1.038366548,0.550031345,,,,,,
BISW_1,3.613065458,3.658073408,3.65800038,3.65800038,3.66189938,3.658000393,3.658000393,3.658000393,3.601635657,3.541493777,3.320339369,3.078902382,2.816497992,2.531950135,2.231591625,1.910477685,1.637838089,1.384461566,1.160253884,0.972969255,0.80784853,0.664520082,0.509449682,0.350327405,0.185571323,,,,,,
BONN,1.178951387,0.667543093,0.667529766,0.667529766,0.668241275,0.667529769,0.667529769,0.667529769,0.657244056,0.646269073,0.605911737,0.561853137,0.513968303,0.462042621,0.407231733,0.348633294,0.29888069,0.252643305,0.211728793,0.177552179,0.147420143,0.121264868,0.092966865,0.063929455,0.033863961,,,,,,
BRAW_1,13.66119066,13.83136809,13.83109196,13.83109196,13.84583429,13.83109201,13.83109201,13.83109201,13.61797398,13.39057437,12.55437791,11.64149195,10.64932715,9.57343672,8.437765387,7.22361668,6.192752018,5.234722046,4.386981,3.678847963,3.054517811,2.512585404,1.92625606,1.324606358,0.701654939,,,,,,
BRLE_1,1.235668386,1.251061105,1.25103613,1.25103613,1.252369588,1.251036134,1.251036134,1.251036134,1.231759395,1.211190872,1.135556064,1.052984615,0.963242313,0.865926946,0.763204336,0.653383368,0.560140627,0.473485855,0.396806828,0.332755485,0.276284197,0.227265868,0.174231791,0.119811973,0.063465392,,,,,,
BRED_1,4.762590757,4.821918342,4.821822079,4.821822079,4.826961578,4.821822097,4.821822097,4.821822097,4.747524475,4.668247982,4.376731552,4.058479482,3.712589064,3.337510059,2.941590119,2.518311244,2.158929208,1.824938943,1.529397817,1.282527105,1.064871918,0.875942392,0.67153512,0.461786835,0.244612304,,,,,,
BRID_P,,1.140116219,1.140093458,1.140093458,1.141308664,1.140093462,1.140093462,1.140093462,1.122526196,1.103781703,1.034854237,0.959605276,0.877821379,0.789135999,0.695522895,0.59544092,0.510467003,0.431496832,0.361617749,0.303246519,0.251783141,0.207111788,0.158780806,0.109186971,0.057837241,,,,,,
BRWA1,2.004300522,2.02926809,2.029227579,2.029227579,2.031390498,2.029227586,2.029227586,2.029227586,1.997959991,1.964597074,1.841914576,1.707980584,1.562415202,1.404566022,1.237946091,1.059812358,0.90856913,0.768011837,0.643635575,0.539741892,0.448143343,0.368633772,0.282610508,0.194339519,0.10294325,,,,,,
CAMB_01,9.58413153,9.70352104,9.703327323,9.703327323,9.713669935,9.703327358,9.703327358,9.703327358,9.55381248,9.39427823,8.807637062,8.167193687,7.471131517,6.716330884,5.919590416,5.067793439,4.344581037,3.672466469,3.077726091,2.580928972,2.142924522,1.762726954,1.351382313,0.929289539,0.492252351,,,,,,
CAPEA1,2.001698314,2.026633467,2.026593008,2.026593008,2.028753119,2.026593015,2.026593015,2.026593015,1.995366015,1.962046414,1.839523196,1.705763092,1.560386699,1.402742457,1.236338851,1.058436391,0.907389523,0.767014718,0.642799936,0.539041139,0.447561513,0.36815517,0.282243591,0.194087205,0.102809597,,,,,,
CATY,1.684216267,0.95363299,0.953613952,0.953613952,0.954630393,0.953613955,0.953613955,0.953613955,0.938920081,0.923241532,0.865588195,0.802647338,0.734240432,0.660060886,0.581759619,0.498047563,0.426972414,0.360919007,0.302469704,0.25364597,0.210600205,0.173235526,0.132809807,0.091327793,0.048377087,,,,,,
CARR_1,48.96654502,49.57652119,49.57553146,49.57553146,49.62837318,49.57553164,49.57553164,49.57553164,48.81164114,47.9965604,44.99933618,41.72722965,38.17095963,34.31458735,30.24393913,25.89200021,22.19701621,18.76309754,15.72449342,13.18629385,10.9484735,9.005995845,6.904383844,4.747858259,2.51497977,,,,,,
CHAR_P,,3.916051361,3.915973182,3.915973182,3.920147152,3.915973196,3.915973196,3.915973196,3.855633456,3.791250196,3.554499337,3.296035513,3.015125604,2.710510606,2.388969943,2.045210116,1.753343184,1.482097813,1.242078355,1.041585871,0.864820353,0.711383966,0.545377552,0.375033511,0.198658351,,,,,,
CHTE_1,5.822740227,5.895274092,5.895156401,5.895156401,5.901439949,5.895156423,5.895156423,5.895156423,5.804320201,5.707396814,5.350989025,4.96189426,4.53900887,4.080437533,3.596386082,3.078885617,2.639505384,2.231169113,1.869840733,1.568016768,1.301911684,1.070926574,0.821018382,0.564580271,0.299062837,,,,,,
CONQA1,15.53317892,15.7266757,15.72636174,15.72636174,15.74312421,15.7263618,15.7263618,15.7263618,15.48404028,15.22548017,14.2747,13.2367216,12.10860079,10.88528147,9.59398948,8.213466392,7.0413427,5.952034211,4.9881275,4.182959236,3.473077338,2.856884119,2.190210266,1.506116713,0.797802474,,,,,,
