GSP,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
ABHA1,,25.5,32.6,39.3,47.1,56.0,66.4,78.5,92.7,109.5,129.7,149.9,181.8,218.3,259.3,304.5,356.6,411.9,469.6,527.2,580.7,629.0,672.2,709.6,741.1,765.5,776.3,785.7,794.0,801.8,809.4
ABNE_P,,0.5,0.7,0.8,1.1,1.3,1.6,2.0,2.4,2.9,3.5,4.2,5.1,6.2,7.3,8.6,10.1,11.6,13.3,14.9,16.4,17.8,19.0,20.0,20.9,21.6,21.9,22.2,22.4,22.6,22.8
ABTH_1,,3.7,5.3,7.3,10.0,13.4,17.7,23.1,29.8,37.9,47.6,59.5,72.2,86.7,103.0,120.9,141.6,163.5,186.4,209.3,230.5,249.7,266.9,281.7,294.2,303.9,308.2,311.9,315.3,318.4,321.3
ACTL_2,,0.3,0.6,1.1,1.8,2.8,4.0,5.6,7.6,10.1,13.1,16.9,20.5,24.6,29.3,34.3,40.2,46.5,53.0,59.5,65.5,70.9,75.8,80.0,83.6,86.3,87.6,88.6,89.6,90.4,91.3
ACTL_C,,2.4,2.8,3.1,3.2,3.3,3.2,3.0,2.6,2.1,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALNE_P,,0.3,0.4,0.6,0.8,1.2,1.6,2.2,2.8,3.7,4.7,5.9,7.2,8.6,10.3,12.0,14.1,16.3,18.6,20.8,23.0,24.9,26.6,28.1,29.3,30.3,30.7,31.1,31.4,31.7,32.0
ALST_3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALVE1,,16.2,20.5,24.4,28.9,33.8,39.5,46.0,53.6,62.5,73.1,83.1,100.8,121.1,143.8,168.9,197.8,228.4,260.4,292.3,322.0,348.8,372.8,393.5,411.0,424.5,430.5,435.7,440.3,444.6,448.8
AMEM_1,,6.5,9.1,12.3,16.5,21.8,28.4,36.7,46.8,59.1,73.8,91.6,111.1,133.4,158.5,186.1,218.0,251.7,287.0,322.2,354.9,384.4,410.9,433.7,453.0,467.9,474.5,480.2,485.3,490.1,494.7
ARBR_P,,0.4,0.7,1.1,1.6,2.2,3.1,4.2,5.5,7.2,9.2,11.7,14.2,17.0,20.3,23.8,27.9,32.2,36.7,41.2,45.3,49.1,52.5,55.4,57.9,59.8,60.6,61.4,62.0,62.6,63.2
ARDK_P,,0.0,0.0,0.1,0.1,0.2,0.2,0.3,0.4,0.6,0.7,0.9,1.1,1.4,1.6,1.9,2.2,2.6,2.9,3.3,3.6,3.9,4.2,4.4,4.6,4.8,4.8,4.9,4.9,5.0,5.0
ARMO_P,,0.4,0.6,0.9,1.3,1.8,2.5,3.3,4.4,5.6,7.2,9.1,11.0,13.2,15.7,18.5,21.6,25.0,28.5,32.0,35.2,38.2,40.8,43.1,45.0,46.4,47.1,47.7,48.2,48.6,49.1
AXMI1,,4.9,7.0,9.6,12.9,17.2,22.6,29.3,37.5,47.5,59.5,74.0,89.8,107.8,128.1,150.3,176.1,203.4,231.9,260.3,286.7,310.6,331.9,350.4,365.9,378.0,383.3,387.9,392.0,395.9,399.6
