GSP,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Comment
Aberthaw,1.133790987,1.133790987,1.133790987,1.133790987,1.133790987,1.133790987,1.133790987,1.133790987,1.071323164,0.998444038,0.910989085,0.801670395,0.655912141,0.437274761,,,,,,,,,,,,,,,,,
Abham,1.815607057,1.815607057,1.815607057,1.815607057,1.815607057,1.815607057,1.815607057,1.815607057,1.71557361,1.598867922,1.458821097,1.283762566,1.05035119,0.700234127,,,,,,,,,,,,,,,,,
Acton Lane 66kV,0.224319443,0.224319443,0.224319443,0.224319443,0.224319443,0.224319443,0.224319443,0.224319443,0.211960245,0.19754118,0.180238303,0.158609707,0.129771578,0.086514386,,,,,,,,,,,,,,,,,
Alness,0.076690408,0.076690408,0.076690408,0.076690408,0.076690408,0.076690408,0.076690408,0.076690408,0.072465041,0.067535446,0.061619933,0.054225541,0.044366352,0.029577568,,,,,,,,,,,,,,,,,
Alverdiscott,0.92122435,0.92122435,0.92122435,0.92122435,0.92122435,0.92122435,0.92122435,0.92122435,0.870468187,0.811252664,0.740194037,0.651370752,0.532939707,0.355293138,,,,,,,,,,,,,,,,,
Arbroath,1.514635552,1.514635552,1.514635552,1.514635552,1.514635552,1.514635552,1.514635552,1.514635552,1.431184557,1.333825064,1.216993671,1.070954431,0.876235443,0.584156962,,,,,,,,,,,,,,,,,
Ardmore,0.227195333,0.227195333,0.227195333,0.227195333,0.227195333,0.227195333,0.227195333,0.227195333,0.214677684,0.20007376,0.182549051,0.160643165,0.131435316,0.087623544,,,,,,,,,,,,,,,,,
Axminster,2.035162108,2.035162108,2.035162108,2.035162108,2.035162108,2.035162108,2.035162108,2.035162108,1.923031964,1.792213463,1.635231262,1.439003511,1.177366509,0.784911006,,,,,,,,,,,,,,,,,
Ayr,0.000718973,0.000718973,0.000718973,0.000718973,0.000718973,0.000718973,0.000718973,0.000718973,0.00067936,0.000633145,0.000577687,0.000508364,0.000415935,0.00027729,,,,,,,,,,,,,,,,,
Barking,0.953836946,0.953836946,0.953836946,0.953836946,0.953836946,0.953836946,0.953836946,0.953836946,0.901283946,0.839972113,0.766397913,0.674430164,0.551806498,0.367870998,,,,,,,,,,,,,,,,,
Beddington (_J),1.038618191,1.038618191,1.038618191,1.038618191,1.038618191,1.038618191,1.038618191,1.038618191,0.981394049,0.914632549,0.834518749,0.734376499,0.600853499,0.400568999,,,,,,,,,,,,,,,,,
Berkswell,0.577862222,0.577862222,0.577862222,0.577862222,0.577862222,0.577862222,0.577862222,0.577862222,0.546024083,0.508879588,0.464306193,0.40858945,0.334300459,0.222866973,,,,,,,,,,,,,,,,,
Berwick,0.245409305,0.245409305,0.245409305,0.245409305,0.245409305,0.245409305,0.245409305,0.245409305,0.231888131,0.216113428,0.197183785,0.173521731,0.141972325,0.094648217,,,,,,,,,,,,,,,,,
Bicker Fen,2.845204539,2.845204539,2.845204539,2.845204539,2.845204539,2.845204539,2.845204539,2.845204539,2.688443958,2.505556614,2.286091801,2.011760785,1.645986097,1.097324065,,,,,,,,,,,,,,,,,
Birkenhead,1.398631724,1.398631724,1.398631724,1.398631724,1.398631724,1.398631724,1.398631724,1.398631724,1.321572125,1.231669259,1.12378582,0.988931522,0.809125791,0.539417194,,,,,,,,,,,,,,,,,
Bishops Wood,13.38327181,13.38327181,13.38327181,13.38327181,13.38327181,13.38327181,13.38327181,13.38327181,12.64590146,11.78563605,10.75331757,9.462919458,7.742388648,5.161592432,,,,,,,,,,,,,,,,,
Blyth 66kV,1.697724314,1.697724314,1.697724314,1.697724314,1.697724314,1.697724314,1.697724314,1.697724314,1.604185784,1.4950575,1.364103558,1.200411131,0.982154562,0.654769708,,,,,,,,,,,,,,,,,
