GSP,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
ABHA1,,86.663,90.197,96.614,103.67,111.359,119.007,126.615,136.18,147.686,163.625,181.528,200.636,217.366,238.366,251.005,252.691,251.762,253.423,264.105,274.712,285.244,295.702,306.085,313.854,321.564,329.217,336.811,344.348,351.826,359.247
ABNE_P,,11.307,13.095,13.596,14.149,14.76,15.411,16.102,16.912,17.856,18.533,19.951,21.539,23.124,25.047,26.622,27.617,28.461,29.478,31.142,32.874,34.673,36.54,38.475,40.259,42.096,43.986,45.928,47.923,49.971,52.071
ABTH_1,,63.152,65.727,66.115,66.541,67.005,67.467,67.927,68.504,69.199,70.161,71.243,72.396,73.407,74.675,75.438,75.54,75.484,75.584,76.229,76.87,77.506,78.137,78.764,79.233,79.699,80.161,80.619,81.075,81.526,81.974
ACTL_2,,,,0.211,0.444,0.697,0.949,1.2,1.515,1.894,2.419,3.008,3.638,4.189,4.88,5.297,5.352,5.322,5.376,5.728,6.078,6.424,6.769,7.111,7.367,7.621,7.873,8.123,8.371,8.618,8.862
ACTL_C,,,,0.211,0.444,0.697,0.949,1.2,1.515,1.894,2.419,3.008,3.638,4.189,4.88,5.297,5.352,5.322,5.376,5.728,6.078,6.424,6.769,7.111,7.367,7.621,7.873,8.123,8.371,8.618,8.862
ALNE_P,,0.555,0.643,1.144,1.699,2.311,2.963,3.655,4.467,5.412,6.091,7.512,9.103,10.691,12.618,14.197,15.193,16.039,17.058,18.725,20.46,22.263,24.134,26.073,27.861,29.701,31.595,33.541,35.54,37.592,39.696
ALST_3,,,,0.387,0.814,1.278,1.74,2.199,2.777,3.472,4.434,5.515,6.669,7.679,8.947,9.711,9.812,9.756,9.857,10.502,11.142,11.778,12.41,13.037,13.506,13.971,14.434,14.892,15.347,15.799,16.247
ALVE1,,184.909,192.452,198.868,205.924,213.613,221.261,228.869,238.434,249.94,265.879,283.782,302.89,319.621,340.62,353.259,354.945,354.016,355.677,366.359,376.966,387.498,397.956,408.34,416.108,423.818,431.471,439.065,446.602,454.08,461.501
AMEM_1,,36.96,38.468,38.726,39.01,39.32,39.628,39.934,40.319,40.782,41.424,42.145,42.914,43.588,44.433,44.942,45.01,44.972,45.039,45.469,45.896,46.32,46.741,47.159,47.472,47.782,48.09,48.396,48.699,49.001,49.299
ARBR_P,,27.668,32.043,32.043,32.043,32.043,32.043,32.043,32.043,32.043,32.043,32.043,32.043,32.043,32.043,32.043,32.043,32.043,32.043,32.043,32.043,32.043,32.043,32.043,32.043,32.043,32.043,32.043,32.043,32.043,32.043
ARDK_P,,,,0.168,0.353,0.558,0.776,1.007,1.279,1.595,1.822,2.297,2.829,3.36,4.004,4.532,4.865,5.148,5.489,6.047,6.627,7.23,7.855,8.503,9.101,9.717,10.35,11.001,11.669,12.355,13.059
ARMO_P,,,,1.08,2.275,3.594,4.999,6.49,8.238,10.275,11.737,14.799,18.226,21.647,25.798,29.198,31.345,33.167,35.362,38.954,42.692,46.576,50.606,54.782,58.634,62.599,66.677,70.87,75.176,79.596,84.129
AXMI1,,94.381,98.231,106.756,116.129,126.344,136.505,146.612,159.318,174.604,195.779,219.564,244.948,267.175,295.072,311.864,314.104,312.87,315.076,329.267,343.358,357.351,371.244,385.039,395.359,405.602,415.768,425.858,435.87,445.805,455.663
BAGA,,,,0.602,1.268,2.006,2.798,3.645,4.63,5.773,6.493,8.336,10.419,12.549,15.118,17.321,18.848,20.194,21.757,24.141,26.634,29.234,31.943,34.759,37.396,40.116,42.921,45.809,48.782,51.838,54.979
BAIN,,,,0.602,1.268,2.006,2.798,3.645,4.63,5.773,6.493,8.336,10.419,12.549,15.118,17.321,18.848,20.194,21.757,24.141,26.634,29.234,31.943,34.759,37.396,40.116,42.921,45.809,48.782,51.838,54.979
