GSP,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
ABHA1,,1.828657006,1.828787643,1.829048917,1.829179554,1.82937551,1.829440828,1.829440828,1.829440828,1.829440828,1.829506147,1.829506147,1.829506147,1.829506147,1.829440828,1.829636784,1.83244548,1.836299272,1.840675612,1.845378545,1.85040807,1.855764188,1.861446898,1.867390882,1.873661459,1.88019331,1.886986435,1.893975516,1.901225871,1.908606862,1.916118491
ABTH_1,,1.141940322,1.142021901,1.142185059,1.142266638,1.142389006,1.142429795,1.142429795,1.142429795,1.142429795,1.142470585,1.142470585,1.142470585,1.142470585,1.142429795,1.142552164,1.144306108,1.146712683,1.149445574,1.152382411,1.155523196,1.158867928,1.162416606,1.166128443,1.170044226,1.174123167,1.178365266,1.182729732,1.187257357,1.19186656,1.196557342
ACTL_2,,0.225931639,0.22594778,0.22598006,0.225996201,0.226020411,0.226028481,0.226028481,0.226028481,0.226028481,0.226036551,0.226036551,0.226036551,0.226036551,0.226028481,0.226052692,0.226399708,0.226875846,0.227416545,0.227997595,0.228618996,0.229280748,0.22998285,0.230717233,0.231491966,0.23229898,0.233138275,0.234001779,0.234897565,0.235809491,0.236737557
ALNE_P,,0.077241524,0.077247042,0.077258078,0.077263596,0.077271873,0.077274632,0.077274632,0.077274632,0.077274632,0.077277391,0.077277391,0.077277391,0.077277391,0.077274632,0.077282909,0.077401547,0.077564329,0.077749184,0.077947833,0.078160278,0.078386517,0.078626552,0.078877623,0.079142489,0.079418391,0.079705329,0.080000544,0.080306795,0.080618564,0.080935852
ALVE1,,0.927845672,0.927911956,0.928044524,0.928110808,0.928210235,0.928243377,0.928243377,0.928243377,0.928243377,0.928276519,0.928276519,0.928276519,0.928276519,0.928243377,0.928342803,0.929767912,0.931723295,0.933943814,0.936330044,0.938881984,0.941599635,0.944482996,0.947498925,0.950680565,0.953994773,0.957441549,0.960987752,0.964666523,0.968411578,0.972222917
ARBR_P,,1.525522197,1.525631179,1.525849141,1.525958123,1.526121595,1.526176086,1.526176086,1.526176086,1.526176086,1.526230577,1.526230577,1.526230577,1.526230577,1.526176086,1.526339558,1.528682659,1.531897611,1.53554849,1.539471821,1.543667607,1.548135846,1.552876539,1.557835194,1.563066303,1.568515375,1.57418241,1.580012917,1.586061387,1.592218838,1.598485271
ARMO_P,,0.228828386,0.228844733,0.228877427,0.228893774,0.228918295,0.228926469,0.228926469,0.228926469,0.228926469,0.228934643,0.228934643,0.228934643,0.228934643,0.228926469,0.22895099,0.229302455,0.229784698,0.23033233,0.23092083,0.231550198,0.232220434,0.232931538,0.233675336,0.234460003,0.235277364,0.236127419,0.237001996,0.237909266,0.238832884,0.239772849
AXMI1,,2.049790131,2.049936566,2.050229435,2.050375869,2.050595521,2.050668738,2.050668738,2.050668738,2.050668738,2.050741955,2.050741955,2.050741955,2.050741955,2.050668738,2.05088839,2.054036732,2.058356549,2.063262105,2.068533747,2.074171475,2.08017529,2.086545191,2.09320796,2.100236816,2.107558541,2.115173135,2.123007381,2.131134496,2.139408045,2.147828029
AYRR,,0.000724139,0.000724191,0.000724294,0.000724346,0.000724424,0.000724449,0.000724449,0.000724449,0.000724449,0.000724475,0.000724475,0.000724475,0.000724475,0.000724449,0.000724527,0.000725639,0.000727165,0.000728898,0.000730761,0.000732752,0.000734873,0.000737124,0.000739477,0.000741961,0.000744547,0.000747237,0.000750005,0.000752876,0.000755799,0.000758773
BARKC1,,0.960692819,0.960761449,0.960898711,0.960967341,0.961070288,0.961104603,0.961104603,0.961104603,0.961104603,0.961138918,0.961138918,0.961138918,0.961138918,0.961104603,0.961207549,0.962683109,0.964707716,0.967006845,0.969477551,0.972119833,0.974933693,0.977919129,0.981041827,0.984336102,0.987767638,0.991336435,0.995008179,0.998817184,1.002694819,1.006641086
