Primary,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
ABHA1,76.864,78.801,79.400,79.815,79.769,80.138,80.691,81.798,82.951,83.642,83.873,84.149,84.518,84.749,84.795,84.795,84.795,84.841,84.933,85.072,85.302,85.302,84.933,84.472,84.057,84.057,84.103,84.149,84.196,84.196
ABNE_P,7.358,7.543,7.601,7.640,7.636,7.671,7.724,7.830,7.940,8.007,8.029,8.055,8.091,8.113,8.117,8.117,8.117,8.121,8.130,8.143,8.166,8.166,8.130,8.086,8.046,8.046,8.051,8.055,8.060,8.060
ABTH_1,57.486,58.934,59.382,59.693,59.658,59.934,60.348,61.176,62.038,62.555,62.727,62.934,63.210,63.383,63.417,63.417,63.417,63.452,63.521,63.624,63.797,63.797,63.521,63.176,62.865,62.865,62.900,62.934,62.969,62.969
ACTL_2;CBNK_H;GREE_H;PERI_H,36.583,37.505,37.790,37.987,37.965,38.141,38.405,38.930,39.479,39.809,39.919,40.049,40.225,40.335,40.357,40.357,40.357,40.380,40.423,40.489,40.598,40.598,40.423,40.203,40.006,40.006,40.028,40.049,40.072,40.072
ALNE_P,6.198,6.354,6.402,6.436,6.432,6.462,6.506,6.596,6.688,6.744,6.763,6.785,6.815,6.833,6.837,6.837,6.837,6.841,6.848,6.860,6.878,6.878,6.848,6.811,6.778,6.778,6.781,6.785,6.789,6.789
ALVE1,70.847,72.632,73.184,73.567,73.524,73.864,74.374,75.394,76.457,77.094,77.307,77.562,77.902,78.114,78.157,78.157,78.157,78.199,78.284,78.412,78.624,78.624,78.284,77.859,77.477,77.477,77.519,77.562,77.604,77.604
AMEM_1,20.327,20.839,20.998,21.107,21.095,21.193,21.339,21.632,21.936,22.119,22.180,22.253,22.351,22.412,22.424,22.424,22.424,22.436,22.461,22.497,22.558,22.558,22.461,22.339,22.229,22.229,22.241,22.253,22.266,22.266
ARBR_P,6.729,6.898,6.950,6.987,6.983,7.015,7.064,7.160,7.261,7.322,7.342,7.366,7.399,7.419,7.423,7.423,7.423,7.427,7.435,7.447,7.467,7.467,7.435,7.394,7.358,7.358,7.362,7.366,7.370,7.370
ARDK_P;CLAC_P,0.752,0.771,0.777,0.781,0.781,0.784,0.790,0.801,0.812,0.819,0.821,0.824,0.827,0.830,0.830,0.830,0.830,0.830,0.831,0.833,0.835,0.835,0.831,0.827,0.823,0.823,0.823,0.824,0.824,0.824
ARMO_P,5.702,5.845,5.890,5.921,5.917,5.945,5.986,6.068,6.153,6.205,6.222,6.242,6.270,6.287,6.290,6.290,6.290,6.294,6.300,6.311,6.328,6.328,6.300,6.266,6.235,6.235,6.239,6.242,6.246,6.246
AXMI1,51.440,52.736,53.137,53.415,53.384,53.631,54.001,54.742,55.513,55.976,56.131,56.316,56.563,56.717,56.748,56.748,56.748,56.779,56.840,56.933,57.087,57.087,56.840,56.532,56.254,56.254,56.285,56.316,56.347,56.347
AYRR,9.715,9.960,10.036,10.088,10.082,10.129,10.199,10.339,10.484,10.572,10.601,10.636,10.682,10.712,10.717,10.717,10.717,10.723,10.735,10.752,10.782,10.782,10.735,10.677,10.624,10.624,10.630,10.636,10.642,10.642
BAGA,7.372,7.557,7.615,7.655,7.650,7.686,7.739,7.845,7.955,8.022,8.044,8.070,8.106,8.128,8.132,8.132,8.132,8.137,8.145,8.159,8.181,8.181,8.145,8.101,8.061,8.061,8.066,8.070,8.075,8.075
BAIN,3.290,3.372,3.398,3.416,3.414,3.430,3.453,3.501,3.550,3.580,3.589,3.601,3.617,3.627,3.629,3.629,3.629,3.631,3.635,3.641,3.651,3.651,3.635,3.615,3.597,3.597,3.599,3.601,3.603,3.603
BARKC1;BARKW3,105.465,108.122,108.944,109.514,109.451,109.957,110.716,112.235,113.817,114.766,115.082,115.461,115.967,116.284,116.347,116.347,116.347,116.410,116.537,116.726,117.043,117.043,116.537,115.905,115.335,115.335,115.398,115.461,115.525,115.525
BEAU_P;ORRI_P,5.793,5.939,5.984,6.016,6.012,6.040,6.082,6.165,6.252,6.304,6.321,6.342,6.370,6.387,6.391,6.391,6.391,6.394,6.401,6.412,6.429,6.429,6.401,6.367,6.335,6.335,6.339,6.342,6.346,6.346
BEDDT1,34.123,34.982,35.249,35.433,35.412,35.576,35.822,36.313,36.825,37.132,37.234,37.357,37.521,37.623,37.643,37.643,37.643,37.664,37.705,37.766,37.869,37.869,37.705,37.500,37.316,37.316,37.336,37.357,37.377,37.377
BEDD_1,126.093,129.270,130.253,130.934,130.858,131.464,132.371,134.187,136.078,137.212,137.590,138.044,138.649,139.028,139.103,139.103,139.103,139.179,139.330,139.557,139.935,139.935,139.330,138.574,137.893,137.893,137.969,138.044,138.120,138.120
BERB_P;CAIF_P;DALL_P;GLEF_P;KEIT_P,11.030,11.308,11.394,11.454,11.447,11.500,11.580,11.738,11.904,12.003,12.036,12.076,12.129,12.162,12.169,12.169,12.169,12.175,12.188,12.208,12.241,12.241,12.188,12.122,12.063,12.063,12.069,12.076,12.083,12.083
