Primary,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
ABHA1,56.341,59.879,64.830,71.197,79.686,97.371,115.057,132.742,150.428,168.113,185.798,204.898,223.999,243.099,262.199,281.299,300.399,319.499,338.600,357.700,377.507,397.315,417.123,436.930,456.738,476.545,496.353,516.161,535.968,555.776,575.583
ABNE_P,4.985,5.298,5.736,6.299,7.050,8.615,10.179,11.744,13.309,14.873,16.438,18.128,19.818,21.507,23.197,24.887,26.577,28.267,29.957,31.646,33.399,35.151,36.904,38.656,40.408,42.161,43.913,45.666,47.418,49.171,50.923
ABTH_1,11.285,11.994,12.986,14.261,15.961,19.504,23.046,26.589,30.131,33.674,37.216,41.042,44.868,48.694,52.519,56.345,60.171,63.997,67.823,71.649,75.616,79.584,83.551,87.519,91.486,95.454,99.421,103.389,107.356,111.324,115.291
ACTL_2;CBNK_H;GREE_H;PERI_H,2.969,3.156,3.416,3.752,4.199,5.131,6.063,6.995,7.927,8.859,9.791,10.798,11.804,12.811,13.817,14.824,15.831,16.837,17.844,18.850,19.894,20.938,21.982,23.026,24.069,25.113,26.157,27.201,28.245,29.289,30.332
ALNE_P,1.850,1.966,2.128,2.337,2.616,3.197,3.777,4.358,4.939,5.519,6.100,6.727,7.354,7.981,8.608,9.235,9.862,10.489,11.116,11.743,12.394,13.044,13.694,14.344,14.995,15.645,16.295,16.946,17.596,18.246,18.896
ALVE1,48.567,51.616,55.885,61.373,68.691,83.936,99.181,114.426,129.671,144.916,160.162,176.626,193.091,209.556,226.020,242.485,258.950,275.415,291.879,308.344,325.418,342.493,359.568,376.642,393.717,410.791,427.866,444.940,462.015,479.089,496.164
AMEM_1,5.432,5.773,6.251,6.865,7.683,9.388,11.094,12.799,14.504,16.209,17.915,19.756,21.598,23.439,25.281,27.123,28.964,30.806,32.648,34.489,36.399,38.309,40.219,42.129,44.038,45.948,47.858,49.768,51.678,53.588,55.497
ARBR_P,4.908,5.217,5.648,6.203,6.942,8.483,10.024,11.564,13.105,14.646,16.186,17.850,19.514,21.178,22.842,24.506,26.170,27.834,29.498,31.162,32.888,34.613,36.339,38.065,39.790,41.516,43.242,44.967,46.693,48.418,50.144
ARDK_P;CLAC_P,0.177,0.188,0.204,0.224,0.251,0.306,0.362,0.417,0.473,0.528,0.584,0.644,0.704,0.764,0.824,0.884,0.944,1.004,1.064,1.124,1.187,1.249,1.311,1.374,1.436,1.498,1.560,1.623,1.685,1.747,1.809
ARMO_P,1.249,1.327,1.437,1.578,1.766,2.159,2.551,2.943,3.335,3.727,4.119,4.542,4.966,5.389,5.812,6.236,6.659,7.083,7.506,7.929,8.369,8.808,9.247,9.686,10.125,10.564,11.003,11.442,11.881,12.320,12.759
AXMI1,27.934,29.688,32.143,35.299,39.508,48.276,57.045,65.813,74.581,83.350,92.118,101.588,111.058,120.528,129.997,139.467,148.937,158.407,167.877,177.346,187.167,196.988,206.808,216.629,226.449,236.270,246.090,255.911,265.731,275.552,285.372
AYRR,1.198,1.273,1.379,1.514,1.695,2.071,2.447,2.823,3.199,3.575,3.951,4.357,4.763,5.170,5.576,5.982,6.388,6.794,7.201,7.607,8.028,8.449,8.870,9.292,9.713,10.134,10.555,10.977,11.398,11.819,12.240
BAGA,3.295,3.502,3.791,4.164,4.660,5.694,6.729,7.763,8.797,9.832,10.866,11.983,13.100,14.217,15.334,16.451,17.568,18.685,19.802,20.919,22.077,23.236,24.394,25.552,26.711,27.869,29.028,30.186,31.344,32.503,33.661
BAIN,0.967,1.027,1.112,1.221,1.367,1.670,1.974,2.277,2.581,2.884,3.187,3.515,3.843,4.171,4.498,4.826,5.154,5.481,5.809,6.137,6.476,6.816,7.156,7.496,7.836,8.175,8.515,8.855,9.195,9.535,9.874
BARKC1;BARKW3,10.823,11.502,12.453,13.676,15.307,18.704,22.101,25.498,28.896,32.293,35.690,39.359,43.028,46.697,50.366,54.035,57.704,61.373,65.042,68.711,72.515,76.320,80.125,83.930,87.735,91.540,95.345,99.149,102.954,106.759,110.564
BEAU_P;ORRI_P,2.992,3.180,3.443,3.781,4.232,5.171,6.111,7.050,7.989,8.928,9.868,10.882,11.897,12.911,13.925,14.940,15.954,16.969,17.983,18.997,20.049,21.101,22.153,23.205,24.257,25.309,26.361,27.413,28.465,29.517,30.569
BEDDT1,3.117,3.313,3.587,3.939,4.409,5.387,6.366,7.344,8.323,9.302,10.280,11.337,12.394,13.450,14.507,15.564,16.621,17.678,18.734,19.791,20.887,21.983,23.079,24.175,25.271,26.367,27.463,28.559,29.655,30.751,31.846
BEDD_1,13.277,14.111,15.278,16.778,18.779,22.947,27.114,31.282,35.450,39.618,43.785,48.287,52.788,57.289,61.790,66.291,70.792,75.294,79.795,84.296,88.964,93.632,98.300,102.967,107.635,112.303,116.971,121.639,126.307,130.975,135.643
BERB_P;CAIF_P;DALL_P;GLEF_P;KEIT_P,3.885,4.129,4.470,4.909,5.494,6.714,7.933,9.152,10.372,11.591,12.811,14.128,15.445,16.761,18.078,19.395,20.712,22.029,23.346,24.663,26.029,27.395,28.760,30.126,31.492,32.857,34.223,35.589,36.955,38.320,39.686
BERW,4.156,4.417,4.782,5.251,5.878,7.182,8.486,9.791,11.095,12.400,13.704,15.113,16.522,17.931,19.340,20.748,22.157,23.566,24.975,26.384,27.845,29.306,30.767,32.228,33.689,35.150,36.611,38.072,39.533,40.994,42.454
