Primary,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
ABHA1,6.382,6.746,11.578,17.869,25.983,30.196,39.411,49.532,59.487,68.785,73.801,84.613,95.973,107.647,117.283,121.024,134.153,145.244,155.430,158.222,156.975,162.740,168.283,174.638,172.791,165.880,167.492,168.958,170.424,170.864
ABNE_P,0.343,0.363,0.623,0.961,1.397,1.938,2.530,3.179,3.818,4.415,5.306,6.084,6.900,7.740,8.432,8.977,9.950,10.773,11.529,11.736,12.008,12.449,12.873,13.359,13.218,12.683,12.807,12.919,13.031,13.064
ABTH_1,2.694,2.848,4.888,7.543,10.969,16.288,21.259,26.718,32.088,37.103,45.562,52.237,59.251,66.457,72.407,81.422,90.254,97.716,104.569,106.447,110.485,114.543,118.444,122.917,121.617,117.398,118.539,119.577,120.614,120.925
ACTL_2;CBNK_H;GREE_H;PERI_H,2.021,2.137,3.667,5.660,8.231,10.497,13.701,17.220,20.680,23.913,26.048,29.863,33.874,37.993,41.394,43.824,48.578,52.594,56.281,57.293,57.497,59.608,61.639,63.967,63.290,61.600,62.198,62.743,63.287,63.451
ALNE_P,0.254,0.269,0.461,0.712,1.035,1.077,1.406,1.767,2.123,2.454,2.649,3.037,3.445,3.864,4.210,4.086,4.529,4.903,5.247,5.341,5.385,5.583,5.773,5.991,5.928,5.711,5.767,5.817,5.868,5.883
ALVE1,3.489,3.689,6.331,9.770,14.206,16.510,21.549,27.082,32.526,37.609,40.352,46.263,52.475,58.857,64.126,66.172,73.350,79.415,84.984,86.510,85.828,88.980,92.011,95.486,94.476,90.697,91.579,92.381,93.182,93.423
AMEM_1,3.178,3.359,5.765,8.898,12.938,16.420,21.431,26.934,32.348,37.403,40.943,46.941,53.243,59.719,65.065,68.818,76.283,82.590,88.382,89.970,90.204,93.517,96.702,100.354,99.292,96.319,97.255,98.106,98.957,99.213
ARBR_P,0.556,0.588,1.009,1.557,2.264,3.141,4.100,5.153,6.188,7.156,8.600,9.860,11.184,12.545,13.668,14.549,16.128,17.461,18.686,19.021,19.463,20.177,20.865,21.653,21.424,20.557,20.757,20.939,21.121,21.175
ARDK_P;CLAC_P,0.024,0.025,0.043,0.067,0.097,0.096,0.126,0.158,0.190,0.220,0.230,0.263,0.299,0.335,0.365,0.343,0.380,0.412,0.441,0.449,0.449,0.465,0.481,0.499,0.494,0.477,0.482,0.486,0.490,0.491
ARMO_P,0.428,0.452,0.776,1.198,1.742,2.186,2.853,3.586,4.307,4.980,5.783,6.630,7.520,8.435,9.190,9.523,10.556,11.429,12.230,12.450,12.698,13.164,13.612,14.126,13.977,13.452,13.583,13.702,13.821,13.856
AXMI1,2.988,3.159,5.421,8.366,12.165,14.754,19.256,24.201,29.065,33.608,36.662,42.033,47.677,53.476,58.263,61.085,67.712,73.310,78.451,79.860,79.711,82.638,85.453,88.680,87.742,84.347,85.167,85.913,86.658,86.882
AYRR,0.788,0.833,1.430,2.207,3.210,4.547,5.934,7.458,8.957,10.357,12.535,14.372,16.301,18.284,19.921,21.362,23.679,25.637,27.434,27.927,28.674,29.727,30.739,31.900,31.563,30.371,30.667,30.935,31.203,31.284
BAGA,0.649,0.686,1.177,1.816,2.641,3.757,4.903,6.162,7.400,8.557,10.366,11.885,13.481,15.120,16.474,17.674,19.592,21.211,22.699,23.107,23.726,24.598,25.435,26.396,26.117,25.132,25.377,25.599,25.821,25.888
BAIN,0.434,0.458,0.787,1.214,1.766,2.512,3.279,4.120,4.949,5.722,6.932,7.947,9.014,10.111,11.016,11.819,13.101,14.184,15.178,15.451,15.866,16.448,17.008,17.651,17.464,16.806,16.969,17.118,17.266,17.311
BARKC1;BARKW3,4.397,4.649,7.979,12.313,17.904,22.021,28.740,36.120,43.380,50.161,54.751,62.772,71.199,79.860,87.009,92.101,102.092,110.532,118.284,120.408,121.229,125.682,129.962,134.871,133.444,129.811,131.073,132.220,133.367,133.712
BEAU_P;ORRI_P,0.321,0.339,0.582,0.899,1.307,1.640,2.140,2.689,3.230,3.735,4.337,4.973,5.640,6.326,6.893,7.142,7.917,8.571,9.172,9.337,9.523,9.873,10.209,10.595,10.482,10.089,10.187,10.276,10.365,10.392
BEDDT1,5.346,5.652,9.700,14.969,21.767,27.628,36.060,45.319,54.428,62.935,69.043,79.158,89.786,100.706,109.722,116.295,128.911,139.569,149.357,152.039,152.646,158.251,163.642,169.822,168.025,163.075,164.661,166.102,167.543,167.976
BEDD_1,8.624,9.116,15.646,24.146,35.110,44.565,58.165,73.101,87.794,101.516,111.369,127.684,144.827,162.442,176.984,187.588,207.937,225.129,240.917,245.244,246.222,255.264,263.959,273.928,271.030,263.045,265.603,267.927,270.252,270.949
BERB_P;CAIF_P;DALL_P;GLEF_P;KEIT_P,0.456,0.482,0.828,1.277,1.857,2.330,3.041,3.822,4.590,5.308,6.164,7.067,8.016,8.991,9.795,10.150,11.251,12.181,13.035,13.269,13.534,14.031,14.508,15.056,14.897,14.338,14.477,14.604,14.731,14.769
BERW,0.308,0.326,0.560,0.864,1.256,1.779,2.322,2.918,3.505,4.052,4.904,5.623,6.378,7.153,7.794,8.358,9.264,10.030,10.734,10.926,11.218,11.630,12.026,12.481,12.349,11.883,11.998,12.103,12.208,12.240
BESW_1,4.345,4.593,7.883,12.165,17.690,21.994,28.706,36.078,43.329,50.101,54.418,62.390,70.766,79.373,86.479,90.821,100.674,108.997,116.641,118.736,118.690,123.049,127.240,132.046,130.649,126.619,127.850,128.969,130.089,130.424
BICF_1,2.680,2.833,4.862,7.504,10.911,12.278,16.025,20.140,24.188,27.968,29.143,33.413,37.899,42.509,46.314,46.703,51.770,56.050,59.981,61.058,59.984,62.186,64.304,66.733,66.027,63.747,64.367,64.930,65.493,65.662
BIRK_1,3.037,3.210,5.509,8.502,12.363,17.253,22.518,28.300,33.988,39.300,46.759,53.609,60.806,68.203,74.308,83.864,92.962,100.647,107.706,109.640,113.570,117.741,121.751,126.349,125.013,121.352,122.532,123.604,124.677,124.999
BISW_1,8.076,8.537,14.651,22.612,32.879,40.032,52.249,65.666,78.864,91.190,98.279,112.677,127.804,143.350,156.182,162.852,180.518,195.442,209.149,212.905,212.268,220.063,227.559,236.153,233.655,226.350,228.550,230.551,232.551,233.151
BLYTB1,1.577,1.667,2.861,4.415,6.420,8.711,11.370,14.289,17.162,19.844,23.302,26.716,30.303,33.989,37.032,41.485,45.985,49.787,53.279,54.236,55.977,58.033,60.009,62.276,61.617,59.775,60.356,60.884,61.413,61.571
BLYTH132,0.875,0.925,1.588,2.450,3.563,4.834,6.309,7.930,9.523,11.012,12.931,14.826,16.816,18.862,20.550,23.021,25.519,27.629,29.566,30.097,31.063,32.204,33.301,34.559,34.193,33.171,33.493,33.787,34.080,34.168
BOAG_P,0.182,0.192,0.330,0.509,0.740,0.928,1.211,1.522,1.828,2.114,2.455,2.815,3.193,3.581,3.902,4.043,4.481,4.852,5.192,5.285,5.391,5.589,5.779,5.997,5.934,5.711,5.766,5.817,5.867,5.883
BOLN_1,12.110,12.802,21.970,33.907,49.303,60.887,79.469,99.875,119.950,138.697,151.966,174.228,197.620,221.657,241.499,254.602,282.221,305.554,326.983,332.856,333.241,345.479,357.246,370.739,366.817,353.813,357.253,360.380,363.507,364.445
BONN,1.078,1.140,1.956,3.018,4.389,6.244,8.150,10.242,12.301,14.223,17.231,19.755,22.407,25.133,27.383,29.378,32.565,35.257,37.730,38.407,39.437,40.886,42.278,43.875,43.411,41.775,42.181,42.550,42.919,43.030
BOTW_1,2.069,2.187,3.754,5.793,8.423,10.409,13.586,17.075,20.506,23.711,25.909,29.705,33.693,37.792,41.175,43.397,48.105,52.082,55.735,56.736,56.848,58.936,60.943,63.245,62.576,60.531,61.120,61.655,62.190,62.350
BRAC_P,0.500,0.529,0.908,1.401,2.038,2.827,3.690,4.637,5.569,6.439,7.739,8.873,10.065,11.289,12.299,13.093,14.513,15.713,16.815,17.117,17.514,18.158,18.776,19.485,19.279,18.500,18.679,18.843,19.006,19.055
BRAI_1,4.504,4.761,8.171,12.611,18.337,21.239,27.720,34.839,41.841,48.381,51.191,58.691,66.571,74.668,81.352,83.355,92.398,100.037,107.052,108.975,107.923,111.886,115.697,120.066,118.796,114.911,116.029,117.044,118.060,118.364
BRAP,0.571,0.604,1.037,1.600,2.327,3.296,4.302,5.407,6.494,7.509,9.088,10.419,11.818,13.255,14.442,15.486,17.166,18.585,19.889,20.246,20.787,21.550,22.284,23.126,22.881,22.018,22.232,22.426,22.621,22.679
BRAW_1,4.815,5.090,8.736,13.482,19.605,28.033,36.588,45.983,55.226,63.857,76.657,87.887,99.687,111.812,121.822,137.969,152.936,165.580,177.193,180.375,187.223,194.099,200.710,208.290,206.087,200.198,202.144,203.913,205.682,206.213
BRED_1,3.115,3.293,5.652,8.722,12.683,17.955,23.435,29.453,35.373,40.901,48.933,56.101,63.633,71.373,77.762,87.857,97.388,105.440,112.834,114.861,119.199,123.577,127.786,132.612,131.209,127.494,128.734,129.861,130.987,131.325
BRFO_1;CLT03,8.918,9.428,16.181,24.973,36.312,42.084,54.927,69.031,82.906,95.864,101.743,116.648,132.309,148.402,161.686,166.168,184.195,199.423,213.409,217.242,215.670,223.591,231.206,239.939,237.400,229.838,232.072,234.104,236.135,236.744
BRID_P,0.390,0.413,0.708,1.093,1.589,2.205,2.878,3.617,4.344,5.023,6.037,6.922,7.851,8.806,9.594,10.213,11.321,12.257,13.117,13.352,13.662,14.164,14.646,15.199,15.038,14.430,14.571,14.698,14.826,14.864
BRIM_1,2.138,2.260,3.878,5.985,8.703,10.896,14.221,17.873,21.465,24.820,27.126,31.099,35.275,39.565,43.107,45.567,50.510,54.686,58.521,59.572,59.766,61.961,64.072,66.492,65.788,63.829,64.450,65.014,65.578,65.747
BROA_P,0.110,0.116,0.199,0.307,0.446,0.560,0.731,0.918,1.103,1.275,1.481,1.698,1.926,2.160,2.353,2.438,2.703,2.926,3.131,3.188,3.251,3.371,3.485,3.617,3.579,3.444,3.478,3.508,3.539,3.548
