Primary,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
ABNE_P,37.880,28.210,28.650,29.800,31.010,32.410,33.910,35.670,37.530,39.870,42.330,44.910,47.630,50.490,53.670,57.030,60.560,64.280,68.200,72.330,76.390,80.490,84.610,88.210,91.770,93.630,94.400,95.180,95.920,96.350
ALNE_P,14.150,10.540,10.710,11.140,11.590,12.110,12.670,13.330,14.030,14.900,15.820,16.780,17.800,18.870,20.060,21.310,22.630,24.020,25.490,27.030,28.550,30.080,31.620,32.960,34.300,34.990,35.280,35.570,35.850,36.010
ALVE1,128.490,135.970,138.090,143.650,149.470,156.230,163.470,171.960,180.910,192.180,204.030,216.490,229.590,243.370,258.730,274.900,291.940,309.870,328.770,348.680,368.230,387.990,407.870,425.200,442.370,451.350,455.060,458.790,462.370,464.430
ARBR_P,3.990,2.970,3.020,3.140,3.270,3.410,3.570,3.760,3.950,4.200,4.460,4.730,5.020,5.320,5.650,6.010,6.380,6.770,7.180,7.620,8.050,8.480,8.910,9.290,9.670,9.860,9.940,10.030,10.100,10.150
ARMO_P,32.250,24.020,24.400,25.380,26.410,27.600,28.880,30.380,31.960,33.950,36.040,38.240,40.560,42.990,45.710,48.560,51.570,54.740,58.080,61.600,65.050,68.540,72.050,75.120,78.150,79.740,80.390,81.050,81.680,82.050
BAGA,52.550,51.110,51.910,54.000,56.190,58.730,61.450,64.640,68.010,72.240,76.700,81.380,86.300,91.480,97.260,103.340,109.740,116.480,123.580,131.070,138.420,145.840,153.320,159.830,166.290,169.660,171.060,172.460,173.810,174.580
BEAU_P;ORRI_P,1.000,0.740,0.760,0.790,0.820,0.860,0.900,0.940,0.990,1.050,1.120,1.190,1.260,1.330,1.420,1.510,1.600,1.700,1.800,1.910,2.020,2.130,2.230,2.330,2.420,2.470,2.490,2.510,2.530,2.540
BERB_P;CAIF_P;DALL_P;GLEF_P;KEIT_P,21.360,15.910,16.160,16.800,17.490,18.280,19.120,20.120,21.160,22.480,23.870,25.330,26.860,28.470,30.270,32.160,34.150,36.250,38.460,40.790,43.080,45.390,47.720,49.740,51.750,52.800,53.240,53.670,54.090,54.330
BERW,106.210,103.310,104.920,109.140,113.570,118.700,124.200,130.650,137.460,146.020,155.020,164.480,174.440,184.910,196.580,208.870,221.810,235.440,249.790,264.920,279.780,294.790,309.890,323.060,336.100,342.930,345.740,348.580,351.300,352.870
BICF_1,197.530,198.280,198.490,199.040,215.530,216.200,216.930,217.780,218.670,219.800,220.980,222.230,223.540,224.920,226.450,228.070,229.770,231.570,233.460,235.450,237.400,239.380,241.370,243.100,244.820,245.720,246.090,246.460,246.820,247.020
BISW_1,32.120,33.990,34.520,35.910,37.370,39.060,40.870,42.990,45.230,48.050,51.010,54.120,57.400,60.840,64.680,68.730,72.980,77.470,82.190,87.170,92.060,97.000,101.970,106.300,110.590,112.840,113.760,114.700,115.590,116.110
