Primary,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
BUST_1,0.066,0.156,0.251,0.367,0.534,0.768,1.042,1.359,1.718,2.118,2.572,3.079,3.631,4.228,4.872,5.562,6.303,7.085,7.910,8.793,9.729,10.714,11.746,12.824,13.949,15.121,16.340,17.607,18.921,20.282
CAAD_P,0.006,0.015,0.024,0.036,0.052,0.075,0.102,0.133,0.168,0.207,0.251,0.301,0.354,0.413,0.476,0.543,0.615,0.692,0.772,0.859,0.950,1.046,1.147,1.252,1.362,1.476,1.595,1.719,1.847,1.980
CAMB_01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CANTN1;RICH1;RICH_J,0.190,0.446,0.719,1.051,1.531,2.202,2.986,3.894,4.922,6.070,7.370,8.821,10.404,12.116,13.959,15.938,18.061,20.301,22.667,25.197,27.877,30.701,33.659,36.746,39.969,43.328,46.822,50.452,54.217,58.117
CAPEA1,0.062,0.146,0.236,0.344,0.502,0.721,0.979,1.276,1.613,1.989,2.416,2.891,3.410,3.971,4.575,5.224,5.919,6.653,7.429,8.258,9.137,10.062,11.032,12.043,13.100,14.200,15.346,16.535,17.769,19.048
CARE_1,0.065,0.152,0.246,0.360,0.524,0.753,1.021,1.332,1.683,2.076,2.521,3.017,3.558,4.144,4.775,5.451,6.177,6.943,7.753,8.618,9.535,10.501,11.512,12.568,13.671,14.819,16.014,17.256,18.544,19.878
CARR_1,0.045,0.105,0.170,0.249,0.362,0.520,0.706,0.921,1.164,1.435,1.743,2.086,2.460,2.865,3.300,3.768,4.270,4.800,5.359,5.957,6.591,7.259,7.958,8.688,9.450,10.244,11.070,11.928,12.818,13.741
CASS_P,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CATY,0.001,0.003,0.004,0.006,0.009,0.013,0.017,0.023,0.028,0.035,0.043,0.051,0.060,0.070,0.081,0.092,0.104,0.117,0.131,0.146,0.161,0.178,0.195,0.212,0.231,0.251,0.271,0.292,0.314,0.336
CEAN_P,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CELL_1,0.274,0.644,1.039,1.519,2.212,3.181,4.315,5.628,7.112,8.772,10.651,12.748,15.034,17.509,20.173,23.032,26.099,29.336,32.756,36.412,40.286,44.367,48.641,53.102,57.760,62.613,67.663,72.908,78.349,83.987
CHAP,0.023,0.053,0.086,0.125,0.182,0.262,0.355,0.464,0.586,0.723,0.877,1.050,1.238,1.442,1.662,1.897,2.150,2.416,2.698,2.999,3.318,3.654,4.006,4.374,4.757,5.157,5.573,6.005,6.453,6.918
CHAR_P,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CHAS,0.005,0.012,0.019,0.027,0.040,0.057,0.078,0.102,0.128,0.158,0.192,0.230,0.271,0.316,0.364,0.415,0.471,0.529,0.591,0.657,0.727,0.800,0.877,0.958,1.042,1.129,1.221,1.315,1.413,1.515
CHIC_1,0.068,0.159,0.257,0.375,0.547,0.786,1.066,1.390,1.757,2.167,2.631,3.149,3.714,4.326,4.984,5.690,6.448,7.248,8.093,8.996,9.953,10.961,12.017,13.119,14.270,15.469,16.717,18.012,19.357,20.750
CHSI_1,0.051,0.120,0.193,0.282,0.411,0.591,0.802,1.046,1.322,1.630,1.980,2.369,2.794,3.254,3.749,4.281,4.851,5.452,6.088,6.768,7.487,8.246,9.040,9.870,10.735,11.637,12.576,13.551,14.562,15.610
CHTE_1,0.300,0.705,1.137,1.662,2.421,3.480,4.722,6.158,7.782,9.598,11.654,13.948,16.450,19.158,22.073,25.201,28.557,32.099,35.841,39.841,44.079,48.545,53.221,58.103,63.199,68.509,74.034,79.774,85.728,91.896
CITR_1,0.004,0.010,0.017,0.024,0.035,0.051,0.069,0.089,0.113,0.139,0.169,0.203,0.239,0.278,0.321,0.366,0.415,0.467,0.521,0.579,0.641,0.706,0.774,0.844,0.919,0.996,1.076,1.159,1.246,1.336
CLAY_P,0.005,0.013,0.021,0.030,0.044,0.063,0.085,0.111,0.141,0.173,0.210,0.252,0.297,0.346,0.399,0.455,0.516,0.580,0.647,0.720,0.796,0.877,0.961,1.049,1.141,1.237,1.337,1.441,1.548,1.660
CLYM,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
COAT,0.019,0.045,0.073,0.106,0.154,0.222,0.301,0.393,0.497,0.613,0.744,0.890,1.050,1.223,1.409,1.608,1.822,2.048,2.287,2.543,2.813,3.098,3.396,3.708,4.033,4.372,4.725,5.091,5.471,5.865
COCK,0.023,0.054,0.087,0.127,0.185,0.266,0.360,0.470,0.594,0.732,0.889,1.064,1.255,1.462,1.684,1.923,2.179,2.449,2.735,3.040,3.364,3.704,4.061,4.434,4.823,5.228,5.650,6.088,6.542,7.013
CONQA1;SASA,0.130,0.305,0.492,0.719,1.047,1.506,2.043,2.664,3.367,4.152,5.042,6.034,7.117,8.288,9.549,10.903,12.354,13.887,15.506,17.236,19.070,21.002,23.025,25.137,27.341,29.639,32.029,34.512,37.088,39.756
COUA_P,0.021,0.050,0.080,0.117,0.171,0.245,0.333,0.434,0.549,0.677,0.822,0.983,1.160,1.350,1.556,1.776,2.013,2.263,2.527,2.808,3.107,3.422,3.752,4.096,4.455,4.829,5.219,5.623,6.043,6.478
COVE_1,0.187,0.439,0.708,1.036,1.509,2.169,2.943,3.838,4.850,5.982,7.263,8.693,10.252,11.939,13.756,15.706,17.797,20.004,22.337,24.830,27.471,30.254,33.168,36.210,39.386,42.696,46.139,49.716,53.426,57.271
COWL_1;ECLA_H,0.234,0.550,0.887,1.297,1.890,2.717,3.686,4.807,6.075,7.492,9.097,10.888,12.841,14.955,17.230,19.672,22.291,25.056,27.977,31.100,34.408,37.894,41.544,45.355,49.333,53.478,57.791,62.271,66.918,71.733
COYL,0.020,0.046,0.074,0.108,0.158,0.227,0.307,0.401,0.507,0.625,0.759,0.908,1.071,1.248,1.437,1.641,1.860,2.090,2.334,2.595,2.871,3.161,3.466,3.784,4.116,4.462,4.821,5.195,5.583,5.985
CRAI_P,0.001,0.003,0.005,0.008,0.011,0.016,0.022,0.029,0.037,0.045,0.055,0.066,0.077,0.090,0.104,0.118,0.134,0.151,0.168,0.187,0.207,0.228,0.250,0.273,0.297,0.322,0.348,0.375,0.403,0.432
CREB_1,0.271,0.635,1.024,1.498,2.181,3.136,4.255,5.549,7.012,8.648,10.501,12.568,14.822,17.263,19.889,22.708,25.732,28.923,32.295,35.899,39.718,43.742,47.956,52.354,56.946,61.731,66.710,71.881,77.246,82.804
CROO,0.008,0.020,0.032,0.048,0.070,0.100,0.136,0.176,0.222,0.276,0.334,0.400,0.472,0.548,0.632,0.722,0.818,0.920,1.028,1.142,1.264,1.392,1.526,1.664,1.810,1.964,2.122,2.286,2.456,2.634
CUMB,0.014,0.033,0.054,0.079,0.115,0.165,0.223,0.291,0.368,0.454,0.552,0.660,0.779,0.907,1.045,1.193,1.352,1.519,1.697,1.886,2.086,2.298,2.519,2.750,2.991,3.243,3.504,3.776,4.058,4.350
CUPA,0.037,0.086,0.139,0.203,0.295,0.425,0.576,0.751,0.949,1.171,1.421,1.701,2.006,2.337,2.692,3.074,3.483,3.915,4.372,4.859,5.376,5.921,6.491,7.087,7.708,8.356,9.030,9.730,10.456,11.209
CURR,0.000,0.001,0.001,0.002,0.003,0.005,0.006,0.008,0.010,0.012,0.015,0.018,0.021,0.025,0.029,0.033,0.037,0.042,0.046,0.052,0.057,0.063,0.069,0.075,0.082,0.089,0.096,0.103,0.111,0.119
DALM3,0.012,0.027,0.044,0.064,0.093,0.134,0.181,0.236,0.299,0.368,0.447,0.535,0.632,0.735,0.847,0.967,1.096,1.232,1.376,1.530,1.692,1.864,2.043,2.231,2.426,2.630,2.842,3.063,3.291,3.528
DEVM,0.006,0.015,0.025,0.036,0.052,0.075,0.102,0.133,0.168,0.207,0.251,0.301,0.355,0.413,0.476,0.543,0.616,0.692,0.773,0.859,0.950,1.046,1.147,1.252,1.362,1.477,1.596,1.719,1.848,1.981
DEVO,0.019,0.045,0.073,0.107,0.156,0.224,0.304,0.396,0.500,0.617,0.749,0.897,1.058,1.232,1.419,1.621,1.836,2.064,2.305,2.562,2.835,3.122,3.422,3.736,4.064,4.405,4.761,5.130,5.513,5.909
DEWP,0.002,0.004,0.007,0.010,0.015,0.022,0.030,0.039,0.049,0.060,0.073,0.088,0.104,0.121,0.139,0.159,0.180,0.202,0.226,0.251,0.278,0.306,0.335,0.366,0.398,0.432,0.467,0.503,0.540,0.579
DOUN_P,0.006,0.015,0.024,0.036,0.052,0.074,0.101,0.132,0.166,0.205,0.249,0.298,0.352,0.410,0.472,0.539,0.611,0.686,0.766,0.852,0.942,1.038,1.138,1.242,1.351,1.465,1.583,1.706,1.833,1.965
DRAK_1,0.107,0.251,0.405,0.592,0.863,1.240,1.683,2.195,2.773,3.421,4.153,4.971,5.862,6.827,7.866,8.981,10.177,11.439,12.773,14.198,15.709,17.300,18.967,20.707,22.523,24.415,26.384,28.429,30.551,32.750
DRAX_1,0.026,0.062,0.100,0.147,0.214,0.307,0.416,0.543,0.686,0.847,1.028,1.230,1.451,1.690,1.947,2.223,2.519,2.831,3.161,3.514,3.888,4.282,4.695,5.125,5.575,6.043,6.530,7.037,7.562,8.106
DRCR,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
DRUM,0.007,0.016,0.027,0.039,0.057,0.081,0.111,0.144,0.182,0.225,0.273,0.326,0.385,0.448,0.517,0.590,0.668,0.751,0.839,0.932,1.032,1.136,1.246,1.360,1.479,1.603,1.733,1.867,2.006,2.151
DUBE_P,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
