Primary,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
ABHA1,66.166,65.453,63.192,61.780,60.495,60.228,60.004,60.628,61.167,62.559,63.988,65.885,68.847,72.143,73.447,74.830,76.132,77.349,78.347,79.222,80.138,81.053,81.967,82.837,83.665,84.491,84.849,85.041,85.184,85.283
ABNE_P,16.223,16.057,15.509,15.167,14.857,14.794,14.743,14.898,15.033,15.374,15.726,16.192,16.917,17.724,18.045,18.387,18.708,19.008,19.257,19.474,19.702,19.929,20.157,20.375,20.582,20.789,20.882,20.934,20.975,21.006
ABTH_1,49.534,49.000,47.308,46.251,45.288,45.089,44.921,45.389,45.792,46.834,47.904,49.324,51.541,54.009,54.985,56.021,56.996,57.906,58.653,59.308,59.994,60.679,61.363,62.015,62.634,63.253,63.521,63.665,63.772,63.846
ACTL_2;CBNK_H;GREE_H;PERI_H,31.464,31.126,30.050,29.379,28.768,28.642,28.534,28.832,29.088,29.749,30.430,31.331,32.740,34.307,34.927,35.585,36.204,36.784,37.258,37.673,38.110,38.544,38.979,39.393,39.786,40.180,40.350,40.441,40.510,40.555
ALNE_P,13.665,13.526,13.064,12.776,12.514,12.462,12.418,12.549,12.662,12.950,13.247,13.639,14.250,14.930,15.200,15.488,15.758,16.011,16.220,16.404,16.595,16.787,16.979,17.162,17.337,17.511,17.590,17.633,17.668,17.694
ALVE1,60.941,60.285,58.202,56.901,55.718,55.472,55.266,55.841,56.337,57.619,58.936,60.682,63.410,66.447,67.647,68.921,70.121,71.241,72.160,72.966,73.810,74.652,75.494,76.296,77.058,77.819,78.149,78.326,78.457,78.549
AMEM_1,17.507,17.319,16.720,16.347,16.007,15.936,15.877,16.042,16.185,16.553,16.931,17.433,18.217,19.089,19.434,19.800,20.144,20.466,20.730,20.962,21.204,21.446,21.688,21.918,22.137,22.356,22.451,22.501,22.539,22.566
ARBR_P,14.836,14.684,14.182,13.870,13.586,13.529,13.482,13.624,13.747,14.059,14.381,14.807,15.470,16.208,16.502,16.814,17.108,17.382,17.609,17.808,18.017,18.225,18.433,18.632,18.821,19.011,19.096,19.143,19.181,19.210
ARDK_P;CLAC_P,1.659,1.642,1.586,1.551,1.519,1.513,1.507,1.523,1.537,1.572,1.608,1.656,1.730,1.812,1.845,1.880,1.913,1.944,1.969,1.991,2.015,2.038,2.061,2.083,2.105,2.126,2.135,2.141,2.145,2.148
ARMO_P,12.572,12.443,12.018,11.754,11.513,11.465,11.425,11.545,11.649,11.914,12.187,12.548,13.109,13.735,13.984,14.249,14.497,14.730,14.923,15.091,15.268,15.444,15.621,15.789,15.949,16.110,16.182,16.222,16.254,16.278
AXMI1,44.297,43.819,42.306,41.360,40.500,40.322,40.171,40.590,40.950,41.882,42.839,44.108,46.092,48.298,49.171,50.097,50.969,51.784,52.452,53.037,53.651,54.263,54.875,55.458,56.012,56.565,56.805,56.933,57.029,57.096
AYRR,21.420,21.202,20.477,20.026,19.616,19.534,19.466,19.671,19.848,20.300,20.764,21.379,22.336,23.403,23.826,24.277,24.701,25.098,25.426,25.713,26.013,26.314,26.615,26.902,27.175,27.449,27.572,27.640,27.695,27.736
BAGA,16.253,16.087,15.538,15.195,14.884,14.822,14.770,14.926,15.061,15.403,15.755,16.222,16.948,17.757,18.079,18.421,18.743,19.043,19.292,19.510,19.738,19.967,20.195,20.413,20.620,20.828,20.921,20.973,21.014,21.045
BAIN,7.253,7.179,6.934,6.781,6.642,6.614,6.591,6.661,6.721,6.873,7.031,7.239,7.563,7.924,8.068,8.220,8.364,8.498,8.609,8.706,8.808,8.910,9.012,9.109,9.202,9.294,9.336,9.359,9.377,9.391
BARKC1;BARKW3,90.728,89.750,86.650,84.713,82.951,82.586,82.278,83.135,83.874,85.782,87.742,90.342,94.404,98.924,100.712,102.609,104.394,106.062,107.431,108.630,109.886,111.141,112.395,113.588,114.723,115.856,116.346,116.609,116.806,116.942
BEAU_P;ORRI_P,12.773,12.643,12.211,11.942,11.697,11.648,11.607,11.730,11.836,12.105,12.382,12.749,13.319,13.955,14.208,14.477,14.729,14.966,15.161,15.333,15.512,15.691,15.871,16.042,16.205,16.368,16.441,16.482,16.515,16.539
BEDDT1,29.388,29.072,28.067,27.440,26.869,26.751,26.651,26.929,27.168,27.786,28.421,29.263,30.579,32.043,32.622,33.237,33.815,34.355,34.799,35.187,35.594,36.001,36.407,36.793,37.161,37.528,37.687,37.772,37.835,37.880
BEDD_1,108.731,107.560,103.844,101.523,99.411,98.974,98.605,99.631,100.517,102.804,105.153,108.269,113.137,118.554,120.696,122.969,125.109,127.108,128.748,130.186,131.691,133.195,134.697,136.128,137.487,138.845,139.433,139.748,139.984,140.147
BERB_P;CAIF_P;DALL_P;GLEF_P;KEIT_P,24.321,24.072,23.250,22.738,22.272,22.179,22.101,22.334,22.536,23.048,23.576,24.274,25.361,26.571,27.052,27.565,28.046,28.496,28.868,29.194,29.536,29.877,30.219,30.545,30.855,31.165,31.305,31.383,31.445,31.491
BERW,20.668,20.457,19.758,19.322,18.927,18.847,18.782,18.979,19.151,19.586,20.035,20.628,21.551,22.580,22.989,23.424,23.833,24.216,24.532,24.809,25.099,25.389,25.680,25.957,26.220,26.484,26.603,26.669,26.721,26.761
BESW_1,88.288,87.336,84.319,82.435,80.720,80.365,80.065,80.899,81.618,83.475,85.382,87.912,91.865,96.263,98.003,99.849,101.586,103.209,104.541,105.708,106.930,108.151,109.371,110.533,111.637,112.739,113.217,113.473,113.664,113.797
BICF_1,37.299,36.897,35.622,34.826,34.102,33.952,33.825,34.177,34.481,35.266,36.072,37.140,38.810,40.669,41.404,42.183,42.917,43.603,44.166,44.659,45.175,45.691,46.206,46.697,47.163,47.629,47.831,47.939,48.020,48.076
BIRK_1,56.399,55.791,53.863,52.660,51.564,51.337,51.146,51.678,52.138,53.324,54.542,56.159,58.684,61.493,62.605,63.784,64.894,65.931,66.781,67.527,68.308,69.088,69.867,70.609,71.314,72.018,72.323,72.487,72.609,72.694
BISW_1,131.909,130.488,125.980,123.165,120.603,120.072,119.624,120.870,121.944,124.718,127.568,131.348,137.254,143.826,146.425,149.182,151.779,154.204,156.194,157.937,159.763,161.588,163.410,165.146,166.795,168.442,169.156,169.538,169.824,170.022
BLYTB1,124.459,123.118,118.865,116.209,113.791,113.290,112.868,114.043,115.057,117.674,120.363,123.930,129.502,135.702,138.155,140.757,143.206,145.494,147.372,149.017,150.740,152.461,154.181,155.818,157.375,158.929,159.602,159.963,160.232,160.419
BLYTH132,16.120,15.947,15.396,15.052,14.738,14.674,14.619,14.771,14.902,15.241,15.590,16.052,16.773,17.577,17.894,18.231,18.548,18.845,19.088,19.301,19.524,19.747,19.970,20.182,20.384,20.585,20.672,20.719,20.754,20.778
BOAG_P,11.202,11.087,10.709,10.473,10.258,10.215,10.180,10.287,10.380,10.616,10.859,11.180,11.681,12.238,12.460,12.696,12.917,13.125,13.296,13.446,13.604,13.761,13.918,14.068,14.211,14.354,14.419,14.454,14.483,14.504
BOLN_1,226.237,223.799,216.068,211.240,206.845,205.935,205.168,207.303,209.146,213.904,218.792,225.275,235.404,246.675,251.133,255.862,260.315,264.474,267.887,270.878,274.010,277.138,280.264,283.241,286.070,288.895,290.119,290.774,291.264,291.605
BONN,24.429,24.179,23.353,22.839,22.371,22.278,22.200,22.433,22.636,23.151,23.681,24.382,25.473,26.689,27.173,27.687,28.170,28.623,28.997,29.324,29.667,30.010,30.353,30.680,30.992,31.304,31.444,31.522,31.585,31.631
BOTW_1,39.524,39.098,37.748,36.904,36.136,35.977,35.843,36.216,36.538,37.370,38.223,39.356,41.126,43.095,43.873,44.700,45.478,46.204,46.800,47.323,47.870,48.417,48.963,49.483,49.977,50.471,50.684,50.799,50.884,50.944
BRAC_P,12.190,12.065,11.653,11.396,11.163,11.116,11.077,11.194,11.295,11.552,11.816,12.167,12.711,13.318,13.559,13.816,14.057,14.282,14.469,14.633,14.804,14.975,15.146,15.309,15.465,15.620,15.691,15.729,15.761,15.784
BRAI_1,57.599,56.978,55.010,53.781,52.662,52.430,52.235,52.778,53.248,54.459,55.703,57.354,59.933,62.802,63.937,65.141,66.275,67.334,68.203,68.964,69.762,70.558,71.354,72.112,72.832,73.551,73.863,74.030,74.154,74.241
BRAP,13.883,13.741,13.272,12.979,12.714,12.660,12.616,12.749,12.864,13.157,13.458,13.856,14.477,15.168,15.442,15.735,16.009,16.266,16.479,16.665,16.860,17.055,17.250,17.436,17.613,17.790,17.870,17.914,17.950,17.976
BRAW_1,110.579,109.388,105.609,103.249,101.101,100.656,100.281,101.325,102.225,104.551,106.940,110.109,115.060,120.569,122.748,125.059,127.236,129.269,130.937,132.398,133.929,135.459,136.986,138.442,139.824,141.205,141.803,142.123,142.363,142.529
BRED_1,76.045,75.225,72.627,71.004,69.527,69.221,68.963,69.681,70.300,71.899,73.542,75.721,79.126,82.915,84.413,86.003,87.499,88.897,90.045,91.050,92.103,93.154,94.205,95.206,96.156,97.106,97.517,97.738,97.902,98.017
BRFO_1;CLT03,221.841,219.450,211.868,207.134,202.825,201.932,201.180,203.275,205.081,209.747,214.540,220.897,230.828,241.881,246.252,250.889,255.256,259.335,262.681,265.613,268.685,271.753,274.817,277.737,280.510,283.280,284.481,285.123,285.604,285.938
BRID_P,12.403,12.276,11.856,11.595,11.358,11.310,11.271,11.389,11.492,11.753,12.023,12.379,12.933,13.550,13.796,14.057,14.302,14.532,14.722,14.888,15.062,15.236,15.410,15.576,15.735,15.893,15.964,16.004,16.035,16.059
BRIM_1,81.987,81.103,78.301,76.552,74.959,74.629,74.351,75.125,75.793,77.517,79.288,81.638,85.308,89.393,91.009,92.722,94.336,95.843,97.080,98.164,99.299,100.433,101.565,102.644,103.669,104.693,105.137,105.374,105.552,105.675
BROA_P,7.198,7.124,6.881,6.729,6.592,6.564,6.541,6.610,6.670,6.821,6.977,7.184,7.506,7.864,8.006,8.158,8.300,8.433,8.544,8.640,8.741,8.842,8.943,9.040,9.132,9.224,9.265,9.288,9.306,9.320
BROR_P,3.596,3.560,3.438,3.362,3.293,3.280,3.268,3.303,3.332,3.408,3.486,3.589,3.750,3.929,4.000,4.076,4.147,4.214,4.269,4.317,4.367,4.418,4.468,4.517,4.563,4.608,4.629,4.641,4.650,4.657
BROX,22.256,22.029,21.276,20.807,20.381,20.296,20.225,20.438,20.623,21.091,21.574,22.213,23.208,24.315,24.756,25.224,25.665,26.077,26.417,26.716,27.028,27.341,27.653,27.951,28.235,28.519,28.647,28.718,28.775,28.818
BRWA1,51.894,51.334,49.561,48.454,47.446,47.237,47.061,47.551,47.973,49.065,50.186,51.673,53.996,56.582,57.604,58.689,59.710,60.664,61.447,62.133,62.852,63.569,64.286,64.969,65.618,66.266,66.547,66.697,66.809,66.887
BUMU_P,19.193,18.997,18.347,17.943,17.576,17.502,17.441,17.625,17.784,18.188,18.605,19.156,20.013,20.969,21.348,21.752,22.132,22.487,22.781,23.038,23.308,23.577,23.847,24.104,24.349,24.594,24.704,24.765,24.814,24.851
BURM_1,83.584,82.683,79.827,78.043,76.419,76.083,75.800,76.589,77.269,79.027,80.833,83.228,86.970,91.135,92.782,94.529,96.174,97.711,98.972,100.076,101.233,102.389,103.544,104.644,105.689,106.733,107.185,107.427,107.608,107.734
BUSH_1,42.116,41.662,40.223,39.324,38.506,38.336,38.193,38.591,38.934,39.820,40.730,41.936,43.822,45.920,46.750,47.630,48.459,49.234,49.869,50.426,51.009,51.591,52.173,52.727,53.254,53.780,54.008,54.130,54.221,54.284
BUST_1,60.426,59.775,57.710,56.420,55.246,55.003,54.798,55.369,55.861,57.132,58.437,60.169,62.874,65.884,67.075,68.338,69.528,70.638,71.550,72.349,73.185,74.021,74.856,75.651,76.406,77.161,77.488,77.663,77.794,77.885
