Primary,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
ABHA1,3.116,3.180,3.196,3.204,3.219,3.243,3.265,3.342,3.418,3.558,3.763,4.092,4.590,5.325,6.360,7.803,9.738,12.273,15.475,19.401,24.169,29.687,35.507,41.412,46.972,52.134,56.535,60.226,62.981,64.677
ABNE_P,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.005,0.010,0.017,0.030,0.050,0.080,0.123,0.184,0.266,0.374,0.511,0.679,0.884,1.120,1.370,1.624,1.862,2.083,2.271,2.427,2.543,2.613
ABTH_1,1.946,1.986,1.996,2.001,2.010,2.025,2.039,2.070,2.100,2.151,2.222,2.332,2.496,2.731,3.059,3.510,4.111,4.895,5.882,7.090,8.554,10.247,12.033,13.845,15.554,17.143,18.502,19.647,20.509,21.051
ACTL_2;CBNK_H;GREE_H;PERI_H,0.385,0.393,0.395,0.396,0.398,0.401,0.403,0.418,0.425,0.448,0.480,0.532,0.612,0.729,0.894,1.124,1.434,1.843,2.357,2.987,3.754,4.642,5.577,6.529,7.422,8.254,8.959,9.553,9.992,10.262
ALNE_P,0.132,0.134,0.135,0.135,0.136,0.137,0.138,0.140,0.141,0.144,0.148,0.153,0.161,0.173,0.189,0.210,0.238,0.275,0.322,0.379,0.447,0.526,0.610,0.695,0.775,0.850,0.914,0.968,1.009,1.035
ALVE1,1.581,1.614,1.622,1.626,1.633,1.646,1.657,1.729,1.795,1.931,2.136,2.470,2.984,3.751,4.840,6.367,8.420,11.119,14.533,18.722,23.814,29.711,35.930,42.239,48.176,53.682,58.369,62.292,65.205,66.979
AMEM_1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.013,0.021,0.044,0.080,0.139,0.231,0.370,0.569,0.850,1.228,1.727,2.358,3.134,4.077,5.171,6.324,7.493,8.593,9.612,10.478,11.202,11.737,12.059
ARBR_P,2.600,2.653,2.666,2.673,2.685,2.706,2.724,2.743,2.764,2.788,2.815,2.850,2.891,2.939,2.995,3.061,3.139,3.231,3.339,3.467,3.615,3.783,3.958,4.139,4.314,4.484,4.640,4.784,4.910,5.017
ARDK_P;CLAC_P,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.002,0.004,0.008,0.014,0.022,0.036,0.052,0.076,0.106,0.146,0.194,0.252,0.320,0.390,0.462,0.530,0.594,0.646,0.692,0.724,0.744
ARMO_P,0.390,0.398,0.400,0.401,0.403,0.406,0.409,0.415,0.421,0.432,0.448,0.472,0.507,0.559,0.631,0.730,0.862,1.035,1.253,1.519,1.842,2.215,2.609,3.009,3.386,3.736,4.036,4.288,4.477,4.596
AXMI1,3.493,3.565,3.582,3.592,3.608,3.636,3.660,3.715,3.768,3.859,3.985,4.181,4.471,4.889,5.469,6.269,7.333,8.722,10.469,12.608,15.201,18.198,21.360,24.568,27.594,30.407,32.814,34.843,36.370,37.331
AYRR,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.003,0.005,0.009,0.014,0.023,0.036,0.054,0.080,0.115,0.162,0.220,0.292,0.380,0.481,0.588,0.697,0.799,0.894,0.974,1.041,1.091,1.121
BAGA,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.010,0.019,0.039,0.070,0.122,0.203,0.325,0.500,0.747,1.079,1.517,2.072,2.753,3.582,4.543,5.556,6.583,7.549,8.445,9.206,9.841,10.311,10.594
BAIN,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.006,0.013,0.023,0.040,0.067,0.107,0.164,0.245,0.354,0.497,0.679,0.902,1.174,1.488,1.820,2.157,2.473,2.767,3.016,3.224,3.378,3.471
BARKC1;BARKW3,1.637,1.671,1.679,1.683,1.691,1.704,1.715,1.764,1.801,1.882,2.000,2.189,2.477,2.902,3.503,4.340,5.463,6.937,8.797,11.080,13.851,17.059,20.443,23.876,27.108,30.108,32.665,34.810,36.407,37.390
BEAU_P;ORRI_P,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.002,0.006,0.010,0.018,0.028,0.046,0.070,0.104,0.152,0.214,0.292,0.386,0.504,0.638,0.780,0.926,1.060,1.186,1.294,1.384,1.450,1.488
BEDDT1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.019,0.032,0.066,0.118,0.205,0.342,0.548,0.842,1.256,1.816,2.553,3.486,4.633,6.028,7.643,9.348,11.077,12.702,14.209,15.490,16.559,17.350,17.827
BEDD_1,1.783,1.819,1.828,1.833,1.841,1.855,1.868,1.957,2.027,2.184,2.419,2.804,3.398,4.283,5.539,7.300,9.670,12.784,16.724,21.558,27.435,34.240,41.418,48.698,55.550,61.905,67.313,71.840,75.201,77.247
BERB_P;CAIF_P;DALL_P;GLEF_P;KEIT_P,1.145,1.169,1.174,1.177,1.183,1.192,1.200,1.218,1.237,1.266,1.311,1.379,1.482,1.627,1.832,2.113,2.484,2.976,3.589,4.343,5.253,6.310,7.422,8.551,9.616,10.607,11.450,12.164,12.699,13.036
BERW,0.421,0.430,0.432,0.433,0.435,0.438,0.441,0.447,0.453,0.463,0.477,0.498,0.528,0.572,0.633,0.717,0.828,0.972,1.153,1.376,1.645,1.956,2.283,2.616,2.930,3.223,3.473,3.684,3.843,3.944
BESW_1,0.992,1.012,1.017,1.020,1.024,1.032,1.039,1.109,1.159,1.279,1.461,1.761,2.225,2.918,3.905,5.290,7.156,9.609,12.714,16.525,21.158,26.525,32.185,37.926,43.328,48.337,52.598,56.163,58.806,60.411
BICF_1,4.884,4.984,5.008,5.021,5.044,5.083,5.116,5.184,5.252,5.361,5.511,5.741,6.076,6.555,7.216,8.123,9.326,10.891,12.858,15.263,18.177,21.543,25.093,28.697,32.097,35.262,37.974,40.264,41.995,43.096
BIRK_1,2.401,2.450,2.462,2.468,2.479,2.499,2.515,2.571,2.626,2.728,2.875,3.110,3.466,3.990,4.727,5.754,7.130,8.932,11.208,13.998,17.385,21.306,25.441,29.636,33.586,37.254,40.383,43.008,44.968,46.177
BISW_1,22.971,23.442,23.558,23.618,23.726,23.908,24.067,24.329,24.584,24.968,25.473,26.218,27.273,28.738,30.722,33.402,36.921,41.466,47.144,54.075,62.442,72.094,82.273,92.612,102.389,111.512,119.369,126.050,131.169,134.523
BLYTB1,2.914,2.974,2.988,2.996,3.010,3.033,3.053,3.090,3.127,3.185,3.264,3.383,3.554,3.797,4.130,4.585,5.186,5.966,6.944,8.141,9.588,11.259,13.021,14.811,16.500,18.074,19.425,20.568,21.436,21.994
BLYTH132,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.014,0.026,0.054,0.096,0.167,0.279,0.446,0.686,1.023,1.479,2.079,2.840,3.774,4.910,6.226,7.615,9.023,10.347,11.575,12.618,13.489,14.133,14.522
BOAG_P,0.148,0.151,0.152,0.152,0.153,0.154,0.155,0.161,0.167,0.179,0.197,0.226,0.271,0.338,0.433,0.566,0.745,0.980,1.277,1.642,2.085,2.598,3.139,3.688,4.205,4.685,5.093,5.434,5.688,5.843
BOLN_1,4.670,4.765,4.789,4.801,4.823,4.860,4.892,5.043,5.170,5.433,5.821,6.448,7.406,8.825,10.830,13.632,17.394,22.331,28.570,36.223,45.520,56.283,67.636,79.152,89.993,100.054,108.625,115.808,121.156,124.433
BONN,0.790,0.806,0.810,0.812,0.816,0.822,0.827,0.844,0.860,0.890,0.932,0.999,1.101,1.250,1.458,1.748,2.137,2.645,3.286,4.072,5.025,6.129,7.293,8.474,9.586,10.620,11.501,12.242,12.795,13.138
BOTW_1,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.022,0.039,0.079,0.140,0.242,0.402,0.643,0.988,1.473,2.128,2.991,4.084,5.427,7.060,8.952,10.948,12.972,14.876,16.640,18.139,19.392,20.318,20.876
BRAC_P,0.245,0.250,0.251,0.252,0.253,0.255,0.257,0.266,0.271,0.285,0.305,0.337,0.387,0.460,0.564,0.709,0.904,1.159,1.482,1.878,2.360,2.917,3.504,4.100,4.661,5.182,5.626,5.997,6.274,6.444
BRAI_1,0.418,0.426,0.429,0.430,0.432,0.435,0.438,0.462,0.484,0.530,0.600,0.714,0.892,1.156,1.532,2.061,2.771,3.706,4.889,6.341,8.107,10.151,12.308,14.495,16.553,18.461,20.085,21.444,22.451,23.064
BRAP,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.003,0.007,0.013,0.022,0.037,0.060,0.092,0.137,0.198,0.278,0.380,0.505,0.657,0.833,1.018,1.207,1.384,1.548,1.688,1.804,1.890,1.942
BRAW_1,1.129,1.152,1.158,1.161,1.166,1.175,1.183,1.262,1.327,1.473,1.693,2.057,2.619,3.460,4.658,6.339,8.604,11.583,15.353,19.981,25.608,32.124,38.999,45.970,52.530,58.613,63.787,68.114,71.323,73.270
BRED_1,0.133,0.136,0.137,0.137,0.138,0.139,0.140,0.323,0.296,0.462,0.717,1.143,1.808,2.809,4.240,6.256,8.975,12.557,17.095,22.667,29.446,37.299,45.583,53.983,61.884,69.207,75.431,80.630,84.477,86.795
BRFO_1;CLT03,12.180,12.430,12.491,12.523,12.580,12.677,12.761,12.971,13.176,13.530,14.031,14.814,15.981,17.672,20.032,23.296,27.649,33.335,40.498,49.270,59.907,72.210,85.186,98.353,110.765,122.302,132.161,140.458,146.689,150.586
BRID_P,1.417,1.446,1.453,1.457,1.463,1.474,1.484,1.499,1.514,1.536,1.564,1.605,1.662,1.740,1.844,1.985,2.169,2.405,2.699,3.058,3.491,3.990,4.516,5.051,5.556,6.029,6.437,6.785,7.054,7.232
BRIM_1,1.631,1.664,1.672,1.676,1.684,1.697,1.708,1.775,1.820,1.928,2.087,2.347,2.745,3.336,4.173,5.344,6.918,8.985,11.598,14.803,18.699,23.208,27.966,32.791,37.332,41.546,45.135,48.140,50.376,51.742
BROA_P,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.005,0.008,0.012,0.020,0.032,0.050,0.076,0.112,0.161,0.226,0.307,0.408,0.530,0.672,0.821,0.973,1.115,1.247,1.359,1.453,1.522,1.564
BROR_P,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.002,0.004,0.007,0.012,0.020,0.033,0.050,0.075,0.108,0.152,0.208,0.276,0.359,0.456,0.558,0.661,0.758,0.847,0.924,0.988,1.035,1.063
