Primary,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
ABHA1,0.077,0.144,0.221,0.298,0.375,0.402,0.434,0.510,0.587,0.695,0.835,0.963,1.102,1.253,1.496,1.778,2.040,2.279,2.494,2.696,3.118,3.321,3.474,3.601,3.690,3.636,3.722,3.795,3.881,3.881
ABNE_P,0.062,0.115,0.178,0.240,0.302,0.366,0.395,0.465,0.534,0.633,0.879,1.014,1.160,1.319,1.575,2.823,3.239,3.618,3.959,4.281,5.881,6.265,6.553,6.793,6.961,8.020,8.209,8.371,8.560,8.560
ABTH_1,0.094,0.174,0.268,0.362,0.456,0.377,0.407,0.479,0.550,0.652,0.725,0.836,0.957,1.088,1.299,1.331,1.527,1.706,1.866,2.018,2.343,2.496,2.611,2.707,2.774,2.739,2.804,2.859,2.924,2.924
ACTL_2;CBNK_H;GREE_H;PERI_H,0.230,0.428,0.659,0.889,1.119,1.200,1.296,1.524,1.751,2.075,2.224,2.564,2.934,3.336,3.984,4.074,4.675,5.223,5.714,6.180,5.960,6.349,6.642,6.885,7.055,6.770,6.929,7.067,7.226,7.226
ALNE_P,0.066,0.122,0.188,0.254,0.319,0.381,0.412,0.485,0.557,0.660,0.901,1.039,1.189,1.352,1.615,2.778,3.189,3.561,3.897,4.214,5.718,6.092,6.372,6.605,6.769,7.728,7.910,8.066,8.248,8.248
ALVE1,0.069,0.129,0.198,0.268,0.337,0.361,0.390,0.458,0.526,0.624,0.749,0.864,0.989,1.124,1.342,1.595,1.830,2.045,2.237,2.419,2.797,2.980,3.117,3.231,3.311,3.262,3.339,3.405,3.482,3.482
AMEM_1,0.450,0.836,1.286,1.736,2.186,2.400,2.595,3.049,3.503,4.152,4.497,5.184,5.934,6.746,8.058,8.388,9.627,10.752,11.766,12.723,12.462,13.276,13.886,14.395,14.751,14.201,14.535,14.822,15.157,15.157
ARBR_P,0.004,0.008,0.012,0.016,0.020,0.025,0.027,0.031,0.036,0.043,0.059,0.068,0.078,0.089,0.106,0.190,0.218,0.243,0.266,0.288,0.395,0.421,0.440,0.457,0.468,0.539,0.552,0.563,0.575,0.575
ARDK_P;CLAC_P,0.006,0.011,0.017,0.023,0.029,0.034,0.037,0.043,0.050,0.059,0.080,0.092,0.105,0.119,0.143,0.237,0.273,0.304,0.333,0.360,0.484,0.516,0.539,0.559,0.573,0.648,0.664,0.677,0.692,0.692
ARMO_P,0.054,0.100,0.154,0.208,0.262,0.315,0.341,0.400,0.460,0.545,0.744,0.858,0.982,1.116,1.333,2.290,2.628,2.936,3.212,3.473,4.706,5.013,5.244,5.436,5.570,6.341,6.490,6.619,6.768,6.768
