Primary,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
ABHA1,5.880,7.979,11.087,15.035,18.647,19.765,26.613,35.790,47.155,57.885,64.720,76.463,88.543,101.029,110.882,117.530,131.965,146.598,161.165,168.250,171.843,181.963,190.441,197.538,194.778,187.650,189.754,191.923,194.159,195.342
ABNE_P,0.417,0.566,0.786,1.066,1.322,1.649,2.221,2.987,3.935,4.830,5.461,6.451,7.471,8.524,9.356,9.480,10.645,11.825,13.000,13.571,13.597,14.398,15.068,15.630,15.411,14.817,14.983,15.155,15.331,15.425
ABTH_1,2.930,3.976,5.524,7.491,9.291,13.153,17.710,23.817,31.380,38.520,48.178,56.919,65.912,75.206,82.540,92.343,103.684,115.182,126.627,132.193,139.257,147.458,154.327,160.078,157.842,150.350,152.036,153.774,155.565,156.513
ACTL_2;CBNK_H;GREE_H;PERI_H,1.921,2.607,3.623,4.913,6.094,7.597,10.229,13.755,18.122,22.246,25.703,30.367,35.165,40.123,44.036,47.753,53.617,59.561,65.482,68.360,70.899,75.076,78.572,81.500,80.362,78.221,79.097,80.002,80.934,81.426
ALNE_P,0.347,0.471,0.654,0.887,1.100,0.976,1.314,1.767,2.329,2.859,2.894,3.419,3.959,4.517,4.958,4.713,5.292,5.879,6.463,6.747,6.754,7.152,7.485,7.764,7.655,7.606,7.691,7.779,7.869,7.917
ALVE1,3.796,5.152,7.158,9.707,12.039,12.761,17.182,23.107,30.445,37.372,41.786,49.367,57.167,65.228,71.589,75.882,85.201,94.649,104.054,108.628,110.948,117.482,122.955,127.537,125.755,121.153,122.512,123.913,125.356,126.120
AMEM_1,2.947,4.000,5.557,7.536,9.346,12.326,16.597,22.320,29.407,36.099,42.985,50.784,58.807,67.099,73.643,80.846,90.776,100.842,110.862,115.736,120.172,127.249,133.178,138.141,136.211,131.532,133.007,134.528,136.095,136.924
ARBR_P,0.735,0.998,1.386,1.880,2.332,2.909,3.916,5.267,6.939,8.518,9.630,11.377,13.174,15.032,16.498,16.718,18.771,20.853,22.925,23.932,23.977,25.389,26.572,27.562,27.177,26.129,26.422,26.724,27.036,27.200
ARDK_P;CLAC_P,0.035,0.048,0.066,0.090,0.112,0.091,0.123,0.165,0.217,0.267,0.256,0.303,0.351,0.400,0.439,0.402,0.451,0.501,0.551,0.575,0.572,0.606,0.634,0.658,0.649,0.656,0.663,0.671,0.679,0.683
ARMO_P,0.563,0.764,1.061,1.439,1.785,1.965,2.646,3.559,4.689,5.756,6.281,7.421,8.593,9.805,10.761,10.696,12.010,13.342,14.667,15.312,15.327,16.230,16.986,17.619,17.373,16.861,17.050,17.245,17.446,17.552
AXMI1,3.054,4.144,5.759,7.809,9.685,11.206,15.088,20.290,26.733,32.817,37.904,44.782,51.857,59.169,64.939,70.204,78.826,87.567,96.268,100.500,103.334,109.419,114.517,118.784,117.125,112.515,113.777,115.078,116.418,117.128
AYRR,0.966,1.311,1.822,2.470,3.063,4.015,5.406,7.270,9.578,11.758,13.520,15.973,18.496,21.104,23.162,23.707,26.619,29.571,32.509,33.938,34.062,36.068,37.749,39.155,38.608,36.978,37.393,37.820,38.261,38.494
BAGA,0.796,1.081,1.502,2.037,2.526,3.321,4.471,6.013,7.923,9.726,11.185,13.214,15.302,17.459,19.162,19.608,22.016,24.457,26.888,28.070,28.165,29.824,31.214,32.377,31.924,30.573,30.916,31.269,31.633,31.826
BAIN,0.533,0.723,1.004,1.362,1.689,2.221,2.990,4.021,5.298,6.503,7.479,8.836,10.232,11.675,12.813,13.112,14.722,16.354,17.979,18.770,18.834,19.943,20.872,21.650,21.348,20.444,20.673,20.909,21.153,21.282
BARKC1;BARKW3,3.472,4.713,6.547,8.879,11.013,14.935,20.109,27.044,35.631,43.739,52.850,62.439,72.304,82.499,90.546,101.147,113.570,126.163,138.699,144.797,151.550,160.475,167.951,174.210,171.776,166.643,168.512,170.438,172.424,173.475
BEAU_P;ORRI_P,0.422,0.573,0.796,1.079,1.338,1.474,1.985,2.669,3.516,4.317,4.711,5.566,6.445,7.354,8.071,8.022,9.007,10.006,11.000,11.484,11.495,12.172,12.739,13.214,13.029,12.645,12.787,12.933,13.084,13.164
BEDDT1,3.779,5.128,7.125,9.662,11.984,16.362,22.030,29.627,39.035,47.917,57.714,68.186,78.958,90.092,98.878,109.484,122.930,136.562,150.132,156.732,163.148,172.756,180.804,187.542,184.922,178.547,180.549,182.613,184.740,185.866
BEDD_1,7.169,9.729,13.519,18.332,22.736,31.043,41.797,56.209,74.059,90.910,109.499,129.366,149.804,170.927,187.598,207.719,233.230,259.093,284.838,297.360,309.533,327.762,343.031,355.815,350.844,338.749,342.547,346.464,350.500,352.636
BERB_P;CAIF_P;DALL_P;GLEF_P;KEIT_P,0.600,0.814,1.131,1.534,1.902,2.095,2.820,3.793,4.997,6.135,6.695,7.909,9.159,10.451,11.470,11.400,12.800,14.220,15.633,16.320,16.336,17.298,18.104,18.779,18.516,17.971,18.173,18.380,18.594,18.708
BERW,0.378,0.513,0.713,0.966,1.199,1.571,2.115,2.844,3.747,4.600,5.289,6.249,7.236,8.257,9.062,9.275,10.415,11.569,12.719,13.278,13.327,14.111,14.769,15.319,15.105,14.467,14.630,14.797,14.969,15.060
BESW_1,3.979,5.400,7.503,10.175,12.619,15.771,21.235,28.557,37.626,46.188,54.204,64.039,74.156,84.612,92.865,100.946,113.344,125.913,138.424,144.509,149.481,158.284,165.658,171.831,169.430,163.493,165.326,167.216,169.164,170.195
BICF_1,2.818,3.825,5.315,7.207,8.938,9.045,12.178,16.377,21.578,26.488,28.884,34.124,39.515,45.087,49.484,51.132,57.412,63.779,70.116,73.198,74.031,78.391,82.043,85.100,83.911,80.740,81.646,82.579,83.541,84.050
BIRK_1,3.234,4.389,6.098,8.270,10.256,13.741,18.501,24.881,32.782,40.242,47.600,56.237,65.121,74.304,81.551,89.328,100.299,111.421,122.493,127.878,131.635,139.387,145.880,151.317,149.203,143.357,144.964,146.622,148.330,149.234
BISW_1,8.103,10.997,15.280,20.721,25.698,30.799,41.468,55.768,73.477,90.196,104.591,123.568,143.090,163.267,179.190,193.254,216.989,241.050,265.003,276.652,285.129,301.921,315.987,327.762,323.183,311.444,314.936,318.537,322.248,324.212
BLYTB1,1.769,2.401,3.336,4.524,5.611,6.965,9.377,12.611,16.616,20.396,23.585,27.864,32.266,36.816,40.406,43.846,49.231,54.690,60.124,62.768,64.219,68.001,71.169,73.821,72.790,69.848,70.631,71.439,72.271,72.711
BLYTH132,1.180,1.602,2.226,3.019,3.744,4.647,6.257,8.415,11.087,13.609,15.737,18.592,21.529,24.565,26.961,29.256,32.849,36.492,40.118,41.881,42.850,45.373,47.487,49.257,48.569,46.606,47.128,47.667,48.222,48.516
BOAG_P,0.239,0.324,0.450,0.611,0.758,0.834,1.123,1.511,1.991,2.443,2.667,3.150,3.648,4.163,4.569,4.541,5.099,5.664,6.227,6.500,6.507,6.890,7.211,7.480,7.375,7.158,7.238,7.321,7.406,7.452
BOLN_1,10.425,14.148,19.658,26.658,33.062,41.199,55.471,74.599,98.288,120.653,142.943,168.879,195.559,223.135,244.897,269.135,302.189,335.699,369.056,385.280,398.437,421.901,441.556,458.012,451.612,433.655,438.517,443.531,448.698,451.433
BONN,1.324,1.797,2.496,3.385,4.198,5.520,7.432,9.995,13.169,16.166,18.591,21.964,25.434,29.020,31.851,32.592,36.595,40.653,44.692,46.657,46.816,49.573,51.883,53.816,53.064,50.817,51.387,51.975,52.580,52.901
BOTW_1,1.712,2.323,3.228,4.377,5.428,6.870,9.250,12.439,16.390,20.119,23.905,28.242,32.704,37.315,40.955,45.010,50.538,56.142,61.721,64.434,66.816,70.750,74.047,76.806,75.733,72.953,73.771,74.614,75.483,75.943
BRAC_P,0.666,0.904,1.256,1.703,2.112,2.635,3.548,4.771,6.286,7.716,8.723,10.306,11.934,13.617,14.945,15.144,17.004,18.890,20.767,21.680,21.721,23.000,24.072,24.969,24.620,23.670,23.936,24.209,24.491,24.641
BRAI_1,4.422,6.002,8.339,11.308,14.025,15.281,20.575,27.670,36.457,44.752,50.370,59.510,68.911,78.628,86.297,91.260,102.468,113.831,125.142,130.643,133.588,141.455,148.045,153.562,151.417,145.918,147.554,149.241,150.980,151.900
BRAP,0.700,0.950,1.321,1.791,2.221,2.911,3.919,5.270,6.944,8.524,9.801,11.579,13.409,15.299,16.792,17.187,19.298,21.437,23.568,24.604,24.693,26.148,27.366,28.386,27.989,26.807,27.108,27.418,27.737,27.906
BRAW_1,5.454,7.402,10.285,13.948,17.298,24.000,32.314,43.457,57.257,70.286,83.665,98.845,114.461,130.601,143.338,158.036,177.446,197.122,216.710,226.236,233.897,247.672,259.210,268.870,265.113,255.824,258.693,261.651,264.698,266.312
BRED_1,3.574,4.851,6.740,9.140,11.336,15.191,20.454,27.507,36.242,44.489,52.472,61.993,71.787,81.909,89.898,98.479,110.574,122.836,135.042,140.978,145.783,154.369,161.560,167.581,165.240,159.931,161.724,163.573,165.479,166.487
BRFO_1;CLT03,8.555,11.611,16.133,21.877,27.132,30.087,40.510,54.479,71.778,88.112,100.003,118.147,136.813,156.105,171.329,182.527,204.945,227.671,250.294,261.298,268.333,284.135,297.373,308.455,304.145,293.833,297.127,300.525,304.025,305.879
BRID_P,0.533,0.724,1.006,1.364,1.692,2.110,2.842,3.821,5.035,6.180,6.987,8.255,9.559,10.907,11.971,12.130,13.620,15.130,16.633,17.365,17.397,18.422,19.280,19.999,19.719,18.959,19.171,19.391,19.616,19.736
BRIM_1,1.823,2.474,3.438,4.662,5.782,7.577,10.202,13.720,18.076,22.189,26.488,31.293,36.237,41.347,45.380,49.966,56.102,62.323,68.516,71.528,74.400,78.781,82.451,85.524,84.329,81.520,82.434,83.377,84.348,84.862
