Primary,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
ABHA1,0.333,0.572,0.757,0.946,1.139,1.350,1.594,1.854,2.134,2.442,2.788,3.148,3.533,3.936,4.359,4.804,5.270,5.758,6.273,6.824,7.376,7.955,8.555,9.188,9.824,10.481,11.172,11.871,12.592,13.334
ABNE_P,0.029,0.051,0.067,0.084,0.101,0.119,0.141,0.164,0.189,0.216,0.247,0.279,0.313,0.348,0.386,0.425,0.466,0.509,0.555,0.604,0.653,0.704,0.757,0.813,0.869,0.927,0.988,1.050,1.114,1.180
ABTH_1,0.067,0.115,0.152,0.189,0.228,0.270,0.319,0.371,0.428,0.489,0.559,0.631,0.708,0.788,0.873,0.962,1.056,1.153,1.257,1.367,1.477,1.593,1.714,1.840,1.968,2.099,2.238,2.378,2.522,2.671
ACTL_2;CBNK_H;GREE_H;PERI_H,0.018,0.030,0.040,0.050,0.060,0.071,0.084,0.098,0.112,0.129,0.147,0.166,0.186,0.207,0.230,0.253,0.278,0.303,0.331,0.360,0.389,0.419,0.451,0.484,0.518,0.552,0.589,0.626,0.664,0.703
ALNE_P,0.011,0.019,0.025,0.031,0.037,0.044,0.052,0.061,0.070,0.080,0.092,0.103,0.116,0.129,0.143,0.158,0.173,0.189,0.206,0.224,0.242,0.261,0.281,0.302,0.323,0.344,0.367,0.390,0.413,0.438
ALVE1,0.287,0.493,0.652,0.815,0.982,1.163,1.374,1.598,1.840,2.105,2.404,2.714,3.046,3.393,3.758,4.141,4.543,4.963,5.408,5.883,6.358,6.857,7.375,7.920,8.468,9.035,9.630,10.233,10.855,11.494
AMEM_1,0.032,0.055,0.073,0.091,0.110,0.130,0.154,0.179,0.206,0.235,0.269,0.304,0.341,0.379,0.420,0.463,0.508,0.555,0.605,0.658,0.711,0.767,0.825,0.886,0.947,1.011,1.077,1.145,1.214,1.286
ARBR_P,0.029,0.050,0.066,0.082,0.099,0.118,0.139,0.162,0.186,0.213,0.243,0.274,0.308,0.343,0.380,0.419,0.459,0.502,0.547,0.595,0.643,0.693,0.745,0.800,0.856,0.913,0.973,1.034,1.097,1.162
ARDK_P;CLAC_P,0.001,0.002,0.002,0.003,0.004,0.004,0.005,0.006,0.007,0.008,0.009,0.010,0.011,0.012,0.014,0.015,0.017,0.018,0.020,0.021,0.023,0.025,0.027,0.029,0.031,0.033,0.035,0.037,0.040,0.042
ARMO_P,0.007,0.013,0.017,0.021,0.025,0.030,0.035,0.041,0.047,0.054,0.062,0.070,0.078,0.087,0.097,0.106,0.117,0.128,0.139,0.151,0.163,0.176,0.190,0.204,0.218,0.232,0.248,0.263,0.279,0.296
AXMI1,0.165,0.283,0.375,0.469,0.565,0.669,0.790,0.919,1.058,1.211,1.382,1.561,1.752,1.951,2.161,2.382,2.613,2.855,3.110,3.384,3.657,3.944,4.242,4.555,4.871,5.196,5.539,5.886,6.243,6.611
AYRR,0.007,0.012,0.016,0.020,0.024,0.029,0.034,0.039,0.045,0.052,0.059,0.067,0.075,0.084,0.093,0.102,0.112,0.122,0.133,0.145,0.157,0.169,0.182,0.195,0.209,0.223,0.238,0.252,0.268,0.284
BAGA,0.019,0.033,0.044,0.055,0.067,0.079,0.093,0.108,0.125,0.143,0.163,0.184,0.207,0.230,0.255,0.281,0.308,0.337,0.367,0.399,0.431,0.465,0.500,0.537,0.575,0.613,0.653,0.694,0.736,0.780
BAIN,0.006,0.010,0.013,0.016,0.020,0.023,0.027,0.032,0.037,0.042,0.048,0.054,0.061,0.068,0.075,0.082,0.090,0.099,0.108,0.117,0.127,0.136,0.147,0.158,0.169,0.180,0.192,0.204,0.216,0.229
BARKC1;BARKW3,0.064,0.110,0.145,0.182,0.219,0.259,0.306,0.356,0.410,0.469,0.536,0.605,0.679,0.756,0.837,0.923,1.012,1.106,1.205,1.311,1.417,1.528,1.643,1.765,1.887,2.013,2.146,2.280,2.419,2.561
BEAU_P;ORRI_P,0.018,0.030,0.040,0.050,0.061,0.072,0.085,0.098,0.113,0.130,0.148,0.167,0.188,0.209,0.232,0.255,0.280,0.306,0.333,0.362,0.392,0.422,0.454,0.488,0.522,0.557,0.593,0.630,0.669,0.708
BEDDT1,0.018,0.032,0.042,0.052,0.063,0.075,0.088,0.103,0.118,0.135,0.154,0.174,0.195,0.218,0.241,0.266,0.292,0.319,0.347,0.378,0.408,0.440,0.473,0.508,0.544,0.580,0.618,0.657,0.697,0.738
BEDD_1,0.078,0.135,0.178,0.223,0.268,0.318,0.376,0.437,0.503,0.576,0.657,0.742,0.833,0.927,1.027,1.132,1.242,1.357,1.478,1.608,1.738,1.875,2.016,2.165,2.315,2.470,2.633,2.798,2.968,3.142
BERB_P;CAIF_P;DALL_P;GLEF_P;KEIT_P,0.023,0.039,0.052,0.065,0.079,0.093,0.110,0.128,0.147,0.168,0.192,0.217,0.244,0.271,0.301,0.331,0.363,0.397,0.433,0.471,0.509,0.548,0.590,0.633,0.677,0.723,0.770,0.819,0.868,0.919
BERW,0.025,0.042,0.056,0.070,0.084,0.100,0.118,0.137,0.157,0.180,0.206,0.232,0.261,0.290,0.322,0.354,0.389,0.425,0.463,0.503,0.544,0.587,0.631,0.678,0.725,0.773,0.824,0.876,0.929,0.984
BESW_1,0.107,0.184,0.244,0.305,0.367,0.435,0.513,0.597,0.687,0.786,0.898,1.014,1.138,1.267,1.404,1.547,1.697,1.854,2.020,2.198,2.375,2.562,2.755,2.959,3.163,3.375,3.597,3.823,4.055,4.294
BICF_1,0.102,0.175,0.232,0.290,0.349,0.413,0.488,0.568,0.653,0.748,0.854,0.964,1.081,1.205,1.334,1.471,1.613,1.762,1.920,2.089,2.258,2.435,2.619,2.812,3.007,3.208,3.420,3.634,3.855,4.082
BIRK_1,0.053,0.091,0.121,0.151,0.182,0.215,0.255,0.296,0.341,0.390,0.445,0.503,0.564,0.628,0.696,0.767,0.841,0.919,1.001,1.089,1.177,1.270,1.366,1.467,1.568,1.673,1.784,1.895,2.010,2.129
BISW_1,0.473,0.813,1.076,1.345,1.620,1.919,2.267,2.636,3.035,3.472,3.964,4.476,5.023,5.595,6.198,6.830,7.493,8.186,8.919,9.703,10.486,11.310,12.163,13.063,13.967,14.901,15.883,16.878,17.903,18.958
