Primary,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
ABHA1,0.094,0.214,0.362,0.536,0.737,0.860,0.944,1.029,1.127,1.240,1.530,1.689,1.880,2.104,2.374,3.080,3.272,3.482,3.731,3.980,4.467,4.768,5.068,5.389,5.689,5.953,6.290,6.687,7.123,7.580
ABNE_P,0.021,0.049,0.083,0.123,0.169,0.233,0.256,0.279,0.306,0.336,0.361,0.398,0.443,0.496,0.560,0.819,0.870,0.926,0.992,1.058,1.277,1.363,1.449,1.541,1.627,2.067,2.184,2.322,2.474,2.632
ABTH_1,0.092,0.211,0.356,0.528,0.725,0.754,0.828,0.902,0.989,1.088,1.135,1.253,1.395,1.561,1.762,1.820,1.933,2.057,2.204,2.351,2.563,2.736,2.908,3.092,3.264,3.659,3.866,4.110,4.379,4.659
ACTL_2;CBNK_H;GREE_H;PERI_H,0.241,0.550,0.928,1.375,1.891,2.255,2.477,2.699,2.958,3.253,3.599,3.974,4.424,4.949,5.587,6.308,6.699,7.130,7.640,8.148,8.351,8.913,9.476,10.074,10.636,11.035,11.661,12.396,13.206,14.052
ALNE_P,0.023,0.053,0.089,0.133,0.182,0.249,0.274,0.298,0.327,0.360,0.386,0.426,0.475,0.531,0.599,0.834,0.886,0.943,1.011,1.078,1.268,1.354,1.439,1.530,1.615,2.011,2.125,2.259,2.406,2.561
ALVE1,0.087,0.199,0.335,0.497,0.683,0.797,0.876,0.954,1.046,1.150,1.419,1.567,1.744,1.951,2.202,2.857,3.034,3.230,3.460,3.691,4.143,4.422,4.700,4.998,5.276,5.521,5.834,6.202,6.607,7.030
AMEM_1,0.621,1.418,2.394,3.546,4.876,5.482,6.021,6.561,7.190,7.909,8.704,9.610,10.698,11.967,13.509,14.561,15.466,16.461,17.636,18.812,19.786,21.117,22.448,23.868,25.199,25.945,27.415,29.145,31.048,33.037
ARBR_P,0.023,0.052,0.088,0.131,0.180,0.249,0.274,0.298,0.327,0.359,0.385,0.425,0.474,0.530,0.598,0.875,0.929,0.989,1.059,1.130,1.364,1.455,1.547,1.645,1.737,2.207,2.332,2.479,2.641,2.810
ARDK_P;CLAC_P,0.002,0.005,0.009,0.013,0.018,0.024,0.026,0.028,0.031,0.034,0.036,0.040,0.045,0.050,0.057,0.075,0.079,0.084,0.090,0.096,0.111,0.118,0.126,0.134,0.141,0.172,0.181,0.193,0.205,0.219
ARMO_P,0.020,0.047,0.079,0.116,0.160,0.209,0.229,0.250,0.274,0.301,0.319,0.352,0.392,0.439,0.495,0.669,0.710,0.756,0.810,0.864,1.009,1.077,1.145,1.217,1.285,1.586,1.676,1.782,1.898,2.020
AXMI1,0.083,0.190,0.321,0.476,0.654,0.738,0.810,0.883,0.968,1.065,1.218,1.345,1.497,1.674,1.890,2.170,2.305,2.454,2.629,2.804,3.039,3.244,3.448,3.666,3.871,4.004,4.231,4.498,4.791,5.098
AYRR,0.025,0.058,0.097,0.144,0.198,0.260,0.285,0.311,0.341,0.375,0.396,0.437,0.487,0.544,0.614,0.871,0.925,0.984,1.055,1.125,1.344,1.435,1.525,1.622,1.712,2.159,2.281,2.425,2.583,2.749
BAGA,0.023,0.053,0.089,0.131,0.180,0.242,0.266,0.290,0.318,0.350,0.372,0.410,0.457,0.511,0.577,0.833,0.885,0.942,1.009,1.077,1.293,1.380,1.467,1.560,1.647,2.087,2.205,2.344,2.497,2.657
