Primary,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
BRAW_1,23.305,23.598,23.891,24.183,24.476,24.769,25.646,26.671,27.841,29.012,30.475,31.938,33.401,34.864,36.327,37.790,39.253,40.716,42.179,43.643,45.106,46.569,48.032,49.495,50.958,52.421,53.884,55.347,56.810,58.273,59.737
BRED_1,15.364,15.557,15.750,15.942,16.135,16.328,16.907,17.582,18.354,19.125,20.090,21.054,22.019,22.983,23.948,24.912,25.877,26.842,27.806,28.771,29.735,30.700,31.664,32.629,33.593,34.558,35.522,36.487,37.451,38.416,39.380
BRFO_1;CLT03,100.697,101.961,103.225,104.490,105.754,107.018,110.811,115.237,120.294,125.351,131.673,137.995,144.316,150.638,156.960,163.281,169.603,175.925,182.246,188.568,194.890,201.211,207.533,213.855,220.176,226.498,232.819,239.141,245.463,251.784,258.106
BRID_P,3.863,3.912,3.960,4.009,4.058,4.106,4.252,4.421,4.615,4.809,5.052,5.294,5.537,5.780,6.022,6.265,6.507,6.750,6.992,7.235,7.477,7.720,7.962,8.205,8.448,8.690,8.933,9.175,9.418,9.660,9.903
BRIM_1,9.494,9.613,9.733,9.852,9.971,10.090,10.448,10.865,11.342,11.819,12.415,13.011,13.607,14.203,14.799,15.395,15.991,16.587,17.183,17.779,18.375,18.971,19.567,20.163,20.759,21.355,21.951,22.548,23.144,23.740,24.336
BROA_P,0.894,0.905,0.917,0.928,0.939,0.950,0.984,1.023,1.068,1.113,1.169,1.225,1.281,1.338,1.394,1.450,1.506,1.562,1.618,1.674,1.731,1.787,1.843,1.899,1.955,2.011,2.067,2.124,2.180,2.236,2.292
BROR_P,0.697,0.705,0.714,0.723,0.732,0.740,0.767,0.797,0.832,0.867,0.911,0.955,0.998,1.042,1.086,1.130,1.173,1.217,1.261,1.305,1.348,1.392,1.436,1.479,1.523,1.567,1.611,1.654,1.698,1.742,1.786
BROX,1.840,1.863,1.886,1.909,1.933,1.956,2.025,2.106,2.198,2.291,2.406,2.522,2.637,2.753,2.868,2.984,3.099,3.215,3.330,3.446,3.561,3.677,3.793,3.908,4.024,4.139,4.255,4.370,4.486,4.601,4.717
BRWA1,43.233,43.776,44.319,44.862,45.405,45.948,47.576,49.476,51.647,53.819,56.533,59.247,61.961,64.675,67.390,70.104,72.818,75.532,78.246,80.960,83.675,86.389,89.103,91.817,94.531,97.245,99.960,102.674,105.388,108.102,110.816
BUMU_P,2.646,2.680,2.713,2.746,2.779,2.813,2.912,3.029,3.162,3.294,3.461,3.627,3.793,3.959,4.125,4.291,4.457,4.624,4.790,4.956,5.122,5.288,5.454,5.620,5.787,5.953,6.119,6.285,6.451,6.617,6.783
BURM_1,35.132,35.573,36.014,36.456,36.897,37.338,38.661,40.205,41.970,43.734,45.940,48.145,50.351,52.556,54.762,56.967,59.173,61.379,63.584,65.790,67.995,70.201,72.406,74.612,76.818,79.023,81.229,83.434,85.640,87.846,90.051
