Primary,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
ABHA1,0.333,0.576,0.780,1.006,1.283,1.609,2.003,2.460,2.969,3.528,4.151,4.838,5.582,6.380,7.233,8.145,9.109,10.128,11.202,12.332,13.523,14.763,16.058,17.408,18.813,20.274,21.789,23.360,24.986,26.667
ABNE_P,0.029,0.051,0.069,0.089,0.113,0.142,0.177,0.218,0.263,0.312,0.367,0.428,0.494,0.564,0.640,0.721,0.806,0.896,0.991,1.091,1.196,1.306,1.421,1.540,1.664,1.794,1.928,2.067,2.211,2.359
ABTH_1,0.067,0.115,0.156,0.202,0.257,0.322,0.401,0.493,0.595,0.707,0.831,0.969,1.118,1.278,1.449,1.632,1.825,2.029,2.244,2.470,2.709,2.957,3.216,3.487,3.768,4.061,4.364,4.679,5.005,5.341
ACTL_2;CBNK_H;GREE_H;PERI_H,0.018,0.030,0.041,0.053,0.068,0.085,0.106,0.130,0.156,0.186,0.219,0.255,0.294,0.336,0.381,0.429,0.480,0.534,0.590,0.650,0.713,0.778,0.846,0.917,0.991,1.068,1.148,1.231,1.317,1.405
ALNE_P,0.011,0.019,0.026,0.033,0.042,0.053,0.066,0.081,0.097,0.116,0.136,0.159,0.183,0.209,0.237,0.267,0.299,0.333,0.368,0.405,0.444,0.485,0.527,0.572,0.618,0.666,0.715,0.767,0.820,0.875
ALVE1,0.287,0.497,0.673,0.867,1.106,1.387,1.726,2.121,2.559,3.042,3.578,4.171,4.811,5.500,6.235,7.021,7.852,8.731,9.657,10.630,11.657,12.726,13.842,15.006,16.217,17.476,18.783,20.137,21.538,22.987
AMEM_1,0.032,0.056,0.075,0.097,0.124,0.155,0.193,0.237,0.286,0.340,0.400,0.467,0.538,0.615,0.697,0.785,0.878,0.977,1.080,1.189,1.304,1.423,1.548,1.678,1.814,1.955,2.101,2.252,2.409,2.571
ARBR_P,0.029,0.050,0.068,0.088,0.112,0.140,0.174,0.214,0.259,0.307,0.362,0.422,0.486,0.556,0.630,0.710,0.794,0.882,0.976,1.074,1.178,1.286,1.399,1.517,1.639,1.766,1.898,2.035,2.177,2.323
ARDK_P;CLAC_P,0.001,0.002,0.002,0.003,0.004,0.005,0.006,0.008,0.009,0.011,0.013,0.015,0.018,0.020,0.023,0.026,0.029,0.032,0.035,0.039,0.043,0.046,0.050,0.055,0.059,0.064,0.068,0.073,0.079,0.084
ARMO_P,0.007,0.013,0.017,0.022,0.028,0.036,0.044,0.055,0.066,0.078,0.092,0.107,0.124,0.141,0.160,0.181,0.202,0.225,0.248,0.273,0.300,0.327,0.356,0.386,0.417,0.449,0.483,0.518,0.554,0.591
AXMI1,0.165,0.286,0.387,0.499,0.636,0.798,0.993,1.220,1.472,1.749,2.058,2.399,2.767,3.163,3.586,4.038,4.516,5.022,5.554,6.114,6.705,7.319,7.961,8.631,9.327,10.052,10.803,11.582,12.388,13.221
AYRR,0.007,0.012,0.017,0.021,0.027,0.034,0.043,0.052,0.063,0.075,0.088,0.103,0.119,0.136,0.154,0.173,0.194,0.215,0.238,0.262,0.288,0.314,0.341,0.370,0.400,0.431,0.463,0.497,0.531,0.567
BAGA,0.019,0.034,0.046,0.059,0.075,0.094,0.117,0.144,0.174,0.206,0.243,0.283,0.326,0.373,0.423,0.476,0.533,0.592,0.655,0.721,0.791,0.863,0.939,1.018,1.100,1.186,1.274,1.366,1.461,1.560
BAIN,0.006,0.010,0.013,0.017,0.022,0.028,0.034,0.042,0.051,0.061,0.071,0.083,0.096,0.109,0.124,0.140,0.156,0.174,0.192,0.212,0.232,0.253,0.275,0.299,0.323,0.348,0.374,0.401,0.429,0.457
BARKC1;BARKW3,0.064,0.111,0.150,0.193,0.246,0.309,0.385,0.473,0.570,0.678,0.797,0.929,1.072,1.225,1.389,1.565,1.750,1.946,2.152,2.369,2.598,2.836,3.085,3.344,3.614,3.894,4.185,4.487,4.800,5.122
BEAU_P;ORRI_P,0.018,0.031,0.041,0.053,0.068,0.085,0.106,0.131,0.158,0.187,0.220,0.257,0.296,0.339,0.384,0.433,0.484,0.538,0.595,0.655,0.718,0.784,0.853,0.925,0.999,1.077,1.157,1.241,1.327,1.416
BEDDT1,0.018,0.032,0.043,0.056,0.071,0.089,0.111,0.136,0.164,0.195,0.230,0.268,0.309,0.353,0.400,0.451,0.504,0.560,0.620,0.682,0.748,0.817,0.888,0.963,1.041,1.122,1.206,1.292,1.382,1.475
BEDD_1,0.078,0.136,0.184,0.237,0.302,0.379,0.472,0.580,0.700,0.832,0.978,1.140,1.315,1.503,1.705,1.920,2.147,2.387,2.640,2.906,3.187,3.479,3.784,4.102,4.434,4.778,5.135,5.505,5.888,6.284
BERB_P;CAIF_P;DALL_P;GLEF_P;KEIT_P,0.023,0.040,0.054,0.069,0.088,0.111,0.138,0.170,0.205,0.243,0.286,0.334,0.385,0.440,0.499,0.562,0.628,0.698,0.772,0.850,0.932,1.018,1.107,1.200,1.297,1.398,1.502,1.611,1.723,1.839
BERW,0.025,0.043,0.058,0.074,0.095,0.119,0.148,0.181,0.219,0.260,0.306,0.357,0.412,0.471,0.534,0.601,0.672,0.747,0.826,0.910,0.997,1.089,1.184,1.284,1.388,1.495,1.607,1.723,1.843,1.967
