Primary,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
ABHA1,59.171,61.435,64.265,67.660,73.319,80.394,88.883,97.371,105.860,114.349,123.546,132.742,141.939,151.135,160.331,169.528,178.724,187.921,197.117,206.313,215.510,224.706,233.902,243.099,252.295,261.492,270.688,279.884,289.081,298.277
ABNE_P,5.235,5.435,5.686,5.986,6.487,7.113,7.864,8.615,9.366,10.117,10.930,11.744,12.558,13.371,14.185,14.998,15.812,16.626,17.439,18.253,19.067,19.880,20.694,21.507,22.321,23.135,23.948,24.762,25.576,26.389
ABTH_1,11.852,12.306,12.872,13.553,14.686,16.103,17.803,19.504,21.204,22.905,24.747,26.589,28.431,30.273,32.115,33.957,35.799,37.641,39.483,41.325,43.167,45.009,46.851,48.694,50.536,52.378,54.220,56.062,57.904,59.746
ACTL_2;CBNK_H;GREE_H;PERI_H,3.118,3.238,3.387,3.566,3.864,4.237,4.684,5.131,5.579,6.026,6.511,6.995,7.480,7.965,8.449,8.934,9.418,9.903,10.388,10.872,11.357,11.842,12.326,12.811,13.296,13.780,14.265,14.749,15.234,15.719
ALNE_P,1.943,2.017,2.110,2.221,2.407,2.639,2.918,3.197,3.475,3.754,4.056,4.358,4.660,4.962,5.264,5.566,5.868,6.169,6.471,6.773,7.075,7.377,7.679,7.981,8.283,8.585,8.887,9.189,9.491,9.792
ALVE1,51.007,52.958,55.397,58.324,63.203,69.301,76.618,83.936,91.254,98.571,106.499,114.426,122.354,130.281,138.209,146.136,154.064,161.991,169.918,177.846,185.773,193.701,201.628,209.556,217.483,225.411,233.338,241.266,249.193,257.120
AMEM_1,5.705,5.924,6.196,6.524,7.069,7.752,8.570,9.389,10.207,11.026,11.912,12.799,13.686,14.572,15.459,16.346,17.232,18.119,19.006,19.893,20.779,21.666,22.553,23.439,24.326,25.213,26.100,26.986,27.873,28.760
ARBR_P,5.155,5.352,5.599,5.894,6.387,7.004,7.743,8.483,9.222,9.962,10.763,11.564,12.365,13.167,13.968,14.769,15.570,16.371,17.173,17.974,18.775,19.576,20.377,21.178,21.980,22.781,23.582,24.383,25.184,25.985
ARDK_P;CLAC_P,0.186,0.193,0.202,0.213,0.230,0.253,0.279,0.306,0.333,0.359,0.388,0.417,0.446,0.475,0.504,0.533,0.562,0.591,0.620,0.649,0.677,0.706,0.735,0.764,0.793,0.822,0.851,0.880,0.909,0.938
ARMO_P,1.312,1.362,1.425,1.500,1.625,1.782,1.970,2.159,2.347,2.535,2.739,2.943,3.146,3.350,3.554,3.758,3.962,4.166,4.370,4.574,4.777,4.981,5.185,5.389,5.593,5.797,6.001,6.204,6.408,6.612
AXMI1,29.337,30.459,31.862,33.546,36.352,39.859,44.068,48.276,52.485,56.694,61.254,65.813,70.373,74.932,79.492,84.051,88.611,93.170,97.730,102.289,106.849,111.409,115.968,120.528,125.087,129.647,134.206,138.766,143.325,147.885
AYRR,1.258,1.306,1.367,1.439,1.559,1.710,1.890,2.071,2.251,2.432,2.627,2.823,3.018,3.214,3.410,3.605,3.801,3.996,4.192,4.387,4.583,4.779,4.974,5.170,5.365,5.561,5.756,5.952,6.147,6.343
BAGA,3.460,3.593,3.758,3.957,4.288,4.702,5.198,5.694,6.191,6.687,7.225,7.763,8.301,8.839,9.376,9.914,10.452,10.990,11.528,12.066,12.603,13.141,13.679,14.217,14.755,15.292,15.830,16.368,16.906,17.444
